method,env,T,seed,checkpoint,score,n_source_rows,n_valid_rows,n_sampled_rows,d_critic_current,d_final_current,d_target_deterministic,d_target_smoothed,current_state_proxy,polyak_lag,target_noise_draws,n_nan,n_inf
td3,halfcheetah-expert-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/halfcheetah-expert-v2_tau14_seed1/params_1000000.pkl,0.7421228031051205,1000000,999000,4096,0.10091482595618026,0.1018972620153788,0.09817968608187755,0.11648704245835573,0.10091482597846022,0.0010158973034481659,64,0,0
mpi2,halfcheetah-expert-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/halfcheetah-expert-v2_tau14_mpi2_seed1/params_1000000.pkl,7.344029048863613,1000000,999000,4096,0.038325066123772525,0.055617730069827176,0.0394273051027092,0.06351030843167454,0.038325066152797814,0.0005065722602157403,64,0,0
mpi3,halfcheetah-expert-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/halfcheetah-expert-v2_tau14_mpi3_seed1/params_1000000.pkl,18.874060401155194,1000000,999000,4096,0.03173026490191165,0.05298909193801881,0.03233710311707938,0.057904342698563406,0.03173026490861728,0.0004599437150225701,64,0,0
td3,halfcheetah-expert-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/halfcheetah-expert-v2_tau20_seed0/params_1000000.pkl,-1.204281873433457,1000000,999000,4096,0.11706818667393205,0.12227615727855265,0.1229328817842088,0.13889605832225344,0.11706818680752851,0.0018252727803279407,64,0,0
mpi2,halfcheetah-expert-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/halfcheetah-expert-v2_tau20_mpi2_seed0/params_1000000.pkl,9.284681432617518,1000000,999000,4096,0.04921801387604509,0.07445771149246681,0.04922029916331638,0.07232000749037548,0.0492180138948408,0.000830189606483962,64,0,0
mpi3,halfcheetah-expert-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/halfcheetah-expert-v2_tau20_mpi3_seed0/params_1000000.pkl,2.230735063635166,1000000,999000,4096,0.03984995137309469,0.07809202213842106,0.039705513569860074,0.06427763879122897,0.039849951385975226,0.0006190972081522623,64,0,0
td3,halfcheetah-expert-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/halfcheetah-expert-v2_tau20_seed1/params_1000000.pkl,-1.022377859826169,1000000,999000,4096,0.19999958051298145,0.19554530031986395,0.19772761217811308,0.20327307141026707,0.19999958022971784,0.004206803656522833,64,0,0
mpi2,halfcheetah-expert-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/halfcheetah-expert-v2_tau20_mpi2_seed1/params_1000000.pkl,-1.5404724834741086,1000000,999000,4096,0.13816024679304062,0.2254601265625249,0.13867790583458373,0.14815547582743255,0.13816024664035026,0.0011222374977440152,64,0,0
mpi3,halfcheetah-expert-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/halfcheetah-expert-v2_tau20_mpi3_seed1/params_1000000.pkl,18.750899616682243,1000000,999000,4096,0.04561602954776163,0.09896415525975383,0.04551450136512614,0.0700414496072462,0.04561602954523174,0.0005846351474606053,64,0,0
td3,hopper-medium-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau4_seed0/params_1000000.pkl,63.86375894151014,1000000,997813,4096,0.05662947530257361,0.057785060037453116,0.055403101535405064,0.08880706814644121,0.05662947529869862,0.0012869728368153747,64,0,0
mpi2,hopper-medium-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau4_mpi2_seed0/params_1000000.pkl,60.54528814168838,1000000,997813,4096,0.05379657471074667,0.060519320110049,0.05280501830564632,0.08631206708196684,0.053796574604278835,0.001145299554443405,64,0,0
mpi3,hopper-medium-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau4_mpi3_seed0/params_1000000.pkl,55.82887349601117,1000000,997813,4096,0.05314685665349943,0.06114509888210462,0.05174461415908982,0.08525187867426877,0.05314685658617262,0.0011191687694434287,64,0,0
td3,hopper-medium-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau4_seed1/params_1000000.pkl,56.805425412443846,1000000,997813,4096,0.05678722835897995,0.057577617910934936,0.05548601437757078,0.08885084162812998,0.05678722837611522,0.0014276170967546257,64,0,0
mpi2,hopper-medium-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau4_mpi2_seed1/params_1000000.pkl,58.504775047083236,1000000,997813,4096,0.05384514485155503,0.05943833585650853,0.05248792880308345,0.08598583385447339,0.053845144860731324,0.0012433319699565821,64,0,0
mpi3,hopper-medium-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau4_mpi3_seed1/params_1000000.pkl,60.40822056172398,1000000,997813,4096,0.053046619859678165,0.060070256673323746,0.051758779469752714,0.08526624968787941,0.053046619862266976,0.0012950860680220513,64,0,0
td3,hopper-medium-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau7_seed0/params_1000000.pkl,0.645082689311175,1000000,997813,4096,0.7514212283435343,0.7347122093397376,0.7413422959833689,0.6956399513023539,0.7514212278503472,0.0006272387797067142,64,0,0
mpi2,hopper-medium-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau7_mpi2_seed0/params_1000000.pkl,97.21316369147769,1000000,997813,4096,0.05534167250391423,0.06536429410387322,0.054685315931994216,0.0881226576096885,0.05534167259140306,0.0011603790045505097,64,0,0
mpi3,hopper-medium-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau7_mpi3_seed0/params_1000000.pkl,97.78300505490807,1000000,997813,4096,0.054495942714893254,0.07095447877554298,0.0532028225809853,0.08671673569993842,0.05449594276811343,0.0012559555089950265,64,0,0
td3,hopper-medium-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau7_seed1/params_1000000.pkl,95.5916054262881,1000000,997813,4096,0.06299866373437163,0.06326582563742686,0.06246111534732535,0.0956649600958382,0.06299866386967876,0.0013013135765688143,64,0,0
mpi2,hopper-medium-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau7_mpi2_seed1/params_1000000.pkl,69.27638683202647,1000000,997813,4096,0.05572277987407898,0.06714202647913792,0.05428255680629945,0.08777971623755755,0.05572277973743511,0.0012919537219245462,64,0,0
mpi3,hopper-medium-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau7_mpi3_seed1/params_1000000.pkl,91.05273365328065,1000000,997813,4096,0.053718124907512176,0.06804184711987256,0.052817498959288764,0.08622718742710159,0.0537181249701249,0.0011457169912315276,64,0,0
td3,hopper-medium-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau10_seed0/params_1000000.pkl,0.8974431956529043,1000000,997813,4096,0.8431246165785653,0.8423812970802202,0.8431584443057858,0.7792512442439951,0.8431246168184894,0.0007320485610427345,64,0,0
mpi2,hopper-medium-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau10_mpi2_seed0/params_1000000.pkl,100.75236086239072,1000000,997813,4096,0.06000152298388821,0.08383102630421828,0.0597552311807692,0.0930388673756497,0.060001522988376174,0.0010832695297507207,64,0,0
mpi3,hopper-medium-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau10_mpi3_seed0/params_1000000.pkl,101.68562558904912,1000000,997813,4096,0.05511113473361855,0.07621844072907266,0.05458193664493205,0.08808541930132716,0.05511113470875631,0.001225762812061452,64,0,0
td3,hopper-medium-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau10_seed1/params_1000000.pkl,0.5914053822071555,1000000,997813,4096,0.9077379793454405,0.9004038375424711,0.9018618046139295,0.82280048823157,0.9077379794535323,0.0006063507109800288,64,0,0
mpi2,hopper-medium-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau10_mpi2_seed1/params_1000000.pkl,0.8777013869923834,1000000,997813,4096,0.1563909221343876,0.3545843744494087,0.14940593782349243,0.18085630692203586,0.15639092223210643,0.002695471671561136,64,0,0
mpi3,hopper-medium-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau10_mpi3_seed1/params_1000000.pkl,97.38393610753971,1000000,997813,4096,0.055469951624357944,0.07334108067140438,0.05441078668713084,0.08781349304770773,0.055469951570541666,0.0012685168298675054,64,0,0
td3,hopper-medium-v2,14.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau14_seed0/params_1000000.pkl,0.7400714974097887,1000000,997813,4096,1.07834100872435,1.068614909321325,1.0727952865629362,0.9733044477945711,1.0783410087371983,0.0003135157607169504,64,0,0
mpi2,hopper-medium-v2,14.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau14_mpi2_seed0/params_1000000.pkl,0.5808310974709244,1000000,997813,4096,0.819086041643326,0.9600826367305635,0.8136269863200987,0.7547949467620487,0.8190860413413581,0.0004108390423057754,64,0,0
mpi3,hopper-medium-v2,14.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau14_mpi3_seed0/params_1000000.pkl,89.85745474521019,1000000,997813,4096,0.057575605880079206,0.09057841983898487,0.057331345058140304,0.09063332261333146,0.057575605870195334,0.0010626421403000237,64,0,0
td3,hopper-medium-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau14_seed1/params_1000000.pkl,0.5688034993846096,1000000,997813,4096,0.9790150829682271,0.9688456859543657,0.9729396907750001,0.8856903133499043,0.9790150831012623,0.000928159926187457,64,0,0
mpi2,hopper-medium-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau14_mpi2_seed1/params_1000000.pkl,100.6182840931881,1000000,997813,4096,0.06394410054390282,0.08788172794489565,0.06416322576463607,0.09717345397422567,0.06394410069826276,0.001400625199261131,64,0,0
mpi3,hopper-medium-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau14_mpi3_seed1/params_1000000.pkl,86.41817407564847,1000000,997813,4096,0.05881679990157786,0.10077582266294889,0.05813367983265816,0.09144138333529325,0.058816799925984584,0.0013212392176416934,64,0,0
td3,hopper-medium-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau20_seed0/params_1000000.pkl,0.7326837906838056,1000000,997813,4096,1.1296904829673053,1.120655765198583,1.1178844011721765,1.0088688629212466,1.129690483138388,0.004673873932908454,64,0,0
mpi2,hopper-medium-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau20_mpi2_seed0/params_1000000.pkl,0.5811757628824449,1000000,997813,4096,0.8673852525936907,1.0200544143301307,0.875533656477927,0.7928902270899494,0.8673852528905543,0.0021107397912832606,64,0,0
mpi3,hopper-medium-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau20_mpi3_seed0/params_1000000.pkl,0.7326837906838056,1000000,997813,4096,0.8593495162194666,1.0975055991607379,0.8497197417905511,0.7913039837848005,0.8593495162003466,0.0004648489558451024,64,0,0
td3,hopper-medium-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-v2_tau20_seed1/params_1000000.pkl,0.7418281788720863,1000000,997813,4096,1.0576997010038351,1.051794607584341,1.0429001232173647,0.9445179761859359,1.0576997008473001,0.0015245034627774262,64,0,0
mpi2,hopper-medium-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau20_mpi2_seed1/params_1000000.pkl,0.7446291720255115,1000000,997813,4096,0.9025354975084355,1.0370156870236933,0.899270710402547,0.8266582714843271,0.9025354965637429,0.0005983911280865917,64,0,0
mpi3,hopper-medium-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau20_mpi3_seed1/params_1000000.pkl,102.31045708983757,1000000,997813,4096,0.0626167543909209,0.11514551707549782,0.06178887035427971,0.09495285184796107,0.06261675436269942,0.001358732948430567,64,0,0
td3,hopper-medium-replay-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau4_seed0/params_1000000.pkl,79.909649521696,402000,399959,4096,0.1414496938180458,0.14390903435640168,0.13927270419524884,0.17286485032937218,0.1414496939454974,0.00493410999492824,64,0,0
mpi2,hopper-medium-replay-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau4_mpi2_seed0/params_1000000.pkl,98.62117710179572,402000,399959,4096,0.12900275416849397,0.17481704068455817,0.12728368891477615,0.16121502786734246,0.12900275393974964,0.0034305600285632434,64,0,0
mpi3,hopper-medium-replay-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau4_mpi3_seed0/params_1000000.pkl,99.54513946449767,402000,399959,4096,0.12370414883908272,0.19702669286210409,0.12249713176212218,0.15657105270233174,0.12370414862335685,0.004085380032010387,64,0,0
td3,hopper-medium-replay-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau4_seed1/params_1000000.pkl,62.82020959030285,402000,399959,4096,0.14215381533353888,0.14258578216690737,0.13841292155440188,0.17185226752312024,0.14215381532301113,0.005132270528243876,64,0,0
mpi2,hopper-medium-replay-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau4_mpi2_seed1/params_1000000.pkl,99.1298822128758,402000,399959,4096,0.1284435930194916,0.17874565585894195,0.12757612786967498,0.16154566399024164,0.12844359299909106,0.004838560689507132,64,0,0
mpi3,hopper-medium-replay-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau4_mpi3_seed1/params_1000000.pkl,98.35778305910094,402000,399959,4096,0.12556604464615032,0.19279171970642878,0.12222850999985502,0.15624605690869334,0.1255660448160272,0.004386958498702768,64,0,0
td3,hopper-medium-replay-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau7_seed0/params_1000000.pkl,37.566011410999394,402000,399959,4096,0.1566785729281911,0.15631137527980987,0.1555723440552228,0.1881805650103958,0.1566785731465861,0.003337336021647869,64,0,0
mpi2,hopper-medium-replay-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau7_mpi2_seed0/params_1000000.pkl,101.23930272180854,402000,399959,4096,0.1374833477897513,0.20072728182390542,0.13480341716363142,0.16834604605607434,0.13748334771798187,0.004742441552297976,64,0,0
mpi3,hopper-medium-replay-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau7_mpi3_seed0/params_1000000.pkl,99.1261234791178,402000,399959,4096,0.12886599749501843,0.23074276946767658,0.12861792662798166,0.16250878665888688,0.12886599746200567,0.00460731816120799,64,0,0
td3,hopper-medium-replay-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau7_seed1/params_1000000.pkl,38.51850616632162,402000,399959,4096,0.1658507634609882,0.16617629244111815,0.15641739561295065,0.1893163078038625,0.16585076356368728,0.007607036299995082,64,0,0
mpi2,hopper-medium-replay-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau7_mpi2_seed1/params_1000000.pkl,99.64178300980952,402000,399959,4096,0.14073639024468748,0.20093011190617333,0.13317442534249313,0.16685847980937474,0.14073639036809027,0.005654166564024805,64,0,0
mpi3,hopper-medium-replay-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau7_mpi3_seed1/params_1000000.pkl,96.83849982599703,402000,399959,4096,0.1313729269114437,0.23194376625059748,0.12872087817331757,0.162538022095573,0.13137292669714085,0.005095397676764811,64,0,0
td3,hopper-medium-replay-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau10_seed0/params_1000000.pkl,37.300012803660074,402000,399959,4096,0.18163624722232086,0.17753476694270282,0.17759776669994043,0.20928679451274768,0.1816362472265095,0.003968568725571137,64,0,0
mpi2,hopper-medium-replay-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau10_mpi2_seed0/params_1000000.pkl,99.19416291686012,402000,399959,4096,0.14599406475032567,0.21991820515571942,0.14557365651854415,0.1790181038330417,0.1459940649375458,0.003562535083172206,64,0,0
mpi3,hopper-medium-replay-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau10_mpi3_seed0/params_1000000.pkl,99.281114953505,402000,399959,4096,0.13647068910189358,0.26581854137260513,0.13557489128330857,0.16928575462395962,0.1364706890837613,0.003650975794469056,64,0,0
td3,hopper-medium-replay-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau10_seed1/params_1000000.pkl,51.197164378925905,402000,399959,4096,0.18238935649407617,0.1844817303965311,0.17389102969561243,0.20602784698378912,0.18238935629377379,0.006570107005226183,64,0,0
mpi2,hopper-medium-replay-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau10_mpi2_seed1/params_1000000.pkl,99.14608499889266,402000,399959,4096,0.1478624164163996,0.22489813911227324,0.14286232921721975,0.17635827355019687,0.14786241621346052,0.00605081744587734,64,0,0
mpi3,hopper-medium-replay-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau10_mpi3_seed1/params_1000000.pkl,100.05549483118752,402000,399959,4096,0.13747812138684512,0.26345202676515866,0.13417153407681148,0.16798295840846394,0.13747812104249396,0.00527926885525656,64,0,0
td3,hopper-medium-replay-v2,14.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau14_seed0/params_1000000.pkl,30.743447948594604,402000,399959,4096,0.21708771183114228,0.22142458055200373,0.21369399884192442,0.24426756906060204,0.217087711712792,0.006954855082093758,64,0,0
mpi2,hopper-medium-replay-v2,14.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau14_mpi2_seed0/params_1000000.pkl,101.71993324985573,402000,399959,4096,0.1586543232959659,0.252557467290516,0.156023165689529,0.188925946403785,0.15865432329659895,0.0031264977861763686,64,0,0
mpi3,hopper-medium-replay-v2,14.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau14_mpi3_seed0/params_1000000.pkl,100.76144225906218,402000,399959,4096,0.14370712189706614,0.29235557994067807,0.1416795310612775,0.17506843350109333,0.1437071221771159,0.00339266146272144,64,0,0
td3,hopper-medium-replay-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau14_seed1/params_1000000.pkl,37.57634407045641,402000,399959,4096,0.20018866104044272,0.2059175713554462,0.19735891782939463,0.22808860357312222,0.20018866053369344,0.004499602108784229,64,0,0
mpi2,hopper-medium-replay-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau14_mpi2_seed1/params_1000000.pkl,67.54142728784716,402000,399959,4096,0.15875646423991488,0.26487247010432,0.15656587718697593,0.18931213532277708,0.15875646446979463,0.00485316371223655,64,0,0
mpi3,hopper-medium-replay-v2,14.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau14_mpi3_seed1/params_1000000.pkl,100.23296510840105,402000,399959,4096,0.14580136588869363,0.3025705520429819,0.14249193766998935,0.17602886046343824,0.1458013657671652,0.005251909639302081,64,0,0
td3,hopper-medium-replay-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau20_seed0/params_1000000.pkl,32.43415835898813,402000,399959,4096,0.22797621466643547,0.22400263366335033,0.2329687246812071,0.26234707671487,0.22797621470117974,0.006094669497991577,64,0,0
mpi2,hopper-medium-replay-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau20_mpi2_seed0/params_1000000.pkl,96.44617335362732,402000,399959,4096,0.17635085176950718,0.29061759083062016,0.17427730769318117,0.20656770866937701,0.17635085171122322,0.004582233119824555,64,0,0
mpi3,hopper-medium-replay-v2,20.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau20_mpi3_seed0/params_1000000.pkl,100.11333711195589,402000,399959,4096,0.15541391723508535,0.3389291274091452,0.15200718672666014,0.1847083897109462,0.1554139170993336,0.004086669807815836,64,0,0
td3,hopper-medium-replay-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-medium-replay-v2_tau20_seed1/params_1000000.pkl,36.6648293889528,402000,399959,4096,0.2419184762776761,0.25318235834971115,0.23759792279010838,0.26605316344589564,0.24191847641015246,0.004804053674217086,64,0,0
mpi2,hopper-medium-replay-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-replay-v2_tau20_mpi2_seed1/params_1000000.pkl,33.02416722402576,402000,399959,4096,0.1764129671450244,0.30132003761479204,0.17392241135548936,0.20578719865345743,0.17641296684757068,0.003991460681278745,64,0,0
mpi3,hopper-medium-replay-v2,20.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-replay-v2_tau20_mpi3_seed1/params_1000000.pkl,99.6500877972906,402000,399959,4096,0.15500671862219567,0.33413571204276893,0.15213196190009626,0.18505239670033058,0.15500671859289197,0.005150871471741169,64,0,0
td3,hopper-expert-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-expert-v2_tau4_seed0/params_1000000.pkl,2.359748281560829,1000000,998972,4096,0.09880026997448413,0.10020511435238155,0.10185913156926851,0.13322224327859788,0.09880026993060259,0.002001074555211399,64,0,0
mpi2,hopper-expert-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-expert-v2_tau4_mpi2_seed0/params_1000000.pkl,99.55971176369862,1000000,998972,4096,0.04861155440593345,0.0544623713367675,0.04762548047960491,0.08204523494244506,0.04861155448479648,0.001499365766163733,64,0,0
mpi3,hopper-expert-v2,4.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-expert-v2_tau4_mpi3_seed0/params_1000000.pkl,97.37673977120386,1000000,998972,4096,0.04878564501725166,0.05247130000297874,0.047674395577179784,0.08210134405548403,0.04878564506895713,0.0015679189036222614,64,0,0
td3,hopper-expert-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-expert-v2_tau4_seed1/params_1000000.pkl,24.075240867262274,1000000,998972,4096,0.1004858376049634,0.10208462947559212,0.10031618123046204,0.13152104015393884,0.10048583779562645,0.0014251704319108791,64,0,0
mpi2,hopper-expert-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-expert-v2_tau4_mpi2_seed1/params_1000000.pkl,104.32904370716949,1000000,998972,4096,0.04817963541556523,0.05321985622928947,0.048135259573348826,0.08253023641197575,0.04817963544239233,0.0012487330772068665,64,0,0
mpi3,hopper-expert-v2,4.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-expert-v2_tau4_mpi3_seed1/params_1000000.pkl,105.72983194916871,1000000,998972,4096,0.04830862649699713,0.05206055657555792,0.048098598526276515,0.08259186121121256,0.04830862658167984,0.0013861819772206822,64,0,0
td3,hopper-expert-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-expert-v2_tau7_seed0/params_1000000.pkl,1.8253704047109651,1000000,998972,4096,0.6210834534819188,0.6469791256612332,0.6209069640078173,0.5721053024982035,0.6210834538860179,0.0010702965885315725,64,0,0
mpi2,hopper-expert-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-expert-v2_tau7_mpi2_seed0/params_1000000.pkl,6.703025897075967,1000000,998972,4096,0.09422958334675878,0.18778217970196032,0.09553568159634196,0.12817679545209953,0.0942295833437376,0.002321686265241229,64,0,0
mpi3,hopper-expert-v2,7.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-expert-v2_tau7_mpi3_seed0/params_1000000.pkl,107.26914927482983,1000000,998972,4096,0.048916028656834205,0.0528639800110753,0.047824763566102435,0.08224957984828797,0.048916028721460614,0.001633724391412279,64,0,0
td3,hopper-expert-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-expert-v2_tau7_seed1/params_1000000.pkl,1.819903610444258,1000000,998972,4096,1.0004713976487392,1.0110501593441574,0.9997093047572541,0.8992985468510888,1.0004713980473845,0.003700672656252421,64,0,0
mpi2,hopper-expert-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-expert-v2_tau7_mpi2_seed1/params_1000000.pkl,15.454099020081062,1000000,998972,4096,0.10266553743241388,0.25152942092927766,0.103554727846358,0.1347707045055076,0.10266553734860653,0.0013008632982288012,64,0,0
mpi3,hopper-expert-v2,7.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-expert-v2_tau7_mpi3_seed1/params_1000000.pkl,95.259948727158,1000000,998972,4096,0.0482168316451112,0.05293197909355019,0.04791031696398518,0.0823309245472584,0.0482168316046977,0.001484096703918545,64,0,0
td3,hopper-expert-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-expert-v2_tau10_seed0/params_1000000.pkl,1.8196079194790054,1000000,998972,4096,0.6869106943223555,0.7134292948564196,0.672169401403675,0.6178456986320608,0.6869106952153078,0.0019767321192180345,64,0,0
mpi2,hopper-expert-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-expert-v2_tau10_mpi2_seed0/params_1000000.pkl,3.6337274219851694,1000000,998972,4096,0.1348295505099321,0.2761708823037821,0.13274576296856555,0.1629937503619838,0.1348295507045172,0.0016941802403271774,64,0,0
mpi3,hopper-expert-v2,10.0,0,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-expert-v2_tau10_mpi3_seed0/params_1000000.pkl,5.844835676647179,1000000,998972,4096,0.09032226203287652,0.2891276353915879,0.09485603519109809,0.1297636853281497,0.09032226217816446,0.0024151473680305794,64,0,0
td3,hopper-expert-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/hopper-expert-v2_tau10_seed1/params_1000000.pkl,1.819903610444258,1000000,998972,4096,0.9111693610197066,0.9220948641224463,0.9223557528437425,0.8289134721643676,0.9111693605849616,0.0020583796363826366,64,0,0
mpi2,hopper-expert-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-expert-v2_tau10_mpi2_seed1/params_1000000.pkl,1.819903610444258,1000000,998972,4096,0.7808202639707054,0.90071722582669,0.7868402423623007,0.7095587542417674,0.7808202639876357,0.0011368350974052858,64,0,0
mpi3,hopper-expert-v2,10.0,1,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-expert-v2_tau10_mpi3_seed1/params_1000000.pkl,5.283852162276792,1000000,998972,4096,0.09271975846768607,0.3486405179646589,0.093195116873515,0.1249340505889587,0.0927197585834821,0.001077274688206039,64,0,0
