method,source_method,env,T,seed,checkpoint,score,collapsed_10,collapsed_20,collapsed_30,collapsed_40,td_error_mean,td_error_p50,td_error_p90,td_error_p99,td_error_max,q_abs_mean,q_abs_p99,critic_loss,d_critic,d_final,joint_critic_gain,common_critic_gain,n_nan,n_inf
prox2,mpi2,hopper-medium-v2,14.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau14_mpi2_seed1/params_1000000.pkl,100.6182840931881,0,0,0,0,2.601381757202944,0.9880079627037048,6.108408355712893,33.551365432739246,,252.52511596679688,314.1191711425781,4.970856666564941,0.06440325489749192,0.08788172794489565,0.6459071915596724,0.6139555349946022,0,0
prox2,mpi2,hopper-medium-v2,20.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau20_mpi2_seed0/params_1000000.pkl,0.5811757628824449,1,1,1,1,2.248749533369158e+23,1.2385420942465676e+23,5.920065441102791e+23,1.0765698349694603e+24,,948137492480.0,3170536783872.0,2.1231654791125006e+23,0.8731252286714697,1.0200544143301307,365412368256.0,-1.0646897181868553,0,0
prox2,mpi2,hopper-medium-v2,20.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau20_mpi2_seed1/params_1000000.pkl,0.7446291720255115,1,1,1,1,1.7084577145451657e+23,9.116004420298412e+22,4.2559095381716673e+23,9.475045585144166e+23,,1220332093440.0,2372741365760.0,1.2739919535334331e+23,0.8836645688517337,1.0370156870236933,318014162800.0,-0.6236201077699661,0,0
prox2,mpi2,walker2d-expert-v2,4.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau4_mpi2_seed0/params_1000000.pkl,111.67144302434893,0,0,0,0,0.6486694944978808,0.26950301229953766,1.5493480086326612,6.100859246253964,,496.5841064453125,524.3272094726562,1.4417704343795776,0.0250356426777297,0.026324965135449775,0.2250368595123291,0.23105061054229736,0,0
prox2,mpi2,walker2d-expert-v2,4.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau4_mpi2_seed1/params_1000000.pkl,112.23713469488541,0,0,0,0,1.0501645165986702,0.510369598865509,2.665513348579408,8.210402250289905,,496.3109436035156,523.9497680664062,1.2003313302993774,0.025094227291001026,0.026485869502680254,0.22072547674179077,0.21613603830337524,0,0
prox2,mpi2,walker2d-expert-v2,7.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau7_mpi2_seed0/params_1000000.pkl,6.984643921358905,1,1,1,1,1.4940609222700032e+16,3384379871068160.0,4.101628226479064e+16,1.2901183610802894e+17,,8653143040.0,11025015808.0,1.4189858981412864e+16,0.07043985779057721,0.14946505706027685,189344305.0,-0.19432294368743896,0,0
prox2,mpi2,walker2d-expert-v2,7.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau7_mpi2_seed1/params_1000000.pkl,112.99476463009216,0,0,0,0,1.2085247819904907,0.49938344955444336,2.9454605102539064,12.509297752380341,,499.5240173339844,527.6717529296875,1.2458138465881348,0.025071065001881207,0.028089202845751907,0.2650548219680786,0.281391978263855,0,0
prox2,mpi2,walker2d-expert-v2,10.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau10_mpi2_seed0/params_1000000.pkl,0.12907028780816368,1,1,1,1,5.771422536213102e+23,2.4726902965526875e+23,1.469454806659964e+24,3.722832142663837e+24,,2066579456000.0,4537810681856.0,3.429662613316443e+23,0.39716176886912374,0.4947526599428028,424520526262.7461,-1.1900895833969116,0,0
prox2,mpi2,walker2d-expert-v2,10.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau10_mpi2_seed1/params_1000000.pkl,-0.26543414476063265,1,1,1,1,4.381196752522637e+23,2.3115517721013488e+23,1.2168428307061342e+24,2.8704683622247654e+24,,1198321827840.0,2852415864832.0,2.877374661796953e+23,0.5340000442402916,0.6186262147127837,483043604687.27734,-2.2310200333595276,0,0
prox2,mpi2,walker2d-expert-v2,14.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau14_mpi2_seed0/params_1000000.pkl,-0.19889724774349873,1,1,1,1,6.816253696339167e+23,2.9958570721616744e+23,1.7775824462533695e+24,4.372288050537344e+24,,2220566773760.0,4821807529984.0,4.10119903749727e+23,0.4458609451541746,0.549405486435266,440951849499.52246,-1.447890043258667,0,0
prox2,mpi2,walker2d-expert-v2,14.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau14_mpi2_seed1/params_1000000.pkl,-0.2713346597061892,1,1,1,1,8.836214354476786e+23,4.2610328691365596e+23,2.389309093004642e+24,5.750768862099251e+24,,1823827689472.0,4253512630272.0,5.998249948246574e+23,0.655787522192339,0.6974155726271207,753491648255.9863,-2.6813853979110718,0,0
prox2,mpi2,walker2d-expert-v2,20.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau20_mpi2_seed0/params_1000000.pkl,2.3018707417014848,1,1,1,1,7.362905596805307e+23,3.416939043649196e+23,2.005519221466116e+24,4.969719992487876e+24,,2268986867712.0,4951697260544.0,4.41554921062382e+23,0.4941159469712224,0.6911948570411146,430237760922.58203,-3.8580541014671326,0,0
prox2,mpi2,walker2d-expert-v2,20.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-expert-v2_tau20_mpi2_seed1/params_1000000.pkl,-0.2713346597061892,1,1,1,1,8.675801081841125e+23,4.2869465813924494e+23,2.384252480166068e+24,5.603422755621921e+24,,1818777223168.0,4165792169984.0,5.893847141396901e+23,0.6909456450680007,0.7347055247070386,754747137528.6431,-2.8926231265068054,0,0
prox2,mpi2,walker2d-medium-replay-v2,4.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau4_mpi2_seed0/params_1000000.pkl,17.748801516264127,0,1,1,1,45.44348594248004,14.411499977111816,115.31244735717777,418.54371887207026,,224.87313842773438,343.32757568359375,40.421302795410156,0.11671167167911456,0.16998243470134888,4.600084708130453,2.7017035202588886,0,0
prox2,mpi2,walker2d-medium-replay-v2,4.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau4_mpi2_seed1/params_1000000.pkl,92.85468964626934,0,0,0,0,42.97556034249283,10.691375255584717,107.2585945129395,557.7339630126941,,225.52731323242188,344.5082702636719,54.452205657958984,0.11491298139721526,0.17017153131349788,4.097863742150366,3.2947083855979145,0,0
prox2,mpi2,walker2d-medium-replay-v2,7.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau7_mpi2_seed0/params_1000000.pkl,78.22050893691454,0,0,0,0,37.8883393365104,10.563154697418213,90.80556716918947,378.55950988769507,,248.824951171875,372.0695495605469,43.977195739746094,0.13138735400570656,0.21103456339609777,4.757380427792668,3.2108373809605837,0,0
prox2,mpi2,walker2d-medium-replay-v2,7.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau7_mpi2_seed1/params_1000000.pkl,94.54401707264431,0,0,0,0,35.383750490404054,9.5496506690979,81.58915634155275,413.62769683837865,,245.9640350341797,368.5300598144531,63.72183609008789,0.13282797486086728,0.20825503569086823,4.797580728307366,3.6385474475100636,0,0
prox2,mpi2,walker2d-medium-replay-v2,10.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau10_mpi2_seed0/params_1000000.pkl,90.87105335229039,0,0,0,0,48.83702197526691,9.911119937896729,106.50092391967783,618.5885253906229,,258.6648864746094,368.96612548828125,39.010616302490234,0.14981477926729103,0.26620813360162543,5.373662579804659,3.0559121966362,0,0
prox2,mpi2,walker2d-medium-replay-v2,10.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau10_mpi2_seed1/params_1000000.pkl,92.34750451999804,0,0,0,0,33.47863119901922,8.082071781158447,74.46812286376955,434.40590240478514,,261.8607482910156,377.34619140625,50.797428131103516,0.14846971853679647,0.24544759213789605,5.106386326253414,3.3285657931119204,0,0
prox2,mpi2,walker2d-medium-replay-v2,14.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau14_mpi2_seed0/params_1000000.pkl,9.264375362585008,1,1,1,1,370.5994796205341,69.62163925170898,805.3578308105474,4681.357221679686,,607.4417114257812,756.6259765625,314.00274658203125,0.20106647397758826,0.3682604045302369,15.761435691267252,1.0972248557955027,0,0
prox2,mpi2,walker2d-medium-replay-v2,14.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau14_mpi2_seed1/params_1000000.pkl,29.39410910999586,0,0,1,1,107.57068176451503,24.843847274780273,226.5144485473634,1346.4492541503896,,298.2134704589844,414.1336975097656,88.31917572021484,0.19656852916637876,0.3275869946250639,6.748318455647677,2.5431320026982576,0,0
prox2,mpi2,walker2d-medium-replay-v2,20.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau20_mpi2_seed0/params_1000000.pkl,87.4868232980392,0,0,0,0,43.345909259373,9.994449615478516,79.97417831420904,693.0108361816401,,286.3258056640625,396.93603515625,35.97111129760742,0.2083199198507516,0.36762546010323066,5.377731071785092,3.223544886801392,0,0
prox2,mpi2,walker2d-medium-replay-v2,20.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-replay-v2_tau20_mpi2_seed1/params_1000000.pkl,0.16635957082863584,1,1,1,1,5075712.390480757,1077049.75,9452037.50000002,90191352.79999956,,67451.0625,103994.9921875,4292740.0,0.35709049003930515,0.5780356993699286,2910.069561481476,-0.5653586038388312,0,0
prox2,mpi2,walker2d-medium-v2,4.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau4_mpi2_seed0/params_1000000.pkl,2.3936461075606172,1,1,1,1,1.4039900211613192e+23,9.041607656614028e+22,2.9901721963664454e+23,9.227766829515129e+23,,613652299776.0,1881257803776.0,1.0539957954799969e+23,0.4467256138408001,0.6325649513346814,297502774528.0,-2.6442237123847008,0,0
prox2,mpi2,walker2d-medium-v2,4.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau4_mpi2_seed1/params_1000000.pkl,90.14654894448363,0,0,0,0,9.538584549122788,2.6745147705078125,20.335266685485845,139.14128128051755,,310.1699523925781,385.1273193359375,17.4942626953125,0.03491875617820021,0.04538898435368455,1.2608885411173105,1.027114748954773,0,0
prox2,mpi2,walker2d-medium-v2,7.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau7_mpi2_seed0/params_1000000.pkl,92.1002778933033,0,0,0,0,8.779373493542153,2.0344622135162354,13.809376430511486,85.72951095581047,,319.9041748046875,396.0509338378906,7.71574068069458,0.03997083057901381,0.06068683363891629,1.5155812241137028,0.9826324135065079,0,0
prox2,mpi2,walker2d-medium-v2,7.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau7_mpi2_seed1/params_1000000.pkl,74.71336422411258,0,0,0,0,9.52082149952912,1.5861590504646301,14.341283226013205,134.05177627563472,,327.2833251953125,386.8678283691406,11.260284423828125,0.037988576996609916,0.05642293560507436,1.327627182006836,0.7548424899578094,0,0
prox2,mpi2,walker2d-medium-v2,10.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau10_mpi2_seed0/params_1000000.pkl,0.8882279873156087,1,1,1,1,54581.7541650068,13082.90185546875,123798.30312500006,608987.5143749989,,14689.564453125,21349.716796875,69468.4375,0.1543743531984832,0.4298130350998155,657.4063549041748,-3.3048718329519033,0,0
prox2,mpi2,walker2d-medium-v2,10.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau10_mpi2_seed1/params_1000000.pkl,32.661782490046825,0,0,0,1,257490736.48760986,52478938.0,518143500.8000003,2738488522.24,,990903.6875,1116887.875,373191840.0,0.0683766471003613,0.16190378719191212,14527.097995758057,-0.4222833998501301,0,0
prox2,mpi2,walker2d-medium-v2,14.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau14_mpi2_seed0/params_1000000.pkl,2.3018707417014848,1,1,1,1,2.2971618270880077e+21,1.3403948869889798e+21,5.03247478306117e+21,1.6146720728524303e+22,,69064900608.0,263766654976.0,1.771663739061885e+21,0.7350246837161526,0.8187009438901875,33814148436.0,-4.012255415320396,0,0
prox2,mpi2,walker2d-medium-v2,14.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau14_mpi2_seed1/params_1000000.pkl,2.368422904146782,1,1,1,1,7.096587713622201e+22,4.2049195490033965e+22,1.5203639291933243e+23,5.2473101302928926e+23,,357103894528.0,1391053111296.0,5.658247812074477e+22,0.7831654564786106,0.8001802631078078,175966851360.0,-2.8047100752592087,0,0
prox2,mpi2,walker2d-medium-v2,20.0,0,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau20_mpi2_seed0/params_1000000.pkl,3.1756827951423006,1,1,1,1,4.3373584642473984e+17,2.8942564837031936e+17,9.637374792193542e+17,2.3875280727497165e+18,,1732164352.0,4324131840.0,3.2671307696544154e+17,0.5911363074197246,0.6256324105935729,488441983.5,-2.5565487146377563,0,0
prox2,mpi2,walker2d-medium-v2,20.0,1,/home/ext_csv/td3_bc_jax/results_mpi2/walker2d-medium-v2_tau20_mpi2_seed1/params_1000000.pkl,30.143353475024597,0,0,0,1,14.66747237997697,3.2344510555267334,23.753628540039063,193.82324157714837,,394.19219970703125,455.6505126953125,17.38031578063965,0.07267516954296481,0.15095318329357815,2.7181889712810516,0.31435911543667316,0,0
lin2,exp2m,halfcheetah-expert-v2,4.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau4_expl2_seed0/params_1000000.pkl,76.67797755430662,0,0,0,0,32.34780914365547,8.465168952941895,67.11360931396486,479.4316461181626,985.786865234375,1023.5141508877277,1082.1952490234376,35.79107666015625,0.028899403252184198,0.032324207601454075,1.7917934954166412,1.5384837985038757,0,0
lin2,exp2m,halfcheetah-expert-v2,4.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau4_expl2_seed1/params_1000000.pkl,62.30141941952089,0,0,0,0,35.584618275817775,11.720892429351807,75.26528778076175,394.71088775634723,1228.748779296875,1021.3689987957478,1079.1697814941406,71.81903076171875,0.0283189572851852,0.03223868007720446,1.7493473291397095,1.5774377286434174,0,0
lin2,exp2m,halfcheetah-expert-v2,7.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau7_expl2_seed0/params_1000000.pkl,25.918094143315145,0,0,1,1,32.5342202192478,9.755607604980469,76.03679656982426,319.90058593749995,723.3695678710938,1073.5338947176933,1132.8251403808595,39.19264602661133,0.03227138113663379,0.041462402672614786,2.768263578414917,1.5011940076947212,0,0
lin2,exp2m,halfcheetah-expert-v2,7.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau7_expl2_seed1/params_1000000.pkl,53.31751268750299,0,0,0,0,42.88828500028467,17.409822463989258,99.44550628662113,404.48344116210814,1111.37158203125,1077.247584670782,1138.5846264648437,93.943359375,0.03345840438984302,0.04256355219981977,3.17452934384346,1.7969974279403687,0,0
lin2,exp2m,halfcheetah-expert-v2,10.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau10_expl2_seed0/params_1000000.pkl,9.136261904514747,1,1,1,1,45.46254124955158,15.457217693328857,106.33389129638674,541.0441583251951,905.93359375,1148.7005764394999,1218.3549877929688,67.885009765625,0.04647709812206309,0.055875790729778614,3.8603213131427765,1.191748470067978,0,0
lin2,exp2m,halfcheetah-expert-v2,10.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau10_expl2_seed1/params_1000000.pkl,2.459843985932357,1,1,1,1,792.0101943402551,315.2679443359375,1884.0699829101563,7172.657768554686,17408.486328125,2232.542593896389,2454.978420410156,1876.77978515625,0.11292647377800014,0.1394761526189085,28.926689982414246,-1.8964564800262451,0,0
lin2,exp2m,halfcheetah-expert-v2,14.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau14_expl2_seed0/params_1000000.pkl,4.5365990456805605,1,1,1,1,586.6493550962768,234.20491790771484,1376.9046508789068,4592.737416992187,11533.3759765625,3082.4653012752533,3270.166337890625,984.3953857421875,0.06180833279150434,0.1135029970200603,25.357884407043457,-3.3212022930383682,0,0
lin2,exp2m,halfcheetah-expert-v2,14.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau14_expl2_seed1/params_1000000.pkl,1.1477917331437002,1,1,1,1,68.76588787627406,27.157753944396973,164.16799468994145,641.7990045166013,1961.4849853515625,1235.7852310538292,1306.8920434570311,115.5926742553711,0.07776752731512915,0.09199106497361778,6.914531201124191,-0.12406793236732483,0,0
lin2,exp2m,halfcheetah-expert-v2,20.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau20_expl2_seed0/params_1000000.pkl,1.381347733890032,1,1,1,1,58.047626407817006,23.92685031890869,135.0192123413086,494.27902984619095,1445.3463134765625,1379.1409972310066,1455.9394799804688,70.99147033691406,0.0857795101333182,0.11323839956594223,6.949082911014557,-0.39014023542404175,0,0
lin2,exp2m,halfcheetah-expert-v2,20.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-expert-v2_tau20_expl2_seed1/params_1000000.pkl,12.241163031496969,0,1,1,1,147.0257189607364,51.69851112365723,327.78322143554703,1444.2343896484342,2483.6513671875,1695.7002600878477,1799.454443359375,238.02365112304688,0.11234244068902488,0.16345227709085033,17.22286569327116,-2.7356541752815247,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,4.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau4_expl2_seed0/params_1000000.pkl,49.20342318353849,0,0,0,0,32.3344850599824,13.581738471984863,76.9570381164551,265.0487838745114,639.1758422851562,314.10740171419457,409.0023043823242,56.05144119262695,0.11081490917682127,0.14714723821913792,3.824047442059964,3.080390179529786,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,4.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau4_expl2_seed1/params_1000000.pkl,49.99347674487928,0,0,0,0,39.28468978336605,12.762430667877197,107.95076370239259,425.78729980468665,739.141845703125,316.1797421416268,413.356782836914,43.76780700683594,0.11627679318583412,0.14722931196313493,4.162335523404181,2.7839808301068842,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,7.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau7_expl2_seed0/params_1000000.pkl,49.28693184204431,0,0,0,0,29.931949484620418,10.882959365844727,65.45350952148443,330.5505706787096,1219.0455322265625,336.14810997992754,435.06039581298825,58.818450927734375,0.12340496765895817,0.1673860995422421,4.299094818532467,3.5329562928527594,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,7.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau7_expl2_seed1/params_1000000.pkl,51.72596218240951,0,0,0,0,29.43092506055109,9.803407669067383,67.41904754638679,303.00332489013624,1181.557861328125,333.55649223923683,433.62614471435546,34.525474548339844,0.12345778057538026,0.16863258968527786,3.813550773076713,3.0138602163642645,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,10.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau10_expl2_seed0/params_1000000.pkl,49.99995364131308,0,0,0,0,36.449596741400455,10.329015254974365,76.91633911132816,362.2961767578121,1180.8494873046875,334.67940739914775,435.2481631469727,54.03594207763672,0.14463565026766717,0.1998939845156174,4.540994592010975,3.215364074334502,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,10.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau10_expl2_seed1/params_1000000.pkl,47.833508921177035,0,0,0,0,31.462586859875046,10.824039936065674,85.43667449951188,270.1645774841305,550.9190673828125,341.29247683286667,438.8542034912109,39.52659225463867,0.14100823132871215,0.19246027418726086,4.30667213560082,2.824504762305878,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,14.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau14_expl2_seed0/params_1000000.pkl,41.63736228224783,0,0,0,0,27.92638097525196,8.925026416778564,64.82282485961917,286.5263262939448,1303.3408203125,345.4933468699455,445.3187078857422,39.68296813964844,0.1577772077464296,0.2266195153625052,4.112988818436861,3.3084774930030107,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,14.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau14_expl2_seed1/params_1000000.pkl,48.60309913985013,0,0,0,0,32.33273732368434,11.630187034606934,76.50582504272472,333.8754943847644,1257.2855224609375,332.73837800323963,431.0009585571289,34.104156494140625,0.17493176563811763,0.2227966828374176,4.0811159722507,2.4539591656066477,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,20.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau20_expl2_seed0/params_1000000.pkl,41.99083270646851,0,0,0,0,40.53373112033114,12.180062770843506,85.82625579833991,441.1181573486325,1297.9967041015625,281.67489820020273,370.5251168823242,61.28975296020508,0.24080716692724535,0.2864405997345062,3.2867163168266416,1.3797248712508008,0,0
lin2,exp2m,halfcheetah-medium-replay-v2,20.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-replay-v2_tau20_expl2_seed1/params_1000000.pkl,35.937620919142674,0,0,0,1,53.41037659682661,12.083323001861572,78.38215637207034,442.2377056884759,8074.57666015625,254.60234976187348,337.169475402832,52.42418670654297,0.3087358624466956,0.33349278477240907,2.919470184482634,0.10413421737030149,0,0
lin2,exp2m,halfcheetah-medium-v2,4.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau4_expl2_seed0/params_1000000.pkl,53.055893527184814,0,0,0,0,26.710048480104888,8.678122997283936,60.84238739013672,266.68764434814426,1917.09765625,465.93219262361526,502.37713439941405,33.818660736083984,0.03497708909960288,0.04368342043788517,1.9661852419376373,1.741927370429039,0,0
lin2,exp2m,halfcheetah-medium-v2,4.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau4_expl2_seed1/params_1000000.pkl,53.55608637179162,0,0,0,0,29.148354942568403,7.296582221984863,45.85679321289064,290.74632461547765,2584.043701171875,464.18089962005615,498.97849700927736,37.80755615234375,0.03625355383234459,0.0435666663336978,1.925631821155548,1.873009443283081,0,0
lin2,exp2m,halfcheetah-medium-v2,7.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau7_expl2_seed0/params_1000000.pkl,55.65851988687955,0,0,0,0,24.98107413710568,8.462325096130371,53.343359375000034,267.77083908081016,1377.706298828125,486.0501669794321,523.1623425292969,41.466400146484375,0.03897347731616788,0.05534468924294063,2.344854548573494,2.1068300902843475,0,0
lin2,exp2m,halfcheetah-medium-v2,7.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau7_expl2_seed1/params_1000000.pkl,54.96324824273936,0,0,0,0,22.774569916879045,6.292043209075928,44.835355758667,187.16373336791992,1369.15478515625,485.5255087316036,522.1937225341796,23.087173461914062,0.041717621167104826,0.05736566347817881,2.254856824874878,2.146000921726227,0,0
lin2,exp2m,halfcheetah-medium-v2,10.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau10_expl2_seed0/params_1000000.pkl,55.060219036320554,0,0,0,0,28.580918391215164,7.767537355422974,54.35814208984381,309.6471331787103,1536.806396484375,492.18353790044785,529.9436193847656,26.557058334350586,0.05031910445497477,0.07232759368744326,2.3277240693569183,1.644362673163414,0,0
lin2,exp2m,halfcheetah-medium-v2,10.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau10_expl2_seed1/params_1000000.pkl,55.546455381857896,0,0,0,0,28.435002042266206,7.8141188621521,53.370582580566406,274.71184707641555,2663.53564453125,491.38421554863453,527.4559777832031,49.36866760253906,0.04735713558278927,0.06753928615893691,2.452633783221245,2.1150165498256683,0,0
lin2,exp2m,halfcheetah-medium-v2,14.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau14_expl2_seed0/params_1000000.pkl,53.898405800616686,0,0,0,0,26.218522896606373,7.304086446762085,41.086026763916045,274.3084306335438,2444.46728515625,495.4586603343487,531.4496728515625,38.386573791503906,0.059285586484148,0.08976845986050482,2.652850776910782,1.6486168205738068,0,0
lin2,exp2m,halfcheetah-medium-v2,14.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau14_expl2_seed1/params_1000000.pkl,52.57568548018018,0,0,0,0,28.56288425722596,6.869515419006348,50.416966247558655,348.45798248291004,1797.136962890625,485.3414620384574,522.1447503662109,33.086421966552734,0.06517997832619435,0.08728138477376735,2.586305946111679,1.7003120183944702,0,0
lin2,exp2m,halfcheetah-medium-v2,20.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau20_expl2_seed0/params_1000000.pkl,48.20727665311683,0,0,0,0,32.457905708201,8.6278977394104,72.81951828002933,345.39974853515565,2041.375732421875,499.22394862771034,536.7392150878907,58.07373046875,0.08472242072642275,0.11882062153384283,2.5932897478342056,1.1397380083799362,0,0
lin2,exp2m,halfcheetah-medium-v2,20.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau20_expl2_seed1/params_1000000.pkl,52.07210048899914,0,0,0,0,26.861248253851954,6.586122989654541,51.70955963134768,270.54332611083936,2103.1142578125,487.162529990077,525.1431140136718,28.801912307739258,0.09390577605169009,0.12006295745122116,2.3095881156623363,1.4177963435649872,0,0
lin2,exp2m,hopper-expert-v2,4.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau4_expl2_seed0/params_1000000.pkl,109.643771169907,0,0,0,0,0.6361202045263781,0.17894607037305832,1.2748149394989023,8.398664665222167,23.403701782226562,345.8233523052186,373.02042205810545,1.5416748523712158,0.0522227476296599,0.053365697267482574,0.044386327266693115,0.059313610196113586,0,0
lin2,exp2m,hopper-expert-v2,4.0,1,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau4_expl2_seed1/params_1000000.pkl,100.07445344051311,0,0,0,0,0.34916663253352453,0.13471431285142899,0.6388450264930727,4.4265697050094595,10.987483978271484,346.111963711679,373.6646905517578,0.7363568544387817,0.05052545939700499,0.052080413164124234,0.05993198975920677,0.05916553735733032,0,0
lin2,exp2m,hopper-expert-v2,7.0,0,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau7_expl2_seed0/params_1000000.pkl,4.1528613832678865,1,1,1,1,2.4753930806573673e+22,1.766996996538013e+22,6.448656838491746e+22,9.818568349076007e+22,1.4310196823169006e+23,239840907841.48132,795162915635.2,2.014016058399564e+22,0.6616084893308314,0.7532845175663511,109827635110.79285,-0.7395535707473755,0,0
