environment,seed,method,integrator,s,t,total,Phi_u_vs_Phi_t_Phi_s_aD_rms,relative_frozen_semigroup_from_aD,pi_u_vs_Phi_u_aD_rms,pi_u_vs_Phi_t_Phi_s_aD_rms,solver_converged_sample_fraction,all_numeric_outputs_finite
hopper-medium-replay-v2,0,mpi4,implicit,0.1,0.1,0.2,0.004111594947660043,0.010892402954269789,0.37368558410068015,0.3738285450073536,0.54296875,True
hopper-medium-replay-v2,0,mpi4,explicit,0.2,0.2,0.4,0.0193411611228437,0.04874920311490234,0.3807158929695187,0.38212049307611895,1.0,True
hopper-medium-replay-v2,0,mpi4,implicit,0.2,0.2,0.4,0.005653767196134224,0.014175027027177853,0.3942539914001879,0.393993306981875,0.373046875,True
hopper-medium-replay-v2,0,mpi4,explicit,1.5,2.5,4.0,0.11422930757241759,0.22901382799920955,0.42288352360367104,0.41188955291657614,1.0,True
hopper-medium-replay-v2,0,mpi4,implicit,1.5,2.5,4.0,0.01366141729052318,0.030862450116153076,0.43286394451028426,0.43229116429719966,0.041015625,True
hopper-medium-replay-v2,0,mpi4,explicit,4.0,10.0,14.0,0.19167405577048838,0.32098619147526936,0.4600062039080642,0.44576919958017436,1.0,True
hopper-medium-replay-v2,0,mpi4,implicit,4.0,10.0,14.0,0.017790421598911404,0.04133913918347821,0.4312385012828694,0.4333360279896947,0.01953125,True
hopper-medium-replay-v2,0,mpi4,explicit,7.0,7.0,14.0,0.17449426395968393,0.2922161217779327,0.4600062039080642,0.4369267788805812,1.0,True
hopper-medium-replay-v2,0,mpi4,implicit,7.0,7.0,14.0,0.023000463244860495,0.051823904229218995,0.5329434226923502,0.5383881876351297,0.021484375,True
hopper-medium-replay-v2,0,mpi4,explicit,7.0,10.0,17.0,0.19960598944109012,0.3218993317372514,0.45286531050117407,0.4267399936020617,1.0,True
hopper-medium-replay-v2,0,mpi4,implicit,7.0,10.0,17.0,0.09408305378516683,0.17805476591460836,0.3844483293182592,0.36849759191708586,0.005859375,True
hopper-medium-replay-v2,0,mpi4,explicit,10.0,10.0,20.0,0.21363397049288885,0.3355611017271441,0.457988095813407,0.4161241172548686,1.0,True
hopper-medium-replay-v2,0,mpi4,implicit,10.0,10.0,20.0,0.05889351048348614,0.09171015584553933,0.1539521831297384,0.1388313397704212,0.0078125,True
hopper-medium-replay-v2,1,mpi1,explicit,0.05,0.05,0.1,4.276595960707433e-05,8.035569267746595e-05,0.5305195510957688,0.5305179741137824,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,0.05,0.05,0.1,2.8564722602034937e-05,5.372335496424581e-05,0.5300336511767347,0.5300359281269712,0.98046875,True
hopper-medium-replay-v2,1,mpi1,explicit,0.1,0.1,0.2,0.0008462878847088219,0.0012786753407021754,0.6587143500358564,0.6587066268683734,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,0.1,0.1,0.2,0.00013670388605275602,0.00020614106524594758,0.6600401034626585,0.6600466587637476,0.953125,True
hopper-medium-replay-v2,1,mpi1,explicit,0.2,0.2,0.4,0.0005453629415643284,0.0006646089495289927,0.8150661620039988,0.8150764200011605,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,0.2,0.2,0.4,0.0002548977397765111,0.00031201211414907726,0.8123082601567553,0.8122999143749868,0.884765625,True
hopper-medium-replay-v2,1,mpi1,explicit,1.5,2.5,4.0,0.020601960536871324,0.021643474889867547,0.9024115632378558,0.9028050264232739,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,1.5,2.5,4.0,0.007871475937555633,0.008303597455717241,0.9054135823863615,0.9054428186679173,0.375,True
hopper-medium-replay-v2,1,mpi1,explicit,4.0,10.0,14.0,0.08003811557644203,0.07532157864620936,0.9611208290455479,0.9597918608787858,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,4.0,10.0,14.0,0.020274302515321512,0.018595990640507435,1.002711027064308,1.0019469758321806,0.107421875,True
hopper-medium-replay-v2,1,mpi1,explicit,7.0,7.0,14.0,0.09282442740593141,0.08735441056789582,0.9611208290455479,0.9585372704206194,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,7.0,7.0,14.0,0.02320026770272976,0.021168123655567153,1.0219974431496226,1.023256528003568,0.126953125,True
hopper-medium-replay-v2,1,mpi1,explicit,7.0,10.0,17.0,0.11462407345683374,0.11725681200140813,0.8400848480746089,0.8458533750850319,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,7.0,10.0,17.0,0.05013385181828924,0.049540207338704303,0.9035156087427938,0.9077537547177202,0.072265625,True
hopper-medium-replay-v2,1,mpi1,explicit,10.0,10.0,20.0,0.14050922634983634,0.13897138826870917,0.8644544428922512,0.8684210886438788,1.0,True
hopper-medium-replay-v2,1,mpi1,implicit,10.0,10.0,20.0,0.033473486741992624,0.03263948521267479,0.9444662991055371,0.945974827832444,0.068359375,True
hopper-medium-replay-v2,1,mpi2,explicit,0.05,0.05,0.1,0.0002203573301477231,0.00038442947150086243,0.5710353213966496,0.5710318147390796,1.0,True
hopper-medium-replay-v2,1,mpi2,implicit,0.05,0.05,0.1,0.00015914891692993575,0.00027999774022443105,0.5663426369855136,0.5663284773086165,0.9765625,True
hopper-medium-replay-v2,1,mpi4,explicit,0.05,0.05,0.1,0.0037005969263104485,0.009586614413867402,0.3820640402761499,0.38224332677000733,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,0.05,0.05,0.1,0.0029725539006899863,0.007950741603117279,0.37095037779762063,0.3706813821477711,0.7265625,True
hopper-medium-replay-v2,1,mpi4,explicit,0.1,0.1,0.2,0.006613728640977656,0.017205555299499898,0.37747948336681103,0.37735668548306345,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,0.1,0.1,0.2,0.002745928475034889,0.007436804515338291,0.3659162693462378,0.36579527657175603,0.55078125,True
hopper-medium-replay-v2,1,mpi4,explicit,0.2,0.2,0.4,0.02005244979336848,0.05106792620173921,0.37627493356942404,0.37739212591298094,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,0.2,0.2,0.4,0.0069683766783553945,0.018746520656099736,0.36576585545866597,0.3656605392188151,0.396484375,True
hopper-medium-replay-v2,1,mpi4,explicit,1.5,2.5,4.0,0.11583548627028388,0.23330824122486987,0.41448713278163524,0.4074102908229645,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,1.5,2.5,4.0,0.007092808373978202,0.01831388615873369,0.3970611622349767,0.39594614397399425,0.03125,True
hopper-medium-replay-v2,1,mpi4,explicit,4.0,10.0,14.0,0.2294861623605872,0.3802397160422129,0.4525316931552754,0.42347806057696463,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,4.0,10.0,14.0,0.009202036755885646,0.01741500206233507,0.4949278708632674,0.4945744355540181,0.01171875,True
hopper-medium-replay-v2,1,mpi4,explicit,7.0,7.0,14.0,0.20119251491624282,0.3333594668830868,0.4525316931552754,0.4132365959396894,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,7.0,7.0,14.0,0.018414239702475625,0.031598539874372694,0.4596773466301091,0.46031568754713886,0.017578125,True
hopper-medium-replay-v2,1,mpi4,explicit,7.0,10.0,17.0,0.21386115959187216,0.34423025760501313,0.4638241476476768,0.43740393088845386,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,7.0,10.0,17.0,0.01325129922618918,0.022750388327662813,0.5802073616979534,0.5810531140562603,0.015625,True
hopper-medium-replay-v2,1,mpi4,explicit,10.0,10.0,20.0,0.23952355381711118,0.3493857860940507,0.5160325982645891,0.4697299347206696,1.0,True
hopper-medium-replay-v2,1,mpi4,implicit,10.0,10.0,20.0,0.020124322817122366,0.035928367443227784,0.505695644071542,0.5124218587611238,0.017578125,True
hopper-medium-replay-v2,2,mpi4,explicit,0.05,0.05,0.1,0.002420524986847189,0.006272344428553499,0.3819450300389,0.38210652881703916,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,0.05,0.05,0.1,0.0013810134719165212,0.003620787002083688,0.37906200854662075,0.3791407209727114,0.73046875,True
hopper-medium-replay-v2,2,mpi4,explicit,0.1,0.1,0.2,0.007860894635794265,0.02053911450151067,0.37524777241598606,0.37542802818660825,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,0.1,0.1,0.2,0.00666726699253532,0.01784688644688041,0.36903988313850883,0.369639779747038,0.5390625,True
hopper-medium-replay-v2,2,mpi4,explicit,0.2,0.2,0.4,0.017935164187957087,0.04620415716832344,0.3751137893345389,0.37641265994599404,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,0.2,0.2,0.4,0.004165456063074568,0.011255125646625962,0.3663523617002238,0.36602786294775613,0.369140625,True
hopper-medium-replay-v2,2,mpi4,explicit,1.5,2.5,4.0,0.11236313525239103,0.2249489297783975,0.4276953578216436,0.41559039460828145,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,1.5,2.5,4.0,0.016690629825780734,0.03871049762620947,0.4396111418603953,0.44019405855743693,0.041015625,True
hopper-medium-replay-v2,2,mpi4,explicit,4.0,10.0,14.0,0.203509029990347,0.3376681156218442,0.4543510726152988,0.43751130486180445,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,4.0,10.0,14.0,0.019079197524827736,0.043467954981408014,0.4514169189285433,0.44411977799607644,0.015625,True
hopper-medium-replay-v2,2,mpi4,explicit,7.0,7.0,14.0,0.18044680746120892,0.29940260365004084,0.4543510726152988,0.42731929776088357,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,7.0,7.0,14.0,0.0317151824700942,0.07558225495976238,0.3477974217248701,0.34233720770889364,0.0234375,True
hopper-medium-replay-v2,2,mpi4,explicit,7.0,10.0,17.0,0.247558656257133,0.4106871717625089,0.4600884896530644,0.41167150478672304,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,7.0,10.0,17.0,0.01773195145870511,0.039489774158235555,0.3903663608797975,0.3820434832136008,0.009765625,True
hopper-medium-replay-v2,2,mpi4,explicit,10.0,10.0,20.0,0.24233234846683452,0.3893218054824299,0.4838869520788991,0.43733338381804887,1.0,True
hopper-medium-replay-v2,2,mpi4,implicit,10.0,10.0,20.0,0.004137308268842791,0.009290650851638183,0.38659422956985656,0.386994466571848,0.01953125,True
hopper-medium-replay-v2,3,mpi4,explicit,0.05,0.05,0.1,0.0036878176089422503,0.00953816784696342,0.3829243099291915,0.3826826278500973,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,0.05,0.05,0.1,0.0017937150492905313,0.004697117548472495,0.38041768348211225,0.3803700428245564,0.71875,True
hopper-medium-replay-v2,3,mpi4,explicit,0.1,0.1,0.2,0.007453174343551183,0.01911854649159001,0.3820202305019754,0.3822649798679358,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,0.1,0.1,0.2,0.002379257353269731,0.006115871007459379,0.38705639019799143,0.3868412158093237,0.55859375,True
hopper-medium-replay-v2,3,mpi4,explicit,0.2,0.2,0.4,0.02003291496450316,0.05095971766673259,0.3800210012527896,0.38023667589129756,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,0.2,0.2,0.4,0.007685520265702465,0.01999685696095421,0.38231698467616093,0.3821656160191946,0.376953125,True
hopper-medium-replay-v2,3,mpi4,explicit,1.5,2.5,4.0,0.10551809944847002,0.2129884961203867,0.42409636402025147,0.41614453135795076,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,1.5,2.5,4.0,0.025468005698482257,0.0593157857424305,0.3932024524521086,0.3888168891800288,0.029296875,True
hopper-medium-replay-v2,3,mpi4,explicit,4.0,10.0,14.0,0.22304181445944243,0.36822645884575744,0.4950296721371555,0.46958383180907554,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,4.0,10.0,14.0,0.024374467285342594,0.03650140606435771,0.4784255991256741,0.47630210665027856,0.01171875,True
hopper-medium-replay-v2,3,mpi4,explicit,7.0,7.0,14.0,0.19937652774958772,0.32915672322753353,0.4950296721371555,0.4557607405383959,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,7.0,7.0,14.0,0.013719446153950904,0.025079075087044617,0.3376131189320246,0.33151427811020295,0.013671875,True
hopper-medium-replay-v2,3,mpi4,explicit,7.0,10.0,17.0,0.22305924922467554,0.3606852138788586,0.4699461122143528,0.4368092443596589,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,7.0,10.0,17.0,0.02512727551540245,0.0441765634592401,0.34627045524975897,0.3468777356253987,0.015625,True
hopper-medium-replay-v2,3,mpi4,explicit,10.0,10.0,20.0,0.2458128832609658,0.37057126656892725,0.5199899780633326,0.46905815632731357,1.0,True
hopper-medium-replay-v2,3,mpi4,implicit,10.0,10.0,20.0,0.5207373688824485,0.5825708697009069,0.3238427300880168,0.6063651735736769,0.0078125,True
hopper-expert-v2,0,mpi1,explicit,0.05,0.05,0.1,0.00019245751393928248,0.00016360974929042848,1.175980492038014,1.1759813201256712,1.0,True
hopper-expert-v2,0,mpi1,implicit,0.05,0.05,0.1,0.00012273637725397914,0.00010432888329975935,1.1760800489612797,1.1760807017621602,0.998046875,True
hopper-expert-v2,0,mpi1,explicit,0.1,0.1,0.2,0.00014801301269684228,0.000129436752918198,1.1371203532163228,1.1371123134672654,1.0,True
hopper-expert-v2,0,mpi1,implicit,0.1,0.1,0.2,0.0001516919877283241,0.00013257128960828232,1.1377515027863168,1.1377645611899725,0.990234375,True
hopper-expert-v2,0,mpi1,explicit,0.2,0.2,0.4,0.001110671195320689,0.0010679580074442008,0.9407986665194011,0.941495644294967,1.0,True
hopper-expert-v2,0,mpi1,implicit,0.2,0.2,0.4,0.0014362683922439098,0.0013813256193072067,0.9399072536481791,0.9410144051076884,0.9921875,True
hopper-expert-v2,0,mpi2,explicit,0.05,0.05,0.1,0.00022986945483936808,0.00021430205802378525,1.0479944215157049,1.0480673611101345,1.0,True
hopper-expert-v2,0,mpi2,implicit,0.05,0.05,0.1,0.00024150531296204965,0.00022503427897700804,1.0484931990326871,1.0486049717385872,0.994140625,True
hopper-expert-v2,0,mpi4,explicit,0.05,0.05,0.1,1.067897571554523e-06,4.248891410980588e-06,0.2512828654365571,0.2512828592319754,1.0,True
hopper-expert-v2,0,mpi4,implicit,0.05,0.05,0.1,5.9921396544491086e-06,2.3831743865918877e-05,0.2513821905765501,0.2513821969126311,0.998046875,True
hopper-expert-v2,0,mpi4,explicit,0.1,0.1,0.2,2.7211410894944152e-05,0.00010882157263000492,0.24998451528637278,0.24998456749055467,1.0,True
hopper-expert-v2,0,mpi4,implicit,0.1,0.1,0.2,1.0976038215905697e-05,4.373672287427008e-05,0.2508911040180455,0.25089044045227,0.990234375,True
hopper-expert-v2,0,mpi4,explicit,0.2,0.2,0.4,5.080271523349649e-05,0.0002025105013384936,0.25072854287126967,0.25072830705041016,1.0,True
hopper-expert-v2,0,mpi4,implicit,0.2,0.2,0.4,3.0452734834973326e-05,0.00012022649013540718,0.2531676911446019,0.2531682647937425,0.9609375,True
hopper-expert-v2,0,mpi4,explicit,1.5,2.5,4.0,0.0025231121109673144,0.00991905098945782,0.25144791120119875,0.251502959638292,1.0,True
hopper-expert-v2,0,mpi4,implicit,1.5,2.5,4.0,0.001415720351204327,0.005456701658996335,0.2571411082860256,0.2570530201438267,0.712890625,True
hopper-expert-v2,0,mpi4,explicit,4.0,10.0,14.0,0.17298351594067882,0.2803607098655812,0.36818428746262816,0.3448673202662918,1.0,True
hopper-expert-v2,0,mpi4,implicit,4.0,10.0,14.0,0.06750241294408814,0.09803469289371872,0.31088381907225915,0.3055254665962491,0.078125,True
hopper-expert-v2,0,mpi4,explicit,7.0,7.0,14.0,0.15138700619674997,0.24535845679250104,0.36818428746262816,0.3299269068813487,1.0,True
hopper-expert-v2,0,mpi4,implicit,7.0,7.0,14.0,0.061797023272648265,0.08283726794655183,0.2870603187860365,0.27944548821701365,0.109375,True
hopper-expert-v2,0,mpi4,explicit,7.0,10.0,17.0,0.14923790430359446,0.23202736009872102,0.4005750680129038,0.37191789045082474,1.0,True
hopper-expert-v2,0,mpi4,implicit,7.0,10.0,17.0,0.13263069794698643,0.1873695150863304,0.4465926893870618,0.4430501684849171,0.154296875,True
hopper-expert-v2,0,mpi4,explicit,10.0,10.0,20.0,0.2559171796560912,0.3810003029936933,0.434119920472666,0.37213141151785445,1.0,True
hopper-expert-v2,0,mpi4,implicit,10.0,10.0,20.0,0.10425857767858583,0.14327337590309466,0.3682534643010887,0.3709213690316215,0.0859375,True
hopper-expert-v2,1,mpi1,explicit,0.05,0.05,0.1,0.00032415747803604363,0.0003018454636447176,1.0651334633128053,1.0651538170903827,1.0,True
hopper-expert-v2,1,mpi1,implicit,0.05,0.05,0.1,5.716168237837318e-05,5.333293056761729e-05,1.0630104090501133,1.0630258191646984,0.98828125,True
hopper-expert-v2,1,mpi1,explicit,0.1,0.1,0.2,0.00019259531030306145,0.00017897355040902982,1.0667790312264678,1.0667694437248099,1.0,True
hopper-expert-v2,1,mpi1,implicit,0.1,0.1,0.2,0.00015210922838406474,0.00014128598312294113,1.0672724210257991,1.067293462428147,0.98828125,True
hopper-expert-v2,1,mpi1,explicit,0.2,0.2,0.4,0.00047759255196583165,0.00044127191042262224,1.044244651702217,1.0442254409853848,1.0,True
hopper-expert-v2,1,mpi1,implicit,0.2,0.2,0.4,0.0005615372899509343,0.0005185892458109275,1.044404750148462,1.044587632451383,0.994140625,True
hopper-expert-v2,1,mpi2,explicit,0.05,0.05,0.1,9.626289766281159e-05,9.227726711088511e-05,1.0275200066109058,1.027529807864745,1.0,True
hopper-expert-v2,1,mpi2,implicit,0.05,0.05,0.1,0.000132668418848431,0.00012717546864356342,1.0274516942424885,1.0274960019583654,1.0,True
hopper-expert-v2,1,mpi4,explicit,0.05,0.05,0.1,7.472532618831613e-05,0.00029830274096452944,0.25045714427102145,0.25045683290427895,1.0,True
hopper-expert-v2,1,mpi4,implicit,0.05,0.05,0.1,2.387977402674616e-06,9.534575830927522e-06,0.25041134780210295,0.2504114556929972,0.9921875,True
hopper-expert-v2,1,mpi4,explicit,0.1,0.1,0.2,3.662772911147272e-05,0.0001467189750710567,0.2495418222012683,0.24954308823296253,1.0,True
hopper-expert-v2,1,mpi4,implicit,0.1,0.1,0.2,4.084082049241591e-07,1.6443704353596556e-06,0.24827010739098745,0.24827010966563054,0.982421875,True
hopper-expert-v2,1,mpi4,explicit,0.2,0.2,0.4,4.88482734252661e-05,0.00019474510138106386,0.250713531153486,0.2507142423169053,1.0,True
hopper-expert-v2,1,mpi4,implicit,0.2,0.2,0.4,9.992131588345672e-05,0.0003995586825756728,0.24996565631808984,0.2499652828057003,0.974609375,True
hopper-expert-v2,1,mpi4,explicit,1.5,2.5,4.0,0.002250092205538147,0.009013610030934429,0.24781716745211704,0.24790894195304203,1.0,True
hopper-expert-v2,1,mpi4,implicit,1.5,2.5,4.0,0.0008822292043012048,0.0035531194697337003,0.24730597443714522,0.2472879815079461,0.734375,True
hopper-expert-v2,1,mpi4,explicit,4.0,10.0,14.0,0.13483444316923462,0.2057856176532038,0.35616576698523655,0.33668763563534565,1.0,True
hopper-expert-v2,1,mpi4,implicit,4.0,10.0,14.0,0.08194606212440587,0.1246785341360209,0.34177353420707834,0.32403093813961065,0.1875,True
hopper-expert-v2,1,mpi4,explicit,7.0,7.0,14.0,0.12429193023847174,0.18969553351683127,0.35616576698523655,0.33166208597814967,1.0,True
hopper-expert-v2,1,mpi4,implicit,7.0,7.0,14.0,0.07348010221779502,0.1140110498860128,0.31142148253252966,0.3061272506551412,0.19140625,True
hopper-expert-v2,1,mpi4,explicit,7.0,10.0,17.0,0.016961236831805178,0.01637415513397644,0.07266006670817747,0.062168411997635356,1.0,True
hopper-expert-v2,1,mpi4,implicit,7.0,10.0,17.0,0.021714772899603198,0.021173793552352972,0.0540116590795993,0.03975858953266678,0.5703125,True
hopper-expert-v2,1,mpi4,explicit,10.0,10.0,20.0,0.2526003540140517,0.41279013186824065,0.42793086371498373,0.3609521693942462,1.0,True
hopper-expert-v2,1,mpi4,implicit,10.0,10.0,20.0,0.08941779250993336,0.16592154007764312,0.30177324475280787,0.30951910576711383,0.07421875,True
hopper-expert-v2,2,mpi4,explicit,0.05,0.05,0.1,1.4182004672381305e-05,5.657520882789064e-05,0.2506404180749823,0.25064055662331775,1.0,True
hopper-expert-v2,2,mpi4,implicit,0.05,0.05,0.1,7.842487276240212e-06,3.1259931286489006e-05,0.25084475107642445,0.25084499274179667,0.994140625,True
hopper-expert-v2,2,mpi4,explicit,0.1,0.1,0.2,4.773315388653809e-05,0.00018978172682367064,0.25142811543804033,0.25142780735539705,1.0,True
hopper-expert-v2,2,mpi4,implicit,0.1,0.1,0.2,4.856624026685723e-05,0.000192767642065198,0.25185200866333934,0.25185167582477147,0.990234375,True
hopper-expert-v2,2,mpi4,explicit,0.2,0.2,0.4,4.666674169233888e-05,0.0001862239925282505,0.25043340449106866,0.2504335362740678,1.0,True
hopper-expert-v2,2,mpi4,implicit,0.2,0.2,0.4,2.1383961701187844e-05,8.498505646758067e-05,0.25146152561717355,0.25146109697070584,0.970703125,True
hopper-expert-v2,2,mpi4,explicit,1.5,2.5,4.0,0.002558157651593831,0.010174752414793037,0.24971096322674707,0.2497856849918413,1.0,True
hopper-expert-v2,2,mpi4,implicit,1.5,2.5,4.0,0.0016878374580396615,0.006730063713741511,0.24935200349960887,0.2493786974990259,0.75,True
hopper-expert-v2,2,mpi4,explicit,4.0,10.0,14.0,0.012671579830771133,0.04910549475870218,0.2531393364929904,0.25248962605435776,1.0,True
hopper-expert-v2,2,mpi4,implicit,4.0,10.0,14.0,0.004808655946517317,0.01874777695271264,0.25373637939606275,0.2537585314932907,0.484375,True
hopper-expert-v2,2,mpi4,explicit,7.0,7.0,14.0,0.011918004786755337,0.0461852057443564,0.2531393364929904,0.25258286496731414,1.0,True
hopper-expert-v2,2,mpi4,implicit,7.0,7.0,14.0,0.0051906006706401225,0.020444547369135667,0.25152238151853495,0.2515925464578356,0.533203125,True
hopper-expert-v2,2,mpi4,explicit,7.0,10.0,17.0,0.014053417528871636,0.05446531180963943,0.25144085931521004,0.251048321516815,1.0,True
hopper-expert-v2,2,mpi4,implicit,7.0,10.0,17.0,0.004168661714055248,0.016287325146398485,0.2526375833295606,0.25253225834986387,0.41796875,True
hopper-expert-v2,2,mpi4,explicit,10.0,10.0,20.0,0.06741498167808509,0.06660236448227368,0.1278635906858622,0.09603644772635171,1.0,True
hopper-expert-v2,2,mpi4,implicit,10.0,10.0,20.0,0.07008281548865104,0.06813164750087126,0.06704253276864058,0.05665987316223654,0.697265625,True
hopper-expert-v2,3,mpi4,explicit,0.05,0.05,0.1,1.5087431901475856e-05,5.962921064819868e-05,0.25296859776133696,0.252968629969528,1.0,True
hopper-expert-v2,3,mpi4,implicit,0.05,0.05,0.1,4.836329755029686e-06,1.9132731846603355e-05,0.2527252611181733,0.25272530186709413,0.998046875,True
hopper-expert-v2,3,mpi4,explicit,0.1,0.1,0.2,1.4419977557998117e-05,5.706489490174771e-05,0.25259533290943453,0.2525954865608681,1.0,True
hopper-expert-v2,3,mpi4,implicit,0.1,0.1,0.2,3.933085205366444e-06,1.5551832392403012e-05,0.25280280071895284,0.25280275422846576,0.990234375,True
hopper-expert-v2,3,mpi4,explicit,0.2,0.2,0.4,0.00015683980873670904,0.0006214404334357494,0.25214028836107133,0.2521474788115261,1.0,True
hopper-expert-v2,3,mpi4,implicit,0.2,0.2,0.4,5.496406425665034e-05,0.00021684684137299198,0.25325128186040285,0.25325224568153865,0.970703125,True
hopper-expert-v2,3,mpi4,explicit,1.5,2.5,4.0,0.0021866776544193266,0.008545765955385693,0.25405420182740135,0.2540491299853754,1.0,True
hopper-expert-v2,3,mpi4,implicit,1.5,2.5,4.0,0.0013069912938889607,0.005078544953457512,0.25576587786900307,0.2557394632062274,0.724609375,True
hopper-expert-v2,3,mpi4,explicit,4.0,10.0,14.0,0.11764501558474302,0.18609052106236293,0.36623152335962483,0.34517705353172273,1.0,True
hopper-expert-v2,3,mpi4,implicit,4.0,10.0,14.0,0.08922133653253228,0.12554064853973665,0.2814044529882246,0.28744474698676675,0.171875,True
hopper-expert-v2,3,mpi4,explicit,7.0,7.0,14.0,0.10911668443202512,0.17260043327484872,0.36623152335962483,0.3377509878269812,1.0,True
hopper-expert-v2,3,mpi4,implicit,7.0,7.0,14.0,0.10770974303001027,0.154770581963247,0.2765814239641813,0.27617441487043626,0.228515625,True
hopper-expert-v2,3,mpi4,explicit,7.0,10.0,17.0,0.15464848963114106,0.22549555433239335,0.37508928601836455,0.32832320525846004,1.0,True
hopper-expert-v2,3,mpi4,implicit,7.0,10.0,17.0,0.18656636672115132,0.248291391044724,0.32098251782031456,0.32261956483507614,0.140625,True
hopper-expert-v2,3,mpi4,explicit,10.0,10.0,20.0,0.09805982671551501,0.14041485604240292,0.30909309379809713,0.284792994542589,1.0,True
hopper-expert-v2,3,mpi4,implicit,10.0,10.0,20.0,0.07325503317949415,0.10239023938926382,0.2746965776091792,0.2509091292904443,0.197265625,True
walker2d-medium-v2,0,mpi1,explicit,0.05,0.05,0.1,0.0009442184624775183,0.001105758109052416,0.8134032059883602,0.8137475775082261,1.0,True
walker2d-medium-v2,0,mpi1,implicit,0.05,0.05,0.1,0.0013679329709387613,0.0016001340520331296,0.8137119380155537,0.8143751485763033,0.9921875,True
walker2d-medium-v2,0,mpi4,explicit,0.05,0.05,0.1,0.0008126519746391206,0.004110330647799791,0.19655405282397234,0.19653274180053276,1.0,True
walker2d-medium-v2,0,mpi4,implicit,0.05,0.05,0.1,0.0002370312855228268,0.0012120762340582444,0.19439023774025135,0.19438203720014577,0.794921875,True
walker2d-medium-v2,0,mpi4,explicit,0.1,0.1,0.2,0.0021782327407988953,0.011010663735598664,0.19579393164334938,0.19580048624166982,1.0,True
walker2d-medium-v2,0,mpi4,implicit,0.1,0.1,0.2,0.0014226172553502617,0.007514467828180838,0.18784076023409713,0.18785633197990448,0.63671875,True
walker2d-medium-v2,0,mpi4,explicit,0.2,0.2,0.4,0.0064816468346124345,0.032691973565320116,0.19620899346419993,0.19583755565837577,1.0,True
walker2d-medium-v2,0,mpi4,implicit,0.2,0.2,0.4,0.0015128183605596188,0.007842726381193958,0.19099906178084863,0.19096118681171217,0.505859375,True
walker2d-medium-v2,0,mpi4,explicit,1.5,2.5,4.0,0.06245311524894544,0.2882421216815838,0.21636264257979815,0.21051637077803179,1.0,True
walker2d-medium-v2,0,mpi4,implicit,1.5,2.5,4.0,0.005200627311990166,0.028979376886841674,0.17626556655718098,0.17597280158710019,0.05078125,True
walker2d-medium-v2,0,mpi4,explicit,4.0,10.0,14.0,0.2164849945945727,0.2425500261792814,0.3379632438946347,0.18752305776501843,1.0,True
walker2d-medium-v2,0,mpi4,implicit,4.0,10.0,14.0,0.0,0.0,1.1920928955078125e-07,1.1920928955078125e-07,0.0703125,True
walker2d-medium-v2,0,mpi4,explicit,7.0,7.0,14.0,0.16852964506193635,0.18882079978943006,0.3379632438946347,0.22135225678974604,1.0,True
walker2d-medium-v2,0,mpi4,implicit,7.0,7.0,14.0,0.012572830682405726,0.012342302176078502,0.0067022980988897035,0.005870532585780219,0.1171875,True
walker2d-medium-v2,0,mpi4,explicit,7.0,10.0,17.0,0.19106118440943634,0.21318127729874928,0.3148047763747907,0.1735247397232216,1.0,True
walker2d-medium-v2,0,mpi4,implicit,7.0,10.0,17.0,0.0,0.0,1.1920928955078125e-07,1.1920928955078125e-07,0.076171875,True
walker2d-medium-v2,0,mpi4,explicit,10.0,10.0,20.0,0.17073573239681583,0.19019570522827123,0.30563678785794646,0.18030710300032893,1.0,True
walker2d-medium-v2,0,mpi4,implicit,10.0,10.0,20.0,0.036194059774332675,0.04026867846611647,0.08326030226195308,0.07524026331442088,0.994140625,True
