environment,seed,method,integrator,s,t,total,Phi_u_vs_Phi_t_Phi_s_aD_rms,relative_frozen_semigroup_from_aD,pi_u_vs_Phi_u_aD_rms,pi_u_vs_Phi_t_Phi_s_aD_rms,solver_converged_sample_fraction,all_numeric_outputs_finite
halfcheetah-expert-v2,1,mpi4,implicit,0.2,0.2,0.4,0.0005570902259957193,0.0027602609593092822,0.1993920622381217,0.19937906676677983,0.56640625,True
halfcheetah-expert-v2,1,mpi4,explicit,1.5,2.5,4.0,0.028903455036299236,0.13868422692788382,0.19175057938914963,0.1915867885362882,1.0,True
halfcheetah-expert-v2,1,mpi4,implicit,1.5,2.5,4.0,0.006548578177464958,0.021653122745603014,0.2854651580471886,0.2839788096466905,0.046875,True
halfcheetah-expert-v2,1,mpi4,explicit,4.0,10.0,14.0,0.1275515994597637,0.5346211332037291,0.22551236199141547,0.207599237360696,1.0,True
halfcheetah-expert-v2,1,mpi4,implicit,4.0,10.0,14.0,0.008237478068449504,0.03945628914136418,0.1595240635464594,0.15973993699140984,0.00390625,True
halfcheetah-expert-v2,1,mpi4,explicit,7.0,7.0,14.0,0.1114190102879487,0.467002827035278,0.22551236199141547,0.20012450057681894,1.0,True
halfcheetah-expert-v2,1,mpi4,implicit,7.0,7.0,14.0,8.42763543669276e-05,0.0002871585999643013,0.3063787447461291,0.306378696121134,0.009765625,True
halfcheetah-expert-v2,1,mpi4,explicit,7.0,10.0,17.0,0.1745701816718102,0.6229661217574398,0.2517102490392308,0.2115168608702366,1.0,True
halfcheetah-expert-v2,1,mpi4,implicit,7.0,10.0,17.0,6.40403706345735e-05,0.00035446403034127005,0.17430751102431827,0.17429198637412688,0.001953125,True
halfcheetah-expert-v2,1,mpi4,explicit,10.0,10.0,20.0,0.2224926911181269,0.5909116653953689,0.30037689852003097,0.22913461703392227,1.0,True
halfcheetah-expert-v2,1,mpi4,implicit,10.0,10.0,20.0,nan,nan,nan,nan,0.0,False
halfcheetah-expert-v2,2,mpi4,explicit,0.05,0.05,0.1,0.00016782797975940775,0.0008547524233417864,0.19558453116372512,0.19558492459923615,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,0.05,0.05,0.1,0.00010558091625783195,0.0005337209126827098,0.1971122143000142,0.19711507165908682,0.869140625,True
halfcheetah-expert-v2,2,mpi4,explicit,0.1,0.1,0.2,0.0005982872063667994,0.003046106956303954,0.19459053491502912,0.19459792248518043,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,0.1,0.1,0.2,0.00024794367569289533,0.001251146877842546,0.196353515546939,0.19635493741978644,0.767578125,True
halfcheetah-expert-v2,2,mpi4,explicit,0.2,0.2,0.4,0.0023788662290741423,0.01199535164758524,0.19553304074929592,0.19555244552730908,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,0.2,0.2,0.4,0.0006791165898160168,0.0032789219350289746,0.20502063266760204,0.20498331891402363,0.568359375,True
halfcheetah-expert-v2,2,mpi4,explicit,1.5,2.5,4.0,0.03826112810971461,0.18280090590470324,0.19285792375862482,0.19137982930542463,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,1.5,2.5,4.0,0.0048052855590462445,0.021442096268749485,0.21510062409528694,0.21492373046847862,0.052734375,True
halfcheetah-expert-v2,2,mpi4,explicit,4.0,10.0,14.0,0.13541276809157635,0.5560995793748663,0.22627172007177354,0.20717042358729432,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,4.0,10.0,14.0,0.005021265216084347,0.02415770725201331,0.1916122557789804,0.19067188795008047,0.00390625,True
halfcheetah-expert-v2,2,mpi4,explicit,7.0,7.0,14.0,0.12666558024752883,0.5201775053389959,0.22627172007177354,0.1995548250187906,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,7.0,7.0,14.0,0.003722093933230004,0.02209767903371264,0.15279461248949885,0.15274889839060066,0.0078125,True
halfcheetah-expert-v2,2,mpi4,explicit,7.0,10.0,17.0,0.18139524821871372,0.6465014119033589,0.2549210653888617,0.21278830207482685,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,7.0,10.0,17.0,nan,nan,nan,nan,0.0,False
halfcheetah-expert-v2,2,mpi4,explicit,10.0,10.0,20.0,0.215451687330685,0.608118321959084,0.2937018095429709,0.22400262687244527,1.0,True
halfcheetah-expert-v2,2,mpi4,implicit,10.0,10.0,20.0,3.7713874529759864e-05,0.00016505822306624973,0.144677290012854,0.14471500629666648,0.001953125,True
halfcheetah-expert-v2,3,mpi4,explicit,0.05,0.05,0.1,0.0002460474156836219,0.0012568818901754432,0.1948442174555072,0.1948543167913889,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,0.05,0.05,0.1,8.734676138113835e-05,0.0004410823619890497,0.1971736442115857,0.19717299042478997,0.873046875,True
halfcheetah-expert-v2,3,mpi4,explicit,0.1,0.1,0.2,0.0005904798160184801,0.0030123421662147836,0.19423327316383648,0.19424256398582343,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,0.1,0.1,0.2,0.00020747604535688738,0.0010471057454182005,0.19640283169382466,0.19640205061553567,0.763671875,True
halfcheetah-expert-v2,3,mpi4,explicit,0.2,0.2,0.4,0.0020732032858895347,0.010526122775170725,0.19362745382668983,0.19369311655775193,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,0.2,0.2,0.4,0.0005375715945294135,0.0027165974865797082,0.19490235790864097,0.19489254667369335,0.583984375,True
halfcheetah-expert-v2,3,mpi4,explicit,1.5,2.5,4.0,0.03548855223763261,0.1695510965781395,0.18879630775376502,0.18799965539471988,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,1.5,2.5,4.0,0.00574430805668337,0.02851225421432881,0.16794131831573847,0.16781584862814036,0.037109375,True
halfcheetah-expert-v2,3,mpi4,explicit,4.0,10.0,14.0,0.17737347922636953,0.6503680665668127,0.24356123413186023,0.21686937237398704,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,4.0,10.0,14.0,nan,nan,nan,nan,0.0,False
halfcheetah-expert-v2,3,mpi4,explicit,7.0,7.0,14.0,0.15709111709210774,0.5759995606086417,0.24356123413186023,0.20411073365976165,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,7.0,7.0,14.0,0.004107290367456882,0.0333167075512776,0.07070193459110305,0.06829883902159277,0.001953125,True
halfcheetah-expert-v2,3,mpi4,explicit,7.0,10.0,17.0,0.21120894959068068,0.645175088114005,0.2739834409423392,0.23502329553682286,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,7.0,10.0,17.0,nan,nan,nan,nan,0.0,False
halfcheetah-expert-v2,3,mpi4,explicit,10.0,10.0,20.0,0.21215919491640084,0.6504234364796947,0.28054530799509947,0.22912767808552367,1.0,True
halfcheetah-expert-v2,3,mpi4,implicit,10.0,10.0,20.0,nan,nan,nan,nan,0.0,False
hopper-medium-v2,0,mpi1,explicit,0.05,0.05,0.1,0.00011696065900046652,9.602909116119553e-05,1.2217969357752396,1.2217913992279077,1.0,True
hopper-medium-v2,0,mpi1,implicit,0.05,0.05,0.1,0.000138019586563769,0.00011331772750603445,1.2218074348306307,1.2218214353290595,0.98046875,True
hopper-medium-v2,0,mpi1,explicit,0.1,0.1,0.2,0.0007757422839640291,0.0006187388016935175,1.2417944093212976,1.2418626654114833,1.0,True
hopper-medium-v2,0,mpi1,implicit,0.1,0.1,0.2,0.001473244000412273,0.0011751246891990772,1.2417398272385325,1.2418529162924645,0.984375,True
hopper-medium-v2,0,mpi1,explicit,0.2,0.2,0.4,0.0051771051072640245,0.004827228823976446,0.9593933726645921,0.9610547233468348,1.0,True
hopper-medium-v2,0,mpi1,implicit,0.2,0.2,0.4,0.00900129032423954,0.008392970049069056,0.9540855129457337,0.9585598168195446,1.0,True
hopper-medium-v2,0,mpi1,explicit,1.5,2.5,4.0,0.10987957528921863,0.10245375398273827,1.845826692149591,1.8487901884689968,1.0,True
hopper-medium-v2,0,mpi1,implicit,1.5,2.5,4.0,0.08270075698831944,0.07669059805425732,1.7951559122120688,1.823598815828299,0.576171875,True
hopper-medium-v2,0,mpi1,explicit,4.0,10.0,14.0,0.04482060101185904,0.04179155969014787,1.1291281568928413,1.127227719829644,1.0,True
hopper-medium-v2,0,mpi1,implicit,4.0,10.0,14.0,0.07876509325367669,0.07310222806791845,1.1171878370551205,1.1125676902444195,0.533203125,True
hopper-medium-v2,0,mpi1,explicit,7.0,7.0,14.0,0.056534742343857684,0.05271404233524937,1.1291281568928413,1.1290563511190626,1.0,True
hopper-medium-v2,0,mpi1,implicit,7.0,7.0,14.0,0.06152207493499876,0.057364323745401465,1.1333488448111062,1.1311300205455292,1.0,True
hopper-medium-v2,0,mpi1,explicit,7.0,10.0,17.0,0.11973734200040533,0.11164531850042755,1.093539465424435,1.0872762078045088,1.0,True
hopper-medium-v2,0,mpi1,implicit,7.0,10.0,17.0,0.08898767534936067,0.0832853124995848,1.1070672906660468,1.0974376383927624,0.98046875,True
hopper-medium-v2,0,mpi1,explicit,10.0,10.0,20.0,0.1559788225097119,0.14543754711341006,0.4568763113327733,0.4107761588610976,1.0,True
hopper-medium-v2,0,mpi1,implicit,10.0,10.0,20.0,0.1234084427136875,0.11537508249388875,0.34539315759921146,0.3667816228245147,0.982421875,True
hopper-medium-v2,0,mpi2,explicit,0.05,0.05,0.1,0.0004479184429198298,0.0004193651248327648,1.042174792067093,1.042249344919937,1.0,True
hopper-medium-v2,0,mpi2,implicit,0.05,0.05,0.1,0.0006162568543154164,0.0005773872364327391,1.0411185173415318,1.0413604904664944,0.99609375,True
hopper-medium-v2,0,mpi4,explicit,0.05,0.05,0.1,0.00024424720169824817,0.0008920918028938287,0.273380878869834,0.2733922207002226,1.0,True
hopper-medium-v2,0,mpi4,implicit,0.05,0.05,0.1,0.00013062416944761653,0.0004753350679996001,0.2744930235634363,0.2744892950867263,0.9609375,True
hopper-medium-v2,0,mpi4,explicit,0.1,0.1,0.2,0.0012187096869090152,0.004475875310718456,0.2716131743548047,0.27158068174974503,1.0,True
hopper-medium-v2,0,mpi4,implicit,0.1,0.1,0.2,0.00017211699620526316,0.000638416656241974,0.269177853771718,0.26918559878206366,0.9375,True
hopper-medium-v2,0,mpi4,explicit,0.2,0.2,0.4,0.0015955583736100465,0.00580679038609631,0.2737323490681463,0.2737205113398991,1.0,True
hopper-medium-v2,0,mpi4,implicit,0.2,0.2,0.4,0.0007790426854761432,0.0028669915386994485,0.27092722064688796,0.27090323989631143,0.880859375,True
hopper-medium-v2,0,mpi4,explicit,1.5,2.5,4.0,0.02345429196485925,0.08240942681076838,0.2780024420673226,0.27682227350832994,1.0,True
hopper-medium-v2,0,mpi4,implicit,1.5,2.5,4.0,0.003793820326020748,0.013576762100110185,0.2774137259624996,0.27719664919926684,0.453125,True
hopper-medium-v2,0,mpi4,explicit,4.0,10.0,14.0,0.05444734850798443,0.16996671044005865,0.2850822230223777,0.2841835125684718,1.0,True
hopper-medium-v2,0,mpi4,implicit,4.0,10.0,14.0,0.008605585093176075,0.027212759639811485,0.32029213038661003,0.3204609526666656,0.197265625,True
hopper-medium-v2,0,mpi4,explicit,7.0,7.0,14.0,0.05168669264055581,0.16134885099782922,0.2850822230223777,0.27979279468562546,1.0,True
hopper-medium-v2,0,mpi4,implicit,7.0,7.0,14.0,0.015167520161897898,0.04610023773755193,0.31713386768665974,0.31587066428221183,0.23046875,True
hopper-medium-v2,0,mpi4,explicit,7.0,10.0,17.0,0.0665603741759301,0.1909527166620151,0.294352098254702,0.28849737617681415,1.0,True
hopper-medium-v2,0,mpi4,implicit,7.0,10.0,17.0,0.012394272361129341,0.034533215413787385,0.3314255684857718,0.3307012280121038,0.166015625,True
hopper-medium-v2,0,mpi4,explicit,10.0,10.0,20.0,0.07255828354359907,0.20656222640235355,0.300342866550797,0.28877632076293785,1.0,True
hopper-medium-v2,0,mpi4,implicit,10.0,10.0,20.0,0.010294661324151319,0.03012131192810166,0.3331447734479613,0.33298618189974905,0.216796875,True
hopper-medium-v2,0,mpi8,explicit,0.05,0.05,0.1,0.00022068319669741468,0.0007859973984775078,0.280453284328487,0.2804512606745179,1.0,True
hopper-medium-v2,0,mpi8,implicit,0.05,0.05,0.1,0.00014752312274243608,0.0005243290581678036,0.28099010360274784,0.28099370207009,0.98046875,True
hopper-medium-v2,0,mpi8,explicit,0.1,0.1,0.2,0.0006092116929354011,0.0021534337717172163,0.28198571396304234,0.28195926691151496,1.0,True
hopper-medium-v2,0,mpi8,implicit,0.1,0.1,0.2,0.0002843631564225648,0.0010003431777055186,0.2835496766671836,0.2835454477898984,0.935546875,True
hopper-medium-v2,0,mpi8,explicit,0.2,0.2,0.4,0.002700305828237623,0.00949383788444715,0.2831454123493147,0.2830793900049243,1.0,True
hopper-medium-v2,0,mpi8,implicit,0.2,0.2,0.4,0.0010858900666291377,0.00378245939948645,0.2859755806596262,0.2859739254908484,0.83984375,True
hopper-medium-v2,0,mpi8,explicit,1.5,2.5,4.0,0.025442546111345842,0.08572071384819469,0.2877572763547963,0.2856166340610692,1.0,True
hopper-medium-v2,0,mpi8,implicit,1.5,2.5,4.0,0.005928412390029852,0.020417026174328584,0.2892743630509851,0.2885730127362589,0.427734375,True
hopper-medium-v2,1,mpi1,explicit,0.05,0.05,0.1,0.00037578035046501095,0.00034972636683217745,1.0488778625587798,1.0489550497503104,1.0,True
hopper-medium-v2,1,mpi1,implicit,0.05,0.05,0.1,0.0005939729346039148,0.0005531356352845581,1.047779036513876,1.0480130949942306,0.984375,True
hopper-medium-v2,1,mpi1,explicit,0.1,0.1,0.2,0.0008650925198306863,0.0007102734300544423,1.2256702484482453,1.2257162738236085,1.0,True
hopper-medium-v2,1,mpi1,implicit,0.1,0.1,0.2,0.0009231319402006207,0.0007561095009998387,1.228615131922817,1.2286852221673537,0.95703125,True
hopper-medium-v2,1,mpi1,explicit,0.2,0.2,0.4,0.0027974888881895235,0.0026191582314994124,0.9878371379758315,0.9886019896276439,1.0,True
hopper-medium-v2,1,mpi1,implicit,0.2,0.2,0.4,0.0058302991798687785,0.005459882093120866,0.9847842276390238,0.9869654822497798,0.9609375,True
hopper-medium-v2,1,mpi1,explicit,1.5,2.5,4.0,0.052221968729688005,0.04165269706425051,1.1928428470814414,1.1949738147539055,1.0,True
hopper-medium-v2,1,mpi1,implicit,1.5,2.5,4.0,0.10376771155430313,0.08344984277680707,1.178745216410032,1.1831109925837902,0.68359375,True
hopper-medium-v2,1,mpi1,explicit,4.0,10.0,14.0,0.09279025752812149,0.07401031752246859,1.166948628959782,1.165679692811967,1.0,True
hopper-medium-v2,1,mpi1,implicit,4.0,10.0,14.0,0.08082873756191042,0.06463803495289863,1.1626901372540792,1.1630459234782937,0.982421875,True
hopper-medium-v2,1,mpi1,explicit,7.0,7.0,14.0,0.0766877822274856,0.061166842984890196,1.166948628959782,1.1661035957898662,1.0,True
hopper-medium-v2,1,mpi1,implicit,7.0,7.0,14.0,0.09538900927749841,0.07613208358318567,1.1624842626803003,1.1616618620986041,0.998046875,True
hopper-medium-v2,1,mpi1,explicit,7.0,10.0,17.0,0.08618391086101679,0.06874103788556553,1.166696397429719,1.1651684926288899,1.0,True
hopper-medium-v2,1,mpi1,implicit,7.0,10.0,17.0,0.07187831393289992,0.05737213494506269,1.1641262256289373,1.162895312716555,0.994140625,True
hopper-medium-v2,1,mpi1,explicit,10.0,10.0,20.0,0.07321775890528089,0.05839912216237918,1.1635450379716066,1.16268164885278,1.0,True
hopper-medium-v2,1,mpi1,implicit,10.0,10.0,20.0,0.07184991105982043,0.05730811480813972,1.164240204684044,1.1609255901876234,1.0,True
hopper-medium-v2,1,mpi2,explicit,0.05,0.05,0.1,0.00021685103955534953,0.00020333022698512375,1.04526775246974,1.0453310182963962,1.0,True
hopper-medium-v2,1,mpi2,implicit,0.05,0.05,0.1,0.00034398786655598606,0.00032274432924525137,1.0444459172299616,1.0445876138464585,0.99609375,True
hopper-medium-v2,1,mpi4,explicit,0.05,0.05,0.1,0.0001866834212510785,0.0006900335715563499,0.270323232129666,0.270322621069418,1.0,True
hopper-medium-v2,1,mpi4,implicit,0.05,0.05,0.1,0.00019603317422654614,0.0007190858009393932,0.27242623085678325,0.27242503523636064,0.970703125,True
hopper-medium-v2,1,mpi4,explicit,0.1,0.1,0.2,0.0004693989073529319,0.0017353116637608803,0.269963189765405,0.2699551285685859,1.0,True
hopper-medium-v2,1,mpi4,implicit,0.1,0.1,0.2,0.000713784013766024,0.0026355462315269945,0.27078638500000995,0.2707619017751236,0.91015625,True
hopper-medium-v2,1,mpi4,explicit,0.2,0.2,0.4,0.0015235029631759304,0.005631518192986704,0.26952999156243446,0.26955602235927706,1.0,True
hopper-medium-v2,1,mpi4,implicit,0.2,0.2,0.4,0.0010720829512867564,0.0039440176582703915,0.2714172082682095,0.27140557481782934,0.859375,True
hopper-medium-v2,1,mpi4,explicit,1.5,2.5,4.0,0.029320542374352727,0.1029069097925626,0.2743947218686822,0.2716872616167635,1.0,True
hopper-medium-v2,1,mpi4,implicit,1.5,2.5,4.0,0.004048880263322432,0.013989843225161051,0.2864513039254695,0.28660953470334777,0.466796875,True
hopper-medium-v2,1,mpi4,explicit,4.0,10.0,14.0,0.058242985954792596,0.1811391152616339,0.28415162955991075,0.27923918915020485,1.0,True
hopper-medium-v2,1,mpi4,implicit,4.0,10.0,14.0,0.00939130254537375,0.0303898345774275,0.2985821486791859,0.29836954331223725,0.224609375,True
hopper-medium-v2,1,mpi4,explicit,7.0,7.0,14.0,0.05672929646174044,0.17643145182272438,0.28415162955991075,0.2775946729620354,1.0,True
hopper-medium-v2,1,mpi4,implicit,7.0,7.0,14.0,0.02442057954809322,0.08300935469992143,0.2826500446856036,0.2831840697216015,0.294921875,True
hopper-medium-v2,1,mpi4,explicit,7.0,10.0,17.0,0.06845866024203512,0.20241813538780368,0.2914168820572056,0.28495553842782056,1.0,True
hopper-medium-v2,1,mpi4,implicit,7.0,10.0,17.0,0.01657885628738636,0.0508684970761203,0.3216952540133414,0.3187993996948613,0.203125,True
hopper-medium-v2,1,mpi4,explicit,10.0,10.0,20.0,0.07966547227269853,0.21243849215249738,0.3110164374615592,0.30379749254701,1.0,True
hopper-medium-v2,1,mpi4,implicit,10.0,10.0,20.0,0.04900217374775031,0.1373978358435982,0.35670272680922027,0.3550127406744554,0.2109375,True
hopper-medium-v2,1,mpi8,explicit,0.05,0.05,0.1,0.0003084348682153668,0.001102325651107412,0.27947330522681113,0.27947387131279305,1.0,True
hopper-medium-v2,1,mpi8,implicit,0.05,0.05,0.1,0.00021519851574083393,0.0007670006755138441,0.2803054654947884,0.2803007283911036,0.94921875,True
hopper-medium-v2,1,mpi8,explicit,0.1,0.1,0.2,0.001359497204078088,0.004827576213262204,0.2810123224740844,0.28098603819529633,1.0,True
hopper-medium-v2,1,mpi8,implicit,0.1,0.1,0.2,0.0004264511093904804,0.001501042526082966,0.283724277980021,0.2837101482356381,0.90234375,True
hopper-medium-v2,1,mpi8,explicit,0.2,0.2,0.4,0.0017127499031820085,0.006051315525269597,0.28082668971709474,0.2808100096283106,1.0,True
hopper-medium-v2,1,mpi8,implicit,0.2,0.2,0.4,0.0005056455159366326,0.0017782638417324073,0.28351703408556655,0.28352907977872466,0.875,True
hopper-medium-v2,1,mpi8,explicit,1.5,2.5,4.0,0.03573750552461577,0.11844172808499243,0.29339197256228117,0.29070882870016845,1.0,True
hopper-medium-v2,1,mpi8,implicit,1.5,2.5,4.0,0.004359272691336259,0.014899134783518394,0.2894800178708521,0.28937587749220584,0.423828125,True
hopper-medium-v2,2,mpi4,explicit,0.05,0.05,0.1,0.00012182823858983371,0.000447695541888858,0.2715957464129153,0.2715949523112565,1.0,True
hopper-medium-v2,2,mpi4,implicit,0.05,0.05,0.1,0.0002608744766879327,0.000950236552334541,0.27405836506871534,0.2740571263468743,0.953125,True
hopper-medium-v2,2,mpi4,explicit,0.1,0.1,0.2,0.0005405504398463373,0.00199690406641724,0.2696471343564828,0.2696513959667704,1.0,True
hopper-medium-v2,2,mpi4,implicit,0.1,0.1,0.2,0.0006129117143309839,0.002287594941811874,0.2671322900054199,0.2671482814557934,0.91796875,True
hopper-medium-v2,2,mpi4,explicit,0.2,0.2,0.4,0.0022336198786342605,0.008159236013457026,0.2725735305731048,0.2725742073025977,1.0,True
hopper-medium-v2,2,mpi4,implicit,0.2,0.2,0.4,0.0005604026319507694,0.002062604082300388,0.27129032694306343,0.27127184852840036,0.8984375,True
hopper-medium-v2,2,mpi4,explicit,1.5,2.5,4.0,0.028151977006718648,0.09838552518752805,0.2749084645863176,0.273655368223632,1.0,True
hopper-medium-v2,2,mpi4,implicit,1.5,2.5,4.0,0.003385565457172008,0.01194398804457024,0.27737100951719007,0.27723683594372606,0.46484375,True
hopper-medium-v2,2,mpi4,explicit,4.0,10.0,14.0,0.05765780668366956,0.17593995108147129,0.282985368754668,0.2805317219607857,1.0,True
hopper-medium-v2,2,mpi4,implicit,4.0,10.0,14.0,0.010351613773351849,0.032917527621971365,0.3003923282621706,0.2988857175914161,0.240234375,True
hopper-medium-v2,2,mpi4,explicit,7.0,7.0,14.0,0.05290311958812562,0.16143125810278683,0.282985368754668,0.27763090739419,1.0,True
hopper-medium-v2,2,mpi4,implicit,7.0,7.0,14.0,0.01139462717187963,0.03728846383346395,0.294884746338965,0.29353225725587984,0.259765625,True
hopper-medium-v2,2,mpi4,explicit,7.0,10.0,17.0,0.06364242494167333,0.18910321792392004,0.2938529562308603,0.28832860456930615,1.0,True
hopper-medium-v2,2,mpi4,implicit,7.0,10.0,17.0,0.010654244428112507,0.03579122117367175,0.29242193128668637,0.2919414605579377,0.1796875,True
hopper-medium-v2,2,mpi4,explicit,10.0,10.0,20.0,0.0902068754165473,0.09444758552055824,0.28305497096701204,0.2532108235420828,1.0,True
hopper-medium-v2,2,mpi4,implicit,10.0,10.0,20.0,0.1017310817326393,0.11088014739298563,0.2893280249424714,0.2713842808999723,0.361328125,True
hopper-medium-v2,3,mpi4,explicit,0.05,0.05,0.1,0.0003133837310019058,0.0011608768958364124,0.26960647459179626,0.26961055608249007,1.0,True
hopper-medium-v2,3,mpi4,implicit,0.05,0.05,0.1,0.00012191311642050888,0.00045060107894832777,0.27034437880355117,0.27034733973228164,0.958984375,True
hopper-medium-v2,3,mpi4,explicit,0.1,0.1,0.2,0.0006031782448113455,0.0022283132298305374,0.27004547868929285,0.27006425077925106,1.0,True
hopper-medium-v2,3,mpi4,implicit,0.1,0.1,0.2,0.0004985050480561587,0.0018291294609278288,0.27216569264923757,0.2721451788648056,0.927734375,True
hopper-medium-v2,3,mpi4,explicit,0.2,0.2,0.4,0.001736178946977639,0.006444680284695251,0.26819633979198715,0.2682621179222971,1.0,True
hopper-medium-v2,3,mpi4,implicit,0.2,0.2,0.4,0.0012511816637246402,0.004529352522531488,0.2757082750546198,0.27569177933592826,0.87890625,True
hopper-medium-v2,3,mpi4,explicit,1.5,2.5,4.0,0.023576314363910413,0.08313924563945989,0.2735170805051672,0.2725302359405539,1.0,True
hopper-medium-v2,3,mpi4,implicit,1.5,2.5,4.0,0.0036630384128776517,0.01331956025543119,0.2754950951009624,0.27568760472645665,0.43359375,True
hopper-medium-v2,3,mpi4,explicit,4.0,10.0,14.0,0.06745277628676748,0.206027228055236,0.2832828631861731,0.2767681085407469,1.0,True
hopper-medium-v2,3,mpi4,implicit,4.0,10.0,14.0,0.010243169645245881,0.02941795248740038,0.3187445757945015,0.31763338546943365,0.162109375,True
hopper-medium-v2,3,mpi4,explicit,7.0,7.0,14.0,0.05830549787927914,0.17808785300961547,0.2832828631861731,0.2753383594275974,1.0,True
hopper-medium-v2,3,mpi4,implicit,7.0,7.0,14.0,0.011535113613065622,0.03809097584637219,0.29010219322306874,0.28908614454057435,0.23828125,True
hopper-medium-v2,3,mpi4,explicit,7.0,10.0,17.0,0.07162530195883238,0.21203950571348673,0.30419379445611383,0.2992611075119131,1.0,True
hopper-medium-v2,3,mpi4,implicit,7.0,10.0,17.0,0.01577301233620812,0.04483165812801805,0.31858861268342037,0.3186733373519995,0.169921875,True
hopper-medium-v2,3,mpi4,explicit,10.0,10.0,20.0,0.08491390653552223,0.22481773641227465,0.30561422662241566,0.2933621711293263,1.0,True
hopper-medium-v2,3,mpi4,implicit,10.0,10.0,20.0,0.021120227983677946,0.05616591931703361,0.32875235282388593,0.3281389763863531,0.201171875,True
hopper-medium-replay-v2,0,mpi1,explicit,0.05,0.05,0.1,9.350062472729305e-05,0.0001751235069278752,0.5322773901199441,0.5322735326746687,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,0.05,0.05,0.1,4.503140841380889e-05,8.403125097620124e-05,0.5342282863537869,0.5342305047026248,0.970703125,True
hopper-medium-replay-v2,0,mpi1,explicit,0.1,0.1,0.2,0.0008733806348193978,0.001333090902174784,0.652139927172976,0.6521296381436036,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,0.1,0.1,0.2,8.149314462147064e-05,0.0001248799170803197,0.6495723978526102,0.6495747121597474,0.943359375,True
hopper-medium-replay-v2,0,mpi1,explicit,0.2,0.2,0.4,0.0018519624431925109,0.002316731985200778,0.7940572472962653,0.7941109208529514,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,0.2,0.2,0.4,0.0007406901525468236,0.000927338328860279,0.7935491702541642,0.7935980254907745,0.939453125,True
hopper-medium-replay-v2,0,mpi1,explicit,1.5,2.5,4.0,0.0220710196246547,0.023567647397662036,0.882555497228372,0.8838892344632295,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,1.5,2.5,4.0,0.005703847706345509,0.006032617734237094,0.8949766715900753,0.8944437674429446,0.455078125,True
hopper-medium-replay-v2,0,mpi1,explicit,4.0,10.0,14.0,0.07268811409314706,0.07322910337967205,0.8772077136191181,0.8769963563155919,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,4.0,10.0,14.0,0.019970133196995848,0.01915794059044287,0.9447739127481787,0.9445933157864644,0.126953125,True
hopper-medium-replay-v2,0,mpi1,explicit,7.0,7.0,14.0,0.06586239423399892,0.06635258234948392,0.8772077136191181,0.8790000757236923,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,7.0,7.0,14.0,0.030907875592568364,0.02993702328239688,0.9221335195083529,0.9249256321771223,0.162109375,True
hopper-medium-replay-v2,0,mpi1,explicit,7.0,10.0,17.0,0.10641450651761451,0.10498048097914338,0.8700079987917868,0.8761860961841988,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,7.0,10.0,17.0,0.020311759306367503,0.020275933141262293,0.8962790971794274,0.8987733649300742,0.103515625,True
hopper-medium-replay-v2,0,mpi1,explicit,10.0,10.0,20.0,0.12353170663611378,0.12682535069489576,0.7999111894104096,0.7995007429673422,1.0,True
hopper-medium-replay-v2,0,mpi1,implicit,10.0,10.0,20.0,0.1971954927883519,0.20445565300434962,0.8590114326902198,0.8832648216564889,0.060546875,True
hopper-medium-replay-v2,0,mpi2,explicit,0.05,0.05,0.1,0.000317176820616007,0.0005418028239239916,0.5833841211579737,0.5834076419517913,1.0,True
hopper-medium-replay-v2,0,mpi2,implicit,0.05,0.05,0.1,5.723834677968892e-05,9.820763526211975e-05,0.5808400028190263,0.580839507619151,0.96875,True
hopper-medium-replay-v2,0,mpi4,explicit,0.05,0.05,0.1,0.0026154674763507815,0.006791414552222762,0.3810316138146094,0.3812161233509721,1.0,True
hopper-medium-replay-v2,0,mpi4,implicit,0.05,0.05,0.1,0.0018297134391704285,0.004872391720637022,0.3725429047577307,0.3725513426987949,0.71875,True
hopper-medium-replay-v2,0,mpi4,explicit,0.1,0.1,0.2,0.008296764328783632,0.02135442956197019,0.3790758833836082,0.3792119992276119,1.0,True
