environment,seed,method,integrator,s,t,total,pi_u_vs_continue_pi_s_rms,pi_u_vs_continue_pi_t_rms,relative_pi_u_vs_continue_mean,order_defect_rms,relative_order_defect,actor_gap_pi_s_to_pi_u_rms,actor_gap_aD_to_pi_u_rms,pi_s_vs_Phi_s_aD_rms,pi_u_vs_Phi_u_aD_rms,relative_pi_u_vs_Phi_u_aD,pi_u_vs_Phi_t_Phi_s_aD_rms,relative_pi_u_vs_Phi_t_Phi_s_aD,Phi_u_vs_Phi_t_Phi_s_aD_rms,relative_frozen_semigroup_from_aD,solver_converged_sample_fraction,all_solver_calls_converged,max_solver_iterations,max_fixed_point_residual,max_projection_fraction,all_numeric_outputs_finite,n_states
halfcheetah-expert-v2,2,mpi4,implicit,4.0,10.0,14.0,0.12803911858100123,0.1177504366477553,0.46147140252593233,0.16600889653416306,0.6233654497165526,0.12558485694710295,0.26631071165340997,0.18263905109855122,0.1916122557789804,0.9218618379644553,0.19067188795008047,0.9173376533730884,0.005021265216084347,0.02415770725201331,0.00390625,False,200,1.128615140914917,0.814453125,True,512
halfcheetah-expert-v2,2,mpi4,explicit,7.0,7.0,14.0,0.14496856851803655,0.14496856851803655,0.5953423824918588,0.0,0.0,0.10376048446581208,0.24350453248642848,0.20070297183081942,0.22627172007177354,0.9292300137550196,0.1995548250187906,0.8195117478148487,0.12666558024752883,0.5201775053389959,1.0,True,1,0.0,0.859375,True,512
halfcheetah-expert-v2,2,mpi4,implicit,7.0,7.0,14.0,0.11077607497069626,0.11077607497069626,0.4566598367254316,0.0,0.0,0.09322834071131407,0.24257897468066758,0.1399357380469456,0.15279461248949885,0.907125495874691,0.15274889839060066,0.9068540960919641,0.003722093933230004,0.02209767903371264,0.0078125,False,200,0.8502407073974609,0.865234375,True,512
halfcheetah-expert-v2,2,mpi4,explicit,7.0,10.0,17.0,0.1782414693805695,0.1443432440721604,0.6448855586737262,0.19368404779165954,0.7743953148270675,0.11613626853227656,0.25011004597169045,0.20070297183081942,0.2549210653888617,0.9085509698638579,0.21278830207482685,0.758387769684155,0.18139524821871372,0.6465014119033589,1.0,True,1,0.0,0.8828125,True,512
halfcheetah-expert-v2,2,mpi4,implicit,7.0,10.0,17.0,0.1040973317573629,0.09480406431578343,0.45411401504428145,0.11608672153922468,0.5300777998774646,0.08084046477877462,0.2189994026651557,nan,nan,nan,nan,nan,nan,nan,0.0,False,200,1.1428571939468384,0.87890625,False,512
halfcheetah-expert-v2,2,mpi4,explicit,10.0,10.0,20.0,0.19405739094501454,0.19405739094501454,0.6876963187174774,0.0,0.0,0.1604807470834678,0.28218471680482865,0.20880346966515695,0.2937018095429709,0.8289814472489427,0.22400262687244527,0.6322535843454381,0.215451687330685,0.608118321959084,1.0,True,1,0.0,0.87890625,True,512
halfcheetah-expert-v2,2,mpi4,implicit,10.0,10.0,20.0,0.14275025197724,0.14275025197724,0.5201165719337693,0.0,0.0,0.13999068211513846,0.27445818818366274,0.17655642394626844,0.144677290012854,0.6331933991220767,0.14471500629666648,0.6333584678895893,3.7713874529759864e-05,0.00016505822306624973,0.001953125,False,200,1.1794404983520508,0.8671875,True,512
halfcheetah-expert-v2,3,mpi4,explicit,0.05,0.05,0.1,0.034900859697462754,0.034900859697462754,0.17828376040210073,0.0,0.0,0.034900565506879554,0.19576017254037859,0.195154601512734,0.1948442174555072,0.9953210345445397,0.1948543167913889,0.995372624894868,0.0002460474156836219,0.0012568818901754432,1.0,True,1,0.0,0.001953125,True,512
halfcheetah-expert-v2,3,mpi4,implicit,0.05,0.05,0.1,0.034913948828863305,0.034913948828863305,0.177506557103219,0.0,0.0,0.034913363899817584,0.19669103721369038,0.1967368140620007,0.1971736442115857,0.9956845031877162,0.19717299042478997,0.9956812017049876,8.734676138113835e-05,0.0004410823619890497,0.873046875,False,200,0.00306093692779541,0.001953125,True,512
halfcheetah-expert-v2,3,mpi4,explicit,0.1,0.1,0.2,0.03619331859640649,0.03619331859640649,0.1846407900584171,0.0,0.0,0.03606006248684044,0.1960201675098745,0.1948442174555072,0.19423327316383648,0.9908841300936649,0.19424256398582343,0.9909315273696951,0.0005904798160184801,0.0030123421662147836,1.0,True,1,0.0,0.00390625,True,512
halfcheetah-expert-v2,3,mpi4,implicit,0.1,0.1,0.2,0.0359230666534486,0.0359230666534486,0.18177508544048615,0.0,0.0,0.03579019670643702,0.19762370935707768,0.19668356073889096,0.19640283169382466,0.9912206159957092,0.19640205061553567,0.9912166739909221,0.00020747604535688738,0.0010471057454182005,0.763671875,False,200,0.005419731140136719,0.00390625,True,512
halfcheetah-expert-v2,3,mpi4,explicit,0.2,0.2,0.4,0.03602651471292944,0.03602651471292944,0.18291477715224666,0.0,0.0,0.035793171815571546,0.19695792365065865,0.19423327316383648,0.19362745382668983,0.9830904501721087,0.19369311655775193,0.9834238347338721,0.0020732032858895347,0.010526122775170725,1.0,True,1,0.0,0.021484375,True,512
halfcheetah-expert-v2,3,mpi4,implicit,0.2,0.2,0.4,0.03618889350504523,0.03618889350504523,0.18452470301368862,0.0,0.0,0.035928228431559725,0.1961195054862688,0.19633732267570672,0.19490235790864097,0.9849316091311862,0.19489254667369335,0.9848820284307359,0.0005375715945294135,0.0027165974865797082,0.583984375,False,200,0.024769306182861328,0.021484375,True,512
halfcheetah-expert-v2,3,mpi4,explicit,1.5,2.5,4.0,0.07864060092756041,0.06776063327457878,0.3497253090680263,0.08072126094171057,0.3856561467538234,0.05988176625575217,0.20930889244515924,0.19144633582354134,0.18879630775376502,0.9019985034951695,0.18799965539471988,0.8981923949742242,0.03548855223763261,0.1695510965781395,1.0,True,1,0.0,0.51171875,True,512
halfcheetah-expert-v2,3,mpi4,implicit,1.5,2.5,4.0,0.05661050142362008,0.056934381090014856,0.2694397846340837,0.061696608894540116,0.2928096915543853,0.05401943089863273,0.21070548781026543,0.17952535206461412,0.16794131831573847,0.8335878775402156,0.16781584862814036,0.8329651004200318,0.00574430805668337,0.02851225421432881,0.037109375,False,200,0.4033840000629425,0.484375,True,512
halfcheetah-expert-v2,3,mpi4,explicit,4.0,10.0,14.0,0.1962837226776406,0.12435929066868237,0.639497203880449,0.1875237545864155,0.7480026804117573,0.1326807218490304,0.25069930830085824,0.18879630775376502,0.24356123413186023,0.8930559947510758,0.21686937237398704,0.7951860392185361,0.17737347922636953,0.6503680665668127,1.0,True,1,0.0,0.9296875,True,512
halfcheetah-expert-v2,3,mpi4,implicit,4.0,10.0,14.0,0.1233810449908868,0.09449436844288668,0.4360317879050421,0.11897648112022853,0.47621277650286764,0.10847141461071244,0.2498389102324139,nan,nan,nan,nan,nan,nan,nan,0.0,False,200,1.7004623413085938,0.908203125,False,512
halfcheetah-expert-v2,3,mpi4,explicit,7.0,7.0,14.0,0.1616172089275458,0.1616172089275458,0.6446655558123553,0.0,0.0,0.12758512091987226,0.25069930830085824,0.1983478729200556,0.24356123413186023,0.8930559947510758,0.20411073365976165,0.7484044615622433,0.15709111709210774,0.5759995606086417,1.0,True,1,0.0,0.9140625,True,512
halfcheetah-expert-v2,3,mpi4,implicit,7.0,7.0,14.0,0.13452445883943023,0.13452445883943023,0.5470240568663607,0.0,0.0,0.11392741050184488,0.2459205534945877,0.058885948231872626,0.07070193459110305,0.5735060020944737,0.06829883902159277,0.5540130456330784,0.004107290367456882,0.0333167075512776,0.001953125,False,200,0.7935307025909424,0.904296875,True,512
halfcheetah-expert-v2,3,mpi4,explicit,7.0,10.0,17.0,0.2130776109761167,0.17646609057593132,0.6939346439251354,0.1932259805082847,0.6884270054777722,0.17669887836555226,0.28067751405856717,0.1983478729200556,0.2739834409423392,0.8369308734043892,0.23502329553682286,0.7179202192931321,0.21120894959068068,0.645175088114005,1.0,True,1,0.0,0.9375,True,512
halfcheetah-expert-v2,3,mpi4,implicit,7.0,10.0,17.0,0.1390573584190695,0.12826092093046038,0.532679797885237,0.10191274137381677,0.4061589698170457,0.1334247085857635,0.25091835696678905,nan,nan,nan,nan,nan,nan,nan,0.0,False,200,1.0032483339309692,0.94140625,False,512
halfcheetah-expert-v2,3,mpi4,explicit,10.0,10.0,20.0,0.18520629839253983,0.18520629839253983,0.7005946476866951,0.0,0.0,0.13351298419632684,0.2643558568482867,0.2114401905003147,0.28054530799509947,0.8600769973053899,0.22912767808552367,0.7024442746010764,0.21215919491640084,0.6504234364796947,1.0,True,1,0.0,0.90234375,True,512
halfcheetah-expert-v2,3,mpi4,implicit,10.0,10.0,20.0,0.12647800667337672,0.12647800667337672,0.5268836289997648,0.0,0.0,0.10888028174226214,0.24004922474718451,nan,nan,nan,nan,nan,nan,nan,0.0,False,200,1.5385782718658447,0.890625,False,512
hopper-medium-v2,0,mpi1,explicit,0.05,0.05,0.1,1.9998070156227077,1.9998070156227077,0.9999035078113538,0.0,0.0,2.0,1.217971112567701,1.057087098374858,1.2217969357752396,1.003141144455777,1.2217913992279077,1.003136598742603,0.00011696065900046652,9.602909116119553e-05,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,0,mpi1,implicit,0.05,0.05,0.1,1.999806917261029,1.999806917261029,0.9999034586305146,0.0,0.0,2.0,1.217971112567701,1.0572447610406814,1.2218074348306307,1.0031361882178609,1.2218214353290595,1.0031476829970107,0.000138019586563769,0.00011331772750603445,0.98046875,False,39,1.1920928955078125e-07,1.0,True,512
hopper-medium-v2,0,mpi1,explicit,0.1,0.1,0.2,1.6192777650373875,1.6192777650373875,0.9916010690439875,0.0,0.0,1.632993161855452,1.2537475940425677,1.2217969357752396,1.2417944093212976,0.9904660357650391,1.2418626654114833,0.9905204774170191,0.0007757422839640291,0.0006187388016935175,1.0,True,1,0.0,0.98046875,True,512
hopper-medium-v2,0,mpi1,implicit,0.1,0.1,0.2,1.6193016718459443,1.6193016718459443,0.9916157089145731,0.0,0.0,1.632993161855452,1.2536657046977349,1.2233522290562375,1.2417398272385325,0.9904667035069912,1.2418529162924645,0.9905569083470018,0.001473244000412273,0.0011751246891990772,0.984375,False,200,0.0003764629364013672,0.98046875,True,512
hopper-medium-v2,0,mpi1,explicit,0.2,0.2,0.4,1.614402467841289,1.614402467841289,0.9886155714252717,0.0,0.0,1.632993161855452,1.0724797385924139,1.2417944093212976,0.9593933726645921,0.8945561749481226,0.9610547233468348,0.8961052491380211,0.0051771051072640245,0.004827228823976446,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,0,mpi1,implicit,0.2,0.2,0.4,1.6142731896451619,1.6142731896451619,0.988536405021427,0.0,0.0,1.632993161855452,1.0724797385924139,1.241705243282389,0.9540855129457337,0.8896070280991343,0.9585598168195446,0.8937789520178866,0.00900129032423954,0.008392970049069056,1.0,True,52,1.1920928955078125e-07,1.0,True,512
hopper-medium-v2,0,mpi1,explicit,1.5,2.5,4.0,1.4197168616670732,0.060824886815762425,0.4533214783338722,1.383516212323877,0.8472271927653925,1.632993161855452,1.0724797385924139,1.1786743306535277,1.845826692149591,1.7210830430905517,1.8487901884689968,1.7238462620239883,0.10987957528921863,0.10245375398273827,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,0,mpi1,implicit,1.5,2.5,4.0,1.3941164671479076,0.061142058703254336,0.4455801040212737,1.3570459546971967,0.8310175366290472,1.632993161855452,1.0725005004100796,1.1325852202319628,1.7951559122120688,1.6646955302673223,1.823598815828299,1.691071386645957,0.08270075698831944,0.07669059805425732,0.576171875,False,200,0.006473660469055176,1.0,True,512
hopper-medium-v2,0,mpi1,explicit,4.0,10.0,14.0,1.8707228397732798,0.017091151861588542,0.880116389943435,1.8684255865063268,1.7421546713400475,0.0,1.0724797385924139,1.845826692149591,1.1291281568928413,1.052820035905551,1.127227719829644,1.0510480331396141,0.04482060101185904,0.04179155969014787,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,0,mpi1,implicit,4.0,10.0,14.0,1.7284300280426916,0.022672220526351896,0.8145264966838829,1.7254512410785257,1.6051898234303883,0.0,1.0749203713434536,1.8416625504868265,1.1171878370551205,1.0368669252517606,1.1125676902444195,1.0325789467588593,0.07876509325367669,0.07310222806791845,0.533203125,False,200,0.9654523730278015,1.0,True,512
hopper-medium-v2,0,mpi1,explicit,7.0,7.0,14.0,0.30618621784789724,0.30618621784789724,0.28549370848698197,0.0,0.0,0.3061862021325296,1.0724797385924139,0.46255163972493823,1.1291281568928413,1.052820035905551,1.1290563511190626,1.0527530828702678,0.056534742343857684,0.05271404233524937,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,0,mpi1,implicit,7.0,7.0,14.0,0.3061862173409495,0.3061862173409495,0.28549370801429447,0.0,0.0,0.3061862021325296,1.0724797385924139,0.3620139285185538,1.1333488448111062,1.0567554836034296,1.1311300205455292,1.0546866107047315,0.06152207493499876,0.057364323745401465,1.0,True,12,1.1920928955078125e-07,1.0,True,512
hopper-medium-v2,0,mpi1,explicit,7.0,10.0,17.0,0.30618621784789724,0.02990951451213922,0.1566909472812738,0.3076435909593305,0.28685259020659937,0.3061862021325296,1.0724797385924139,0.46255163972493823,1.093539465424435,1.0196364799018591,1.0872762078045088,1.0137965023297455,0.11973734200040533,0.11164531850042755,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,0,mpi1,implicit,7.0,10.0,17.0,0.3061862173409495,0.0425853598863827,0.16260054371054167,0.30913348664648393,0.28824179657902826,0.3061862021325296,1.0724797385924139,0.3656018648389746,1.1070672906660468,1.0361260129473966,1.0974376383927624,1.0271134323209874,0.08898767534936067,0.0832853124995848,0.98046875,False,65,1.1920928955078125e-07,1.0,True,512
hopper-medium-v2,0,mpi1,explicit,10.0,10.0,20.0,0.04272788044941212,0.04272788044941212,0.03984026822314679,0.0,0.0,0.0,1.0724797385924139,0.610369931240499,0.4568763113327733,0.4259999465653355,0.4107761588610976,0.38301530936167116,0.1559788225097119,0.14543754711341006,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,0,mpi1,implicit,10.0,10.0,20.0,0.06846707520563318,0.06846707520563318,0.06383997080960563,0.0,0.0,0.0,1.0724797385924139,0.5393546294739168,0.34539315759921146,0.3229095447163755,0.3667816228245147,0.34290571260832586,0.1234084427136875,0.11537508249388875,0.982421875,False,74,1.1920928955078125e-07,1.0,True,512
hopper-medium-v2,0,mpi2,explicit,0.05,0.05,0.1,1.0371669889940411,1.0371669889940411,0.9710510265587752,0.0,0.0,1.037110482745663,1.0680870115235537,0.2985423736292408,1.042174792067093,0.9757395987621844,1.042249344919937,0.9758093991174361,0.0004479184429198298,0.0004193651248327648,1.0,True,1,0.0,0.03125,True,512
hopper-medium-v2,0,mpi2,implicit,0.05,0.05,0.1,1.0366415244227318,1.0366415244227318,0.9706548873238912,0.0,0.0,1.0365854757943977,1.0679815637468912,0.29868620459254147,1.0411185173415318,0.9754512900218463,1.0413604904664944,0.9756780009994763,0.0006162568543154164,0.0005773872364327391,0.99609375,False,200,2.4549663066864014e-05,0.03125,True,512
hopper-medium-v2,0,mpi4,explicit,0.05,0.05,0.1,0.04036317334317562,0.04036317334317562,0.14742300353031199,0.0,0.0,0.04039223251737304,0.2737915547547263,0.2726092594561774,0.273380878869834,0.9985000418100544,0.2733922207002226,0.9985414668656913,0.00024424720169824817,0.0008920918028938287,1.0,True,1,0.0,0.005859375,True,512
hopper-medium-v2,0,mpi4,implicit,0.05,0.05,0.1,0.04025584166437143,0.04025584166437143,0.14691012937672993,0.0,0.0,0.04028298676975056,0.2740167872369175,0.27383913561927864,0.2744930235634363,0.9988669062754573,0.2744892950867263,0.998853338528095,0.00013062416944761653,0.0004753350679996001,0.9609375,False,200,0.0007610619068145752,0.005859375,True,512
hopper-medium-v2,0,mpi4,explicit,0.1,0.1,0.2,0.039837699205416556,0.039837699205416556,0.14630931076095083,0.0,0.0,0.03988730376717224,0.2722841013891853,0.273380878869834,0.2716131743548047,0.9975359301885143,0.27158068174974503,0.9974165967243352,0.0012187096869090152,0.004475875310718456,1.0,True,1,0.0,0.0078125,True,512
hopper-medium-v2,0,mpi4,implicit,0.1,0.1,0.2,0.03972909099010665,0.03972909099010665,0.14595942707106144,0.0,0.0,0.039906477141052006,0.2721927030500349,0.27055606263571774,0.269177853771718,0.9984349548744699,0.26918559878206366,0.9984636826800699,0.00017211699620526316,0.000638416656241974,0.9375,False,200,0.011786431074142456,0.0078125,True,512
hopper-medium-v2,0,mpi4,explicit,0.2,0.2,0.4,0.04243873139938383,0.04243873139938383,0.15444926463611397,0.0,0.0,0.04229385439945585,0.2747745772656831,0.2716131743548047,0.2737323490681463,0.9962069700628489,0.2737205113398991,0.9961638884635066,0.0015955583736100465,0.00580679038609631,1.0,True,1,0.0,0.009765625,True,512
hopper-medium-v2,0,mpi4,implicit,0.2,0.2,0.4,0.04179766997081251,0.04179766997081251,0.15188678992398097,0.0,0.0,0.041935633052550596,0.27518963296105053,0.26920396871052654,0.27092722064688796,0.9970519763281608,0.27090323989631143,0.996963723642812,0.0007790426854761432,0.0028669915386994485,0.880859375,False,200,0.02943311631679535,0.009765625,True,512
hopper-medium-v2,0,mpi4,explicit,1.5,2.5,4.0,0.08965133552325137,0.06732828815150207,0.275783230365449,0.08095157409774477,0.28443292301553064,0.06501541474718774,0.2846069056967946,0.2768890610922541,0.2780024420673226,0.9767944364761548,0.27682227350832994,0.9726477747635611,0.02345429196485925,0.08240942681076838,1.0,True,1,0.0,0.0703125,True,512
hopper-medium-v2,0,mpi4,implicit,1.5,2.5,4.0,0.0725762230655481,0.06215899238008605,0.24047870903960475,0.07022536701875941,0.2506799064616913,0.05869770841912633,0.28013959319667764,0.2777668160438546,0.2774137259624996,0.992767141571116,0.27719664919926684,0.991990299412393,0.003793820326020748,0.013576762100110185,0.453125,False,200,0.1284116506576538,0.060546875,True,512
hopper-medium-v2,0,mpi4,explicit,4.0,10.0,14.0,0.19499541235965395,0.13114930970164584,0.5090582650504759,0.1874137464833797,0.5850440628225617,0.13303124279552805,0.32034125016019604,0.2780024420673226,0.2850822230223777,0.8899329164752087,0.2841835125684718,0.8871274380878438,0.05444734850798443,0.16996671044005865,1.0,True,1,0.0,0.1640625,True,512
hopper-medium-v2,0,mpi4,implicit,4.0,10.0,14.0,0.14259158307657985,0.11537793790643579,0.4174021046516769,0.14960151754414144,0.4841191164294222,0.10803180358155089,0.3090179926120543,0.3221127473773416,0.32029213038661003,1.0128344167609806,0.3204609526666656,1.0133682700759215,0.008605585093176075,0.027212759639811485,0.197265625,False,200,0.4468807578086853,0.150390625,True,512
hopper-medium-v2,0,mpi4,explicit,7.0,7.0,14.0,0.15499092180160895,0.15499092180160895,0.48383067033702715,0.0,0.0,0.1218812987886227,0.32034125016019604,0.2801516292560601,0.2850822230223777,0.8899329164752087,0.27979279468562546,0.8734210612767068,0.05168669264055581,0.16134885099782922,1.0,True,1,0.0,0.142578125,True,512
hopper-medium-v2,0,mpi4,implicit,7.0,7.0,14.0,0.13374453923832821,0.13374453923832821,0.4268355029120162,0.0,0.0,0.11565607610118102,0.31333977217423975,0.3173353783233645,0.31713386768665974,0.9638982865314333,0.31587066428221183,0.96005889969467,0.015167520161897898,0.04610023773755193,0.23046875,False,200,0.3504347801208496,0.140625,True,512
hopper-medium-v2,0,mpi4,explicit,7.0,10.0,17.0,0.20689308112931595,0.1773009999007532,0.5511004438184779,0.1750297703947859,0.5021367527963732,0.15998911692728318,0.3485699252644908,0.2801516292560601,0.294352098254702,0.8444563828372486,0.28849737617681415,0.8276599765682758,0.0665603741759301,0.1909527166620151,1.0,True,1,0.0,0.18359375,True,512
hopper-medium-v2,0,mpi4,implicit,7.0,10.0,17.0,0.16399616275437381,0.15599128233999845,0.48738482278662926,0.14826356604110147,0.45165154426195847,0.13241520661863831,0.32826980871587236,0.32531275250473496,0.3314255684857718,0.9234257741543803,0.3307012280121038,0.9214075995587864,0.012394272361129341,0.034533215413787385,0.166015625,False,200,0.33564338088035583,0.177734375,True,512
hopper-medium-v2,0,mpi4,explicit,10.0,10.0,20.0,0.21632725031732533,0.21632725031732533,0.6158502692555491,0.0,0.0,0.17030529567089472,0.351265983172867,0.28079705071297023,0.300342866550797,0.8550297522062948,0.28877632076293785,0.8221015828362281,0.07255828354359907,0.20656222640235355,1.0,True,1,0.0,0.20703125,True,512
hopper-medium-v2,0,mpi4,implicit,10.0,10.0,20.0,0.1912563079746732,0.1912563079746732,0.5405800370297239,0.0,0.0,0.1564533502972715,0.35379831823896396,0.3068564298767823,0.3331447734479613,0.9747535467438077,0.33298618189974905,0.9742895212317051,0.010294661324151319,0.03012131192810166,0.216796875,False,200,0.4366644322872162,0.193359375,True,512
hopper-medium-v2,0,mpi8,explicit,0.05,0.05,0.1,0.042148150954814174,0.042148150954814174,0.15011717021003862,0.0,0.0,0.042278423775131475,0.28076835511781884,0.2828900675658725,0.280453284328487,0.9988778265656055,0.2804512606745179,0.9988706190084425,0.00022068319669741468,0.0007859973984775078,1.0,True,1,0.0,0.00390625,True,512
hopper-medium-v2,0,mpi8,implicit,0.05,0.05,0.1,0.04217675547699757,0.04217675547699757,0.1502714009746239,0.0,0.0,0.04231178307495344,0.28067054145665343,0.2832393014138347,0.28099010360274784,0.9986995505357579,0.28099370207009,0.9987123402663254,0.00014752312274243608,0.0005243290581678036,0.98046875,False,200,0.00011295080184936523,0.00390625,True,512
hopper-medium-v2,0,mpi8,explicit,0.1,0.1,0.2,0.042001854445075044,0.042001854445075044,0.14846762280770326,0.0,0.0,0.04203135345948361,0.2829024513949163,0.280453284328487,0.28198571396304234,0.9967595281435215,0.28195926691151496,0.9966660434409431,0.0006092116929354011,0.0021534337717172163,1.0,True,1,0.0,0.009765625,True,512
hopper-medium-v2,0,mpi8,implicit,0.1,0.1,0.2,0.041629005863865726,0.041629005863865726,0.1469624798720053,0.0,0.0,0.04164817190169895,0.2832628157889133,0.28132531601226196,0.2835496766671836,0.9974814886817555,0.2835454477898984,0.9974666121815967,0.0002843631564225648,0.0010003431777055186,0.935546875,False,200,0.010591655969619751,0.009765625,True,512
hopper-medium-v2,0,mpi8,explicit,0.2,0.2,0.4,0.042266290914329735,0.042266290914329735,0.1486014323716139,0.0,0.0,0.0422709425690554,0.28442721069224036,0.28198571396304234,0.2831454123493147,0.9954934046577117,0.2830793900049243,0.9952612807894304,0.002700305828237623,0.00949383788444715,1.0,True,1,0.0,0.013671875,True,512
hopper-medium-v2,0,mpi8,implicit,0.2,0.2,0.4,0.042273756742284875,0.042273756742284875,0.14875003455452682,0.0,0.0,0.04233957571151428,0.28419325661930334,0.2857604078749529,0.2859755806596262,0.9961330859646097,0.2859739254908484,0.996127320547931,0.0010858900666291377,0.00378245939948645,0.83984375,False,200,0.029677093029022217,0.013671875,True,512
hopper-medium-v2,0,mpi8,explicit,1.5,2.5,4.0,0.09151941571276112,0.07050573549017522,0.27294657464104516,0.08227688562919451,0.2772062724569726,0.06870436396475195,0.29680744558897154,0.27961523463114696,0.2877572763547963,0.969508280979217,0.2856166340610692,0.962296055256647,0.025442546111345842,0.08572071384819469,1.0,True,1,0.0,0.072265625,True,512
hopper-medium-v2,0,mpi8,implicit,1.5,2.5,4.0,0.07467643265958131,0.06315281862472394,0.24084216271466874,0.07239046638304003,0.2529894970937884,0.0647537313243726,0.2861402042955301,0.2845925935384369,0.2892743630509851,0.9962401151287743,0.2885730127362589,0.9938247150534996,0.005928412390029852,0.020417026174328584,0.427734375,False,200,0.27905791997909546,0.064453125,True,512
hopper-medium-v2,1,mpi1,explicit,0.05,0.05,0.1,1.5769289243049756,1.5769289243049756,0.9930906863879094,0.0,0.0,1.5879002249438217,1.0744981966010472,1.0428016410837633,1.0488778625587798,0.9761560008911024,1.0489550497503104,0.9762278364621391,0.00037578035046501095,0.00034972636683217745,1.0,True,1,0.0,0.658203125,True,512
hopper-medium-v2,1,mpi1,implicit,0.05,0.05,0.1,1.5767931175165728,1.5767931175165728,0.9931173346659409,0.0,0.0,1.5877208689011209,1.0747490985814816,1.0454011761612059,1.047779036513876,0.9757412993681633,1.0480130949942306,0.9759592656738353,0.0005939729346039148,0.0005531356352845581,0.984375,False,200,0.00014019012451171875,0.654296875,True,512
hopper-medium-v2,1,mpi1,explicit,0.1,0.1,0.2,1.9633527610746695,1.9633527610746695,0.9999991707275762,0.0,0.0,1.9633543892303227,1.217971112567701,1.0488778625587798,1.2256702484482453,1.006321279545221,1.2257162738236085,1.006359068105958,0.0008650925198306863,0.0007102734300544423,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,1,mpi1,implicit,0.1,0.1,0.2,1.9633527610745725,1.9633527610745725,0.9999991707275268,0.0,0.0,1.9633543892303227,1.217971112567701,1.0432279974619403,1.228615131922817,1.0063215601846938,1.2286852221673537,1.0063789689878277,0.0009231319402006207,0.0007561095009998387,0.95703125,False,35,1.1920928955078125e-07,1.0,True,512
hopper-medium-v2,1,mpi1,explicit,0.2,0.2,0.4,1.9671382303101395,1.9671382303101395,0.9835691151550697,0.0,0.0,2.0,1.0680870115235537,1.2256702484482453,0.9878371379758315,0.9248657902568713,0.9886019896276439,0.9255818851476063,0.0027974888881895235,0.0026191582314994124,1.0,True,1,0.0,0.994140625,True,512
hopper-medium-v2,1,mpi1,implicit,0.2,0.2,0.4,1.9672483676678425,1.9672483676678425,0.9836241838339213,0.0,0.0,2.0,1.0696707076558636,1.2252947359187067,0.9847842276390238,0.9222178149347019,0.9869654822497798,0.9242604876385188,0.0058302991798687785,0.005459882093120866,0.9609375,False,200,0.0008331537246704102,0.994140625,True,512
hopper-medium-v2,1,mpi1,explicit,1.5,2.5,4.0,1.3029801781353976,0.26662643064444036,0.3924016521949595,1.2831833663997998,0.6415916831998999,2.0,1.2537475940425677,1.4900797224361801,1.1928428470814414,0.9514218433993195,1.1949738147539055,0.9531215217736507,0.052221968729688005,0.04165269706425051,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,1,mpi1,implicit,1.5,2.5,4.0,1.354177985134639,0.2828274934046189,0.40925136963481445,1.313500562921725,0.6567502814608625,2.0,1.2447023800114008,1.4734870994073104,1.178745216410032,0.9479451894036828,1.1831109925837902,0.9514561402557519,0.10376771155430313,0.08344984277680707,0.68359375,False,200,0.1753440499305725,1.0,True,512
hopper-medium-v2,1,mpi1,explicit,4.0,10.0,14.0,1.0310351130298114,0.6269465362249148,0.6612103014725442,0.4645618941392778,0.370538612673505,0.0,1.2537475940425677,1.1928428470814414,1.166948628959782,0.9307683895105933,1.165679692811967,0.9297562749878261,0.09279025752812149,0.07401031752246859,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,1,mpi1,implicit,4.0,10.0,14.0,1.0679227912227962,0.7414844844399804,0.7225220020170902,0.4519904010272136,0.3609723624252233,0.0,1.2521468347063414,1.1865071963926588,1.1626901372540792,0.9297931403871773,1.1630459234782937,0.9300776595209683,0.08082873756191042,0.06463803495289863,0.982421875,False,200,0.007853448390960693,1.0,True,512
hopper-medium-v2,1,mpi1,explicit,7.0,7.0,14.0,0.9237137594198578,0.9237137594198578,0.7367621392129232,0.0,0.0,0.0,1.2537475940425677,1.1791464950445205,1.166948628959782,0.9307683895105933,1.1661035957898662,0.9300943836948047,0.0766877822274856,0.061166842984890196,1.0,True,1,0.0,1.0,True,512
hopper-medium-v2,1,mpi1,implicit,7.0,7.0,14.0,0.9941699211221428,0.9941699211221428,0.792958587395214,0.0,0.0,0.0,1.2537475940425677,1.1680423752163573,1.1624842626803003,0.9278044684692166,1.1616618620986041,0.9271480923279947,0.09538900927749841,0.07613208358318567,0.998046875,False,89,1.1920928955078125e-07,1.0,True,512
