environment,seed,tau,method,hop,n_hops,ref_method,hop_vs_mpi1_final_rms,relative_hop_vs_mpi1_final,hop_vs_prev_rms,hop_vs_aD_rms,is_final_hop,n_states
halfcheetah-medium-v2,3,0.4,mpi4,4,4,,nan,nan,0.06364547955442358,0.26261752451572107,True,512
halfcheetah-medium-v2,3,1.5,mpi4,1,4,,nan,nan,0.2568026634570982,0.2568026634570982,False,512
halfcheetah-medium-v2,3,1.5,mpi4,2,4,,nan,nan,0.07532141814801098,0.2631454744537952,False,512
halfcheetah-medium-v2,3,1.5,mpi4,3,4,,nan,nan,0.06532537342338499,0.2694815729574123,False,512
halfcheetah-medium-v2,3,1.5,mpi4,4,4,,nan,nan,0.06923358546731717,0.2743410271972506,True,512
halfcheetah-medium-v2,3,2.5,mpi4,1,4,,nan,nan,0.26195273004525377,0.26195273004525377,False,512
halfcheetah-medium-v2,3,2.5,mpi4,2,4,,nan,nan,0.08654405325475864,0.2708177056499946,False,512
halfcheetah-medium-v2,3,2.5,mpi4,3,4,,nan,nan,0.07215816289688173,0.27812389586048886,False,512
halfcheetah-medium-v2,3,2.5,mpi4,4,4,,nan,nan,0.07187212483289862,0.2871330168649267,True,512
halfcheetah-medium-v2,3,4.0,mpi4,1,4,,nan,nan,0.26282910793093783,0.26282910793093783,False,512
halfcheetah-medium-v2,3,4.0,mpi4,2,4,,nan,nan,0.08650143609049804,0.27291191519839997,False,512
halfcheetah-medium-v2,3,4.0,mpi4,3,4,,nan,nan,0.07528866232564904,0.2867383910216303,False,512
halfcheetah-medium-v2,3,4.0,mpi4,4,4,,nan,nan,0.07522045957058654,0.29428755705175746,True,512
halfcheetah-medium-v2,3,7.0,mpi4,1,4,,nan,nan,0.26293845510254327,0.26293845510254327,False,512
halfcheetah-medium-v2,3,7.0,mpi4,2,4,,nan,nan,0.09640848731414325,0.281137124624097,False,512
halfcheetah-medium-v2,3,7.0,mpi4,3,4,,nan,nan,0.08816645992118662,0.30026907216015447,False,512
halfcheetah-medium-v2,3,7.0,mpi4,4,4,,nan,nan,0.08704841254189707,0.3140500129518744,True,512
halfcheetah-medium-v2,3,10.0,mpi4,1,4,,nan,nan,0.26749773056824977,0.26749773056824977,False,512
halfcheetah-medium-v2,3,10.0,mpi4,2,4,,nan,nan,0.10842043743481586,0.2942360981926384,False,512
halfcheetah-medium-v2,3,10.0,mpi4,3,4,,nan,nan,0.08879759055524379,0.31781987413407653,False,512
halfcheetah-medium-v2,3,10.0,mpi4,4,4,,nan,nan,0.08968133875037554,0.34262604838805955,True,512
halfcheetah-medium-v2,3,14.0,mpi4,1,4,,nan,nan,0.2751567325760462,0.2751567325760462,False,512
halfcheetah-medium-v2,3,14.0,mpi4,2,4,,nan,nan,0.12080617555945906,0.30654706047473157,False,512
halfcheetah-medium-v2,3,14.0,mpi4,3,4,,nan,nan,0.13796543318784185,0.3437847902744699,False,512
halfcheetah-medium-v2,3,14.0,mpi4,4,4,,nan,nan,0.10204280658241953,0.3706973969635415,True,512
halfcheetah-medium-v2,3,17.0,mpi4,1,4,,nan,nan,0.2782198393501865,0.2782198393501865,False,512
halfcheetah-medium-v2,3,17.0,mpi4,2,4,,nan,nan,0.13051210230937205,0.31187456770263017,False,512
halfcheetah-medium-v2,3,17.0,mpi4,3,4,,nan,nan,0.10894039127393593,0.3426101553688347,False,512
halfcheetah-medium-v2,3,17.0,mpi4,4,4,,nan,nan,0.12661833600033912,0.38121955591598483,True,512
halfcheetah-medium-v2,3,20.0,mpi4,1,4,,nan,nan,0.2878167361245555,0.2878167361245555,False,512
halfcheetah-medium-v2,3,20.0,mpi4,2,4,,nan,nan,0.12998304597065083,0.33136652527925603,False,512
halfcheetah-medium-v2,3,20.0,mpi4,3,4,,nan,nan,0.12967277748573114,0.3731509461306842,False,512
halfcheetah-medium-v2,3,20.0,mpi4,4,4,,nan,nan,0.11685129554458305,0.40139800922268126,True,512
halfcheetah-medium-replay-v2,0,0.05,mpi1,1,1,mpi1,0.0,0.0,0.5527351445669794,0.5527351445669794,True,512
halfcheetah-medium-replay-v2,0,0.05,mpi4,1,4,mpi1,0.416611369162726,0.7537269400322018,0.41472988905302427,0.41472988905302427,False,512
halfcheetah-medium-replay-v2,0,0.05,mpi4,2,4,mpi1,0.3892131122567197,0.7041584311806965,0.19164280319729074,0.4491042843102331,False,512
halfcheetah-medium-replay-v2,0,0.05,mpi4,3,4,mpi1,0.3798039639841093,0.687135543519045,0.12129786254839257,0.45985004650846045,False,512
halfcheetah-medium-replay-v2,0,0.05,mpi4,4,4,mpi1,0.37583528659591214,0.679955472870007,0.09385992011477265,0.46211446665853145,True,512
halfcheetah-medium-replay-v2,0,0.1,mpi1,1,1,mpi1,0.0,0.0,0.657958045137856,0.657958045137856,True,512
halfcheetah-medium-replay-v2,0,0.1,mpi4,1,4,mpi1,0.5359857426499276,0.8146199390838473,0.41106633166897816,0.41106633166897816,False,512
halfcheetah-medium-replay-v2,0,0.1,mpi4,2,4,mpi1,0.5104071156639283,0.7757441670266183,0.19545649109260688,0.4495037314789584,False,512
halfcheetah-medium-replay-v2,0,0.1,mpi4,3,4,mpi1,0.4992503427594773,0.7587875039279652,0.12617656474857866,0.45847203224304683,False,512
halfcheetah-medium-replay-v2,0,0.1,mpi4,4,4,mpi1,0.49393348279260507,0.7507066543872347,0.10150304527743176,0.46721189291995113,True,512
halfcheetah-medium-replay-v2,0,0.2,mpi4,1,4,,nan,nan,0.41451193369516587,0.41451193369516587,False,512
halfcheetah-medium-replay-v2,0,0.2,mpi4,2,4,,nan,nan,0.1880702561205384,0.44780343850009424,False,512
