state_set,environment,T,seed,n_states,metric,mean,std,n_finite,n_near_zero_excluded
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_delta_mu4_minus_mu3_rms,0.10609147789471807,0.07260658391039441,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_from_mu1_rms_mu2,0.14779411961881123,0.09478080425785743,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_from_mu1_rms_mu3,0.1915503588796847,0.1238222039326152,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_from_mu1_rms_mu4,0.23436539224546044,0.14837480612195192,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_delta2_rms,0.14779411983636237,0.09478080398682301,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_delta2_l2,0.3620201802459633,0.2321646068767237,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_delta3_rms,0.11238289607945262,0.07489278740586512,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_delta3_l2,0.27528075158261345,0.18344911521051718,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_delta4_rms,0.10609147785976347,0.07260658374995271,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_delta4_l2,0.25986998723055876,0.17784908273018243,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_cosine_delta2_delta3,0.050643050858237566,0.54923167972195,2048,0
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_cosine_delta3_delta4,0.011764775170320744,0.5664417541815945,2048,0
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_cosine_delta2_delta4,0.19297025112619193,0.5144479951972539,2048,0
dataset,halfcheetah-medium-replay-v2,14,1,2048,bound_frac_mart_mu1,0.3091634114583333,0.0,1,
dataset,halfcheetah-medium-replay-v2,14,1,2048,bound_frac_mart_mu2,0.33251953125,0.0,1,
dataset,halfcheetah-medium-replay-v2,14,1,2048,bound_frac_mart_mu3,0.3505045572916667,0.0,1,
dataset,halfcheetah-medium-replay-v2,14,1,2048,bound_frac_mart_mu4,0.3641764322916667,0.0,1,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_mu4_vs_two_deploy_rms,0.2421684077213837,0.17972088265078692,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,mart_mu1_vs_two_target_rms,0.15026972094016866,0.11078772378595939,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,two_target_vs_deploy_rms,0.24404211571393072,0.1839050847444223,2048,
dataset,halfcheetah-medium-replay-v2,14,1,2048,bound_frac_two_actor_target,0.3138020833333333,0.0,1,
dataset,halfcheetah-medium-replay-v2,14,1,2048,bound_frac_two_actor_deploy,0.3500162760416667,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_adjacent_rms_mu1_to_mu2,0.1251620454890664,0.07141404865120542,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_adjacent_l2_mu1_to_mu2,0.3065831466112297,0.17492797966174653,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta_mu2_minus_mu1_rms,0.1251620454890664,0.07141404865120542,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_adjacent_rms_mu2_to_mu3,0.12462894002913548,0.0826928798584272,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_adjacent_l2_mu2_to_mu3,0.30527731025530724,0.2025553610144191,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta_mu3_minus_mu2_rms,0.12462894002913548,0.0826928798584272,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_adjacent_rms_mu3_to_mu4,0.11571211242296336,0.0752169773645067,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_adjacent_l2_mu3_to_mu4,0.2834356324958227,0.1842432145375137,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta_mu4_minus_mu3_rms,0.11571211242296336,0.0752169773645067,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_from_mu1_rms_mu2,0.1251620454890664,0.07141404865120542,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_from_mu1_rms_mu3,0.17033126322073297,0.10417956042558446,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_from_mu1_rms_mu4,0.19701784600316014,0.10706003314078677,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta2_rms,0.12516204560051847,0.07141404828723162,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta2_l2,0.3065831459425681,0.17492797882032304,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta3_rms,0.12462894000964297,0.08269288009776495,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta3_l2,0.30527731041729567,0.20255536237810343,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta4_rms,0.1157121123305842,0.07521697695411722,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_delta4_l2,0.2834356324892724,0.18424321338950145,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_cosine_delta2_delta3,-0.06285466833292369,0.5939871621052706,512,0
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_cosine_delta3_delta4,-0.17937475595834357,0.5925512552672288,512,0
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_cosine_delta2_delta4,0.07926279904394534,0.5697564285435979,512,0
rollout_common,halfcheetah-medium-replay-v2,14,1,512,bound_frac_mart_mu1,0.3974609375,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,bound_frac_mart_mu2,0.4303385416666667,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,bound_frac_mart_mu3,0.4427083333333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,bound_frac_mart_mu4,0.4488932291666667,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_mu4_vs_two_deploy_rms,0.22570853412186626,0.13155950530052937,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,mart_mu1_vs_two_target_rms,0.13514790912436025,0.084810694675463,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,two_target_vs_deploy_rms,0.19802407983952194,0.11248964927504548,512,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,bound_frac_two_actor_target,0.4104817708333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,14,1,512,bound_frac_two_actor_deploy,0.4274088541666667,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_adjacent_rms_mu1_to_mu2,0.16052240651443145,0.109860794899608,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_adjacent_l2_mu1_to_mu2,0.39319798824397134,0.2691028902405963,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta_mu2_minus_mu1_rms,0.16052240651443145,0.109860794899608,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_adjacent_rms_mu2_to_mu3,0.1209303752761643,0.08380552230954531,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_adjacent_l2_mu2_to_mu3,0.2962177138298849,0.20528076728581804,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta_mu3_minus_mu2_rms,0.1209303752761643,0.08380552230954531,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_adjacent_rms_mu3_to_mu4,0.11153186056182796,0.08325123378577089,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_adjacent_l2_mu3_to_mu4,0.27319614843972123,0.20392304323229016,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta_mu4_minus_mu3_rms,0.11153186056182796,0.08325123378577089,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_from_mu1_rms_mu2,0.16052240651443145,0.109860794899608,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_from_mu1_rms_mu3,0.20966219869302588,0.14128007319559474,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_from_mu1_rms_mu4,0.2512819762157371,0.1692985869044583,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta2_rms,0.16052240626800085,0.10986079398045479,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta2_l2,0.39319798772203285,0.26910288852362685,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta3_rms,0.12093037522254235,0.08380552206733374,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta3_l2,0.2962177136619175,0.20528076666380793,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta4_rms,0.11153186050933073,0.08325123389337234,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_delta4_l2,0.2731961487100989,0.20392304398434888,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_cosine_delta2_delta3,0.07807730016479805,0.5514697746668376,2048,0
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_cosine_delta3_delta4,-0.001938728729451871,0.5873348054299462,2048,0
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_cosine_delta2_delta4,0.14751319517777434,0.5400920362380248,2048,0
dataset,halfcheetah-medium-replay-v2,20,0,2048,bound_frac_mart_mu1,0.3184407552083333,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,0,2048,bound_frac_mart_mu2,0.353515625,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,0,2048,bound_frac_mart_mu3,0.3724772135416667,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,0,2048,bound_frac_mart_mu4,0.397705078125,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_mu4_vs_two_deploy_rms,0.2692132577588004,0.20110832239889426,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,mart_mu1_vs_two_target_rms,0.16378686843349954,0.11176212447360045,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,two_target_vs_deploy_rms,0.2650359882541793,0.1893109185267724,2048,
dataset,halfcheetah-medium-replay-v2,20,0,2048,bound_frac_two_actor_target,0.3035481770833333,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,0,2048,bound_frac_two_actor_deploy,0.3604329427083333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_adjacent_rms_mu1_to_mu2,0.16684475752427808,0.10489214433669632,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_adjacent_l2_mu1_to_mu2,0.40868452219286566,0.25693223165127027,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta_mu2_minus_mu1_rms,0.16684475752427808,0.10489214433669632,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_adjacent_rms_mu2_to_mu3,0.14312529737936996,0.09733568977850898,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_adjacent_l2_mu2_to_mu3,0.35058394786355884,0.2384227737191832,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta_mu3_minus_mu2_rms,0.14312529737936996,0.09733568977850898,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_adjacent_rms_mu3_to_mu4,0.13980789916377992,0.0980144953472165,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_adjacent_l2_mu3_to_mu4,0.3424580149617438,0.24008550099707632,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta_mu4_minus_mu3_rms,0.13980789916377992,0.0980144953472165,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_from_mu1_rms_mu2,0.16684475752427808,0.10489214433669632,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_from_mu1_rms_mu3,0.19857941234845317,0.10733817154015574,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_from_mu1_rms_mu4,0.22897249936470165,0.1336025596825588,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta2_rms,0.16684475708461832,0.10489214403493151,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta2_l2,0.40868452172435354,0.2569322328493192,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta3_rms,0.14312529723792977,0.09733568879780388,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta3_l2,0.35058394652514835,0.23842277114943355,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta4_rms,0.13980789882180034,0.0980144949834743,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_delta4_l2,0.3424580137234443,0.24008549837540583,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_cosine_delta2_delta3,-0.10259978366027989,0.5920851437331228,512,0
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_cosine_delta3_delta4,-0.23071641682379906,0.5873242821352294,512,0
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_cosine_delta2_delta4,0.10147600292530178,0.5606280126358288,512,0
rollout_common,halfcheetah-medium-replay-v2,20,0,512,bound_frac_mart_mu1,0.40234375,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,bound_frac_mart_mu2,0.4514973958333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,bound_frac_mart_mu3,0.4446614583333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,bound_frac_mart_mu4,0.4586588541666667,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_mu4_vs_two_deploy_rms,0.260770645375876,0.14822776927947573,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,mart_mu1_vs_two_target_rms,0.17982474743110485,0.12182488604706224,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,two_target_vs_deploy_rms,0.24837294337355287,0.14997149342012533,512,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,bound_frac_two_actor_target,0.3779296875,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,0,512,bound_frac_two_actor_deploy,0.40234375,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_adjacent_rms_mu1_to_mu2,0.15024145598921473,0.09991382046310973,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_adjacent_l2_mu1_to_mu2,0.3680149053863918,0.24473787838666727,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta_mu2_minus_mu1_rms,0.15024145598921473,0.09991382046310973,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_adjacent_rms_mu2_to_mu3,0.11961811059590532,0.08820173465782326,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_adjacent_l2_mu2_to_mu3,0.29300333495577385,0.21604924434002157,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta_mu3_minus_mu2_rms,0.11961811059590532,0.08820173465782326,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_adjacent_rms_mu3_to_mu4,0.10964333253953726,0.07764337853245339,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_adjacent_l2_mu3_to_mu4,0.2685702184201616,0.19018665931027617,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta_mu4_minus_mu3_rms,0.10964333253953726,0.07764337853245339,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_from_mu1_rms_mu2,0.15024145598921473,0.09991382046310973,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_from_mu1_rms_mu3,0.20301449277493322,0.13473468202079533,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_from_mu1_rms_mu4,0.24251877852184786,0.15792035999724716,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta2_rms,0.15024145611369022,0.09991382061521556,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta2_l2,0.36801490570724127,0.24473787837268776,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta3_rms,0.11961811053572546,0.08820173436759032,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta3_l2,0.2930033347624885,0.21604924286508467,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta4_rms,0.10964333241201984,0.07764337814263127,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_delta4_l2,0.26857021822797833,0.1901866580856744,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_cosine_delta2_delta3,0.1094702727501361,0.5503121431727438,2048,0
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_cosine_delta3_delta4,-0.024517871091639512,0.5634086414723433,2048,0
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_cosine_delta2_delta4,0.16625893414061133,0.5396465058686173,2048,0
dataset,halfcheetah-medium-replay-v2,20,1,2048,bound_frac_mart_mu1,0.319091796875,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,1,2048,bound_frac_mart_mu2,0.3514811197916667,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,1,2048,bound_frac_mart_mu3,0.3793131510416667,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,1,2048,bound_frac_mart_mu4,0.40185546875,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_mu4_vs_two_deploy_rms,0.2522078163141702,0.18907172077280227,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,mart_mu1_vs_two_target_rms,0.15862807426159792,0.10676809853071488,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,two_target_vs_deploy_rms,0.2578394323059707,0.19158775226854072,2048,
dataset,halfcheetah-medium-replay-v2,20,1,2048,bound_frac_two_actor_target,0.324951171875,0.0,1,
dataset,halfcheetah-medium-replay-v2,20,1,2048,bound_frac_two_actor_deploy,0.3889973958333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_adjacent_rms_mu1_to_mu2,0.16235145435504572,0.1087274069662191,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_adjacent_l2_mu1_to_mu2,0.39767822216861576,0.2663266681231659,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta_mu2_minus_mu1_rms,0.16235145435504572,0.1087274069662191,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_adjacent_rms_mu2_to_mu3,0.14396212447722723,0.09697575026464751,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_adjacent_l2_mu2_to_mu3,0.35263374725624325,0.23754110557195715,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta_mu3_minus_mu2_rms,0.14396212447722723,0.09697575026464751,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_adjacent_rms_mu3_to_mu4,0.15273815008515682,0.10599275540754555,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_adjacent_l2_mu3_to_mu4,0.37413053196526924,0.25962816718010906,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta_mu4_minus_mu3_rms,0.15273815008515682,0.10599275540754555,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_from_mu1_rms_mu2,0.16235145435504572,0.1087274069662191,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_from_mu1_rms_mu3,0.1925983163515656,0.12515600970347104,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_from_mu1_rms_mu4,0.2383300426721685,0.13712815611370635,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta2_rms,0.1623514537786832,0.10872740663864638,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta2_l2,0.39767822205067205,0.26632666816629924,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta3_rms,0.143962123919664,0.09697574938850258,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta3_l2,0.35263374719534113,0.23754110811016416,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta4_rms,0.15273815036562155,0.10599275660385242,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_delta4_l2,0.37413053238924476,0.25962816809560485,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_cosine_delta2_delta3,-0.16199958670847187,0.5805298582150927,512,0
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_cosine_delta3_delta4,-0.15280092811772472,0.6061174662209173,512,0
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_cosine_delta2_delta4,0.10611277450522022,0.5785104684473555,512,0
rollout_common,halfcheetah-medium-replay-v2,20,1,512,bound_frac_mart_mu1,0.4202473958333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,bound_frac_mart_mu2,0.4456380208333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,bound_frac_mart_mu3,0.4475911458333333,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,bound_frac_mart_mu4,0.447265625,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_mu4_vs_two_deploy_rms,0.2843949324405787,0.16688931932222084,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,mart_mu1_vs_two_target_rms,0.1650036108878704,0.1072952846237142,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,two_target_vs_deploy_rms,0.25046481065507104,0.15217459504525324,512,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,bound_frac_two_actor_target,0.4342447916666667,0.0,1,
rollout_common,halfcheetah-medium-replay-v2,20,1,512,bound_frac_two_actor_deploy,0.4557291666666667,0.0,1,
dataset,walker2d-expert-v2,10,0,2048,mart_adjacent_rms_mu1_to_mu2,0.03693826224937252,0.02080859143658565,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_adjacent_l2_mu1_to_mu2,0.09047989449607308,0.050970431285682426,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta_mu2_minus_mu1_rms,0.03693826224937252,0.02080859143658565,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_adjacent_rms_mu2_to_mu3,0.03507891710637345,0.017028037649174037,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_adjacent_l2_mu2_to_mu3,0.08592544764000314,0.041710003561377586,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta_mu3_minus_mu2_rms,0.03507891710637345,0.017028037649174037,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_adjacent_rms_mu3_to_mu4,0.035496478042554236,0.01826874828513727,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_adjacent_l2_mu3_to_mu4,0.0869482588701649,0.04474911153793152,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta_mu4_minus_mu3_rms,0.035496478042554236,0.01826874828513727,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_from_mu1_rms_mu2,0.03693826224937252,0.02080859143658565,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_from_mu1_rms_mu3,0.05372520586777496,0.029573089063785488,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_from_mu1_rms_mu4,0.06586028564220697,0.03606960112889953,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta2_rms,0.036938262274134104,0.020808591528608318,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta2_l2,0.09047989437931392,0.05097043128054494,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta3_rms,0.03507891714309608,0.01702803758669546,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta3_l2,0.08592544763837395,0.04171000343682374,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta4_rms,0.03549647798206479,0.01826874822423714,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_delta4_l2,0.086948258798202,0.044749111428199095,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_cosine_delta2_delta3,0.08867494655703735,0.47031827393231457,2048,0
dataset,walker2d-expert-v2,10,0,2048,mart_cosine_delta3_delta4,-0.030943736316936105,0.49245482033276633,2048,0
dataset,walker2d-expert-v2,10,0,2048,mart_cosine_delta2_delta4,0.14553041143874487,0.48906848106316997,2048,0
dataset,walker2d-expert-v2,10,0,2048,bound_frac_mart_mu1,0.156982421875,0.0,1,
dataset,walker2d-expert-v2,10,0,2048,bound_frac_mart_mu2,0.173583984375,0.0,1,
dataset,walker2d-expert-v2,10,0,2048,bound_frac_mart_mu3,0.18562825520833334,0.0,1,
dataset,walker2d-expert-v2,10,0,2048,bound_frac_mart_mu4,0.187744140625,0.0,1,
dataset,walker2d-expert-v2,10,0,2048,mart_mu4_vs_two_deploy_rms,0.06071698780127642,0.030872025398441146,2048,
dataset,walker2d-expert-v2,10,0,2048,mart_mu1_vs_two_target_rms,0.02907219123102919,0.017328999655586434,2048,
dataset,walker2d-expert-v2,10,0,2048,two_target_vs_deploy_rms,0.06180869578255267,0.03359091178057966,2048,
dataset,walker2d-expert-v2,10,0,2048,bound_frac_two_actor_target,0.16438802083333334,0.0,1,
dataset,walker2d-expert-v2,10,0,2048,bound_frac_two_actor_deploy,0.19571940104166666,0.0,1,
rollout_common,walker2d-expert-v2,10,0,512,mart_adjacent_rms_mu1_to_mu2,0.04593936599146775,0.024477014840609275,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_adjacent_l2_mu1_to_mu2,0.11252800578606262,0.059956196786024055,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta_mu2_minus_mu1_rms,0.04593936599146775,0.024477014840609275,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_adjacent_rms_mu2_to_mu3,0.04254233702868848,0.024368045465650846,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_adjacent_l2_mu2_to_mu3,0.10420701818579742,0.05968927741978588,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta_mu3_minus_mu2_rms,0.04254233702868848,0.024368045465650846,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_adjacent_rms_mu3_to_mu4,0.04670992557313876,0.0239604539909802,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_adjacent_l2_mu3_to_mu4,0.11441548357756903,0.05869088628333426,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta_mu4_minus_mu3_rms,0.04670992557313876,0.0239604539909802,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_from_mu1_rms_mu2,0.04593936599146775,0.024477014840609275,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_from_mu1_rms_mu3,0.0624087304676895,0.03278294205356793,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_from_mu1_rms_mu4,0.0766737285965775,0.039288281369884506,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta2_rms,0.04593936601668247,0.02447701482055394,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta2_l2,0.11252800581496558,0.059956196819599704,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta3_rms,0.042542336958831584,0.024368045598212096,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta3_l2,0.10420701815564826,0.05968927763919795,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta4_rms,0.04670992558749276,0.023960454224094214,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_delta4_l2,0.1144154836601956,0.058690885813739,512,
rollout_common,walker2d-expert-v2,10,0,512,mart_cosine_delta2_delta3,0.009851156954833724,0.486126952561707,512,0
rollout_common,walker2d-expert-v2,10,0,512,mart_cosine_delta3_delta4,-0.1582236982614575,0.5234667320960463,512,0
rollout_common,walker2d-expert-v2,10,0,512,mart_cosine_delta2_delta4,0.1780939507180194,0.46027521040903807,512,0
rollout_common,walker2d-expert-v2,10,0,512,bound_frac_mart_mu1,0.18977864583333334,0.0,1,
