pair_key,environment,T,seed,j1,j2,j3,j4,d12,d23,d34,d41,oracle_best_index,oracle_best_score,final_worse_than_mid,high_T
halfcheetah-expert-v2|T=10|seed=0,halfcheetah-expert-v2,10,0,97.89240884034699,76.15899690064376,44.93568090148004,20.275292612362282,-21.73341193970323,-31.223315999163717,-24.66038828911776,-77.61711622798471,1,97.89240884034699,True,True
halfcheetah-expert-v2|T=10|seed=1,halfcheetah-expert-v2,10,1,92.05886600364889,66.19707088883156,60.65401183196608,35.530845671193575,-25.861795114817326,-5.543059056865481,-25.123166160772506,-56.52802033245531,1,92.05886600364889,True,True
halfcheetah-expert-v2|T=14|seed=0,halfcheetah-expert-v2,14,0,69.77673909513113,55.55994696889486,44.98922130411976,17.66509012124252,-14.216792126236271,-10.570725664775104,-27.324131182877238,-52.11164897388861,1,69.77673909513113,True,True
halfcheetah-expert-v2|T=14|seed=1,halfcheetah-expert-v2,14,1,80.46524819709614,32.91471964225843,5.886606431601129,14.111392752110698,-47.55052855483771,-27.028113210657303,8.224786320509569,-66.35385544498544,1,80.46524819709614,True,True
halfcheetah-expert-v2|T=20|seed=0,halfcheetah-expert-v2,20,0,48.44814012464906,20.21443157948906,1.599087630566997,4.879546261043007,-28.23370854516,-18.61534394892206,3.2804586304760104,-43.568593863606054,1,48.44814012464906,True,True
halfcheetah-expert-v2|T=20|seed=1,halfcheetah-expert-v2,20,1,49.67812234172869,9.502214477163221,14.312445778941804,3.615968990809435,-40.17590786456547,4.8102313017785825,-10.696476788132369,-46.06215335091925,1,49.67812234172869,True,True
halfcheetah-expert-v2|T=4|seed=0,halfcheetah-expert-v2,4,0,95.94425747122946,95.23127705974898,88.75391727682253,90.3286103847087,-0.712980411480487,-6.477359782926442,1.5746931078861621,-5.615647086520767,1,95.94425747122946,True,False
halfcheetah-expert-v2|T=4|seed=1,halfcheetah-expert-v2,4,1,95.88598843542908,97.55082504257311,86.27112836897058,95.4825534119722,1.664836607144025,-11.27969667360253,9.211425043001626,-0.4034350234568791,2,97.55082504257311,True,False
halfcheetah-expert-v2|T=7|seed=0,halfcheetah-expert-v2,7,0,96.9026990619432,73.88598702699313,46.033017723968364,46.607135828845756,-23.01671203495006,-27.85296930302477,0.5741181048773925,-50.29556323309744,1,96.9026990619432,True,False
halfcheetah-expert-v2|T=7|seed=1,halfcheetah-expert-v2,7,1,96.72184677426311,88.76232947782012,76.95003533120365,52.38958991536482,-7.959517296442996,-11.812294146616466,-24.560445415838828,-44.33225685889829,1,96.72184677426311,True,False
halfcheetah-medium-replay-v2|T=10|seed=1,halfcheetah-medium-replay-v2,10,1,46.878960386687375,51.29147208731406,51.65785533747294,53.918439267999965,4.412511700626688,0.36638325015887574,2.2605839305270266,7.03947888131259,4,53.918439267999965,False,True
halfcheetah-medium-replay-v2|T=14|seed=0,halfcheetah-medium-replay-v2,14,0,47.12025338877426,51.66039878585242,52.71452013759479,51.85940051622274,4.540145397078163,1.054121351742367,-0.8551196213720473,4.739147127448483,3,52.71452013759479,True,True
halfcheetah-medium-replay-v2|T=14|seed=1,halfcheetah-medium-replay-v2,14,1,47.29715638255443,50.159481148171956,52.6163890111201,54.4388761041934,2.8623247656175295,2.4569078629481425,1.822487093073299,7.141719721638971,4,54.4388761041934,False,True
halfcheetah-medium-replay-v2|T=20|seed=0,halfcheetah-medium-replay-v2,20,0,48.039339606417116,52.01100692542919,53.09295802192632,54.666794860569055,3.9716673190120773,1.0819510964971286,1.573836838642734,6.62745525415194,4,54.666794860569055,False,True
halfcheetah-medium-replay-v2|T=20|seed=1,halfcheetah-medium-replay-v2,20,1,49.703009971721954,52.85470689816462,54.43062058505105,56.3498796628729,3.1516969264426677,1.5759136868864303,1.9192590778218488,6.646869691150947,4,56.3498796628729,False,True
walker2d-expert-v2|T=10|seed=0,walker2d-expert-v2,10,0,110.25839710920084,112.29384214772396,114.1228063988548,114.87418608664498,2.0354450385231218,1.8289642511308415,0.7513796877901768,4.61578897744414,4,114.87418608664498,False,True
walker2d-expert-v2|T=10|seed=1,walker2d-expert-v2,10,1,110.38107909994514,112.0605601054594,113.87711697591256,115.70730992629319,1.679481005514262,1.8165568704531552,1.830192950380635,5.326230826348052,4,115.70730992629319,False,True
walker2d-expert-v2|T=14|seed=0,walker2d-expert-v2,14,0,111.597351256405,113.7999551981735,115.96655382667154,115.81939190438015,2.2026039417685013,2.1665986284980363,-0.1471619222913887,4.222040647975149,3,115.96655382667154,True,True
