method,K,integrator,T,h,seed,environment,score,status,source_csv
I-MART-2,2,Imp,1.5,0.75,0,halfcheetah-medium-replay-v2,46.0723,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,1.5,0.75,0,halfcheetah-expert-v2,96.4118,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,1.5,0.75,0,walker2d-medium-v2,74.62,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,1.5,0.75,0,walker2d-medium-replay-v2,86.2467,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,1.5,0.75,0,walker2d-expert-v2,109.6863,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,1.5,0.75,1,hopper-medium-v2,48.1323,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,hopper-medium-replay-v2,91.1654,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,hopper-expert-v2,90.6029,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,halfcheetah-medium-v2,49.4628,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,halfcheetah-medium-replay-v2,45.729,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,halfcheetah-expert-v2,97.2413,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,walker2d-medium-v2,78.4473,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,walker2d-medium-replay-v2,86.894,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,1,walker2d-expert-v2,110.2144,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,0.75,2,hopper-medium-v2,48.2445,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,hopper-medium-replay-v2,98.3211,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,hopper-expert-v2,105.028,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,halfcheetah-medium-v2,49.2305,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,halfcheetah-medium-replay-v2,46.2248,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,halfcheetah-expert-v2,96.4724,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,walker2d-medium-v2,84.467,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,walker2d-medium-replay-v2,82.7718,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,2,walker2d-expert-v2,110.1803,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,0.75,3,hopper-medium-v2,49.3054,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,hopper-medium-replay-v2,46.792,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,hopper-expert-v2,107.9438,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,halfcheetah-medium-v2,48.7308,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,halfcheetah-medium-replay-v2,45.9087,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,halfcheetah-expert-v2,95.4094,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,walker2d-medium-v2,83.9245,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,walker2d-medium-replay-v2,87.6305,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,0.75,3,walker2d-expert-v2,109.7814,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,0,hopper-medium-v2,62.6948,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,hopper-medium-replay-v2,98.6965,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,hopper-expert-v2,109.7937,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,halfcheetah-medium-v2,51.1875,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,halfcheetah-medium-replay-v2,48.3941,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,halfcheetah-expert-v2,94.5015,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,walker2d-medium-v2,80.479,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,walker2d-medium-replay-v2,84.6972,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,0,walker2d-expert-v2,110.7184,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,1.25,1,hopper-medium-v2,54.9875,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,hopper-medium-replay-v2,97.5235,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,hopper-expert-v2,96.4927,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,halfcheetah-medium-v2,51.2117,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,halfcheetah-medium-replay-v2,47.5646,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,halfcheetah-expert-v2,90.5112,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,walker2d-medium-v2,87.2567,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,walker2d-medium-replay-v2,90.4858,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,1,walker2d-expert-v2,111.0522,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,1.25,2,hopper-medium-v2,50.867,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,hopper-medium-replay-v2,99.6403,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,hopper-expert-v2,106.8985,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,halfcheetah-medium-v2,51.4721,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,halfcheetah-medium-replay-v2,47.6714,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,halfcheetah-expert-v2,90.8214,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,walker2d-medium-v2,85.5258,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,walker2d-medium-replay-v2,82.0249,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,2,walker2d-expert-v2,110.9789,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,1.25,3,hopper-medium-v2,63.3804,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,hopper-medium-replay-v2,59.2943,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,hopper-expert-v2,106.1971,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,halfcheetah-medium-v2,51.2402,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,halfcheetah-medium-replay-v2,47.6629,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,halfcheetah-expert-v2,95.6962,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,walker2d-medium-v2,86.4646,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,walker2d-medium-replay-v2,88.9126,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,1.25,3,walker2d-expert-v2,110.7627,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,0,hopper-medium-v2,60.5453,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,hopper-medium-replay-v2,98.6212,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,hopper-expert-v2,99.5597,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,halfcheetah-medium-v2,52.2368,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,halfcheetah-medium-replay-v2,49.8501,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,halfcheetah-expert-v2,73.1934,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,walker2d-medium-v2,2.3936,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,walker2d-medium-replay-v2,17.7488,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,0,walker2d-expert-v2,111.6714,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,2,1,hopper-medium-v2,58.5048,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,hopper-medium-replay-v2,99.1299,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,hopper-expert-v2,104.329,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,halfcheetah-medium-v2,55.938,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,halfcheetah-medium-replay-v2,49.571,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,halfcheetah-expert-v2,69.7286,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,walker2d-medium-v2,90.1465,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,walker2d-medium-replay-v2,92.8547,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,1,walker2d-expert-v2,112.2371,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,2,2,hopper-medium-v2,61.2626,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,hopper-medium-replay-v2,99.5517,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,hopper-expert-v2,76.1725,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,halfcheetah-medium-v2,54.3455,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,halfcheetah-medium-replay-v2,49.7149,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,halfcheetah-expert-v2,72.4413,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,walker2d-medium-v2,89.7709,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,walker2d-medium-replay-v2,14.3359,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,2,walker2d-expert-v2,111.6267,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,2,3,hopper-medium-v2,72.6404,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,hopper-medium-replay-v2,99.9541,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,hopper-expert-v2,111.8382,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,halfcheetah-medium-v2,53.1199,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,halfcheetah-medium-replay-v2,49.6628,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,halfcheetah-expert-v2,78.5579,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,walker2d-medium-v2,87.4498,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,walker2d-medium-replay-v2,88.4633,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,2,3,walker2d-expert-v2,112.0605,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,0,hopper-medium-v2,97.2132,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,hopper-medium-replay-v2,101.2393,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,hopper-expert-v2,6.703,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,halfcheetah-medium-v2,56.7723,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,halfcheetah-medium-replay-v2,52.1342,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,halfcheetah-expert-v2,44.1866,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,walker2d-medium-v2,92.1003,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,walker2d-medium-replay-v2,78.2205,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,0,walker2d-expert-v2,6.9846,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,3.5,1,hopper-medium-v2,69.2764,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,hopper-medium-replay-v2,99.6418,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,hopper-expert-v2,15.4541,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,halfcheetah-medium-v2,57.4409,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,halfcheetah-medium-replay-v2,51.2029,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,halfcheetah-expert-v2,51.4744,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,walker2d-medium-v2,74.7134,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,walker2d-medium-replay-v2,94.544,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,1,walker2d-expert-v2,112.9948,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,3.5,2,hopper-medium-v2,77.1997,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,hopper-medium-replay-v2,98.3978,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,hopper-expert-v2,2.4715,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,halfcheetah-medium-v2,57.4273,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,halfcheetah-medium-replay-v2,51.3336,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,halfcheetah-expert-v2,41.7369,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,walker2d-medium-v2,2.3272,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,walker2d-medium-replay-v2,83.8433,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,2,walker2d-expert-v2,-0.635,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,3.5,3,hopper-medium-v2,89.2632,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,hopper-medium-replay-v2,100.5847,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,hopper-expert-v2,13.6422,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,halfcheetah-medium-v2,57.9684,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,halfcheetah-medium-replay-v2,49.8377,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,halfcheetah-expert-v2,45.7866,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,walker2d-medium-v2,91.799,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,walker2d-medium-replay-v2,83.1516,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,3.5,3,walker2d-expert-v2,11.1116,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,0,hopper-medium-v2,100.7524,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,hopper-medium-replay-v2,99.1942,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,hopper-expert-v2,3.6337,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,halfcheetah-medium-v2,58.0081,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,halfcheetah-medium-replay-v2,53.4455,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,halfcheetah-expert-v2,34.1007,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,walker2d-medium-v2,0.8882,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,walker2d-medium-replay-v2,90.8711,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,0,walker2d-expert-v2,0.1291,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,5,1,hopper-medium-v2,0.8777,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,hopper-medium-replay-v2,99.1461,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,hopper-expert-v2,1.8199,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,halfcheetah-medium-v2,58.3039,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,halfcheetah-medium-replay-v2,52.7939,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,halfcheetah-expert-v2,25.2645,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,walker2d-medium-v2,32.6618,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,walker2d-medium-replay-v2,92.3475,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,1,walker2d-expert-v2,-0.2654,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,5,2,hopper-medium-v2,0.6857,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,hopper-medium-replay-v2,100.2099,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,hopper-expert-v2,0.7345,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,halfcheetah-medium-v2,58.0742,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,halfcheetah-medium-replay-v2,52.5412,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,halfcheetah-expert-v2,14.7659,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,walker2d-medium-v2,2.3272,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,walker2d-medium-replay-v2,10.3109,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,2,walker2d-expert-v2,-0.2683,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,5,3,hopper-medium-v2,4.2114,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,hopper-medium-replay-v2,94.9779,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,hopper-expert-v2,7.7132,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,halfcheetah-medium-v2,58.1648,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,halfcheetah-medium-replay-v2,55.4903,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,halfcheetah-expert-v2,22.3088,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,walker2d-medium-v2,94.7598,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,walker2d-medium-replay-v2,93.5603,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,5,3,walker2d-expert-v2,6.3364,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,0,hopper-medium-v2,0.7389,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,hopper-medium-replay-v2,100.52,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,hopper-expert-v2,1.8196,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,halfcheetah-medium-v2,58.0717,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,halfcheetah-medium-replay-v2,53.7383,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,halfcheetah-expert-v2,1.439,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,walker2d-medium-v2,2.3019,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,walker2d-medium-replay-v2,4.8884,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,0,walker2d-expert-v2,1.4159,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,6,1,hopper-medium-v2,0.7071,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,hopper-medium-replay-v2,101.3248,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,hopper-expert-v2,1.8199,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,halfcheetah-medium-v2,62.1104,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,halfcheetah-medium-replay-v2,52.6828,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,halfcheetah-expert-v2,24.6329,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,walker2d-medium-v2,2.3684,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,walker2d-medium-replay-v2,77.5128,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,1,walker2d-expert-v2,-0.2653,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,6,2,hopper-medium-v2,0.8118,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,hopper-medium-replay-v2,99.0055,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,hopper-expert-v2,1.82,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,halfcheetah-medium-v2,59.9305,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,halfcheetah-medium-replay-v2,54.1755,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,halfcheetah-expert-v2,1.9911,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,walker2d-medium-v2,2.3272,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,walker2d-medium-replay-v2,79.0265,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,2,walker2d-expert-v2,-0.2683,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,6,3,hopper-medium-v2,0.796,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,hopper-medium-replay-v2,100.4138,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,hopper-expert-v2,1.7321,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,halfcheetah-medium-v2,58.2432,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,halfcheetah-medium-replay-v2,48.3998,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,halfcheetah-expert-v2,9.9384,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,walker2d-medium-v2,2.4618,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,walker2d-medium-replay-v2,82.4603,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,6,3,walker2d-expert-v2,7.0431,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,0,hopper-medium-v2,0.5808,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,hopper-medium-replay-v2,101.7199,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,hopper-expert-v2,0.681,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,halfcheetah-medium-v2,61.1676,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,halfcheetah-medium-replay-v2,53.4693,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,halfcheetah-expert-v2,3.8245,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,walker2d-medium-v2,2.3019,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,walker2d-medium-replay-v2,9.2644,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,0,walker2d-expert-v2,-0.1989,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,7,1,hopper-medium-v2,100.6183,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,hopper-medium-replay-v2,67.5414,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,hopper-expert-v2,1.8199,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,halfcheetah-medium-v2,59.9078,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,halfcheetah-medium-replay-v2,51.6373,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,halfcheetah-expert-v2,7.344,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,walker2d-medium-v2,2.3684,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,walker2d-medium-replay-v2,29.3941,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,1,walker2d-expert-v2,-0.2713,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,7,2,hopper-medium-v2,0.5801,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,hopper-medium-replay-v2,99.6854,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,hopper-expert-v2,1.82,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,halfcheetah-medium-v2,58.2386,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,halfcheetah-medium-replay-v2,55.8256,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,halfcheetah-expert-v2,10.0487,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,walker2d-medium-v2,2.3272,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,walker2d-medium-replay-v2,3.7012,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,2,walker2d-expert-v2,-0.2683,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,7,3,hopper-medium-v2,0.581,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,hopper-medium-replay-v2,65.6994,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,hopper-expert-v2,1.8137,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,halfcheetah-medium-v2,60.7946,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,halfcheetah-medium-replay-v2,55.3689,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,halfcheetah-expert-v2,-0.9833,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,walker2d-medium-v2,2.4618,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,walker2d-medium-replay-v2,89.294,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,7,3,walker2d-expert-v2,3.6289,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,17,8.5,0,hopper-medium-v2,0.5701,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,17,8.5,0,hopper-medium-replay-v2,70.0655,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,17,8.5,0,hopper-expert-v2,1.8196,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,17,8.5,0,halfcheetah-medium-v2,61.3403,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,17,8.5,0,halfcheetah-medium-replay-v2,53.4096,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,17,8.5,0,halfcheetah-expert-v2,0.5433,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,17,8.5,0,walker2d-medium-v2,2.3019,available,K=2/Imp/seed0.csv
