method,K,integrator,T,h,seed,environment,score,status,source_csv
I-MART-3,3,Imp,34,11.3333333333,0,walker2d-medium-replay-v2,15.4892,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,34,11.3333333333,0,walker2d-expert-v2,2.3019,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,34,11.3333333333,1,hopper-medium-v2,0.7329,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,hopper-medium-replay-v2,101.4791,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,hopper-expert-v2,1.8199,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,halfcheetah-medium-v2,62.9251,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,halfcheetah-medium-replay-v2,52.4916,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,halfcheetah-expert-v2,-2.3891,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,walker2d-medium-v2,2.3684,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,walker2d-medium-replay-v2,94.0377,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,1,walker2d-expert-v2,2.3684,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,34,11.3333333333,2,hopper-medium-v2,0.5786,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,hopper-medium-replay-v2,101.0955,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,hopper-expert-v2,1.82,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,halfcheetah-medium-v2,62.4892,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,halfcheetah-medium-replay-v2,50.2678,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,halfcheetah-expert-v2,6.7021,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,walker2d-medium-v2,2.3272,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,walker2d-medium-replay-v2,6.5478,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,2,walker2d-expert-v2,2.3272,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,34,11.3333333333,3,hopper-medium-v2,0.7331,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,hopper-medium-replay-v2,103.3694,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,hopper-expert-v2,1.8137,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,halfcheetah-medium-v2,64.996,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,halfcheetah-medium-replay-v2,57.8769,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,halfcheetah-expert-v2,1.7032,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,walker2d-medium-v2,2.4618,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,walker2d-medium-replay-v2,50.8502,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,34,11.3333333333,3,walker2d-expert-v2,2.4618,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,0,hopper-medium-v2,0.7327,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,hopper-medium-replay-v2,85.6455,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,hopper-expert-v2,1.8196,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,halfcheetah-medium-v2,64.9383,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,halfcheetah-medium-replay-v2,43.1437,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,halfcheetah-expert-v2,-2.0654,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,walker2d-medium-v2,-0.3802,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,walker2d-medium-replay-v2,52.1446,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,0,walker2d-expert-v2,-0.3943,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,40,13.3333333333,1,hopper-medium-v2,0.7329,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,hopper-medium-replay-v2,102.4475,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,hopper-expert-v2,1.8199,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,halfcheetah-medium-v2,65.0213,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,halfcheetah-medium-replay-v2,51.9112,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,halfcheetah-expert-v2,-2.1629,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,walker2d-medium-v2,2.3684,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,walker2d-medium-replay-v2,2.7609,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,1,walker2d-expert-v2,2.3684,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,40,13.3333333333,2,hopper-medium-v2,0.7325,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,hopper-medium-replay-v2,100.5313,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,hopper-expert-v2,1.82,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,halfcheetah-medium-v2,62.1935,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,halfcheetah-medium-replay-v2,43.1197,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,halfcheetah-expert-v2,-2.1181,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,walker2d-medium-v2,2.3272,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,walker2d-medium-replay-v2,0.2694,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,2,walker2d-expert-v2,2.3272,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,40,13.3333333333,3,hopper-medium-v2,0.7331,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,hopper-medium-replay-v2,101.9449,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,hopper-expert-v2,1.8137,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,halfcheetah-medium-v2,61.9993,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,halfcheetah-medium-replay-v2,42.2024,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,halfcheetah-expert-v2,3.4959,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,walker2d-medium-v2,-0.395,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,walker2d-medium-replay-v2,0.5777,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,40,13.3333333333,3,walker2d-expert-v2,2.4618,available,K=3/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,0,hopper-medium-v2,54.7741,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,hopper-medium-replay-v2,14.9531,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,hopper-expert-v2,83.2446,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,halfcheetah-medium-v2,42.6555,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,halfcheetah-medium-replay-v2,32.7962,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,halfcheetah-expert-v2,93.5995,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,walker2d-medium-v2,78.7497,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,walker2d-medium-replay-v2,30.7239,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,0,walker2d-expert-v2,107.1081,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.05,0.0125,1,hopper-medium-v2,47.3393,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,hopper-medium-replay-v2,18.4942,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,hopper-expert-v2,95.6852,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,halfcheetah-medium-v2,43.1839,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,halfcheetah-medium-replay-v2,33.4772,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,halfcheetah-expert-v2,93.3106,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,walker2d-medium-v2,75.6941,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,walker2d-medium-replay-v2,24.0921,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,1,walker2d-expert-v2,107.8352,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.05,0.0125,2,hopper-medium-v2,46.2138,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,hopper-medium-replay-v2,19.5264,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,hopper-expert-v2,90.1153,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,halfcheetah-medium-v2,43.5344,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,halfcheetah-medium-replay-v2,29.4124,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,halfcheetah-expert-v2,93.3953,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,walker2d-medium-v2,76.479,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,walker2d-medium-replay-v2,13.8432,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,2,walker2d-expert-v2,107.5074,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.05,0.0125,3,hopper-medium-v2,52.7315,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,hopper-medium-replay-v2,19.9887,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,hopper-expert-v2,93.365,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,halfcheetah-medium-v2,42.8142,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,halfcheetah-medium-replay-v2,40.6756,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,halfcheetah-expert-v2,90.9014,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,walker2d-medium-v2,77.2583,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,walker2d-medium-replay-v2,37.9991,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.05,0.0125,3,walker2d-expert-v2,107.9128,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,0,hopper-medium-v2,49.9569,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,hopper-medium-replay-v2,21.1212,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,hopper-expert-v2,97.5876,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,halfcheetah-medium-v2,43.279,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,halfcheetah-medium-replay-v2,41.4229,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,halfcheetah-expert-v2,93.0447,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,walker2d-medium-v2,75.1466,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,walker2d-medium-replay-v2,58.3165,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,0,walker2d-expert-v2,106.7823,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.1,0.025,1,hopper-medium-v2,46.236,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,hopper-medium-replay-v2,29.9139,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,hopper-expert-v2,102.5565,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,halfcheetah-medium-v2,43.496,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,halfcheetah-medium-replay-v2,38.5723,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,halfcheetah-expert-v2,92.565,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,walker2d-medium-v2,79.7827,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,walker2d-medium-replay-v2,70.6218,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,1,walker2d-expert-v2,108.6057,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.1,0.025,2,hopper-medium-v2,43.3956,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,hopper-medium-replay-v2,18.6686,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,hopper-expert-v2,104.3887,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,halfcheetah-medium-v2,43.8772,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,halfcheetah-medium-replay-v2,41.578,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,halfcheetah-expert-v2,93.8515,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,walker2d-medium-v2,72.1056,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,walker2d-medium-replay-v2,17.2995,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,2,walker2d-expert-v2,107.9577,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.1,0.025,3,hopper-medium-v2,51.4947,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,hopper-medium-replay-v2,21.2484,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,hopper-expert-v2,106.4409,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,halfcheetah-medium-v2,43.8341,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,halfcheetah-medium-replay-v2,41.8272,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,halfcheetah-expert-v2,91.6885,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,walker2d-medium-v2,79.8241,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,walker2d-medium-replay-v2,14.181,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.1,0.025,3,walker2d-expert-v2,107.7861,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,0,hopper-medium-v2,54.379,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,hopper-medium-replay-v2,31.9169,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,hopper-expert-v2,98.6653,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,halfcheetah-medium-v2,43.787,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,halfcheetah-medium-replay-v2,42.5607,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,halfcheetah-expert-v2,94.8718,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,walker2d-medium-v2,79.8692,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,walker2d-medium-replay-v2,74.8348,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,0,walker2d-expert-v2,107.3451,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.2,0.05,1,hopper-medium-v2,48.6259,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,hopper-medium-replay-v2,66.8296,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,hopper-expert-v2,109.65,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,halfcheetah-medium-v2,43.8937,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,halfcheetah-medium-replay-v2,43.0918,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,halfcheetah-expert-v2,94.734,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,walker2d-medium-v2,65.1233,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,walker2d-medium-replay-v2,74.5362,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,1,walker2d-expert-v2,108.7345,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.2,0.05,2,hopper-medium-v2,46.7938,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,hopper-medium-replay-v2,29.8024,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,hopper-expert-v2,93.9963,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,halfcheetah-medium-v2,43.9227,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,halfcheetah-medium-replay-v2,42.5726,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,halfcheetah-expert-v2,93.2361,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,walker2d-medium-v2,73.0463,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,walker2d-medium-replay-v2,66.5282,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,2,walker2d-expert-v2,108.2056,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.2,0.05,3,hopper-medium-v2,46.471,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,hopper-medium-replay-v2,41.4018,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,hopper-expert-v2,105.6424,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,halfcheetah-medium-v2,44.1561,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,halfcheetah-medium-replay-v2,43.0977,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,halfcheetah-expert-v2,92.0929,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,walker2d-medium-v2,80.9275,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,walker2d-medium-replay-v2,45.7039,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.2,0.05,3,walker2d-expert-v2,108.0378,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,0,hopper-medium-v2,51.1198,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,hopper-medium-replay-v2,32.7341,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,hopper-expert-v2,101.7922,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,halfcheetah-medium-v2,44.9884,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,halfcheetah-medium-replay-v2,43.1026,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,halfcheetah-expert-v2,95.9749,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,walker2d-medium-v2,82.5452,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,walker2d-medium-replay-v2,82.6292,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,0,walker2d-expert-v2,108.1404,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.4,0.1,1,hopper-medium-v2,49.2118,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,hopper-medium-replay-v2,65.4246,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,hopper-expert-v2,108.7046,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,halfcheetah-medium-v2,44.8368,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,halfcheetah-medium-replay-v2,43.7176,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,halfcheetah-expert-v2,96.1604,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,walker2d-medium-v2,79.8331,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,walker2d-medium-replay-v2,86.0126,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,1,walker2d-expert-v2,109.5706,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.4,0.1,2,hopper-medium-v2,43.7322,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,hopper-medium-replay-v2,46.5379,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,hopper-expert-v2,100.4735,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,halfcheetah-medium-v2,45.3889,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,halfcheetah-medium-replay-v2,44.3877,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,halfcheetah-expert-v2,95.4562,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,walker2d-medium-v2,82.6223,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,walker2d-medium-replay-v2,46.3638,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,2,walker2d-expert-v2,108.6252,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.4,0.1,3,hopper-medium-v2,53.4797,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,hopper-medium-replay-v2,54.3396,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,hopper-expert-v2,99.1069,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,halfcheetah-medium-v2,45.1892,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,halfcheetah-medium-replay-v2,43.1471,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,halfcheetah-expert-v2,92.6531,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,walker2d-medium-v2,78.4283,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,walker2d-medium-replay-v2,77.7098,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.4,0.1,3,walker2d-expert-v2,108.6511,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.7,0.175,0,hopper-medium-v2,50.3255,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,hopper-medium-replay-v2,38.2591,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,hopper-expert-v2,98.8332,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,halfcheetah-medium-v2,46.1122,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,halfcheetah-medium-replay-v2,44.7779,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,halfcheetah-expert-v2,92.84,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,walker2d-medium-v2,78.6272,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,walker2d-medium-replay-v2,84.9733,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,0,walker2d-expert-v2,109.0716,available,K=4/Imp/seed0.csv
I-MART-4,4,Imp,0.7,0.175,1,hopper-medium-v2,47.1945,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,hopper-medium-replay-v2,62.5555,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,hopper-expert-v2,109.2127,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,halfcheetah-medium-v2,46.2821,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,halfcheetah-medium-replay-v2,44.9054,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,halfcheetah-expert-v2,95.7815,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,walker2d-medium-v2,78.9795,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,walker2d-medium-replay-v2,79.8485,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,1,walker2d-expert-v2,109.5248,available,K=4/Imp/seed1.csv
I-MART-4,4,Imp,0.7,0.175,2,hopper-medium-v2,45.4536,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,hopper-medium-replay-v2,51.1055,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,hopper-expert-v2,108.6551,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,halfcheetah-medium-v2,46.0597,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,halfcheetah-medium-replay-v2,44.1142,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,halfcheetah-expert-v2,96.0808,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,walker2d-medium-v2,84.8036,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,walker2d-medium-replay-v2,76.8554,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,2,walker2d-expert-v2,109.4669,available,K=4/Imp/seed2.csv
I-MART-4,4,Imp,0.7,0.175,3,hopper-medium-v2,49.728,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.7,0.175,3,hopper-medium-replay-v2,48.5616,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.7,0.175,3,hopper-expert-v2,100.3335,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.7,0.175,3,halfcheetah-medium-v2,46.8825,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.7,0.175,3,halfcheetah-medium-replay-v2,44.0198,available,K=4/Imp/seed3.csv
I-MART-4,4,Imp,0.7,0.175,3,halfcheetah-expert-v2,93.3903,available,K=4/Imp/seed3.csv
