method,T,seeds,available_runs,expected_runs,status,mean_score,std_seed_task_means,score_below_20_runs,score_below_20_task_means
E-MART-3,20,"0,1,2,3",36,36,complete,25.58816388888889,4.055224300214655,23,5
E-MART-3,24,"0,1",0,18,missing,,,,
E-MART-3,24,"2,3",18,18,complete,24.98036666666667,3.187590229136875,11,6
E-MART-3,24,"0,1,2,3",18,36,partial,,,,
E-MART-3,28,"0,1",0,18,missing,,,,
E-MART-3,28,"2,3",18,18,complete,22.218777777777778,0.8779437795212162,12,6
E-MART-3,28,"0,1,2,3",18,36,partial,,,,
E-MART-3,34,"0,1",0,18,missing,,,,
E-MART-3,34,"2,3",18,18,complete,26.255166666666668,7.3033445327432425,11,5
E-MART-3,34,"0,1,2,3",18,36,partial,,,,
E-MART-3,40,"0,1",0,18,missing,,,,
E-MART-3,40,"2,3",18,18,complete,15.817733333333333,6.858904350541458,12,6
E-MART-3,40,"0,1,2,3",18,36,partial,,,,
