environment,seed,T,K,h,n_states,full_resident,full_relu_cross,full_box_cross,full_tie_cross,full_boundary_ambiguous,full_boundary_touch,full_nonfinite,step_resident,step_relu_cross,step_box_cross,step_tie_cross,step_boundary_ambiguous,step_boundary_touch,step_nonfinite,full_residence_fraction,step_residence_fraction,full_affine_q_max_abs_residual
hopper-medium-replay-v2,0,0.025,1,0.025,512,477,35,0,0,0,0,0,477,35,0,0,0,0,0,0.931640625,0.931640625,2.4868995751603507e-13
hopper-medium-replay-v2,0,0.025,2,0.0125,512,477,35,0,0,0,0,0,491,21,0,0,0,0,0,0.931640625,0.958984375,2.4868995751603507e-13
hopper-medium-replay-v2,0,0.025,4,0.00625,512,477,35,0,0,0,0,0,502,10,0,0,0,0,0,0.931640625,0.98046875,2.4868995751603507e-13
hopper-medium-replay-v2,0,0.025,8,0.003125,512,477,35,0,0,0,0,0,503,9,0,0,0,0,0,0.931640625,0.982421875,2.4868995751603507e-13
hopper-medium-replay-v2,0,0.025,16,0.0015625,512,477,35,0,0,0,0,0,507,5,0,0,0,0,0,0.931640625,0.990234375,2.4868995751603507e-13
hopper-medium-replay-v2,0,0.05,1,0.05,512,450,62,0,0,0,0,0,450,62,0,0,0,0,0,0.87890625,0.87890625,3.304023721284466e-13
hopper-medium-replay-v2,0,0.05,2,0.025,512,450,62,0,0,0,0,0,477,35,0,0,0,0,0,0.87890625,0.931640625,3.304023721284466e-13
hopper-medium-replay-v2,0,0.05,4,0.0125,512,450,62,0,0,0,0,0,491,21,0,0,0,0,0,0.87890625,0.958984375,3.304023721284466e-13
hopper-medium-replay-v2,0,0.05,8,0.00625,512,450,62,0,0,0,0,0,502,10,0,0,0,0,0,0.87890625,0.98046875,3.304023721284466e-13
hopper-medium-replay-v2,0,0.05,16,0.003125,512,450,62,0,0,0,0,0,503,9,0,0,0,0,0,0.87890625,0.982421875,3.304023721284466e-13
hopper-medium-replay-v2,0,0.1,1,0.1,512,406,106,0,0,0,0,0,406,106,0,0,0,0,0,0.79296875,0.79296875,2.4780177909633494e-13
hopper-medium-replay-v2,0,0.1,2,0.05,512,406,106,0,0,0,0,0,450,62,0,0,0,0,0,0.79296875,0.87890625,2.4780177909633494e-13
hopper-medium-replay-v2,0,0.1,4,0.025,512,406,106,0,0,0,0,0,477,35,0,0,0,0,0,0.79296875,0.931640625,2.4780177909633494e-13
hopper-medium-replay-v2,0,0.1,8,0.0125,512,406,106,0,0,0,0,0,491,21,0,0,0,0,0,0.79296875,0.958984375,2.4780177909633494e-13
hopper-medium-replay-v2,0,0.1,16,0.00625,512,406,106,0,0,0,0,0,502,10,0,0,0,0,0,0.79296875,0.98046875,2.4780177909633494e-13
hopper-medium-replay-v2,0,0.2,1,0.2,512,332,180,0,0,0,0,0,332,180,0,0,0,0,0,0.6484375,0.6484375,2.4158453015843406e-13
hopper-medium-replay-v2,0,0.2,2,0.1,512,332,180,0,0,0,0,0,406,106,0,0,0,0,0,0.6484375,0.79296875,2.4158453015843406e-13
hopper-medium-replay-v2,0,0.2,4,0.05,512,332,180,0,0,0,0,0,450,62,0,0,0,0,0,0.6484375,0.87890625,2.4158453015843406e-13
hopper-medium-replay-v2,0,0.2,8,0.025,512,332,180,0,0,0,0,0,477,35,0,0,0,0,0,0.6484375,0.931640625,2.4158453015843406e-13
hopper-medium-replay-v2,0,0.2,16,0.0125,512,332,180,0,0,0,0,0,491,21,0,0,0,0,0,0.6484375,0.958984375,2.4158453015843406e-13
