h,beta,q_scale,converged,iterations,fixed_point_residual_max,explicit_implicit_rms,explicit_move_rms,implicit_move_rms,relative_difference,projection_fraction_explicit,projection_fraction_implicit,projection_fraction_union,environment,seed,checkpoint,n_states,local_loglog_slope_when_identifiable,local_points_eligible,local_max_relative_difference,local_exact_agreement_fraction
0.001,3.214478004644163e-05,186.6555002501624,False,200,6.16610050201416e-05,2.418274561932776e-06,0.0001463625958422199,0.00014627537166234106,0.016532342625080246,0.0,0.0,0.0,walker2d-medium-replay-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed0/params_1000000.pkl,512,,0,,
0.003,9.643434013932489e-05,186.6555002501624,False,200,0.00022722035646438599,1.1408829777792562e-05,0.0004390875401441008,0.0004389203677419573,0.02599293770869127,0.0,0.0,0.0,walker2d-medium-replay-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed0/params_1000000.pkl,512,,0,,
0.01,0.00032144780046441625,186.6555002501624,False,200,0.0007574018090963364,7.193212513811886e-05,0.0014636253472417593,0.0014574173837900162,0.049355885237940045,0.0,0.0,0.0,walker2d-medium-replay-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed0/params_1000000.pkl,512,,0,,
0.03,0.0009643434013932487,186.6555002501624,False,200,0.005543649196624756,0.00046329779434017837,0.004390875808894634,0.0043545858934521675,0.10639307747651101,0.0,0.0,0.0,walker2d-medium-replay-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed0/params_1000000.pkl,512,,0,,
0.1,0.0032144780046441633,186.6555002501624,False,200,0.031952112913131714,0.002762407064437866,0.014579249545931816,0.014352021738886833,0.19247511707379306,0.001953125,0.001953125,0.001953125,walker2d-medium-replay-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed0/params_1000000.pkl,512,,0,,
0.001,3.092534605757971e-05,194.01561388605444,False,200,8.83638858795166e-05,2.683673073988757e-06,0.00014934341015759856,0.00014927516167517751,0.017978028252472605,0.0,0.0,0.0,walker2d-medium-replay-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed1/params_1000000.pkl,512,,0,,
0.003,9.277603817273913e-05,194.01561388605444,False,200,0.0003178119659423828,1.3889157344237901e-05,0.00044803062337450683,0.00044754124246537685,0.031034362928713567,0.0,0.0,0.0,walker2d-medium-replay-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed1/params_1000000.pkl,512,,0,,
0.01,0.00030925346057579707,194.01561388605444,False,200,0.0013628005981445312,8.695566793903708e-05,0.0014934365171939135,0.0014888220466673374,0.05840568262250248,0.0,0.0,0.0,walker2d-medium-replay-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed1/params_1000000.pkl,512,,0,,
0.03,0.0009277603817273911,194.01561388605444,False,200,0.007253050804138184,0.0004290073411539197,0.004480308387428522,0.004449998028576374,0.09640618678906832,0.0,0.0,0.0,walker2d-medium-replay-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed1/params_1000000.pkl,512,,0,,
0.1,0.003092534605757971,194.01561388605444,False,200,0.019818902015686035,0.0027205825317651033,0.014932453632354736,0.014612685889005661,0.1861794985829418,0.001953125,0.001953125,0.001953125,walker2d-medium-replay-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-medium-replay-v2_tau1_seed1/params_1000000.pkl,512,,0,,
0.001,1.2674512908926705e-05,473.39097313745117,True,2,0.0,0.0,1.770444941939786e-05,1.770444941939786e-05,0.0,0.0,0.0,0.0,walker2d-expert-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed0/params_1000000.pkl,512,,2,0.0,1.0
0.003,3.802353872678012e-05,473.39097313745117,True,2,0.0,0.0,5.3113108151592314e-05,5.3113108151592314e-05,0.0,0.0,0.0,0.0,walker2d-expert-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed0/params_1000000.pkl,512,,2,0.0,1.0
0.01,0.00012674512908926705,473.39097313745117,False,200,0.0006980597972869873,1.3873903299099766e-05,0.0001770433154888451,0.00017689565720502287,0.07842986944003859,0.0,0.0,0.0,walker2d-expert-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed0/params_1000000.pkl,512,,2,0.0,1.0
0.03,0.00038023538726780114,473.39097313745117,False,200,0.002094179391860962,4.397580414661206e-05,0.0005311299464665353,0.0005295626469887793,0.08304174094730638,0.0,0.0,0.0,walker2d-expert-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed0/params_1000000.pkl,512,,2,0.0,1.0
0.1,0.0012674512908926708,473.39097313745117,False,200,0.006980568170547485,0.00019009913376066834,0.001770433271303773,0.0017546606250107288,0.10833954501002493,0.0,0.0,0.0,walker2d-expert-v2,0,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed0/params_1000000.pkl,512,,2,0.0,1.0
0.001,1.2631257508481501e-05,475.01208774907684,True,2,0.0,0.0,1.642402639845386e-05,1.642402639845386e-05,0.0,0.0,0.0,0.0,walker2d-expert-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed1/params_1000000.pkl,512,,3,0.0,1.0
0.003,3.7893772525444505e-05,475.01208774907684,True,2,0.0,0.0,4.927159898215905e-05,4.927159898215905e-05,0.0,0.0,0.0,0.0,walker2d-expert-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed1/params_1000000.pkl,512,,3,0.0,1.0
0.01,0.000126312575084815,475.01208774907684,True,2,0.0,0.0,0.00016423736815340817,0.00016423736815340817,0.0,0.0,0.0,0.0,walker2d-expert-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed1/params_1000000.pkl,512,,3,0.0,1.0
0.03,0.00037893772525444497,475.01208774907684,False,200,0.000457175076007843,1.78689333552029e-05,0.0004927124828100204,0.0004920059582218528,0.036318530409230394,0.0,0.0,0.0,walker2d-expert-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed1/params_1000000.pkl,512,,3,0.0,1.0
0.1,0.0012631257508481503,475.01208774907684,False,200,0.0027848482131958008,0.00014174192619975656,0.0016423766501247883,0.0016590578015893698,0.08543519464118034,0.0,0.0,0.0,walker2d-expert-v2,1,/home/ext_csv/mpi_sweep_lab/results_qnorm/walker2d-expert-v2_tau1_seed1/params_1000000.pkl,512,,3,0.0,1.0
