family,K,integrator,environment,T,seed,tag,score_column,target_d4rl,deployment_d4rl,delta_endpoint_minus_first,host_run_dir
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.05,2,hopper-medium-v2_tau0.05_mpi2_seed2,d4rl_pi2,44.397466008891925,44.16365798272105,-0.23380802617087681,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.05_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.05,3,hopper-medium-v2_tau0.05_mpi2_seed3,d4rl_pi2,42.805896362090465,52.720283099486366,9.914386737395901,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.05_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.1,2,hopper-medium-v2_tau0.1_mpi2_seed2,d4rl_pi2,49.65158489619688,44.23725140778995,-5.414333488406932,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.1_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.1,3,hopper-medium-v2_tau0.1_mpi2_seed3,d4rl_pi2,42.46561103384822,50.9786726750614,8.513061641213177,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.1_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.2,2,hopper-medium-v2_tau0.2_mpi2_seed2,d4rl_pi2,52.85969301822308,44.96077733083692,-7.898915687386165,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.2_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.2,3,hopper-medium-v2_tau0.2_mpi2_seed3,d4rl_pi2,43.58324329734267,54.23050495616474,10.647261658822067,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.2_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.4,2,hopper-medium-v2_tau0.4_mpi2_seed2,d4rl_pi2,47.84584926102114,50.93516432994522,3.089315068924087,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.4_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.4,3,hopper-medium-v2_tau0.4_mpi2_seed3,d4rl_pi2,43.56240539553033,49.13183725959084,5.569431864060512,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.4_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.7,2,hopper-medium-v2_tau0.7_mpi2_seed2,d4rl_pi2,51.87792295609167,46.67920711228818,-5.198715843803491,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.7_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,0.7,3,hopper-medium-v2_tau0.7_mpi2_seed3,d4rl_pi2,42.10597142834733,51.69051146327762,9.584540034930292,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau0.7_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,1.5,2,hopper-medium-v2_tau1.5_mpi2_seed2,d4rl_pi2,46.59987355207995,48.24448275831839,1.6446092062384423,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau1.5_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,1.5,3,hopper-medium-v2_tau1.5_mpi2_seed3,d4rl_pi2,40.83518812299209,49.30540025069713,8.47021212770504,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau1.5_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,2.5,2,hopper-medium-v2_tau2.5_mpi2_seed2,d4rl_pi2,45.19697456511235,50.866999516210164,5.670024951097815,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau2.5_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,2.5,3,hopper-medium-v2_tau2.5_mpi2_seed3,d4rl_pi2,53.23281365389292,63.3803535151796,10.147539861286681,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau2.5_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,4,2,hopper-medium-v2_tau4_mpi2_seed2,d4rl_pi2,45.16898707536913,61.262619841236955,16.093632765867824,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau4_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,4,3,hopper-medium-v2_tau4_mpi2_seed3,d4rl_pi2,44.264559623210374,72.64035423653817,28.3757946133278,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau4_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,7,2,hopper-medium-v2_tau7_mpi2_seed2,d4rl_pi2,57.52441921607602,77.19974788689603,19.675328670820015,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau7_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,7,3,hopper-medium-v2_tau7_mpi2_seed3,d4rl_pi2,54.57476436351561,89.2631811859088,34.688416822393194,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau7_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,10,2,hopper-medium-v2_tau10_mpi2_seed2,d4rl_pi2,3.4341932232682364,0.6856982778462293,-2.7484949454220073,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau10_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,10,3,hopper-medium-v2_tau10_mpi2_seed3,d4rl_pi2,23.53422869834315,4.211357299370915,-19.322871398972232,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau10_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,12,2,hopper-medium-v2_tau12_mpi2_seed2,d4rl_pi2,1.059430736555774,0.8118095514498939,-0.24762118510588016,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau12_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,12,3,hopper-medium-v2_tau12_mpi2_seed3,d4rl_pi2,0.7956918114167344,0.7959790398039752,0.0002872283872408232,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau12_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,14,2,hopper-medium-v2_tau14_mpi2_seed2,d4rl_pi2,0.8408619631314105,0.5800887224360377,-0.2607732406953728,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau14_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,14,3,hopper-medium-v2_tau14_mpi2_seed3,d4rl_pi2,0.6345344914982616,0.5809891068898856,-0.05354538460837599,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau14_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,17,2,hopper-medium-v2_tau17_mpi2_seed2,d4rl_pi2,1.4776914632156217,0.9392920681275526,-0.5383993950880691,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau17_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,17,3,hopper-medium-v2_tau17_mpi2_seed3,d4rl_pi2,0.823724085729426,0.7477428153949032,-0.07598127033452284,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau17_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-v2,20,2,hopper-medium-v2_tau20_mpi2_seed2,d4rl_pi2,1.2231119907412062,0.7818996323801347,-0.44121235836107153,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau20_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-v2,20,3,hopper-medium-v2_tau20_mpi2_seed3,d4rl_pi2,0.6692239734051665,0.5816414236569397,-0.08758254974822677,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-v2_tau20_mpi2_seed3
historical_score_grid_s23,2,implicit,hopper-medium-replay-v2,0.05,2,hopper-medium-replay-v2_tau0.05_mpi2_seed2,d4rl_pi2,12.920134136904709,13.438549399340872,0.5184152624361626,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-replay-v2_tau0.05_mpi2_seed2
historical_score_grid_s23,2,implicit,hopper-medium-replay-v2,0.05,3,hopper-medium-replay-v2_tau0.05_mpi2_seed3,d4rl_pi2,25.275015921809867,17.981468185353915,-7.2935477364559524,/home/ext_csh/MPI_sweep/results/mpi2_s23/hopper-medium-replay-v2_tau0.05_mpi2_seed3
