family,K,integrator,environment,T,seed,tag,score_column,target_d4rl,deployment_d4rl,delta_endpoint_minus_first,host_run_dir
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.05,0,hopper-medium-v2_tau0.05_mpi2_seed0,d4rl_pi2,48.3682589945958,49.30811335912759,0.93985436453179,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.05_mpi2_seed0
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.05,1,hopper-medium-v2_tau0.05_mpi2_seed1,d4rl_pi2,48.60827028764629,47.09221563932967,-1.5160546483166186,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.05_mpi2_seed1
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.1,0,hopper-medium-v2_tau0.1_mpi2_seed0,d4rl_pi2,48.72795176341598,47.922033095704535,-0.8059186677114454,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.1_mpi2_seed0
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.1,1,hopper-medium-v2_tau0.1_mpi2_seed1,d4rl_pi2,50.85343416166002,56.633800926544495,5.7803667648844765,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.1_mpi2_seed1
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.2,0,hopper-medium-v2_tau0.2_mpi2_seed0,d4rl_pi2,50.387878509181085,54.921765893958316,4.5338873847772305,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.2_mpi2_seed0
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.2,1,hopper-medium-v2_tau0.2_mpi2_seed1,d4rl_pi2,47.110500431722926,51.15689158478203,4.046391153059105,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.2_mpi2_seed1
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.4,0,hopper-medium-v2_tau0.4_mpi2_seed0,d4rl_pi2,46.73361391685977,48.91896739052798,2.185353473668215,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.4_mpi2_seed0
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.4,1,hopper-medium-v2_tau0.4_mpi2_seed1,d4rl_pi2,45.5193378013183,50.63555719910645,5.11621939778815,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.4_mpi2_seed1
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.7,0,hopper-medium-v2_tau0.7_mpi2_seed0,d4rl_pi2,54.675258159578874,48.331804690202404,-6.34345346937647,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.7_mpi2_seed0
historical_score_grid_s01,2,implicit,hopper-medium-v2,0.7,1,hopper-medium-v2_tau0.7_mpi2_seed1,d4rl_pi2,44.87296106834523,47.97023012637518,3.0972690580299513,/home/ext_csv/mpi_sweep_lab/results_mpi2/hopper-medium-v2_tau0.7_mpi2_seed1
