family,K,integrator,environment,T,seed,tag,score_column,target_d4rl,deployment_d4rl,delta_endpoint_minus_first,host_run_dir
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.05,0,hopper-medium-v2_tau0.05_mpi3_seed0,d4rl_pi3,50.41160312697931,45.98714001793728,-4.42446310904203,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.05_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.05,1,hopper-medium-v2_tau0.05_mpi3_seed1,d4rl_pi3,47.17020493342344,37.513136342225046,-9.657068591198396,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.05_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.1,0,hopper-medium-v2_tau0.1_mpi3_seed0,d4rl_pi3,50.479697896501904,49.16469496949536,-1.315002927006546,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.1_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.1,1,hopper-medium-v2_tau0.1_mpi3_seed1,d4rl_pi3,40.57431524834969,41.04044360882634,0.4661283604766453,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.1_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.2,0,hopper-medium-v2_tau0.2_mpi3_seed0,d4rl_pi3,53.92634691131042,44.949098342864325,-8.977248568446093,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.2_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.2,1,hopper-medium-v2_tau0.2_mpi3_seed1,d4rl_pi3,51.30120369612783,50.48868236505402,-0.8125213310738104,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.2_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.4,0,hopper-medium-v2_tau0.4_mpi3_seed0,d4rl_pi3,57.1824636379912,45.630010974484506,-11.552452663506692,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.4_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.4,1,hopper-medium-v2_tau0.4_mpi3_seed1,d4rl_pi3,44.06637531706964,46.65551386271411,2.5891385456444667,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.4_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.7,0,hopper-medium-v2_tau0.7_mpi3_seed0,d4rl_pi3,46.9872303337966,52.89385434902972,5.90662401523312,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.7_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,0.7,1,hopper-medium-v2_tau0.7_mpi3_seed1,d4rl_pi3,50.68397636041189,47.50345328961304,-3.1805230707988486,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau0.7_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,1.5,0,hopper-medium-v2_tau1.5_mpi3_seed0,d4rl_pi3,49.85336831603202,44.849301194570735,-5.004067121461283,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau1.5_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,1.5,1,hopper-medium-v2_tau1.5_mpi3_seed1,d4rl_pi3,48.66684408985515,59.007673840541564,10.340829750686417,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau1.5_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,2.5,0,hopper-medium-v2_tau2.5_mpi3_seed0,d4rl_pi3,56.08267194179748,43.33274687616826,-12.74992506562922,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau2.5_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,2.5,1,hopper-medium-v2_tau2.5_mpi3_seed1,d4rl_pi3,54.85603433906769,62.768028913893744,7.911994574826053,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau2.5_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,4,0,hopper-medium-v2_tau4_mpi3_seed0,d4rl_pi3,51.03549247077021,55.82887349601117,4.793381025240961,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau4_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,4,1,hopper-medium-v2_tau4_mpi3_seed1,d4rl_pi3,47.34474952909299,60.40822056172398,13.063471032630993,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau4_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,7,0,hopper-medium-v2_tau7_mpi3_seed0,d4rl_pi3,57.421539907310745,97.78300505490807,40.36146514759733,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau7_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,7,1,hopper-medium-v2_tau7_mpi3_seed1,d4rl_pi3,49.562907479627754,91.05273365328065,41.4898261736529,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau7_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,10,0,hopper-medium-v2_tau10_mpi3_seed0,d4rl_pi3,57.04109796853213,101.68562558904912,44.644527620516996,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau10_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,10,1,hopper-medium-v2_tau10_mpi3_seed1,d4rl_pi3,53.05579075582809,97.38393610753971,44.32814535171162,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau10_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,12,0,hopper-medium-v2_tau12_mpi3_seed0,d4rl_pi3,60.06567475310752,85.97211597593285,25.90644122282533,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau12_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,12,1,hopper-medium-v2_tau12_mpi3_seed1,d4rl_pi3,66.5595900843958,101.20270022242109,34.64311013802529,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau12_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,14,0,hopper-medium-v2_tau14_mpi3_seed0,d4rl_pi3,58.319384434928935,89.85745474521019,31.538070310281256,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau14_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,14,1,hopper-medium-v2_tau14_mpi3_seed1,d4rl_pi3,58.14626347138198,86.41817407564847,28.271910604266488,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau14_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,17,0,hopper-medium-v2_tau17_mpi3_seed0,d4rl_pi3,2.0562975314758236,0.8302726313399974,-1.226024900135826,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau17_mpi3_seed0
historical_score_grid_s01,3,implicit,hopper-medium-v2,17,1,hopper-medium-v2_tau17_mpi3_seed1,d4rl_pi3,1.6884551018938814,0.6087662284120998,-1.0796888734817816,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau17_mpi3_seed1
historical_score_grid_s01,3,implicit,hopper-medium-v2,20,0,hopper-medium-v2_tau20_mpi3_seed0,d4rl_pi3,0.579439471856494,0.7326837906838056,0.1532443188273116,/home/ext_csv/mpi_sweep_lab/results_mpi3/hopper-medium-v2_tau20_mpi3_seed0
