task,T,training_seed,method,state_set,metric,actor_a,actor_b,value,n,n_excluded,q_weight,action_grad_norm,paired,checkpoint_hash
hopper-medium-v2,7,1,MART4,dataset,cos_d3_d4,delta,delta,0.03597493842244148,4096,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,dataset,cos_d2_d4,delta,delta,-0.04329763725399971,4096,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,bound_frac,mu1,,0.2130257801899593,1474,0,0.012562856078147888,3.056612253189087,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,bound_frac,mu2,,0.21234735413839892,1474,0,0.012562856078147888,3.052926540374756,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,bound_frac,mu3,,0.22523744911804613,1474,0,0.012555476278066635,3.02388858795166,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,bound_frac,mu4,,0.2394843962008141,1474,0,0.012550816871225834,2.9959261417388916,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,adjacent_rms,mu1,mu2,0.05217039957642555,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,adjacent_rms,mu2,mu3,0.0429128035902977,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,adjacent_rms,mu3,mu4,0.05240512639284134,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.05217039957642555,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.06811536103487015,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.07979291677474976,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,cos_d2_d3,delta,delta,-0.06151638180017471,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,cos_d3_d4,delta,delta,-0.006446811370551586,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,7,1,MART4,rollout_union,cos_d2_d4,delta,delta,-0.07463651150465012,1474,0,,,True,333d00bd6ed883a1c348c636cabaa88bc6936ee898c5e5d7de4c1d357244814c
hopper-medium-v2,10,1,MART4,dataset,bound_frac,mu1,,0.196044921875,4096,0,0.02043749950826168,3.093356132507324,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,bound_frac,mu2,,0.20556640625,4096,0,0.02043749950826168,3.047623872756958,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,bound_frac,mu3,,0.220703125,4096,0,0.020421212539076805,3.0528483390808105,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,bound_frac,mu4,,0.2373046875,4096,0,0.02040826342999935,3.0736114978790283,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,adjacent_rms,mu1,mu2,0.05809952691197395,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,adjacent_rms,mu2,mu3,0.05338957905769348,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,adjacent_rms,mu3,mu4,0.05807158350944519,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,from_mu1_rms,mu1,mu2,0.05809952691197395,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,from_mu1_rms,mu1,mu3,0.08480943739414215,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,from_mu1_rms,mu1,mu4,0.10799194872379303,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,cos_d2_d3,delta,delta,0.11268676072359085,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,cos_d3_d4,delta,delta,0.08651392161846161,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,dataset,cos_d2_d4,delta,delta,0.0198710635304451,4096,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,bound_frac,mu1,,0.2278162366268093,1589,0,0.017275894060730934,2.6303319931030273,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,bound_frac,mu2,,0.22844556324732537,1589,0,0.017275894060730934,2.6112051010131836,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,bound_frac,mu3,,0.24417872876022656,1589,0,0.01727016270160675,2.613100051879883,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,bound_frac,mu4,,0.25361862806796726,1589,0,0.01726325787603855,2.6788854598999023,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,adjacent_rms,mu1,mu2,0.06067154183983803,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,adjacent_rms,mu2,mu3,0.05692383274435997,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,adjacent_rms,mu3,mu4,0.06508908420801163,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.06067154183983803,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.08029670268297195,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.0991315096616745,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,cos_d2_d3,delta,delta,-0.010099656879901886,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,cos_d3_d4,delta,delta,-0.05794784799218178,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,10,1,MART4,rollout_union,cos_d2_d4,delta,delta,-0.08390971273183823,1589,0,,,True,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3
hopper-medium-v2,14,1,MART4,dataset,bound_frac,mu1,,0.20263671875,4096,0,0.028217023238539696,2.870065212249756,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,bound_frac,mu2,,0.21533203125,4096,0,0.028217023238539696,2.8184638023376465,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,bound_frac,mu3,,0.234619140625,4096,0,0.02819182351231575,2.8371496200561523,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,bound_frac,mu4,,0.24658203125,4096,0,0.02817203849554062,2.828503131866455,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,adjacent_rms,mu1,mu2,0.061590589582920074,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,adjacent_rms,mu2,mu3,0.05885530635714531,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,adjacent_rms,mu3,mu4,0.0669289156794548,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,from_mu1_rms,mu1,mu2,0.061590589582920074,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,from_mu1_rms,mu1,mu3,0.09446980804204941,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,from_mu1_rms,mu1,mu4,0.12591709196567535,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,cos_d2_d3,delta,delta,0.16855721175670624,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,cos_d3_d4,delta,delta,0.13266295194625854,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,dataset,cos_d2_d4,delta,delta,0.07199782133102417,4096,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,bound_frac,mu1,,0.20099564405724954,1607,0,0.023230573162436485,1.8001688718795776,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,bound_frac,mu2,,0.20970752955818295,1607,0,0.023230573162436485,1.7887941598892212,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,bound_frac,mu3,,0.21281891723708773,1607,0,0.02322489023208618,1.7908716201782227,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,bound_frac,mu4,,0.209085252022402,1607,0,0.023219097405672073,1.814566731452942,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,adjacent_rms,mu1,mu2,0.056970562785863876,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,adjacent_rms,mu2,mu3,0.05840450897812843,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,adjacent_rms,mu3,mu4,0.06923361122608185,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.056970562785863876,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.0792558416724205,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.10028691589832306,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,cos_d2_d3,delta,delta,-0.00021465684403665364,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,cos_d3_d4,delta,delta,-0.033730003982782364,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,14,1,MART4,rollout_union,cos_d2_d4,delta,delta,-0.03477739542722702,1607,0,,,True,fc6fe4c69da3bae72598fda1d87c6042769d8a3b4bae88b26c1ef151a5061064
hopper-medium-v2,20,1,MART4,dataset,bound_frac,mu1,,0.20068359375,4096,0,0.04074831306934357,3.1866250038146973,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,bound_frac,mu2,,0.240478515625,4096,0,0.04074831306934357,3.1729180812835693,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,bound_frac,mu3,,0.2587890625,4096,0,0.04069704934954643,3.185065269470215,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,bound_frac,mu4,,0.272216796875,4096,0,0.04065348207950592,3.19498872756958,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,adjacent_rms,mu1,mu2,0.07791701704263687,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,adjacent_rms,mu2,mu3,0.07971930503845215,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,adjacent_rms,mu3,mu4,0.08282796293497086,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,from_mu1_rms,mu1,mu2,0.07791701704263687,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,from_mu1_rms,mu1,mu3,0.1326190084218979,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,from_mu1_rms,mu1,mu4,0.18319746851921082,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,cos_d2_d3,delta,delta,0.3330816626548767,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,cos_d3_d4,delta,delta,0.23365771770477295,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,dataset,cos_d2_d4,delta,delta,0.3132304549217224,4096,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,bound_frac,mu1,,0.21263157894736842,475,0,0.03528262674808502,3.127678871154785,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,bound_frac,mu2,,0.25473684210526315,475,0,0.03528262674808502,3.159174919128418,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,bound_frac,mu3,,0.27578947368421053,475,0,0.0352560393512249,3.1519505977630615,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,bound_frac,mu4,,0.28842105263157897,475,0,0.03521500155329704,3.1038572788238525,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,adjacent_rms,mu1,mu2,0.10196145623922348,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,adjacent_rms,mu2,mu3,0.11390206217765808,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,adjacent_rms,mu3,mu4,0.12361496686935425,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.10196145623922348,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.16660432517528534,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.22285234928131104,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,cos_d2_d3,delta,delta,0.21022027730941772,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,cos_d3_d4,delta,delta,0.1318148821592331,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-v2,20,1,MART4,rollout_union,cos_d2_d4,delta,delta,0.22665223479270935,475,0,,,True,bc29297aa1d30aafbe680b010b3573d34376f661fdb7c5e3b685f1967fa577ef
hopper-medium-replay-v2,4,1,MART4,dataset,bound_frac,mu1,,0.11474609375,4096,0,0.01237043272703886,7.560490131378174,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,bound_frac,mu2,,0.1162109375,4096,0,0.01237043272703886,7.736778259277344,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,bound_frac,mu3,,0.133544921875,4096,0,0.012296362780034542,7.76236629486084,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,bound_frac,mu4,,0.16357421875,4096,0,0.012222354300320148,7.868939399719238,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,adjacent_rms,mu1,mu2,0.12101148813962936,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,adjacent_rms,mu2,mu3,0.09929908812046051,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,adjacent_rms,mu3,mu4,0.09781959652900696,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,from_mu1_rms,mu1,mu2,0.12101148813962936,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,from_mu1_rms,mu1,mu3,0.17121046781539917,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,from_mu1_rms,mu1,mu4,0.21340277791023254,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,cos_d2_d3,delta,delta,0.16044732928276062,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,cos_d3_d4,delta,delta,0.08300115168094635,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,dataset,cos_d2_d4,delta,delta,0.1351170539855957,4096,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,bound_frac,mu1,,0.2006514657980456,1535,0,0.00794848520308733,4.6865234375,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,bound_frac,mu2,,0.2045602605863192,1535,0,0.00794848520308733,4.552248001098633,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,bound_frac,mu3,,0.21042345276872965,1535,0,0.007943746633827686,4.422788143157959,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,bound_frac,mu4,,0.2241042345276873,1535,0,0.007941042073071003,4.364884376525879,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,adjacent_rms,mu1,mu2,0.08652006089687347,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,adjacent_rms,mu2,mu3,0.05214935541152954,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,adjacent_rms,mu3,mu4,0.055835504084825516,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.08652006089687347,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.10462122410535812,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.10800441354513168,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,cos_d2_d3,delta,delta,0.07930078357458115,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,cos_d3_d4,delta,delta,-0.20737861096858978,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,4,1,MART4,rollout_union,cos_d2_d4,delta,delta,-0.10086780041456223,1535,0,,,True,d4cfda952531c0eb9ed94211ab1f2f75a33e59aae2c41a26fdd741e2fc4f531b
hopper-medium-replay-v2,7,1,MART4,dataset,bound_frac,mu1,,0.12060546875,4096,0,0.01994641311466694,6.557033538818359,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,bound_frac,mu2,,0.1376953125,4096,0,0.01994641311466694,6.765681266784668,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,bound_frac,mu3,,0.186279296875,4096,0,0.0198203157633543,6.941247940063477,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,bound_frac,mu4,,0.22314453125,4096,0,0.019698096439242363,6.952260971069336,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,adjacent_rms,mu1,mu2,0.13228650391101837,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,adjacent_rms,mu2,mu3,0.11497512459754944,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,adjacent_rms,mu3,mu4,0.10898168385028839,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,from_mu1_rms,mu1,mu2,0.13228650391101837,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,from_mu1_rms,mu1,mu3,0.20338356494903564,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,from_mu1_rms,mu1,mu4,0.2529442310333252,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,cos_d2_d3,delta,delta,0.2683340907096863,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,cos_d3_d4,delta,delta,0.12702356278896332,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
hopper-medium-replay-v2,7,1,MART4,dataset,cos_d2_d4,delta,delta,0.1433979868888855,4096,0,,,True,53569a44887a2016733772bc254dd8a1e9f49cdcd4f302c355ff3bdb724e3007
