task,T,training_seed,method,state_set,metric,actor_a,actor_b,value,n,n_excluded,q_weight,action_grad_norm,paired,checkpoint_hash
hopper-expert-v2,7,0,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.08268161118030548,1344,0,,,True,cf85d669dbf5ff3da195e643f41d220c4f4404d9ea66aca26624de0004f9633b
hopper-expert-v2,7,0,MART4,rollout_union,cos_d2_d3,delta,delta,-0.1426977664232254,1344,0,,,True,cf85d669dbf5ff3da195e643f41d220c4f4404d9ea66aca26624de0004f9633b
hopper-expert-v2,7,0,MART4,rollout_union,cos_d3_d4,delta,delta,-0.23651018738746643,1344,0,,,True,cf85d669dbf5ff3da195e643f41d220c4f4404d9ea66aca26624de0004f9633b
hopper-expert-v2,7,0,MART4,rollout_union,cos_d2_d4,delta,delta,-0.18228191137313843,1344,0,,,True,cf85d669dbf5ff3da195e643f41d220c4f4404d9ea66aca26624de0004f9633b
hopper-expert-v2,10,0,MART4,dataset,bound_frac,mu1,,0.236083984375,4096,0,0.014294353313744068,1.996826410293579,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,bound_frac,mu2,,0.22607421875,4096,0,0.014294353313744068,1.998663306236267,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,bound_frac,mu3,,0.225830078125,4096,0,0.014293286949396133,1.9924451112747192,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,bound_frac,mu4,,0.227783203125,4096,0,0.014291970059275627,1.9876691102981567,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,adjacent_rms,mu1,mu2,0.0612940713763237,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,adjacent_rms,mu2,mu3,0.050795912742614746,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,adjacent_rms,mu3,mu4,0.05266396701335907,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,from_mu1_rms,mu1,mu2,0.0612940713763237,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,from_mu1_rms,mu1,mu3,0.07643359899520874,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,from_mu1_rms,mu1,mu4,0.07660174369812012,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,cos_d2_d3,delta,delta,-0.04014349728822708,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,cos_d3_d4,delta,delta,-0.15903277695178986,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,dataset,cos_d2_d4,delta,delta,-0.19173021614551544,4096,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,bound_frac,mu1,,0.2583810302534751,1223,0,0.014767922461032867,2.2473175525665283,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,bound_frac,mu2,,0.2624693376941946,1223,0,0.014767922461032867,2.2478561401367188,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,bound_frac,mu3,,0.2583810302534751,1223,0,0.01476672850549221,2.2297098636627197,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,bound_frac,mu4,,0.26737530662305803,1223,0,0.014763622544705868,2.2302701473236084,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,adjacent_rms,mu1,mu2,0.08365247398614883,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,adjacent_rms,mu2,mu3,0.06402619183063507,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,adjacent_rms,mu3,mu4,0.0719570443034172,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.08365247398614883,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.1015203446149826,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.1016879454255104,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,cos_d2_d3,delta,delta,-0.052631936967372894,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,cos_d3_d4,delta,delta,-0.18097072839736938,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,10,0,MART4,rollout_union,cos_d2_d4,delta,delta,-0.17889396846294403,1223,0,,,True,51f81441d59524dce5138520603a366434d87fa32a2e61090c2a9f51d6dcee11
hopper-expert-v2,14,0,MART4,dataset,bound_frac,mu1,,0.2333984375,4096,0,0.01995382271707058,1.826210379600525,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,bound_frac,mu2,,0.23388671875,4096,0,0.01995382271707058,1.818136215209961,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,bound_frac,mu3,,0.238525390625,4096,0,0.019952602684497833,1.8089410066604614,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,bound_frac,mu4,,0.242919921875,4096,0,0.019950637593865395,1.8101515769958496,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,adjacent_rms,mu1,mu2,0.05644380673766136,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,adjacent_rms,mu2,mu3,0.050626348704099655,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,adjacent_rms,mu3,mu4,0.05163159221410751,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,from_mu1_rms,mu1,mu2,0.05644380673766136,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,from_mu1_rms,mu1,mu3,0.07072775065898895,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,from_mu1_rms,mu1,mu4,0.07726847380399704,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,cos_d2_d3,delta,delta,-0.08144088834524155,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,cos_d3_d4,delta,delta,-0.09402499347925186,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,dataset,cos_d2_d4,delta,delta,-0.12593959271907806,4096,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,bound_frac,mu1,,0.24107142857142858,336,0,0.023202015087008476,2.595346212387085,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,bound_frac,mu2,,0.21726190476190477,336,0,0.023202015087008476,2.610645055770874,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,bound_frac,mu3,,0.22023809523809523,336,0,0.02319197729229927,2.6334781646728516,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,bound_frac,mu4,,0.2619047619047619,336,0,0.02317681536078453,2.56821870803833,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,adjacent_rms,mu1,mu2,0.136058509349823,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,adjacent_rms,mu2,mu3,0.1099105104804039,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,adjacent_rms,mu3,mu4,0.12829957902431488,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.136058509349823,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.16232022643089294,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.15885351598262787,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,cos_d2_d3,delta,delta,0.012333287857472897,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,cos_d3_d4,delta,delta,-0.23861092329025269,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,14,0,MART4,rollout_union,cos_d2_d4,delta,delta,-0.097493015229702,336,0,,,True,c5adbd087e19ff6d5c0295dbe4b0a8321357d78e0934a75e9f97316c90fb1c65
hopper-expert-v2,20,0,MART4,dataset,bound_frac,mu1,,0.27099609375,4096,0,1.9852510035889281e-07,1567795.75,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,bound_frac,mu2,,0.411376953125,4096,0,1.9852510035889281e-07,1614230.25,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,bound_frac,mu3,,0.582275390625,4096,0,1.964815083965732e-07,1664812.625,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,bound_frac,mu4,,0.68310546875,4096,0,1.952030004304106e-07,1698715.75,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,adjacent_rms,mu1,mu2,0.20271334052085876,4096,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,adjacent_rms,mu2,mu3,0.16541573405265808,4096,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,adjacent_rms,mu3,mu4,0.12228265404701233,4096,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,from_mu1_rms,mu1,mu2,0.20271334052085876,4096,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,from_mu1_rms,mu1,mu3,0.3452203869819641,4096,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,from_mu1_rms,mu1,mu4,0.4294760227203369,4096,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,cos_d2_d3,delta,delta,0.6671509146690369,4096,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,cos_d3_d4,delta,delta,0.4718703627586365,4088,8,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,dataset,cos_d2_d4,delta,delta,0.4485279321670532,4088,8,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,bound_frac,mu1,,0.2413793103448276,29,0,2.047308669261838e-07,1684790.375,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,bound_frac,mu2,,0.7586206896551724,29,0,2.047308669261838e-07,1755159.625,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,bound_frac,mu3,,0.7931034482758621,29,0,2.0311746595780278e-07,2439269.5,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,bound_frac,mu4,,0.9310344827586207,29,0,1.9373860027371848e-07,1963852.5,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,adjacent_rms,mu1,mu2,0.30926966667175293,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,adjacent_rms,mu2,mu3,0.9038854837417603,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,adjacent_rms,mu3,mu4,0.844907283782959,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.30926966667175293,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,from_mu1_rms,mu1,mu3,1.0213899612426758,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.5660615563392639,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,cos_d2_d3,delta,delta,0.08053887635469437,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,cos_d3_d4,delta,delta,-0.3174946904182434,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
hopper-expert-v2,20,0,MART4,rollout_union,cos_d2_d4,delta,delta,-0.1221865639090538,29,0,,,True,8a56280abc545b59e372f23b1e268bc9e7641610fd2579c8917e6cc7f88d3dfb
halfcheetah-medium-v2,4,0,MART4,dataset,bound_frac,mu1,,0.49755859375,4096,0,0.004581597167998552,10.320638656616211,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,bound_frac,mu2,,0.696533203125,4096,0,0.004581597167998552,9.81673812866211,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,bound_frac,mu3,,0.779052734375,4096,0,0.004575992003083229,9.6624755859375,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,bound_frac,mu4,,0.80615234375,4096,0,0.004572154954075813,9.479670524597168,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,adjacent_rms,mu1,mu2,0.05355163291096687,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,adjacent_rms,mu2,mu3,0.05193139612674713,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,adjacent_rms,mu3,mu4,0.05312780290842056,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,from_mu1_rms,mu1,mu2,0.05355163291096687,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,from_mu1_rms,mu1,mu3,0.07694672048091888,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,from_mu1_rms,mu1,mu4,0.08919155597686768,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,cos_d2_d3,delta,delta,0.08828821033239365,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,cos_d3_d4,delta,delta,-0.10911394655704498,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,dataset,cos_d2_d4,delta,delta,-0.0037037995643913746,4096,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,bound_frac,mu1,,0.5156537753222836,1629,0,0.004300830885767937,8.723782539367676,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,bound_frac,mu2,,0.714548802946593,1629,0,0.004300830885767937,8.456921577453613,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,bound_frac,mu3,,0.7802332719459791,1629,0,0.0042976150289177895,8.194833755493164,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,bound_frac,mu4,,0.8268876611418048,1629,0,0.004295100457966328,8.1202974319458,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,adjacent_rms,mu1,mu2,0.049255549907684326,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,adjacent_rms,mu2,mu3,0.05105851590633392,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,adjacent_rms,mu3,mu4,0.05305160582065582,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.049255549907684326,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.06986909359693527,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.08181062340736389,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,cos_d2_d3,delta,delta,0.007676397915929556,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,cos_d3_d4,delta,delta,-0.16474400460720062,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,4,0,MART4,rollout_union,cos_d2_d4,delta,delta,0.010547254234552383,1629,0,,,True,5e3cafdac489cd1ce323c654175cc5ad8082c63f067dd1e3800d656ff26f7b4b
halfcheetah-medium-v2,7,0,MART4,dataset,bound_frac,mu1,,0.586669921875,4096,0,0.007586917839944363,9.428820610046387,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,bound_frac,mu2,,0.7666015625,4096,0,0.007586917839944363,8.905344009399414,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,bound_frac,mu3,,0.803466796875,4096,0,0.007576888892799616,8.852532386779785,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,bound_frac,mu4,,0.815185546875,4096,0,0.007570131216198206,8.57131576538086,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,adjacent_rms,mu1,mu2,0.059810250997543335,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,adjacent_rms,mu2,mu3,0.057815492153167725,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,adjacent_rms,mu3,mu4,0.06079152598977089,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,from_mu1_rms,mu1,mu2,0.059810250997543335,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,from_mu1_rms,mu1,mu3,0.08902952075004578,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,from_mu1_rms,mu1,mu4,0.1123616099357605,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,cos_d2_d3,delta,delta,0.13190734386444092,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,cos_d3_d4,delta,delta,0.048318732529878616,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,dataset,cos_d2_d4,delta,delta,0.09556277841329575,4096,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,bound_frac,mu1,,0.6384468491406747,1571,0,0.007006912026554346,7.787236213684082,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,bound_frac,mu2,,0.7918523233609166,1571,0,0.007006912026554346,7.403311729431152,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,bound_frac,mu3,,0.8427753023551878,1571,0,0.0070015969686210155,7.259376525878906,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,bound_frac,mu4,,0.841502227880331,1571,0,0.006998231168836355,7.138387680053711,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,adjacent_rms,mu1,mu2,0.05799233913421631,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,adjacent_rms,mu2,mu3,0.05967801809310913,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,adjacent_rms,mu3,mu4,0.06441889703273773,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,from_mu1_rms,mu1,mu2,0.05799233913421631,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,from_mu1_rms,mu1,mu3,0.08227445185184479,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,from_mu1_rms,mu1,mu4,0.10283788293600082,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,cos_d2_d3,delta,delta,0.026508620008826256,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,cos_d3_d4,delta,delta,-0.11671406030654907,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
halfcheetah-medium-v2,7,0,MART4,rollout_union,cos_d2_d4,delta,delta,0.12525609135627747,1571,0,,,True,de88e483eb078ac925e1942b4e01256800282d6957d6c3adfd476184ba24b5f8
