task,T,training_seed,method,actor_index,actor_role,n_episodes,mean_normalized,mean_raw_return,mean_length,n_timeout,pooled_reward_per_step,mean_episode_reward_per_step
halfcheetah-medium-v2,7,0,MART4,4,mu4,10,56.50028061417741,6734.4319941972935,1000.0,10,6.734431994197293,6.734431994197294
halfcheetah-medium-v2,7,0,two_actor_p4,1,target_value,10,49.67286099202137,5886.795630234384,1000.0,10,5.886795630234384,5.886795630234384
halfcheetah-medium-v2,7,0,two_actor_p4,2,deployment,10,56.2003590487717,6697.196195133534,1000.0,10,6.697196195133534,6.697196195133536
halfcheetah-medium-v2,7,1,MART4,1,mu1,10,49.240942918082844,5833.172228424566,1000.0,10,5.833172228424566,5.833172228424566
halfcheetah-medium-v2,7,1,MART4,2,mu2,10,54.29198316470418,6460.267914030657,1000.0,10,6.460267914030657,6.460267914030657
halfcheetah-medium-v2,7,1,MART4,3,mu3,10,56.056479396558174,6679.333278834272,1000.0,10,6.679333278834273,6.679333278834274
halfcheetah-medium-v2,7,1,MART4,4,mu4,10,57.04646570951049,6802.24185119751,1000.0,10,6.80224185119751,6.80224185119751
halfcheetah-medium-v2,7,1,two_actor_p4,1,target_value,10,49.27836096246116,5837.817745594846,1000.0,10,5.837817745594847,5.837817745594846
halfcheetah-medium-v2,7,1,two_actor_p4,2,deployment,10,56.33117924166404,6713.437756187779,1000.0,10,6.713437756187779,6.71343775618778
halfcheetah-medium-v2,10,0,MART4,1,mu1,10,50.889636153734784,6037.86044401676,1000.0,10,6.03786044401676,6.03786044401676
halfcheetah-medium-v2,10,0,MART4,2,mu2,10,55.56656661479302,6618.509730264508,1000.0,10,6.618509730264508,6.618509730264508
halfcheetah-medium-v2,10,0,MART4,3,mu3,10,57.14771594554097,6814.812249191028,1000.0,10,6.814812249191029,6.814812249191029
halfcheetah-medium-v2,10,0,MART4,4,mu4,10,58.08364292668374,6931.0092587693125,1000.0,10,6.931009258769313,6.931009258769313
halfcheetah-medium-v2,10,0,two_actor_p4,1,target_value,10,50.946840347172,6044.962447000611,1000.0,10,6.044962447000611,6.04496244700061
halfcheetah-medium-v2,10,0,two_actor_p4,2,deployment,10,58.44630480664813,6976.034380161206,1000.0,10,6.976034380161206,6.976034380161207
halfcheetah-medium-v2,10,1,MART4,1,mu1,10,51.063204872730815,6059.409311086546,1000.0,10,6.059409311086546,6.059409311086546
halfcheetah-medium-v2,10,1,MART4,2,mu2,10,55.38849290596738,6596.4015606455605,1000.0,10,6.59640156064556,6.59640156064556
halfcheetah-medium-v2,10,1,MART4,3,mu3,10,56.74229506758421,6764.478521679873,1000.0,10,6.764478521679873,6.764478521679872
halfcheetah-medium-v2,10,1,MART4,4,mu4,10,58.82742669992454,7023.351345240534,1000.0,10,7.023351345240535,7.023351345240533
halfcheetah-medium-v2,10,1,two_actor_p4,1,target_value,10,51.12489662500975,6067.068452531218,1000.0,10,6.067068452531218,6.067068452531219
halfcheetah-medium-v2,10,1,two_actor_p4,2,deployment,10,58.547854388821065,6988.641942514,1000.0,10,6.9886419425140005,6.988641942513999
halfcheetah-medium-v2,14,0,MART4,1,mu1,10,52.03580263208791,6180.159063403597,1000.0,10,6.180159063403598,6.180159063403598
halfcheetah-medium-v2,14,0,MART4,2,mu2,10,55.215550415024936,6574.930440909282,1000.0,10,6.574930440909282,6.574930440909282
halfcheetah-medium-v2,14,0,MART4,3,mu3,10,57.98461107119722,6918.714276690186,1000.0,10,6.918714276690186,6.918714276690186
halfcheetah-medium-v2,14,0,MART4,4,mu4,10,57.75822040803213,6890.607470725357,1000.0,10,6.8906074707253575,6.890607470725357
halfcheetah-medium-v2,14,0,two_actor_p4,1,target_value,10,51.899875808710135,6163.283505036121,1000.0,10,6.163283505036121,6.163283505036121
halfcheetah-medium-v2,14,0,two_actor_p4,2,deployment,10,59.09278884491208,7056.296530414258,1000.0,10,7.056296530414258,7.056296530414258
halfcheetah-medium-v2,14,1,MART4,1,mu1,10,51.85221298590953,6157.366080291374,1000.0,10,6.157366080291373,6.157366080291374
halfcheetah-medium-v2,14,1,MART4,2,mu2,10,56.17790560572625,6694.408559998333,1000.0,10,6.694408559998333,6.694408559998334
halfcheetah-medium-v2,14,1,MART4,3,mu3,10,58.72908184038407,7011.141654937509,1000.0,10,7.011141654937509,7.011141654937509
halfcheetah-medium-v2,14,1,MART4,4,mu4,10,59.53994062954217,7111.8112246676155,1000.0,10,7.1118112246676155,7.111811224667616
halfcheetah-medium-v2,14,1,two_actor_p4,1,target_value,10,52.6186553002677,6252.521265190456,1000.0,10,6.252521265190456,6.252521265190454
halfcheetah-medium-v2,14,1,two_actor_p4,2,deployment,10,58.52484452925254,6985.785227271733,1000.0,10,6.985785227271733,6.985785227271732
halfcheetah-medium-v2,20,0,MART4,1,mu1,10,53.417102067794815,6351.64986022339,1000.0,10,6.35164986022339,6.35164986022339
halfcheetah-medium-v2,20,0,MART4,2,mu2,10,58.23669254816961,6950.010643163672,1000.0,10,6.950010643163672,6.950010643163672
halfcheetah-medium-v2,20,0,MART4,3,mu3,10,60.58990549222956,7242.166241313875,1000.0,10,7.242166241313875,7.2421662413138765
halfcheetah-medium-v2,20,0,MART4,4,mu4,10,60.8669391081653,7276.5604604922655,1000.0,10,7.276560460492266,7.276560460492266
halfcheetah-medium-v2,20,0,two_actor_p4,1,target_value,10,53.69835190017043,6386.567530217835,1000.0,10,6.386567530217835,6.386567530217835
halfcheetah-medium-v2,20,0,two_actor_p4,2,deployment,10,60.68232858755705,7253.640733992684,1000.0,10,7.253640733992683,7.253640733992684
halfcheetah-medium-v2,20,1,MART4,1,mu1,10,54.331437214700976,6465.166204941966,1000.0,10,6.465166204941966,6.465166204941966
halfcheetah-medium-v2,20,1,MART4,2,mu2,10,58.20077564604875,6945.551495490994,1000.0,10,6.945551495490994,6.945551495490994
halfcheetah-medium-v2,20,1,MART4,3,mu3,10,58.681736979530605,7005.263705737501,1000.0,10,7.005263705737502,7.0052637057375025
halfcheetah-medium-v2,20,1,MART4,4,mu4,10,59.71251403500105,7133.236521780624,1000.0,10,7.133236521780623,7.133236521780622
halfcheetah-medium-v2,20,1,two_actor_p4,1,target_value,10,52.801546960834266,6275.227592139906,1000.0,10,6.275227592139906,6.275227592139905
halfcheetah-medium-v2,20,1,two_actor_p4,2,deployment,10,59.60035690587698,7119.3120134913215,1000.0,10,7.119312013491322,7.119312013491323
hopper-expert-v2,4,0,MART4,1,mu1,10,107.10420094823219,3465.511356552712,968.0,9,3.580073715447017,3.5863431361722085
hopper-expert-v2,4,0,MART4,2,mu2,10,109.57006498828682,3545.764684679285,1000.0,10,3.545764684679285,3.545764684679284
hopper-expert-v2,4,0,MART4,3,mu3,10,106.05017807062696,3431.207419889809,950.8,8,3.6087583297116206,3.618707476533139
hopper-expert-v2,4,0,MART4,4,mu4,10,87.0265742208804,2812.070477583043,766.6,5,3.668236991368436,3.692944709490469
hopper-expert-v2,4,0,two_actor_p4,1,target_value,10,98.72780447683695,3192.8954768376852,885.1,6,3.6073838852532885,3.623629469825366
hopper-expert-v2,4,0,two_actor_p4,2,deployment,10,106.65492420594985,3450.889320125585,967.4,9,3.56717936750629,3.574583887623652
hopper-expert-v2,4,1,MART4,1,mu1,10,92.92854182575512,3004.154280701368,824.0,5,3.6458183018220485,3.667921929091734
hopper-expert-v2,4,1,MART4,2,mu2,10,102.89614893538476,3328.5572611625844,916.7,7,3.6310213386741403,3.6416199898082757
hopper-expert-v2,4,1,MART4,3,mu3,10,97.7171930117054,3160.00439598236,861.7,6,3.667174650089776,3.6855412684755793
hopper-expert-v2,4,1,MART4,4,mu4,10,107.18750522543448,3468.222554487419,961.9,9,3.6055957526639144,3.6109977696591677
hopper-expert-v2,4,1,two_actor_p4,1,target_value,10,100.27845249495051,3243.362437783241,894.6,7,3.6254889758363973,3.636763838015283
hopper-expert-v2,4,1,two_actor_p4,2,deployment,10,105.25087881996808,3405.193647843793,927.3,6,3.672159654743657,3.6778763763480598
hopper-expert-v2,7,0,MART4,1,mu1,10,104.20425599780069,3371.1305513357233,938.9,7,3.5905107586917917,3.59868742697873
hopper-expert-v2,7,0,MART4,2,mu2,10,110.43266602182777,3573.838659019553,1000.0,10,3.573838659019553,3.5738386590195526
hopper-expert-v2,7,0,MART4,3,mu3,10,105.10027144926565,3400.292022067622,930.6,7,3.6538706448179905,3.6647088903980802
hopper-expert-v2,7,0,MART4,4,mu4,10,91.16977916064454,2946.914078091999,795.7,4,3.7035491744275464,3.71722485185366
hopper-expert-v2,7,0,two_actor_p4,1,target_value,10,110.70736250536467,3582.7788546955535,994.5,9,3.6025931168381633,3.603291178297775
hopper-expert-v2,7,0,two_actor_p4,2,deployment,10,98.29921353120724,3178.9466746194835,858.2,4,3.7042026038446556,3.709179607122781
hopper-expert-v2,7,1,MART4,1,mu1,10,102.80211221564836,3325.4967681255134,927.0,8,3.5873751543964545,3.597538046531902
hopper-expert-v2,7,1,MART4,2,mu2,10,93.42932689210868,3020.4526927784864,820.6,4,3.680785635849971,3.6922143070416467
hopper-expert-v2,7,1,MART4,3,mu3,10,92.79343360592011,2999.757085996839,807.1,4,3.7167105513527927,3.7236849459907484
hopper-expert-v2,7,1,MART4,4,mu4,10,96.7492618741995,3128.502377249621,857.4,5,3.6488247926867516,3.64626860323684
hopper-expert-v2,7,1,two_actor_p4,1,target_value,10,97.54809248207393,3154.5008969773653,868.6,6,3.6317072265454353,3.649688348135738
hopper-expert-v2,7,1,two_actor_p4,2,deployment,10,98.6801513873032,3191.344572583243,867.6,6,3.6783593506030923,3.6796523811487263
hopper-expert-v2,10,0,MART4,1,mu1,10,107.70723070261383,3485.137395929727,962.4,7,3.6212982085720355,3.6260647927113867
hopper-expert-v2,10,0,MART4,2,mu2,10,103.44688948581711,3346.4815105893604,910.3,7,3.676240262099704,3.6836107188770093
hopper-expert-v2,10,0,MART4,3,mu3,10,90.45582048721919,2923.6777768375514,782.1,4,3.7382403488525147,3.7452753428434384
hopper-expert-v2,10,0,MART4,4,mu4,10,72.1537557984125,2328.0238482324658,619.4,0,3.758514446613603,3.7534841157679195
hopper-expert-v2,10,0,two_actor_p4,1,target_value,10,104.47839967501291,3380.05275553018,930.5,7,3.6325123648900375,3.6431790053589195
hopper-expert-v2,10,0,two_actor_p4,2,deployment,10,106.22414187607494,3436.869197722642,937.4,8,3.6663848919592943,3.6616793497301954
hopper-expert-v2,10,1,MART4,1,mu1,10,91.6371545239256,2962.1251472257377,803.7,4,3.6856104855365652,3.697083674535288
hopper-expert-v2,10,1,MART4,2,mu2,10,95.36061512199014,3083.3078646379336,839.4,5,3.6732283352846484,3.680090543504769
hopper-expert-v2,10,1,MART4,3,mu3,10,46.09400467757429,1479.8904055017376,415.1,1,3.565141906773639,3.5296713165316014
hopper-expert-v2,10,1,MART4,4,mu4,10,30.883688734190024,984.8596753053537,293.6,0,3.354426687007335,3.125338009629267
hopper-expert-v2,10,1,two_actor_p4,1,target_value,10,104.73385067877783,3388.366593151558,935.1,7,3.623533946264098,3.629386555659501
hopper-expert-v2,10,1,two_actor_p4,2,deployment,10,94.11679281549155,3042.826768327218,819.8,3,3.7116696368958504,3.7100470948731243
hopper-expert-v2,14,0,MART4,1,mu1,10,90.68467577951,2931.126037798975,790.8,4,3.706532672988082,3.7250242763547683
hopper-expert-v2,14,0,MART4,2,mu2,10,111.32739734930767,3602.9583370078717,1000.0,10,3.602958337007872,3.602958337007872
hopper-expert-v2,14,0,MART4,3,mu3,10,58.7980295293104,1893.352079946658,501.0,0,3.779145868157002,3.7786315184232024
