method,0.05,0.1,0.2,0.4,0.7,1.5,2.5,4,7,10,12,14,17,20
TD3+BC,63.814139,62.565497,64.581297,65.937842,67.692322,74.785039,67.408886,45.930278,30.357117,23.766331,21.636069,18.960511,18.917817,18.088636
BAR-Prox K=2,60.447653,64.191336,67.901922,69.613500,73.646944,78.049669,80.659997,74.478578,58.876222,41.135472,32.170439,29.549664,25.952275,26.250561
BAR-Prox K=3,60.142989,60.824225,68.084428,71.007644,73.316725,78.953506,81.409872,81.262503,71.003431,51.143358,49.744764,41.676403,32.749464,35.832600
BAR-Prox K=4,59.587058,63.947986,68.707994,71.255433,73.262461,77.700736,81.252225,82.064281,81.789075,74.348886,67.883169,54.278550,52.143078,35.290586
BAR-Lin K=2,60.976322,63.124889,66.202250,72.070650,67.975328,72.697672,80.100339,73.947744,45.628800,39.980889,27.092033,25.097733,24.405944,20.633383
BAR-Lin K=3,58.317822,59.970922,63.691961,70.517839,73.228678,77.136328,76.936289,75.310217,66.469000,45.783689,30.650600,39.542856,25.744406,23.878317
