task,T,training_seed,kind,hop,first_source,continuation_source,evaluation_seed,raw_return,discounted_return,normalized_score,episode_length,terminated,truncated,q_mart_first,q_mart_cont_action,delta_q_mart,q_two_first,q_two_cont_action,delta_q_two,first_action_rms,checkpoint_hash_mart,checkpoint_hash_two
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,mart_polyak_mu1,10003,1732.913296155331,238.71238862296968,53.86838689869976,530,1,0,220.0009002685547,219.65185546875,0.3490447998046875,218.2539520263672,217.95188903808594,0.30206298828125,0.08591487258672714,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,mart_polyak_mu1,10004,1507.4550945606247,237.36983952343292,46.94095740978244,463,1,0,220.38954162597656,220.08445739746094,0.305084228515625,219.04112243652344,218.73941040039062,0.3017120361328125,0.09356014430522919,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,mart_polyak_mu1,10005,2233.116229574685,239.02822406481116,69.237623976361,680,1,0,220.8363494873047,220.53916931152344,0.29718017578125,219.00096130371094,218.7505340576172,0.25042724609375,0.07539041340351105,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,mart_polyak_mu1,10006,1588.7725853380462,237.2149232519789,49.43951891516038,496,1,0,220.99781799316406,220.62400817871094,0.373809814453125,219.80274963378906,219.4640350341797,0.338714599609375,0.10623729228973389,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,mart_polyak_mu1,10007,2214.0576063403564,238.6540175283969,68.65202865235948,676,1,0,221.42051696777344,221.12289428710938,0.2976226806640625,220.11595153808594,219.83888244628906,0.277069091796875,0.09050426632165909,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,mart_polyak_mu1,10008,2290.4857838769367,238.04746427094972,71.00036110203845,696,1,0,221.2458953857422,220.9065399169922,0.33935546875,220.04505920410156,219.75863647460938,0.2864227294921875,0.08713948726654053,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,mart_polyak_mu1,10009,1483.734650075967,237.02680801507034,46.21212294977625,457,1,0,220.67481994628906,220.3411407470703,0.33367919921875,219.4206085205078,219.1166534423828,0.303955078125,0.09157396852970123,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10000,3276.7226043576898,251.29927131411958,101.30347708952465,978,1,0,201.9398193359375,200.89683532714844,1.0429840087890625,203.15386962890625,202.62890625,0.52496337890625,0.1591893881559372,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10001,1866.134891332225,249.54380168788362,57.96175409697112,553,1,0,202.4625701904297,201.4237823486328,1.038787841796875,204.3023681640625,203.78990173339844,0.5124664306640625,0.14733463525772095,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10002,3245.5825718630786,250.67795611809248,100.34666834243457,1000,0,1,201.72438049316406,200.56146240234375,1.1629180908203125,202.99929809570312,202.36878967285156,0.6305084228515625,0.16318097710609436,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10003,3252.7706876848993,250.53162347657266,100.56753041425819,1000,0,1,201.1319580078125,200.09197998046875,1.03997802734375,202.3030548095703,201.80474853515625,0.4983062744140625,0.17601853609085083,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10004,1868.4485948327617,250.51862163188824,58.0328449588021,557,1,0,202.38406372070312,201.21798706054688,1.16607666015625,203.751953125,203.18238830566406,0.5695648193359375,0.15648365020751953,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10005,1867.8803783187361,250.24147931743443,58.0153859362094,559,1,0,202.1234893798828,201.0713348388672,1.052154541015625,203.1251220703125,202.5450439453125,0.580078125,0.16192984580993652,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10006,3248.6881429733025,249.05600999417723,100.44209013120395,1000,0,1,203.08470153808594,202.15005493164062,0.9346466064453125,205.29685974121094,204.79513549804688,0.5017242431640625,0.1390157788991928,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10007,1768.6825345869509,249.95198179928633,54.96743264356362,526,1,0,203.1759033203125,202.11021423339844,1.0656890869140625,204.65916442871094,204.29615783691406,0.363006591796875,0.13912314176559448,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10008,3254.94017958921,249.33562054117806,100.6341902300803,1000,0,1,202.860107421875,202.02984619140625,0.83026123046875,205.14791870117188,204.86265563964844,0.2852630615234375,0.13904045522212982,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,mart_polyak_mu1,10009,3241.8878861077987,248.9696427673362,100.23314541502555,1000,0,1,202.53822326660156,201.54148864746094,0.996734619140625,204.35386657714844,203.9894256591797,0.36444091796875,0.14770729839801788,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10000,1505.5774655476516,237.39387134087372,46.88326537417799,462,1,0,220.6815643310547,220.33876037597656,0.342803955078125,218.96434020996094,218.64193725585938,0.3224029541015625,0.10217062383890152,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10001,1403.513840035246,235.93073609198808,43.74725806054095,436,1,0,220.40525817871094,220.0738525390625,0.3314056396484375,219.29286193847656,218.9718475341797,0.321014404296875,0.10194859653711319,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10002,1369.2072097266373,236.42057872107011,42.69315241796839,427,1,0,220.5066375732422,220.2039794921875,0.3026580810546875,218.8708953857422,218.6376495361328,0.233245849609375,0.09033289551734924,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10003,1563.4070764146124,238.3497107547039,48.66013819946804,481,1,0,220.0009002685547,219.63075256347656,0.370147705078125,218.2539520263672,217.9329376220703,0.321014404296875,0.09164365381002426,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10004,1515.1685172770042,237.48712228344394,47.17796006308129,465,1,0,220.38954162597656,220.06727600097656,0.322265625,219.04112243652344,218.73155212402344,0.3095703125,0.09891608357429504,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10005,1727.300790780651,238.81322824128515,53.69593703897295,526,1,0,220.8363494873047,220.48582458496094,0.35052490234375,219.00096130371094,218.7079315185547,0.29302978515625,0.08896031975746155,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10006,1516.3766961882193,236.48217817623348,47.21508257252312,466,1,0,220.99781799316406,220.62132263183594,0.376495361328125,219.80274963378906,219.4641876220703,0.33856201171875,0.108819879591465,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10007,1512.2146099541646,236.79609874527256,47.08719829637229,465,1,0,221.42051696777344,221.1020050048828,0.318511962890625,220.11595153808594,219.82362365722656,0.292327880859375,0.09879197180271149,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10008,1570.49868995636,236.65662185682754,48.87803514189739,492,1,0,221.2458953857422,220.8905029296875,0.3553924560546875,220.04505920410156,219.74888610839844,0.296173095703125,0.09142972528934479,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,1,hybrid,,two_actor_deploy,two_actor_polyak_target,10009,1851.1524192627915,238.19629762416207,57.50140260788557,570,1,0,220.67481994628906,220.33436584472656,0.3404541015625,219.4206085205078,219.1134033203125,0.3072052001953125,0.09442166984081268,6aa372aefdb40f3dac09e1f026d781d3bab7e63f4735743c358c1bda69a1acc3,6ebbfe48b0b39daa531a6300b8c744a704986b2a138644d5d4bcc99179fdfbde
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10000,1718.5046946253758,238.87162797672147,53.4256681578127,524,1,0,217.9370574951172,217.592529296875,0.3445281982421875,217.65696716308594,217.42269897460938,0.2342681884765625,0.08946017175912857,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10001,1441.4513964404684,237.29124596520845,44.912927551027884,445,1,0,218.32766723632812,217.97108459472656,0.3565826416015625,218.03155517578125,217.73358154296875,0.2979736328125,0.08754998445510864,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10002,1578.7916817423127,238.18197266447635,49.132845636450305,490,1,0,217.9224090576172,217.56527709960938,0.3571319580078125,217.62620544433594,217.3664093017578,0.259796142578125,0.08869688957929611,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10003,2705.6128971007392,240.04411894672316,83.75555823150592,820,1,0,217.1749725341797,216.84483337402344,0.33013916015625,216.97450256347656,216.74229431152344,0.232208251953125,0.08920811861753464,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10004,1744.8271720461812,238.18794951136033,54.23445269089454,534,1,0,217.9801025390625,217.6462860107422,0.3338165283203125,217.6840057373047,217.4300079345703,0.253997802734375,0.08324869722127914,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10005,1567.4772618262793,237.97972730304772,48.785198730629496,485,1,0,217.8541717529297,217.54757690429688,0.3065948486328125,217.744140625,217.48216247558594,0.2619781494140625,0.08479490131139755,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10006,2427.4053688212025,238.52853233284026,75.20735274680592,738,1,0,218.82859802246094,218.464599609375,0.3639984130859375,218.71974182128906,218.31903076171875,0.4007110595703125,0.08920998871326447,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10007,2142.5354316051125,240.0731669373943,66.45443806187346,654,1,0,219.023681640625,218.5846710205078,0.4390106201171875,218.86729431152344,218.55654907226562,0.3107452392578125,0.08750037848949432,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10008,1769.909428705394,237.98447709223302,55.00513019652805,540,1,0,218.91624450683594,218.5327911376953,0.383453369140625,218.92323303222656,218.5796661376953,0.34356689453125,0.090723916888237,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,hybrid,,two_actor_deploy,two_actor_polyak_target,10009,2957.1368804623876,239.19192172482315,91.48388502194875,893,1,0,218.3741912841797,217.99868774414062,0.3755035400390625,218.22427368164062,217.90631103515625,0.317962646484375,0.0890912264585495,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10000,3241.1679089341665,251.4753383467858,100.21102339387622,1000,0,1,206.0521240234375,203.62477111816406,2.4273529052734375,204.19309997558594,202.79493713378906,1.398162841796875,0.2274724543094635,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10001,3241.5602049449335,250.70211714204285,100.22307708247193,1000,0,1,206.48143005371094,204.83758544921875,1.6438446044921875,205.23545837402344,204.00613403320312,1.2293243408203125,0.18813012540340424,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10002,3264.3039447367705,252.97273320361614,100.92190131067838,1000,0,1,206.1141815185547,203.58139038085938,2.5327911376953125,204.02169799804688,202.4891357421875,1.532562255859375,0.2372412383556366,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10003,1940.9234294377409,253.33017022810282,60.259706979769824,574,1,0,206.66433715820312,204.36367797851562,2.3006591796875,203.6724853515625,202.09555053710938,1.576934814453125,0.23012740910053253,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10004,3247.356544597283,252.0690945080345,100.4011754348559,1000,0,1,206.61122131347656,204.11862182617188,2.4925994873046875,204.68963623046875,203.35433959960938,1.335296630859375,0.21447521448135376,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10005,3260.6667649711176,252.78223797409044,100.81014531250727,1000,0,1,207.35977172851562,204.41094970703125,2.948822021484375,204.54583740234375,202.9736785888672,1.5721588134765625,0.24411681294441223,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10006,3247.7538812913904,250.077367846187,100.4133840035055,1000,0,1,207.59954833984375,206.35255432128906,1.2469940185546875,206.32015991210938,205.2091064453125,1.111053466796875,0.1941249668598175,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10007,1526.757329235595,250.91256711896747,47.53403793975918,461,1,0,207.48963928222656,204.9684600830078,2.52117919921875,205.8609619140625,204.20941162109375,1.65155029296875,0.21646684408187866,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10008,3252.230034755423,251.4646079941582,100.55091831046055,1000,0,1,208.11407470703125,206.43304443359375,1.6810302734375,206.38079833984375,204.68373107910156,1.6970672607421875,0.22942835092544556,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,0,hybrid,3,mart_hop,two_actor_polyak_target,10009,3247.654562902465,250.62256926670054,100.41033234634081,1000,0,1,207.52081298828125,205.60903930664062,1.911773681640625,205.77244567871094,204.34884643554688,1.4235992431640625,0.22828912734985352,95fa8be2e5439c7708acc429dde5034367ef928cf3096282e9a37a8ee6acad28,df254c3d6c7df282cb71dd6b01f62ee8f945c8c41b1d2c1e9717bb364836b4e9
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10000,3237.7342996011553,250.48258613972996,100.10552230152881,1000,0,1,201.9398193359375,200.71058654785156,1.2292327880859375,203.15386962890625,202.54885864257812,0.605010986328125,0.1747354418039322,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10001,3206.6335715222344,247.16230798126492,99.14992122205237,1000,0,1,202.4625701904297,201.18402099609375,1.2785491943359375,204.3023681640625,203.6920166015625,0.6103515625,0.16373617947101593,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10002,3226.493984137556,250.74661449373977,99.76015232937206,1000,0,1,201.72438049316406,200.2972869873047,1.427093505859375,202.99929809570312,202.374267578125,0.625030517578125,0.19842581450939178,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10003,3228.870368040493,248.5354244339743,99.83316910946591,1000,0,1,201.1319580078125,199.61444091796875,1.51751708984375,202.3030548095703,201.6333465576172,0.669708251953125,0.23387393355369568,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10004,3250.9615428111606,252.20151254515625,100.51194262255483,1000,0,1,202.38406372070312,201.03070068359375,1.353363037109375,203.751953125,203.1089324951172,0.6430206298828125,0.17887932062149048,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10005,3204.517922529768,250.83008027859577,99.08491578372747,961,1,0,202.1234893798828,200.92706298828125,1.1964263916015625,203.1251220703125,202.48532104492188,0.639801025390625,0.2235257625579834,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10006,3207.7234220816945,247.34744938028516,99.1834079741453,1000,0,1,203.08470153808594,201.9626007080078,1.122100830078125,205.29685974121094,204.6639404296875,0.6329193115234375,0.16314594447612762,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10007,3218.4759391213847,251.0447182111129,99.51378985022686,1000,0,1,203.1759033203125,201.9882354736328,1.1876678466796875,204.65916442871094,204.28892517089844,0.3702392578125,0.16453292965888977,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10008,2391.752069787715,249.8659445451127,74.11186935629365,713,1,0,202.860107421875,201.80136108398438,1.058746337890625,205.14791870117188,204.77206420898438,0.3758544921875,0.19328340888023376,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-replay-v2,10,1,hybrid,3,mart_hop,two_actor_polyak_target,10009,2040.610895930825,250.0772407335799,63.32270442308779,602,1,0,202.53822326660156,201.2495880126953,1.28863525390625,204.35386657714844,203.87594604492188,0.4779205322265625,0.18974024057388306,e7f827ecf0e3aaed0fa772d58f597439b77fc47b3ae2565b7cd551ecc60b8db3,4000e5ce69f8f0ae9110dc7f51294a78e44c105a71977db512b1fc314329b1f2
hopper-medium-v2,10,0,baseline,,mart_polyak_mu1,mart_polyak_mu1,10000,1397.7759233048573,237.1118265354659,43.57095481106102,433,1,0,217.62161254882812,217.62161254882812,0.0,217.39588928222656,217.39588928222656,0.0,0.0,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,baseline,,mart_polyak_mu1,mart_polyak_mu1,10001,1378.4608407845233,236.19559054676185,42.9774795181428,429,1,0,217.99412536621094,217.99412536621094,0.0,217.71705627441406,217.71705627441406,0.0,0.0,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,baseline,,mart_polyak_mu1,mart_polyak_mu1,10002,1432.8203853218984,237.64578321983325,44.64773107328148,441,1,0,217.5447998046875,217.5447998046875,0.0,217.32672119140625,217.32672119140625,0.0,0.0,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,baseline,,mart_polyak_mu1,mart_polyak_mu1,10003,1481.8661978594062,237.56431999385512,46.15471288045039,455,1,0,216.86985778808594,216.86985778808594,0.0,216.7178955078125,216.7178955078125,0.0,0.0,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,baseline,,mart_polyak_mu1,mart_polyak_mu1,10004,1345.4157687083623,236.12791249204454,41.96213651822254,422,1,0,217.65415954589844,217.65415954589844,0.0,217.40992736816406,217.40992736816406,0.0,0.0,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
hopper-medium-v2,10,0,baseline,,mart_polyak_mu1,mart_polyak_mu1,10005,1386.7657119644603,237.1753431597133,43.23265501899674,430,1,0,217.60897827148438,217.60897827148438,0.0,217.4819793701172,217.4819793701172,0.0,0.0,c18b5784bbb5ff656afb5d80ca61d1b5a828853cc6108b710ad009500f1d0f3d,11d881d2cdb89c2d671efbb1858f595689221bb8c08588fb35a4307829be8480
