environment,seed,tau,method,hop,n_hops,ref_method,hop_vs_mpi1_final_rms,relative_hop_vs_mpi1_final,hop_vs_prev_rms,hop_vs_aD_rms,is_final_hop,n_states
halfcheetah-medium-v2,3,2.5,mpi3,1,3,mpi1,0.1032280894892712,0.38599693143567787,0.25525519269952457,0.25525519269952457,False,512
halfcheetah-medium-v2,3,2.5,mpi3,2,3,mpi1,0.106429984737685,0.3979696584984475,0.08686618533816248,0.26770819477131735,False,512
halfcheetah-medium-v2,3,2.5,mpi3,3,3,mpi1,0.11873449229061293,0.4439794430615042,0.06954546297729887,0.2795353708445802,True,512
halfcheetah-medium-v2,3,4.0,mpi1,1,1,mpi1,0.0,0.0,0.2776604436365901,0.2776604436365901,True,512
halfcheetah-medium-v2,3,4.0,mpi2,1,2,mpi1,0.10979510537133211,0.3954294098695422,0.26843860629801586,0.26843860629801586,False,512
halfcheetah-medium-v2,3,4.0,mpi2,2,2,mpi1,0.12957350884667523,0.4666617511288887,0.10722497077130666,0.290341156884921,True,512
halfcheetah-medium-v2,3,4.0,mpi3,1,3,mpi1,0.1164101043912082,0.4192534696932526,0.25726413470978504,0.25726413470978504,False,512
halfcheetah-medium-v2,3,4.0,mpi3,2,3,mpi1,0.11993509574146938,0.4319488010991002,0.09876523615444267,0.2757556584421255,False,512
halfcheetah-medium-v2,3,4.0,mpi3,3,3,mpi1,0.13438402835350888,0.483986939563471,0.07815905087509266,0.2913891701991871,True,512
halfcheetah-medium-v2,3,7.0,mpi1,1,1,mpi1,0.0,0.0,0.3141616789463482,0.3141616789463482,True,512
halfcheetah-medium-v2,3,7.0,mpi2,1,2,mpi1,0.17718263284436886,0.5639855040201376,0.27274673568407104,0.27274673568407104,False,512
halfcheetah-medium-v2,3,7.0,mpi2,2,2,mpi1,0.18559522343514176,0.5907634058284915,0.11718481774870428,0.30333847531941494,True,512
halfcheetah-medium-v2,3,7.0,mpi3,1,3,mpi1,0.1825995554695283,0.5812279717944601,0.2635463259803889,0.2635463259803889,False,512
halfcheetah-medium-v2,3,7.0,mpi3,2,3,mpi1,0.1726494255611823,0.5495559679341634,0.11329663380531663,0.29429458645416484,False,512
halfcheetah-medium-v2,3,7.0,mpi3,3,3,mpi1,0.18792823922534596,0.598189568682054,0.09460133788430963,0.3191497028576606,True,512
halfcheetah-medium-v2,3,10.0,mpi1,1,1,mpi1,0.0,0.0,0.3157651075776287,0.3157651075776287,True,512
halfcheetah-medium-v2,3,10.0,mpi2,1,2,mpi1,0.19107298088180344,0.6051111294329107,0.2939836482137031,0.2939836482137031,False,512
halfcheetah-medium-v2,3,10.0,mpi2,2,2,mpi1,0.20805117758303646,0.6588795677238927,0.13320234333806957,0.3412285695778541,True,512
halfcheetah-medium-v2,3,10.0,mpi3,1,3,mpi1,0.17587502382388154,0.5569805516926656,0.2732446359766213,0.2732446359766213,False,512
halfcheetah-medium-v2,3,10.0,mpi3,2,3,mpi1,0.1766681109934689,0.5594921881925673,0.1318507314796901,0.30713244288797475,False,512
halfcheetah-medium-v2,3,10.0,mpi3,3,3,mpi1,0.20006380227533557,0.6335842608137165,0.10044054391523725,0.34055709134712203,True,512
halfcheetah-medium-v2,3,12.0,mpi1,1,1,mpi1,0.0,0.0,0.33838200054831535,0.33838200054831535,True,512
halfcheetah-medium-v2,3,12.0,mpi2,1,2,mpi1,0.19508522549337504,0.576523648353808,0.2899580583498811,0.2899580583498811,False,512
halfcheetah-medium-v2,3,12.0,mpi2,2,2,mpi1,0.21545537859526795,0.6367223382039923,0.14286991810124122,0.34348520152300155,True,512
halfcheetah-medium-v2,3,12.0,mpi3,1,3,mpi1,0.20896204833898244,0.6175329893445266,0.2780835105929545,0.2780835105929545,False,512
