environment,seed,tau,method_a,method_b,final_action_rms,relative_final_action_rms,aD_to_final_a_rms,aD_to_final_b_rms,n_states
halfcheetah-medium-v2,2,10.0,mpi1,mpi3,0.23240618638277216,0.6849422766647638,0.3270485689665314,0.33930769686818496,512
halfcheetah-medium-v2,2,10.0,mpi2,mpi3,0.18723007050883053,0.551800245726716,0.33179912753744484,0.33930769686818496,512
halfcheetah-medium-v2,2,14.0,mpi1,mpi2,0.2346481619254696,0.6586147656497234,0.3482908503006933,0.3562752828567231,512
halfcheetah-medium-v2,2,14.0,mpi1,mpi3,0.23731190311074046,0.6468365744128414,0.3482908503006933,0.3668807740597502,512
halfcheetah-medium-v2,2,14.0,mpi2,mpi3,0.21367441694247322,0.5824083245846897,0.3562752828567231,0.3668807740597502,512
halfcheetah-medium-v2,2,17.0,mpi1,mpi2,0.24651308984542658,0.6539098867689033,0.36710406117098876,0.37698327374050883,512
halfcheetah-medium-v2,2,17.0,mpi1,mpi3,0.2659414933090643,0.6998041281795633,0.36710406117098876,0.38002275579721384,512
halfcheetah-medium-v2,2,17.0,mpi2,mpi3,0.22295794148097925,0.5866962914188042,0.37698327374050883,0.38002275579721384,512
halfcheetah-medium-v2,2,20.0,mpi1,mpi2,0.3066091786922654,0.7499630851609494,0.402822341236871,0.4088323608974221,512
halfcheetah-medium-v2,2,20.0,mpi1,mpi3,0.29700645247416285,0.7373137536567631,0.402822341236871,0.3964307311138274,512
halfcheetah-medium-v2,2,20.0,mpi2,mpi3,0.2846280539988177,0.6961974667906295,0.4088323608974221,0.3964307311138274,512
halfcheetah-medium-v2,3,0.05,mpi1,mpi2,0.10272738215969478,0.40034816563739295,0.2565951113979575,0.2500568173368848,512
halfcheetah-medium-v2,3,0.05,mpi1,mpi3,0.088129257788752,0.3399342300734949,0.2565951113979575,0.2592538496923307,512
halfcheetah-medium-v2,3,0.05,mpi2,mpi3,0.09093819226911422,0.3507689177114826,0.2500568173368848,0.2592538496923307,512
halfcheetah-medium-v2,3,0.1,mpi1,mpi2,0.09049707504117818,0.3575470885329801,0.25310533337717483,0.25047931521296307,512
halfcheetah-medium-v2,3,0.1,mpi1,mpi3,0.10816561827692267,0.4273541645040543,0.25310533337717483,0.25298925475535605,512
halfcheetah-medium-v2,3,0.1,mpi2,mpi3,0.08037122936370052,0.31768633589367484,0.25047931521296307,0.25298925475535605,512
halfcheetah-medium-v2,3,0.2,mpi1,mpi2,0.08751710402959557,0.34284162586066685,0.2552697730618134,0.2541072566838704,512
halfcheetah-medium-v2,3,0.2,mpi1,mpi3,0.08753624928673928,0.335321434823015,0.2552697730618134,0.2610517557070025,512
halfcheetah-medium-v2,3,0.2,mpi2,mpi3,0.08317226310095334,0.3186044961685822,0.2541072566838704,0.2610517557070025,512
halfcheetah-medium-v2,3,0.4,mpi1,mpi2,0.09348582168522272,0.36058262407085473,0.25290330544200174,0.2592632463256263,512
halfcheetah-medium-v2,3,0.4,mpi1,mpi3,0.09779473645067677,0.37629368647440437,0.25290330544200174,0.2598893895003705,512
halfcheetah-medium-v2,3,0.4,mpi2,mpi3,0.07751712428146024,0.2982696770748685,0.2592632463256263,0.2598893895003705,512
halfcheetah-medium-v2,3,1.5,mpi1,mpi2,0.0925560557539401,0.3477268696227175,0.26143927461185795,0.26617458654938897,512
halfcheetah-medium-v2,3,1.5,mpi1,mpi3,0.10261531670179146,0.3758612422626563,0.26143927461185795,0.27301382841192934,512
