environment,seed,tau,method_a,method_b,final_action_rms,relative_final_action_rms,aD_to_final_a_rms,aD_to_final_b_rms,n_states
halfcheetah-expert-v2,3,4.0,mpi2,mpi3,0.06205074259423314,0.29641761208957984,0.2072521020753999,0.20933554574173177,512
halfcheetah-expert-v2,3,7.0,mpi1,mpi2,0.08308277107021472,0.3804394850306622,0.2150525566392687,0.2183862988446599,512
halfcheetah-expert-v2,3,7.0,mpi1,mpi3,0.08892731318697154,0.40528189619206556,0.2150525566392687,0.2194208870973806,512
halfcheetah-expert-v2,3,7.0,mpi2,mpi3,0.0799680564524321,0.36445052023211305,0.2183862988446599,0.2194208870973806,512
halfcheetah-expert-v2,3,10.0,mpi1,mpi2,0.10861356786883813,0.4657104369222677,0.23071408194752807,0.23322124491482452,512
halfcheetah-expert-v2,3,10.0,mpi1,mpi3,0.10314827996755278,0.4470827228960046,0.23071408194752807,0.22817377466071626,512
halfcheetah-expert-v2,3,10.0,mpi2,mpi3,0.1020223018254885,0.43744857747735805,0.23322124491482452,0.22817377466071626,512
halfcheetah-expert-v2,3,14.0,mpi1,mpi2,0.4438591623737904,1.0338901827301334,0.2588258938969284,0.4293097756298618,512
halfcheetah-expert-v2,3,14.0,mpi1,mpi3,0.1556758786086575,0.6014694908023844,0.2588258938969284,0.24075747400512215,512
halfcheetah-expert-v2,3,14.0,mpi2,mpi3,0.41956922597923835,0.9773111394066614,0.4293097756298618,0.24075747400512215,512
halfcheetah-expert-v2,3,17.0,mpi1,mpi2,0.4275524241104928,0.998054642705425,0.29399053045902157,0.428385787527151,512
halfcheetah-expert-v2,3,17.0,mpi1,mpi3,0.20469959538413574,0.6962795538500114,0.29399053045902157,0.26718761109012795,512
halfcheetah-expert-v2,3,17.0,mpi2,mpi3,0.40420225437066554,0.9435473027803175,0.428385787527151,0.26718761109012795,512
halfcheetah-expert-v2,3,20.0,mpi1,mpi2,0.4903932580220558,0.9829342040774726,0.4207292379328375,0.49890751180269655,512
halfcheetah-expert-v2,3,20.0,mpi1,mpi3,0.4176749784906455,0.9927405581385348,0.4207292379328375,0.2843080098876003,512
halfcheetah-expert-v2,3,20.0,mpi2,mpi3,0.5240045250393268,1.0503039393933908,0.49890751180269655,0.2843080098876003,512
hopper-medium-v2,2,0.05,mpi1,mpi2,0.060089114060283236,0.22629982263348059,0.26281395666684587,0.2655287722324232,512
hopper-medium-v2,2,0.05,mpi1,mpi3,0.08313912675615294,0.3078232544178155,0.26281395666684587,0.27008721908743877,512
hopper-medium-v2,2,0.05,mpi2,mpi3,0.07161666365126969,0.2651612464049412,0.2655287722324232,0.27008721908743877,512
hopper-medium-v2,2,0.1,mpi1,mpi2,0.05989808712479071,0.22692910614982012,0.2625218408665754,0.26395065904523324,512
hopper-medium-v2,2,0.1,mpi1,mpi3,0.08668138943875921,0.320227715443387,0.2625218408665754,0.27068671841455144,512
hopper-medium-v2,2,0.1,mpi2,mpi3,0.07656078970772412,0.28283910698002096,0.26395065904523324,0.27068671841455144,512
hopper-medium-v2,2,0.2,mpi1,mpi2,0.06136885807439614,0.23246810483204203,0.26267091539958637,0.26398829258205153,512
hopper-medium-v2,2,0.2,mpi1,mpi3,0.08169031431911376,0.30435011868603407,0.26267091539958637,0.2684090108845499,512
hopper-medium-v2,2,0.2,mpi2,mpi3,0.06991803670913524,0.2604906462667489,0.26398829258205153,0.2684090108845499,512
hopper-medium-v2,2,0.4,mpi1,mpi2,0.05614883212790332,0.2118280215807344,0.26456810813145,0.26506800993041996,512
hopper-medium-v2,2,0.4,mpi1,mpi3,0.08236099419802126,0.304379269462974,0.26456810813145,0.2705867398372214,512
hopper-medium-v2,2,0.4,mpi2,mpi3,0.07306481500319979,0.27002363473965446,0.26506800993041996,0.2705867398372214,512
hopper-medium-v2,2,1.5,mpi1,mpi2,0.0632940973524702,0.23594413313819895,0.26440826861240435,0.2682588310657299,512
hopper-medium-v2,2,1.5,mpi1,mpi3,0.08633048092572314,0.31779278951672413,0.26440826861240435,0.2716565125879922,512
hopper-medium-v2,2,1.5,mpi2,mpi3,0.07289092002074603,0.26832016404221465,0.2682588310657299,0.2716565125879922,512
hopper-medium-v2,2,2.5,mpi1,mpi2,0.09207469281802338,0.33443833615167495,0.2753114187730725,0.2724311329460972,512
hopper-medium-v2,2,2.5,mpi1,mpi3,0.1090102150569253,0.39595239290375306,0.2753114187730725,0.27498483182828276,512
hopper-medium-v2,2,2.5,mpi2,mpi3,0.07522659949065226,0.27356635997155043,0.2724311329460972,0.27498483182828276,512
hopper-medium-v2,2,4.0,mpi1,mpi2,0.704956371837709,0.9640649621418022,0.7312332669694291,0.27533695326244056,512
hopper-medium-v2,2,4.0,mpi1,mpi3,0.7005249373730243,0.9580047421479135,0.7312332669694291,0.28205802546274306,512
hopper-medium-v2,2,4.0,mpi2,mpi3,0.07508394524508216,0.26620035051971946,0.27533695326244056,0.28205802546274306,512
hopper-medium-v2,2,7.0,mpi1,mpi2,0.8153887017277387,0.9903900908961794,0.8233005451315791,0.28659935038298173,512
hopper-medium-v2,2,7.0,mpi1,mpi3,0.7960472606782344,0.9668975265296477,0.8233005451315791,0.2915605030458077,512
hopper-medium-v2,2,7.0,mpi2,mpi3,0.09334447462478225,0.32015473169257325,0.28659935038298173,0.2915605030458077,512
hopper-medium-v2,2,10.0,mpi1,mpi2,0.5786147822978874,0.5782715665912244,1.0005935199419993,0.9778038054558891,512
hopper-medium-v2,2,10.0,mpi1,mpi3,1.0928337851832826,1.0921855512782355,1.0005935199419993,0.5933020645483085,512
hopper-medium-v2,2,10.0,mpi2,mpi3,1.0969094728005548,1.121809371859761,0.9778038054558891,0.5933020645483085,512
hopper-medium-v2,2,14.0,mpi1,mpi2,1.0936268324704526,1.0415642497693476,1.0404047721467349,1.0499849939287318,512
hopper-medium-v2,2,14.0,mpi1,mpi3,0.47080149875717847,0.4426204371958439,1.0404047721467349,1.0636686858380773,512
hopper-medium-v2,2,14.0,mpi2,mpi3,1.1931246768857524,1.1217070623317966,1.0499849939287318,1.0636686858380773,512
hopper-medium-v2,2,17.0,mpi1,mpi2,0.563458933396033,0.5431027514037687,1.037481272079085,0.9536386676977939,512
hopper-medium-v2,2,17.0,mpi1,mpi3,0.5232855208517864,0.4960128450061834,1.037481272079085,1.0549838096335247,512
hopper-medium-v2,2,17.0,mpi2,mpi3,0.8102027194763389,0.7679764486222621,0.9536386676977939,1.0549838096335247,512
hopper-medium-v2,2,20.0,mpi1,mpi2,0.5669059250288636,0.5307675488162812,1.0680870115235537,1.0081492984755458,512
hopper-medium-v2,2,20.0,mpi1,mpi3,0.12645823944994639,0.11839694527280346,1.0680870115235537,1.0607337237909724,512
hopper-medium-v2,2,20.0,mpi2,mpi3,0.5589867920772733,0.5269812579159847,1.0081492984755458,1.0607337237909724,512
hopper-medium-v2,3,0.05,mpi1,mpi2,0.06489061774307955,0.2418731720927453,0.26559195740386593,0.26828365122774966,512
hopper-medium-v2,3,0.05,mpi1,mpi3,0.07404875894484855,0.2760279673361236,0.26559195740386593,0.26826542128855446,512
hopper-medium-v2,3,0.05,mpi2,mpi3,0.060520099394016286,0.22558250984380687,0.26828365122774966,0.26826542128855446,512
hopper-medium-v2,3,0.1,mpi1,mpi2,0.06782507836780263,0.254053050595896,0.26521738992878713,0.2669721076315164,512
hopper-medium-v2,3,0.1,mpi1,mpi3,0.07601237110097525,0.2816000566276058,0.26521738992878713,0.2699302408219886,512
hopper-medium-v2,3,0.1,mpi2,mpi3,0.06412845049567832,0.23757416101432383,0.2669721076315164,0.2699302408219886,512
hopper-medium-v2,3,0.2,mpi1,mpi2,0.06390664960398094,0.23943236685532496,0.266417886947423,0.2669089832896152,512
hopper-medium-v2,3,0.2,mpi1,mpi3,0.06906932901293074,0.2565402516890853,0.266417886947423,0.26923388652724767,512
hopper-medium-v2,3,0.2,mpi2,mpi3,0.05769178789279745,0.21428130253937697,0.2669089832896152,0.26923388652724767,512
hopper-medium-v2,3,0.4,mpi1,mpi2,0.06497699609664098,0.2411129031153438,0.26707887233641026,0.26948784265418274,512
hopper-medium-v2,3,0.4,mpi1,mpi3,0.07424692305880183,0.2738692290170844,0.26707887233641026,0.2711035603571593,512
hopper-medium-v2,3,0.4,mpi2,mpi3,0.059633567050341035,0.21996600476872427,0.26948784265418274,0.2711035603571593,512
hopper-medium-v2,3,1.5,mpi1,mpi2,0.07091247292483337,0.261386389478279,0.269344009416498,0.2712936701347494,512
hopper-medium-v2,3,1.5,mpi1,mpi3,0.07899689155579637,0.2897105645662753,0.269344009416498,0.27267521871030953,512
hopper-medium-v2,3,1.5,mpi2,mpi3,0.061862776676301634,0.22687348329231458,0.2712936701347494,0.27267521871030953,512
hopper-medium-v2,3,2.5,mpi1,mpi2,0.06907450157873855,0.2530267477629284,0.2729842504843641,0.2729928839122472,512
hopper-medium-v2,3,2.5,mpi1,mpi3,0.0772715255029037,0.27844333537097316,0.2729842504843641,0.2775125696578587,512
hopper-medium-v2,3,2.5,mpi2,mpi3,0.06792310160190049,0.244756847178641,0.2729928839122472,0.2775125696578587,512
hopper-medium-v2,3,4.0,mpi1,mpi2,0.07351965396249292,0.2653955515071643,0.27150832913271034,0.2770191645827503,512
hopper-medium-v2,3,4.0,mpi1,mpi3,0.08455908365228142,0.2993222152365905,0.27150832913271034,0.28250186370378205,512
hopper-medium-v2,3,4.0,mpi2,mpi3,0.07422241877387321,0.2627324924542774,0.2770191645827503,0.28250186370378205,512
hopper-medium-v2,3,7.0,mpi1,mpi2,0.7890784854957557,0.9697693699852785,0.8136764368086138,0.28691753537545994,512
hopper-medium-v2,3,7.0,mpi1,mpi3,0.7843313629753488,0.9639352050695216,0.8136764368086138,0.2913843465671931,512
hopper-medium-v2,3,7.0,mpi2,mpi3,0.08658453814475747,0.29714890029204477,0.28691753537545994,0.2913843465671931,512
hopper-medium-v2,3,10.0,mpi1,mpi2,0.9769996407453774,1.024904703918869,0.9532590074078889,0.47304524197298037,512
hopper-medium-v2,3,10.0,mpi1,mpi3,0.9314960119542091,0.9771699031589977,0.9532590074078889,0.3035701872190788,512
hopper-medium-v2,3,10.0,mpi2,mpi3,0.41500125445435865,0.8772971750513091,0.47304524197298037,0.3035701872190788,512
hopper-medium-v2,3,14.0,mpi1,mpi2,1.0939503170060403,1.044228332216375,1.0476160081618646,1.0205505411058124,512
hopper-medium-v2,3,14.0,mpi1,mpi3,1.0365931702263311,0.9894781696254584,1.0476160081618646,0.3161643331094994,512
hopper-medium-v2,3,14.0,mpi2,mpi3,1.0278715433198016,1.0071735812378841,1.0205505411058124,0.3161643331094994,512
hopper-medium-v2,3,17.0,mpi1,mpi2,0.46906139195182533,0.4437499254897144,1.0570399339992624,1.0288505732881463,512
hopper-medium-v2,3,17.0,mpi1,mpi3,1.037274563561539,0.9813012074549142,1.0570399339992624,0.33892733303877576,512
hopper-medium-v2,3,17.0,mpi2,mpi3,1.0099308735432535,0.9816108381177,1.0288505732881463,0.33892733303877576,512
hopper-medium-v2,3,20.0,mpi1,mpi2,1.0524648823947569,0.9903956153560447,1.062671185207538,1.015128138184999,512
hopper-medium-v2,3,20.0,mpi1,mpi3,1.0454548768001344,0.983799025844442,1.062671185207538,0.34744990136778037,512
hopper-medium-v2,3,20.0,mpi2,mpi3,1.0388365745458714,1.0233551169247086,1.015128138184999,0.34744990136778037,512
hopper-medium-replay-v2,2,0.05,mpi1,mpi2,0.15173619704530988,0.40770825599612925,0.3596096404943638,0.37216856615910776,512
hopper-medium-replay-v2,2,0.05,mpi1,mpi3,0.16515096595022516,0.43867973968232626,0.3596096404943638,0.37647274540151016,512
hopper-medium-replay-v2,2,0.05,mpi2,mpi3,0.12114286925673999,0.3217839026502184,0.37216856615910776,0.37647274540151016,512
hopper-medium-replay-v2,2,0.1,mpi1,mpi2,0.15379249176131307,0.414231197125901,0.36112625183552544,0.3712721128403314,512
hopper-medium-replay-v2,2,0.1,mpi1,mpi3,0.156833500907141,0.4135842724715727,0.36112625183552544,0.3792056694271922,512
hopper-medium-replay-v2,2,0.1,mpi2,mpi3,0.11041896094667815,0.2911848894914233,0.3712721128403314,0.3792056694271922,512
hopper-medium-replay-v2,2,0.2,mpi1,mpi2,0.15017705563242342,0.4045324447668578,0.36015950773881833,0.371236121045802,512
hopper-medium-replay-v2,2,0.2,mpi1,mpi3,0.15655569861810287,0.4156897884435482,0.36015950773881833,0.376616657349916,512
hopper-medium-replay-v2,2,0.2,mpi2,mpi3,0.1124389517365087,0.2985501292685555,0.371236121045802,0.376616657349916,512
hopper-medium-replay-v2,2,0.4,mpi1,mpi2,0.15034478630547202,0.401570817268532,0.3661928557813234,0.37439171334239624,512
hopper-medium-replay-v2,2,0.4,mpi1,mpi3,0.162104843989203,0.4233290245843478,0.3661928557813234,0.3829287258258943,512
hopper-medium-replay-v2,2,0.4,mpi2,mpi3,0.11606332488493334,0.3030938058632449,0.37439171334239624,0.3829287258258943,512
hopper-medium-replay-v2,2,1.5,mpi1,mpi2,0.18137089639057144,0.453145654109642,0.3711592672234248,0.4002485619043085,512
hopper-medium-replay-v2,2,1.5,mpi1,mpi3,0.20682111300439554,0.49297939057482676,0.3711592672234248,0.41953298040154735,512
hopper-medium-replay-v2,2,1.5,mpi2,mpi3,0.1416790286285613,0.3377065338056525,0.4002485619043085,0.41953298040154735,512
hopper-medium-replay-v2,2,2.5,mpi1,mpi2,0.2007168184022222,0.47127772376956834,0.3854069221214968,0.4258992273107372,512
hopper-medium-replay-v2,2,2.5,mpi1,mpi3,0.22193301886193317,0.49869702301151186,0.3854069221214968,0.4450257543582932,512
hopper-medium-replay-v2,2,2.5,mpi2,mpi3,0.16025838274547072,0.36011035580751044,0.4258992273107372,0.4450257543582932,512
hopper-medium-replay-v2,2,4.0,mpi1,mpi2,0.2053722154070006,0.47519782983066267,0.3964952900158879,0.43218256169264335,512
hopper-medium-replay-v2,2,4.0,mpi1,mpi3,0.24555320931937993,0.5216106780204566,0.3964952900158879,0.47075955241420464,512
hopper-medium-replay-v2,2,4.0,mpi2,mpi3,0.18022844070906735,0.3828460618266769,0.43218256169264335,0.47075955241420464,512
hopper-medium-replay-v2,2,7.0,mpi1,mpi2,0.24698888403094418,0.5304227986361871,0.406986707868259,0.4656453015707418,512
hopper-medium-replay-v2,2,7.0,mpi1,mpi3,0.2743645313419152,0.5423971793060721,0.406986707868259,0.5058369434976221,512
hopper-medium-replay-v2,2,7.0,mpi2,mpi3,0.24193870452814253,0.4782938605773856,0.4656453015707418,0.5058369434976221,512
hopper-medium-replay-v2,2,10.0,mpi1,mpi2,0.2799081520599523,0.5577229097265535,0.4355721927736221,0.5018767333713954,512
hopper-medium-replay-v2,2,10.0,mpi1,mpi3,0.3118674494874343,0.5913569545196183,0.4355721927736221,0.5273759733506068,512
hopper-medium-replay-v2,2,10.0,mpi2,mpi3,0.2584620938944302,0.4900907643788335,0.5018767333713954,0.5273759733506068,512
hopper-medium-replay-v2,2,14.0,mpi1,mpi2,0.34278459695552776,0.6291981295996008,0.47397152348320526,0.5447959566784848,512
hopper-medium-replay-v2,2,14.0,mpi1,mpi3,0.37134563675309623,0.6265477652322745,0.47397152348320526,0.5926852785364745,512
hopper-medium-replay-v2,2,14.0,mpi2,mpi3,0.33479647999258305,0.5648807083909699,0.5447959566784848,0.5926852785364745,512
hopper-medium-replay-v2,2,17.0,mpi1,mpi2,0.3370646433989292,0.6219130318723698,0.47552811045559934,0.5419803511499696,512
hopper-medium-replay-v2,2,17.0,mpi1,mpi3,0.35380373748492916,0.6121140663218049,0.47552811045559934,0.57800295231073,512
hopper-medium-replay-v2,2,17.0,mpi2,mpi3,0.32561693945901027,0.5633482288581133,0.5419803511499696,0.57800295231073,512
hopper-medium-replay-v2,2,20.0,mpi1,mpi2,0.42759277522888495,0.728625532626386,0.5270376617283729,0.5868484647904039,512
hopper-medium-replay-v2,2,20.0,mpi1,mpi3,0.38000447815313165,0.6278332015088388,0.5270376617283729,0.6052634318157859,512
hopper-medium-replay-v2,2,20.0,mpi2,mpi3,0.3998273932763699,0.6605840899340154,0.5868484647904039,0.6052634318157859,512
hopper-medium-replay-v2,3,0.05,mpi1,mpi2,0.14712240785092892,0.3952949927878801,0.3611986642287216,0.37218383874110067,512
hopper-medium-replay-v2,3,0.05,mpi1,mpi3,0.1537967105713196,0.4081907045866466,0.3611986642287216,0.37677661162583675,512
hopper-medium-replay-v2,3,0.05,mpi2,mpi3,0.11330454667523948,0.30072075383425906,0.37218383874110067,0.37677661162583675,512
hopper-medium-replay-v2,3,0.1,mpi1,mpi2,0.15484698726997764,0.4180649633117018,0.3650943286518833,0.3703897739799986,512
hopper-medium-replay-v2,3,0.1,mpi1,mpi3,0.1649378755764757,0.43749672248754334,0.3650943286518833,0.3770036827674107,512
hopper-medium-replay-v2,3,0.1,mpi2,mpi3,0.11425850745924881,0.30307000350906294,0.3703897739799986,0.3770036827674107,512
hopper-medium-replay-v2,3,0.2,mpi1,mpi2,0.15824417174591088,0.42155808159344665,0.36467381037628394,0.3753792861656548,512
hopper-medium-replay-v2,3,0.2,mpi1,mpi3,0.16161622796958353,0.42523437823275456,0.36467381037628394,0.38006388063272234,512
hopper-medium-replay-v2,3,0.2,mpi2,mpi3,0.11571045298845076,0.30445001191857124,0.3753792861656548,0.38006388063272234,512
hopper-medium-replay-v2,3,0.4,mpi1,mpi2,0.15316507314121777,0.41074804291889583,0.37205473838943304,0.3728930077250811,512
hopper-medium-replay-v2,3,0.4,mpi1,mpi3,0.16493140885035834,0.4255058008811564,0.37205473838943304,0.3876125977808317,512
hopper-medium-replay-v2,3,0.4,mpi2,mpi3,0.12023077929341253,0.3101828474661569,0.3728930077250811,0.3876125977808317,512
hopper-medium-replay-v2,3,1.5,mpi1,mpi2,0.17711472743849085,0.4369056403206621,0.3750803160482253,0.40538439217332933,512
hopper-medium-replay-v2,3,1.5,mpi1,mpi3,0.19219087967689422,0.4526672236241873,0.3750803160482253,0.42457432225412156,512
hopper-medium-replay-v2,3,1.5,mpi2,mpi3,0.133199946545048,0.3137258650920568,0.40538439217332933,0.42457432225412156,512
hopper-medium-replay-v2,3,2.5,mpi1,mpi2,0.190633724566745,0.4508798502931785,0.3861478241508182,0.42280382333073435,512
hopper-medium-replay-v2,3,2.5,mpi1,mpi3,0.2378941755619542,0.5206991950456037,0.3861478241508182,0.4568744830518108,512
hopper-medium-replay-v2,3,2.5,mpi2,mpi3,0.1601792184969844,0.35059786536342774,0.42280382333073435,0.4568744830518108,512
hopper-medium-replay-v2,3,4.0,mpi1,mpi2,0.21281279148185517,0.47660942515643473,0.4004670998361621,0.44651402227726583,512
hopper-medium-replay-v2,3,4.0,mpi1,mpi3,0.2601010589776336,0.5351989315936888,0.4004670998361621,0.485989495911581,512
hopper-medium-replay-v2,3,4.0,mpi2,mpi3,0.18020757723479203,0.3708054983714674,0.44651402227726583,0.485989495911581,512
hopper-medium-replay-v2,3,7.0,mpi1,mpi2,0.25677981420943297,0.5318404222125189,0.42115534594004606,0.4828136476373846,512
hopper-medium-replay-v2,3,7.0,mpi1,mpi3,0.2908977120549101,0.5571871702628973,0.42115534594004606,0.5220825740076822,512
hopper-medium-replay-v2,3,7.0,mpi2,mpi3,0.23739027716981023,0.4546987181501238,0.4828136476373846,0.5220825740076822,512
hopper-medium-replay-v2,3,10.0,mpi1,mpi2,0.2692609219633493,0.5359771274702697,0.4387497040521685,0.5023739039653049,512
hopper-medium-replay-v2,3,10.0,mpi1,mpi3,0.3255982502106817,0.5912653714599363,0.4387497040521685,0.5506803982224147,512
hopper-medium-replay-v2,3,10.0,mpi2,mpi3,0.2357963770538833,0.4281909757729334,0.5023739039653049,0.5506803982224147,512
hopper-medium-replay-v2,3,14.0,mpi1,mpi2,0.36041487836639213,0.6369702324138896,0.46545231006096743,0.5658268785976834,512
hopper-medium-replay-v2,3,14.0,mpi1,mpi3,0.3465063607185212,0.5918546839053065,0.46545231006096743,0.5854585088895914,512
hopper-medium-replay-v2,3,14.0,mpi2,mpi3,0.36668877583833737,0.6263275198336716,0.5658268785976834,0.5854585088895914,512
hopper-medium-replay-v2,3,17.0,mpi1,mpi2,0.35935414970893526,0.6483614015040164,0.48291252496514686,0.5542497577359394,512
hopper-medium-replay-v2,3,17.0,mpi1,mpi3,0.4028276010117076,0.6785428064594435,0.48291252496514686,0.5936657159680383,512
hopper-medium-replay-v2,3,17.0,mpi2,mpi3,0.309358274826959,0.5210984338593913,0.5542497577359394,0.5936657159680383,512
hopper-medium-replay-v2,3,20.0,mpi1,mpi2,0.35832096951096565,0.6282465153163533,0.5122461014567633,0.5703509064917507,512
hopper-medium-replay-v2,3,20.0,mpi1,mpi3,0.3991494045055489,0.658848819357346,0.5122461014567633,0.6058285190446073,512
hopper-medium-replay-v2,3,20.0,mpi2,mpi3,0.34493644188930517,0.5693631630832938,0.5703509064917507,0.6058285190446073,512
hopper-expert-v2,2,0.05,mpi1,mpi2,0.06545340002196999,0.2638932733675584,0.24508079853951126,0.24802981594307086,512
hopper-expert-v2,2,0.05,mpi1,mpi3,0.0798429506538777,0.3215374916490164,0.24508079853951126,0.24831614579189598,512
hopper-expert-v2,2,0.05,mpi2,mpi3,0.06636191319726935,0.2672476772931417,0.24802981594307086,0.24831614579189598,512
hopper-expert-v2,2,0.1,mpi1,mpi2,0.07019235959349443,0.28239098493652187,0.2464958336410774,0.24856444907146322,512
hopper-expert-v2,2,0.1,mpi1,mpi3,0.07803636428196545,0.31401709863405514,0.2464958336410774,0.24850992070628095,512
hopper-expert-v2,2,0.1,mpi2,mpi3,0.0626114614851328,0.2518922626265503,0.24856444907146322,0.24850992070628095,512
hopper-expert-v2,2,0.2,mpi1,mpi2,0.06664707519333726,0.2678102296528303,0.24705283112054885,0.2488593332664465,512
hopper-expert-v2,2,0.2,mpi1,mpi3,0.08584221763963014,0.34420306783613086,0.24705283112054885,0.24939410964372385,512
hopper-expert-v2,2,0.2,mpi2,mpi3,0.06888459990137027,0.27620780618987567,0.2488593332664465,0.24939410964372385,512
hopper-expert-v2,2,0.4,mpi1,mpi2,0.06593396804126475,0.26620790061584765,0.24445940152656398,0.24767847944682536,512
hopper-expert-v2,2,0.4,mpi1,mpi3,0.0777077171738279,0.3104598970425937,0.24445940152656398,0.25029872751380433,512
hopper-expert-v2,2,0.4,mpi2,mpi3,0.06638050387997109,0.26520511925619,0.24767847944682536,0.25029872751380433,512
hopper-expert-v2,2,1.5,mpi1,mpi2,0.066296306920288,0.26720515406067397,0.24651366466252758,0.24811013527543774,512
hopper-expert-v2,2,1.5,mpi1,mpi3,0.08063985612347348,0.3245895522204905,0.24651366466252758,0.2484363885769669,512
hopper-expert-v2,2,1.5,mpi2,mpi3,0.06797676128358572,0.2736183764099685,0.24811013527543774,0.2484363885769669,512
hopper-expert-v2,2,2.5,mpi1,mpi2,0.1919931791774563,0.6398595181509302,0.30005520544928255,0.2476386826026776,512
hopper-expert-v2,2,2.5,mpi1,mpi3,0.1835679656235284,0.6117806399947837,0.30005520544928255,0.24933292203270307,512
hopper-expert-v2,2,2.5,mpi2,mpi3,0.06542666128215374,0.26240682838334617,0.2476386826026776,0.24933292203270307,512
hopper-expert-v2,2,4.0,mpi1,mpi2,0.9751963494763782,0.9719273976705267,1.0033633703645832,0.2487730133515033,512
hopper-expert-v2,2,4.0,mpi1,mpi3,0.9730042775231353,0.969742673752963,1.0033633703645832,0.24907018599255315,512
hopper-expert-v2,2,4.0,mpi2,mpi3,0.06539742404290916,0.26256624727001426,0.2487730133515033,0.24907018599255315,512
hopper-expert-v2,2,7.0,mpi1,mpi2,1.1639501421199931,1.1699855759913482,0.9948414459159113,0.4187986030548804,512
hopper-expert-v2,2,7.0,mpi1,mpi3,0.975567548865353,0.9806261619580862,0.9948414459159113,0.2511904286513277,512
hopper-expert-v2,2,7.0,mpi2,mpi3,0.3317873197831462,0.7922359753899846,0.4187986030548804,0.2511904286513277,512
hopper-expert-v2,2,10.0,mpi1,mpi2,1.4669524065699535,1.6297205890049762,0.9001250990303801,0.8137237997351516,512
hopper-expert-v2,2,10.0,mpi1,mpi3,0.8094194384148008,0.8992299395791897,0.9001250990303801,0.5312954298079682,512
hopper-expert-v2,2,10.0,mpi2,mpi3,1.0292213191042388,1.2648288269794083,0.8137237997351516,0.5312954298079682,512
hopper-expert-v2,2,14.0,mpi1,mpi2,0.3082623078284445,0.30141827712120495,0.9914084829428838,1.0227060905947898,512
hopper-expert-v2,2,14.0,mpi1,mpi3,0.9957670101223475,1.004396298049141,0.9914084829428838,0.3761046825193166,512
hopper-expert-v2,2,14.0,mpi2,mpi3,1.0077103093275412,0.9853371546281423,1.0227060905947898,0.3761046825193166,512
hopper-expert-v2,2,17.0,mpi1,mpi2,1.6057620451912102,1.5640759299605564,0.995010398060199,1.0266522324345884,512
hopper-expert-v2,2,17.0,mpi1,mpi3,0.27717902366046027,0.2785689719432366,0.995010398060199,0.9672349057364972,512
hopper-expert-v2,2,17.0,mpi2,mpi3,1.5748626662427951,1.5339787091371617,1.0266522324345884,0.9672349057364972,512
hopper-expert-v2,2,20.0,mpi1,mpi2,0.22297656608821928,0.2230423530566429,0.9937768077541707,0.9997050471916116,512
hopper-expert-v2,2,20.0,mpi1,mpi3,0.39059994514611235,0.37650953467733395,0.9937768077541707,1.0374237812618843,512
hopper-expert-v2,2,20.0,mpi2,mpi3,0.33753499046454166,0.3253588326787501,0.9997050471916116,1.0374237812618843,512
hopper-expert-v2,3,0.05,mpi1,mpi2,0.06681536757565583,0.2700338897553967,0.2440396620282104,0.24743326712131883,512
hopper-expert-v2,3,0.05,mpi1,mpi3,0.07795869905828018,0.31216818879885083,0.2440396620282104,0.24973300245052762,512
hopper-expert-v2,3,0.05,mpi2,mpi3,0.060659987560559146,0.24289936438247064,0.24743326712131883,0.24973300245052762,512
hopper-expert-v2,3,0.1,mpi1,mpi2,0.06946456234525271,0.28125881940649944,0.24375983183307257,0.2469773658718824,512
hopper-expert-v2,3,0.1,mpi1,mpi3,0.07700335552698322,0.3067751226159946,0.24375983183307257,0.25100912639312045,512
hopper-expert-v2,3,0.1,mpi2,mpi3,0.06456251235618425,0.2572118125102313,0.2469773658718824,0.25100912639312045,512
hopper-expert-v2,3,0.2,mpi1,mpi2,0.0678964334258429,0.27625617833244964,0.24299603577021434,0.24577344780371063,512
hopper-expert-v2,3,0.2,mpi1,mpi3,0.07911618463827112,0.3166906002554918,0.24299603577021434,0.2498217016054273,512
hopper-expert-v2,3,0.2,mpi2,mpi3,0.06144986868080034,0.24597490244404516,0.24577344780371063,0.2498217016054273,512
hopper-expert-v2,3,0.4,mpi1,mpi2,0.06669506655920072,0.2705413307518775,0.24293756822879595,0.24652450098417314,512
hopper-expert-v2,3,0.4,mpi1,mpi3,0.07682223973445101,0.3067971850124203,0.24293756822879595,0.25040073210365654,512
hopper-expert-v2,3,0.4,mpi2,mpi3,0.062143821915120176,0.24817747693083803,0.24652450098417314,0.25040073210365654,512
hopper-expert-v2,3,1.5,mpi1,mpi2,0.06696632166453247,0.27073788676545724,0.2447609372097638,0.24734743431954914,512
hopper-expert-v2,3,1.5,mpi1,mpi3,0.07776931717526,0.31020133374969644,0.2447609372097638,0.25070594067146273,512
hopper-expert-v2,3,1.5,mpi2,mpi3,0.06404507216512005,0.2554589332569819,0.24734743431954914,0.25070594067146273,512
hopper-expert-v2,3,2.5,mpi1,mpi2,0.06886819556546037,0.27837307300630937,0.24637918314082366,0.24739532032216152,512
hopper-expert-v2,3,2.5,mpi1,mpi3,0.08412943549726658,0.33352964438519683,0.24637918314082366,0.2522397541374302,512
hopper-expert-v2,3,2.5,mpi2,mpi3,0.06279412849718924,0.24894620085530414,0.24739532032216152,0.2522397541374302,512
