environment,seed,integrator,s,t,total,Phi_u_vs_Phi_t_Phi_s_aD_rms,relative_frozen_semigroup_from_aD,pi_u_vs_Phi_u_aD_rms,pi_u_vs_Phi_t_Phi_s_aD_rms,solver_converged_sample_fraction,all_numeric_outputs_finite
hopper-expert-v2,2,implicit,7.0,10.0,17.0,0.09466664671488267,0.09512857760223671,0.13668754021013746,0.13146934108188668,0.978515625,True
hopper-expert-v2,2,explicit,10.0,10.0,20.0,0.05332377268483071,0.05365769483525857,0.215287405340038,0.20746253839496706,1.0,True
hopper-expert-v2,2,implicit,10.0,10.0,20.0,0.0646575299957581,0.06511987368912099,0.15793164469974652,0.16011965620064922,0.974609375,True
hopper-expert-v2,3,explicit,0.05,0.05,0.1,9.090090941425425e-06,3.729117661867418e-05,0.24369797814652172,0.24369796818236952,1.0,True
hopper-expert-v2,3,implicit,0.05,0.05,0.1,6.197895043142208e-06,2.5408364313753666e-05,0.24386893761122616,0.24386901315717413,0.986328125,True
hopper-expert-v2,3,explicit,0.1,0.1,0.2,1.3103223849994664e-05,5.392361158675665e-05,0.2429140156380056,0.2429139261418828,1.0,True
hopper-expert-v2,3,implicit,0.1,0.1,0.2,9.191511482147276e-06,3.7731471070571936e-05,0.24352239692053654,0.24352228107607093,0.986328125,True
hopper-expert-v2,3,explicit,0.2,0.2,0.4,5.560084748628992e-05,0.00022886887314985243,0.24272731632336897,0.24272858551701895,1.0,True
hopper-expert-v2,3,implicit,0.2,0.2,0.4,4.2662917547143407e-05,0.00017486623350846284,0.24376849444083856,0.24376759309026616,0.97265625,True
hopper-expert-v2,3,explicit,1.5,2.5,4.0,0.02428629155712238,0.07774274688800151,0.2609304259751714,0.2604444988007641,1.0,True
hopper-expert-v2,3,implicit,1.5,2.5,4.0,0.017296514202666497,0.052889193329350916,0.2702953210546189,0.2689114886036509,0.53515625,True
hopper-expert-v2,3,explicit,4.0,10.0,14.0,0.13491020347576846,0.1359363079463994,0.5105823329227633,0.4741202483883836,1.0,True
hopper-expert-v2,3,implicit,4.0,10.0,14.0,0.11359756079919053,0.11422881894015297,0.35507668309456786,0.35781105675470437,0.384765625,True
hopper-expert-v2,3,explicit,7.0,7.0,14.0,0.13393604021128644,0.13495473535886354,0.5105823329227633,0.4723337221182284,1.0,True
hopper-expert-v2,3,implicit,7.0,7.0,14.0,0.12260183207806499,0.12348713549067022,0.42308659860087416,0.41893630714556956,0.99609375,True
hopper-expert-v2,3,explicit,7.0,10.0,17.0,0.16759565789189737,0.15995203020717966,0.4944758379214123,0.4479919203377455,1.0,True
hopper-expert-v2,3,implicit,7.0,10.0,17.0,0.15138998276836924,0.14386725408726275,0.43342931108167254,0.42106549181793307,0.96875,True
hopper-expert-v2,3,explicit,10.0,10.0,20.0,0.08835634762399236,0.08402828147064699,0.24165895992559766,0.2128213853590162,1.0,True
hopper-expert-v2,3,implicit,10.0,10.0,20.0,0.05406848772070313,0.051419985400729444,0.16190548517296963,0.17235521212210594,1.0,True
walker2d-medium-v2,2,explicit,0.05,0.05,0.1,0.0007890301669604494,0.004159869264542468,0.18876901259200837,0.18876544890365812,1.0,True
walker2d-medium-v2,2,implicit,0.05,0.05,0.1,0.00024646130384653307,0.001302067909244422,0.18847533208261577,0.18848015466073784,0.8125,True
walker2d-medium-v2,2,explicit,0.1,0.1,0.2,0.0012004355097604278,0.006283806823532691,0.1897782997702745,0.18978470489702212,1.0,True
walker2d-medium-v2,2,implicit,0.1,0.1,0.2,0.0004930521319474465,0.002556225557988722,0.191503039777949,0.1914950529416637,0.67578125,True
walker2d-medium-v2,2,explicit,0.2,0.2,0.4,0.0025469188537538302,0.013436750473015858,0.1879957959267492,0.18802179305469854,1.0,True
walker2d-medium-v2,2,implicit,0.2,0.2,0.4,0.0014537546709518798,0.007825382296454741,0.18395003133590826,0.18393940704907003,0.548828125,True
walker2d-medium-v2,2,explicit,1.5,2.5,4.0,0.025386083133780074,0.12663176403115892,0.1972217451107706,0.1965273290300677,1.0,True
walker2d-medium-v2,2,implicit,1.5,2.5,4.0,0.017895476122588603,0.09087726659401832,0.20307100099657147,0.19915742039312265,0.05078125,True
walker2d-medium-v2,2,explicit,4.0,10.0,14.0,0.15161482470950055,0.21831469140491808,0.3183435506661557,0.23230424245020032,1.0,True
walker2d-medium-v2,2,implicit,4.0,10.0,14.0,0.019934112007046784,0.03079853703086335,0.1790209825295361,0.17859176771453492,0.01171875,True
walker2d-medium-v2,2,explicit,7.0,7.0,14.0,0.108674907790612,0.15648422905361642,0.3183435506661557,0.25169075827958776,1.0,True
walker2d-medium-v2,2,implicit,7.0,7.0,14.0,0.040890890436973394,0.0735093680696432,0.15156260872497201,0.16706698040085732,0.03125,True
walker2d-medium-v2,2,explicit,7.0,10.0,17.0,0.21792938965721192,0.2426621467376852,0.3325324053883388,0.16792294149830456,1.0,True
walker2d-medium-v2,2,implicit,7.0,10.0,17.0,0.0,0.0,1.1920928955078125e-07,1.1920928955078125e-07,0.013671875,True
walker2d-medium-v2,2,explicit,10.0,10.0,20.0,0.22384808033073933,0.2497760704802282,0.39155742878560146,0.2739217807449813,1.0,True
walker2d-medium-v2,2,implicit,10.0,10.0,20.0,0.07556221559509951,0.08136838967725778,0.17099088014894825,0.15338915173745102,0.166015625,True
walker2d-medium-v2,3,explicit,0.05,0.05,0.1,0.0006087686181406032,0.0032271436487510065,0.18785097112778246,0.18784650819129817,1.0,True
walker2d-medium-v2,3,implicit,0.05,0.05,0.1,0.00019034700102967187,0.0010271416338034456,0.18472066733905557,0.1847191570378696,0.78515625,True
walker2d-medium-v2,3,explicit,0.1,0.1,0.2,0.001476506408060036,0.007782701313290735,0.18852118111266544,0.18852185795794119,1.0,True
walker2d-medium-v2,3,implicit,0.1,0.1,0.2,0.0005230118206412625,0.0028118732544891683,0.18506529071772568,0.18507660622026234,0.681640625,True
walker2d-medium-v2,3,explicit,0.2,0.2,0.4,0.002866814354832135,0.015132649552676859,0.18730824599550164,0.1873364732339341,1.0,True
walker2d-medium-v2,3,implicit,0.2,0.2,0.4,0.0011016515915910057,0.006076191452982272,0.17987197423285042,0.1798571686925756,0.57421875,True
walker2d-medium-v2,3,explicit,1.5,2.5,4.0,0.08522358945453386,0.10868097154285215,0.2386908495596181,0.1784432801517347,1.0,True
walker2d-medium-v2,3,implicit,1.5,2.5,4.0,0.09877952402937473,0.12100359583136823,0.07555615824246714,0.05863588016710621,0.16796875,True
walker2d-medium-v2,3,explicit,4.0,10.0,14.0,0.25711933108225643,0.2861611261955252,0.33977659049347797,0.16962987905246862,1.0,True
walker2d-medium-v2,3,implicit,4.0,10.0,14.0,0.03761217455080529,0.042394597085327904,0.12216852029370849,0.11456515339285189,0.953125,True
walker2d-medium-v2,3,explicit,7.0,7.0,14.0,0.20159219538914563,0.22436216453258837,0.33977659049347797,0.18770574912060928,1.0,True
walker2d-medium-v2,3,implicit,7.0,7.0,14.0,0.0,0.0,0.11419706048970374,0.11419706048970374,0.998046875,True
walker2d-medium-v2,3,explicit,7.0,10.0,17.0,0.19118073526919296,0.21291619902445424,0.29752864494685366,0.14053302401768902,1.0,True
walker2d-medium-v2,3,implicit,7.0,10.0,17.0,0.0,0.0,0.06256108617680425,0.06256108617680425,0.998046875,True
walker2d-medium-v2,3,explicit,10.0,10.0,20.0,0.17809606768346464,0.19791688823496384,0.20980929147786997,0.08165328509919967,1.0,True
walker2d-medium-v2,3,implicit,10.0,10.0,20.0,0.0,0.0,0.05113099622672477,0.05113099622672477,0.99609375,True
walker2d-medium-replay-v2,2,explicit,0.05,0.05,0.1,0.003585746675201341,0.010775160468374201,0.32895901430413893,0.32912341025535596,1.0,True
walker2d-medium-replay-v2,2,implicit,0.05,0.05,0.1,0.001641816531519397,0.005090820706949957,0.31799504056804695,0.3179705311271633,0.365234375,True
walker2d-medium-replay-v2,2,explicit,0.1,0.1,0.2,0.007858707295993037,0.023431002083498048,0.32827326606616786,0.3282240771571457,1.0,True
walker2d-medium-replay-v2,2,implicit,0.1,0.1,0.2,0.003518935775646596,0.012087051633006982,0.28752820728094275,0.28739384280476366,0.19140625,True
walker2d-medium-replay-v2,2,explicit,0.2,0.2,0.4,0.015748411997648388,0.04606305212125697,0.33103641721036725,0.33113277591307494,1.0,True
walker2d-medium-replay-v2,2,implicit,0.2,0.2,0.4,0.0082279252459955,0.02731267074885075,0.29202235075541294,0.29266437568506043,0.07421875,True
walker2d-medium-replay-v2,2,explicit,1.5,2.5,4.0,0.10039743026543485,0.2662222838412898,0.3580135607222693,0.3467248177543245,1.0,True
walker2d-medium-replay-v2,2,implicit,1.5,2.5,4.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,2,explicit,4.0,10.0,14.0,0.24458306324672213,0.435043483723506,0.4622589275520087,0.4247815558771245,1.0,True
walker2d-medium-replay-v2,2,implicit,4.0,10.0,14.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,2,explicit,7.0,7.0,14.0,0.2285281565218918,0.4064863855348204,0.4622589275520087,0.40924869005107,1.0,True
walker2d-medium-replay-v2,2,implicit,7.0,7.0,14.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,2,explicit,7.0,10.0,17.0,0.26581663396170846,0.4646962532141191,0.5003272947438085,0.45487885041249926,1.0,True
walker2d-medium-replay-v2,2,implicit,7.0,10.0,17.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,2,explicit,10.0,10.0,20.0,0.36205768637159313,0.5021422415445878,0.567179409619058,0.5058950237647755,1.0,True
walker2d-medium-replay-v2,2,implicit,10.0,10.0,20.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,3,explicit,0.05,0.05,0.1,0.004250765816486164,0.012595539770265696,0.3328912349680237,0.3329915026820851,1.0,True
walker2d-medium-replay-v2,3,implicit,0.05,0.05,0.1,0.002179394918228101,0.006399735331563973,0.33758680000725133,0.33762467924610845,0.3359375,True
walker2d-medium-replay-v2,3,explicit,0.1,0.1,0.2,0.008517894950770466,0.025465082207966366,0.32678235304757663,0.3268202803872396,1.0,True
walker2d-medium-replay-v2,3,implicit,0.1,0.1,0.2,0.00824789382330226,0.026342860705057255,0.3084954962799336,0.3088352721493587,0.19140625,True
walker2d-medium-replay-v2,3,explicit,0.2,0.2,0.4,0.014237180297332,0.04256818878518329,0.32434171950343793,0.3241672806596953,1.0,True
walker2d-medium-replay-v2,3,implicit,0.2,0.2,0.4,0.008624488385344457,0.027192076694593382,0.3184113601800017,0.3182801219281438,0.10546875,True
walker2d-medium-replay-v2,3,explicit,1.5,2.5,4.0,0.08707756089827524,0.22678728217901273,0.35551014486985827,0.34958311191049374,1.0,True
walker2d-medium-replay-v2,3,implicit,1.5,2.5,4.0,0.02612433431542839,0.11135545614557055,0.23255705414363465,0.2205476482189768,0.001953125,True
walker2d-medium-replay-v2,3,explicit,4.0,10.0,14.0,0.2382244128365304,0.4291142066091387,0.46268223234622496,0.42017325089656477,1.0,True
walker2d-medium-replay-v2,3,implicit,4.0,10.0,14.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,3,explicit,7.0,7.0,14.0,0.22408915705284466,0.403652336439704,0.46268223234622496,0.40847977443614714,1.0,True
walker2d-medium-replay-v2,3,implicit,7.0,7.0,14.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,3,explicit,7.0,10.0,17.0,0.26813190858099156,0.4815422355132411,0.4825917947646756,0.4345710237927343,1.0,True
walker2d-medium-replay-v2,3,implicit,7.0,10.0,17.0,nan,nan,nan,nan,0.0,False
walker2d-medium-replay-v2,3,explicit,10.0,10.0,20.0,0.3539676770763836,0.4758348317846072,0.5948633400296492,0.518240835611837,1.0,True
walker2d-medium-replay-v2,3,implicit,10.0,10.0,20.0,nan,nan,nan,nan,0.0,False
walker2d-expert-v2,2,explicit,0.05,0.05,0.1,6.791696648156166e-05,0.0003882924642920857,0.17460790954308383,0.17460866213975512,1.0,True
walker2d-expert-v2,2,implicit,0.05,0.05,0.1,4.813905295056701e-05,0.00027572109616735445,0.1743127365780686,0.174313071905664,0.9375,True
walker2d-expert-v2,2,explicit,0.1,0.1,0.2,0.00043656883876564296,0.0025086360359615955,0.17367609201357945,0.17368407560192986,1.0,True
walker2d-expert-v2,2,implicit,0.1,0.1,0.2,8.802168699043855e-05,0.000515821214746595,0.17030478340152794,0.17030627099829196,0.8828125,True
walker2d-expert-v2,2,explicit,0.2,0.2,0.4,0.0003600093200332184,0.0020623171544564287,0.17387194189318425,0.17386799919695695,1.0,True
walker2d-expert-v2,2,implicit,0.2,0.2,0.4,0.00026254578696667855,0.0015066112942064634,0.17368962865792575,0.1736906227246594,0.828125,True
walker2d-expert-v2,2,explicit,1.5,2.5,4.0,0.04666616239245239,0.07341941160619206,0.14444260458169994,0.1280080751077872,1.0,True
walker2d-expert-v2,2,implicit,1.5,2.5,4.0,0.03654445183346519,0.05755503014554336,0.10267747574688597,0.0928770021992442,0.412109375,True
walker2d-expert-v2,2,explicit,4.0,10.0,14.0,0.17976359750299645,0.2482672362913138,0.3016602587055897,0.23898605251638888,1.0,True
walker2d-expert-v2,2,implicit,4.0,10.0,14.0,0.07399623279793544,0.09711063089484033,0.11087188213673227,0.10992660393003996,0.8046875,True
walker2d-expert-v2,2,explicit,7.0,7.0,14.0,0.1415894978657666,0.19554589366972813,0.3016602587055897,0.23504751290926168,1.0,True
walker2d-expert-v2,2,implicit,7.0,7.0,14.0,0.06884200818003888,0.09111767275174787,0.11502409310201421,0.11511367584241436,0.828125,True
walker2d-expert-v2,2,explicit,7.0,10.0,17.0,0.18916411150122892,0.26272422598715395,0.2895017132017323,0.20904423178937964,1.0,True
walker2d-expert-v2,2,implicit,7.0,10.0,17.0,0.04371916559326572,0.057562155064895676,0.07710352279385065,0.07229590986287021,0.81640625,True
walker2d-expert-v2,2,explicit,10.0,10.0,20.0,0.17143636067429294,0.2318079844745519,0.31284665127794853,0.21124034855542284,1.0,True
walker2d-expert-v2,2,implicit,10.0,10.0,20.0,0.033855258771655135,0.04404866592454213,0.08171777541365981,0.07419414972445211,0.822265625,True
walker2d-expert-v2,3,explicit,0.05,0.05,0.1,0.00020847206572897702,0.0012017146303471501,0.1732419209300211,0.173243156913321,1.0,True
walker2d-expert-v2,3,implicit,0.05,0.05,0.1,6.607098766807047e-05,0.00037833566490729463,0.17440064468165234,0.17440089705835451,0.9140625,True
walker2d-expert-v2,3,explicit,0.1,0.1,0.2,0.00016754711540572487,0.000966209788239315,0.17302215189605905,0.1730274693364472,1.0,True
walker2d-expert-v2,3,implicit,0.1,0.1,0.2,9.521953174181167e-05,0.0005522616458662408,0.17199805145198954,0.17199793016739665,0.8671875,True
walker2d-expert-v2,3,explicit,0.2,0.2,0.4,0.0006021349951526658,0.003456101272927605,0.1734386493454899,0.17343741740380955,1.0,True
walker2d-expert-v2,3,implicit,0.2,0.2,0.4,0.00019949642474201827,0.001142550098525434,0.17391601108635207,0.17390904081218994,0.849609375,True
walker2d-expert-v2,3,explicit,1.5,2.5,4.0,0.05195649714408822,0.07793183660423562,0.1913269534820542,0.17365745547467462,1.0,True
walker2d-expert-v2,3,implicit,1.5,2.5,4.0,0.05661413776538089,0.08748100191262055,0.1428889955696027,0.12959256747497,0.4609375,True
walker2d-expert-v2,3,explicit,4.0,10.0,14.0,0.12353764169706846,0.15177347840677335,0.25645005554141087,0.21596340678563156,1.0,True
walker2d-expert-v2,3,implicit,4.0,10.0,14.0,0.06512403734833483,0.07960493046255102,0.17878555145874434,0.18245440261955323,0.98828125,True
walker2d-expert-v2,3,explicit,7.0,7.0,14.0,0.10104093578044863,0.12413491203335801,0.25645005554141087,0.21835536381245665,1.0,True
walker2d-expert-v2,3,implicit,7.0,7.0,14.0,0.06138820430889577,0.07480179505713636,0.176271984909711,0.18072639326995563,0.974609375,True
walker2d-expert-v2,3,explicit,7.0,10.0,17.0,0.11502000824906462,0.13941079819384664,0.2640575612286479,0.23140203900135517,1.0,True
walker2d-expert-v2,3,implicit,7.0,10.0,17.0,0.054996880637440286,0.06578329445909567,0.15647398305147775,0.16497246159047294,0.958984375,True
walker2d-expert-v2,3,explicit,10.0,10.0,20.0,0.09609505246561581,0.11628809211300874,0.2671638213496296,0.2446295489813653,1.0,True
walker2d-expert-v2,3,implicit,10.0,10.0,20.0,0.06273170119038617,0.07517125437388887,0.2172978663361178,0.215281486813505,0.97265625,True
