environment,seed,method,integrator,s,t,total,pi_u_vs_continue_pi_s_rms,pi_u_vs_continue_pi_t_rms,relative_pi_u_vs_continue_mean,order_defect_rms,relative_order_defect,actor_gap_pi_s_to_pi_u_rms,actor_gap_aD_to_pi_u_rms,pi_s_vs_Phi_s_aD_rms,pi_u_vs_Phi_u_aD_rms,relative_pi_u_vs_Phi_u_aD,pi_u_vs_Phi_t_Phi_s_aD_rms,relative_pi_u_vs_Phi_t_Phi_s_aD,Phi_u_vs_Phi_t_Phi_s_aD_rms,relative_frozen_semigroup_from_aD,solver_converged_sample_fraction,all_solver_calls_converged,max_solver_iterations,max_fixed_point_residual,max_projection_fraction,all_numeric_outputs_finite,n_states
halfcheetah-medium-v2,2,mpi2,explicit,0.2,0.2,0.4,0.06778636479321985,0.06778636479321985,0.2645521965049981,0.0,0.0,0.06282518681959473,0.256230587720481,0.25543650480027524,0.2533896326696195,0.9889125062072578,0.2531732225716724,0.9880679150135507,0.010681268340095756,0.04168615634503336,1.0,True,1,0.0,0.0703125,True,512
halfcheetah-medium-v2,2,mpi2,implicit,0.2,0.2,0.4,0.06569990460605675,0.06569990460605675,0.2461435279787698,0.0,0.0,0.06237959627163385,0.266917050980611,0.3111796594487715,0.30665385695999087,0.9927955670112347,0.306654344103625,0.9927971441446362,0.002149739174715754,0.006959806552071662,0.3046875,False,200,0.08364096283912659,0.0703125,True,512
halfcheetah-medium-v2,2,mpi2,explicit,1.5,2.5,4.0,0.16801765919421136,0.11843929626027702,0.4969925909806235,0.1671633697100203,0.5800449571728711,0.10891854002106889,0.28819036807900483,0.2609083361525476,0.289884052855578,1.005876965243019,0.2822637673585241,0.9794351186683102,0.07816627616777763,0.2712313971102221,1.0,True,1,0.0,0.580078125,True,512
halfcheetah-medium-v2,2,mpi2,implicit,1.5,2.5,4.0,0.1228288484882573,0.1051616244827587,0.2435108464450542,0.13162659019796671,0.2811740506179653,0.0985470178018497,0.4681320694732581,0.5249209868289506,0.5297056303369625,1.0068197702468409,0.5296928007553227,1.0067953848605071,0.0006905500499790924,0.0013125392724665167,0.017578125,False,200,1.2823275327682495,0.58203125,True,512
halfcheetah-medium-v2,2,mpi2,explicit,4.0,10.0,14.0,0.3542612109472877,0.23664144964545877,0.8292782141027437,0.3536360365705826,0.9925921151055492,0.2014068186958541,0.3562752828567231,0.289884052855578,0.382777365034143,0.9708367002655955,0.3485002713043897,0.8838998445078892,0.2412162940084826,0.6117959219051587,1.0,True,1,0.0,0.798828125,True,512
halfcheetah-medium-v2,2,mpi2,implicit,4.0,10.0,14.0,0.3206874097269388,0.35493296903280913,0.5995523435322395,0.27097422846963604,0.4809305308819972,0.27055908003829876,0.5634373595967922,0.7745129928003746,0.6334119631069343,0.9150130632297312,0.6300323791583355,0.9101309902008591,0.021660365404257257,0.03129008994716247,0.01171875,False,200,1.4288980960845947,0.791015625,True,512
halfcheetah-medium-v2,2,mpi2,explicit,7.0,7.0,14.0,0.265538728906505,0.265538728906505,0.745318975757552,0.0,0.0,0.18787842615446868,0.3562752828567231,0.3080123028404527,0.382777365034143,0.9708367002655955,0.3373053149697442,0.855506121523315,0.22474746248286098,0.5700260903631648,1.0,True,1,0.0,0.775390625,True,512
halfcheetah-medium-v2,2,mpi2,implicit,7.0,7.0,14.0,0.20322899511397155,0.20322899511397155,0.48468915513158867,0.0,0.0,0.16786991500993903,0.419297590965898,0.5580693754395569,0.5265679975091517,0.9342384248702338,0.5287824440747569,0.9381673022064877,0.015876209743419526,0.028167616060533446,0.0078125,False,200,1.286178708076477,0.751953125,True,512
halfcheetah-medium-v2,2,mpi2,explicit,7.0,10.0,17.0,0.3361243310423377,0.27981891596401975,0.8169371029314333,0.35972548755914974,0.9542213477799064,0.21975786537098252,0.37698327374050883,0.3080123028404527,0.41392632498249526,0.9119088220518047,0.35522066337761005,0.7825761184018335,0.26754507247786635,0.5894206218929745,1.0,True,1,0.0,0.818359375,True,512
halfcheetah-medium-v2,2,mpi2,implicit,7.0,10.0,17.0,0.37339230497716003,0.17439479802463434,0.4540639694315895,0.39320062728662075,0.6518526508944449,0.26384183667069244,0.6032047683584432,0.5936031254378435,1.0336766062058278,1.5504425169735538,0.9765257473629528,1.4647202312029661,0.0902830128399381,0.13541819639443062,0.001953125,False,200,1.445644497871399,0.81640625,True,512
halfcheetah-medium-v2,2,mpi2,explicit,10.0,10.0,20.0,0.35026703443834367,0.35026703443834367,0.8567497780006395,0.0,0.0,0.24897796632587704,0.4088323608974221,0.35516101184020527,0.45647676650703,0.9540279425267408,0.38445885566055477,0.8035118498114747,0.2851320436131036,0.5959206620704646,1.0,True,1,0.0,0.80859375,True,512
halfcheetah-medium-v2,2,mpi2,implicit,10.0,10.0,20.0,0.373369810255667,0.373369810255667,0.5779792227515215,0.0,0.0,0.3368003358135278,0.6459917511882293,0.550956582015109,1.0857887010214233,1.226048499246021,1.084626811588912,1.224736519490033,0.03226931037367594,0.036437788971400265,0.005859375,False,200,1.2779731750488281,0.806640625,True,512
halfcheetah-medium-v2,2,mpi3,explicit,0.05,0.05,0.1,0.05609591831595014,0.05609591831595014,0.21888293382183954,0.0,0.0,0.05624278172035748,0.2562827413562064,0.257713943229137,0.254869876542574,0.9944870856064839,0.2547321418345714,0.9939496529753448,0.005592402228448722,0.02182122057402166,1.0,True,1,0.0,0.013671875,True,512
halfcheetah-medium-v2,2,mpi3,implicit,0.05,0.05,0.1,0.056805939619000906,0.056805939619000906,0.217247417203875,0.0,0.0,0.056883000775753416,0.26148039111411664,0.2781317928865212,0.27366728982276334,0.9984284988193952,0.2736213385251779,0.9982608533360905,0.0010376141376237068,0.0037855584657280695,0.599609375,False,200,0.035642921924591064,0.013671875,True,512
halfcheetah-medium-v2,2,mpi3,explicit,0.1,0.1,0.2,0.06236456414881187,0.06236456414881187,0.24089877245143856,0.0,0.0,0.056726898728657556,0.2588828640103743,0.254869876542574,0.25827132170179423,0.9976377644348234,0.2580379663310761,0.99673637078094,0.007239071843137098,0.027962730831218724,1.0,True,1,0.0,0.05078125,True,512
halfcheetah-medium-v2,2,mpi3,implicit,0.1,0.1,0.2,0.06265548635212331,0.06265548635212331,0.23740211418854204,0.0,0.0,0.058383906141301414,0.26392134950560314,0.29183541061232754,0.29557489888211574,0.9953691511136337,0.29558044702590514,0.9953878348760059,0.0009260913307732173,0.00311867734794718,0.4140625,False,200,0.06078141927719116,0.041015625,True,512
halfcheetah-medium-v2,2,mpi3,explicit,0.2,0.2,0.4,0.06549507778704271,0.06549507778704271,0.2527496141038508,0.0,0.0,0.05540759918938923,0.2591302780788098,0.25827132170179423,0.2563527586273436,0.9892813781852946,0.2563583950266205,0.9893031294037115,0.010820378371408203,0.0417565189665616,1.0,True,1,0.0,0.08203125,True,512
halfcheetah-medium-v2,2,mpi3,implicit,0.2,0.2,0.4,0.05677980709388718,0.05677980709388718,0.2094901227747715,0.0,0.0,0.05303934886578327,0.2710381107319923,0.3275548217904101,0.3275354072033585,0.9958153304295057,0.3275531000519285,0.995869122506507,0.0016999030638406372,0.005168264236438971,0.302734375,False,200,0.09448897838592529,0.080078125,True,512
halfcheetah-medium-v2,2,mpi3,explicit,1.5,2.5,4.0,0.16824059909816633,0.1262827458263891,0.5043285196842731,0.17047419945110345,0.5838246925761332,0.10789193155103566,0.2919955281419908,0.26605850481225696,0.3007071560991234,1.0298347992264332,0.28224324963772396,0.9666012744567631,0.1089967829132153,0.37328237047593626,1.0,True,1,0.0,0.599609375,True,512
