method,hop,tau,environment,stability,n_seed_cells,r_before_mean,slack_before_mean,r_after_mean,slack_after_mean
p4,4,10.0,halfcheetah-expert-v2,stable,1,0.0014117162802085303,0.0014117162802085303,0.0012546284204066893,0.0012546284204066893
p4,4,10.0,halfcheetah-medium-replay-v2,stable,2,0.0069214761820317605,0.0069214761820317605,0.006802062117348573,0.006802062117348573
p4,4,10.0,halfcheetah-medium-v2,stable,2,0.002507604038673339,0.002507604038673339,0.0023250219023553953,0.0023250219023553953
p4,4,10.0,hopper-expert-v2,collapsed,1,0.003301848757113035,0.003301848757113035,0.003033405659720323,0.003033405659720323
p4,4,10.0,hopper-expert-v2,stable,1,0.003442667134038402,0.003442667134038402,0.003165649178949792,0.003165649178949792
p4,4,10.0,hopper-medium-replay-v2,stable,2,0.0028440059907395288,0.0028440059907395288,0.002157654732996672,0.002157654732996672
p4,4,10.0,hopper-medium-v2,stable,2,0.0017118004264813358,0.0017118004264813358,0.0014886044539137444,0.0014886044539137444
p4,4,10.0,walker2d-expert-v2,stable,2,0.0015026492567500327,0.0015026492567500327,0.0014131420315610654,0.0014131420315610654
p4,4,10.0,walker2d-medium-replay-v2,stable,2,0.010232641812177423,0.010232641812177423,0.010059486537527196,0.010059486537527196
p4,4,10.0,walker2d-medium-v2,collapsed,1,-0.007315436593889224,0.0,-0.007337942121068863,0.0
p4,4,10.0,walker2d-medium-v2,stable,1,0.002013963364025706,0.002013963364025706,0.001945003608216922,0.001945003608216922
p4,4,14.0,halfcheetah-expert-v2,collapsed,1,0.0019771972502713453,0.0019771972502713453,0.001720822652869991,0.001720822652869991
p4,4,14.0,halfcheetah-expert-v2,stable,1,0.0011195843665099403,0.0011195843665099403,0.001007953856077215,0.001007953856077215
p4,4,14.0,halfcheetah-medium-replay-v2,stable,2,0.007791741203036384,0.007791741203036384,0.007597786369895498,0.007597786369895498
p4,4,14.0,halfcheetah-medium-v2,stable,2,0.0024339623172098257,0.0024339623172098257,0.0023410756090047613,0.0023410756090047613
p4,4,14.0,hopper-expert-v2,collapsed,2,-0.011655668860801605,0.0,-0.012147440090449546,0.0
p4,4,14.0,hopper-medium-replay-v2,stable,2,0.0012888503332582069,0.0012888503332582069,0.0008283188703401834,0.0008283188703401834
p4,4,14.0,hopper-medium-v2,stable,2,0.0013547100744260021,0.0013547100744260021,0.0011519628812641791,0.0011519628812641791
p4,4,14.0,walker2d-expert-v2,collapsed,2,0.08794372707566778,0.08862403969890797,0.0879114075972347,0.08862425172773358
p4,4,14.0,walker2d-medium-replay-v2,collapsed,1,0.012239998117353323,0.012239998117353323,0.01200538656211414,0.01200538656211414
p4,4,14.0,walker2d-medium-replay-v2,stable,1,0.012441018332041587,0.012441018332041587,0.012098506485347826,0.012098506485347826
p4,4,14.0,walker2d-medium-v2,collapsed,1,-0.0003555159302832678,0.0,-0.0004146220360095043,0.0
p4,4,14.0,walker2d-medium-v2,stable,1,0.0018512884436558963,0.0018512884436558963,0.0016930296113413235,0.0016930296113413235
p4,4,20.0,halfcheetah-expert-v2,collapsed,2,0.0010650447119315842,0.0010650447119315842,0.000933223049874421,0.000933223049874421
p4,4,20.0,halfcheetah-medium-replay-v2,stable,2,0.008700859697570174,0.008700859697570174,0.008468302567776753,0.008468302567776753
p4,4,20.0,halfcheetah-medium-v2,stable,2,0.0032335921871462503,0.0032335921871462503,0.003032692711711249,0.003032692711711249
p4,4,20.0,hopper-expert-v2,collapsed,2,-0.004084411880296734,0.0,-0.004712950904664837,0.0
p4,4,20.0,hopper-medium-replay-v2,stable,2,-0.00016309761043586946,0.00016013259828717707,-0.0007045307315101113,0.0
p4,4,20.0,hopper-medium-v2,stable,2,0.0013404359629785034,0.0013404359629785034,0.0010342457927086102,0.0010342457927086102
p4,4,20.0,walker2d-expert-v2,collapsed,2,0.05637366259781906,0.057602400081472105,0.056336885173434936,0.05757946894935895
p4,4,20.0,walker2d-medium-replay-v2,collapsed,1,0.015893256473537676,0.015893256473537676,0.015441897817488837,0.015441897817488837
p4,4,20.0,walker2d-medium-replay-v2,stable,1,0.0174888638952595,0.0174888638952595,0.016671975341667533,0.016671975341667533
p4,4,20.0,walker2d-medium-v2,collapsed,2,0.0006485339374586729,0.0006485339374586729,0.00042688516101918594,0.00042688516101918594
