level,method_minus,method_reference,critic_scope,environment,tau,seed,delta_y_rms_difference,delta_y_rms_no_noise_difference,smoothing_delta_y_rms_change_difference,seed_interpretation,generalization_scope
task_budget_seed_mean,p3,td3,within_run_target_critic,walker2d-expert-v2,7.0,,-719553345942.7275,-790872439116.3423,71319093173.61473,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,within_run_target_critic,walker2d-expert-v2,10.0,,-336506449927.0678,-370276624495.87225,33770174568.804474,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,within_run_target_critic,walker2d-expert-v2,14.0,,-83208259576.45508,-90969697658.51367,7761438082.058594,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,within_run_target_critic,walker2d-expert-v2,20.0,,47319200386.8725,52372619389.993164,-5053419003.1206665,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,halfcheetah-medium-v2,,,-0.5090119351022298,-0.5806255410926384,0.07161360599040867,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,halfcheetah-medium-replay-v2,,,-0.3137486227068771,-0.29139366586401694,-0.02235495684286013,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,halfcheetah-expert-v2,,,-9.543082150335316,-10.522909532556938,0.9798273822216228,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,hopper-medium-v2,,,-163392012300.9677,-178089661043.1568,14697648742.18905,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,hopper-medium-replay-v2,,,-0.06883429848541897,-0.23241312198159242,0.16357882349617342,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,hopper-expert-v2,,,-292056480311.53534,-316936274258.4049,24879793946.869495,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,walker2d-medium-v2,,,-16488769328.30741,-18774544038.556263,2285774710.2488594,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,walker2d-medium-replay-v2,,,-28.858503398383412,-30.680699213589598,1.8221958152061872,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_marginal_mean,p3,td3,within_run_target_critic,walker2d-expert-v2,,,-353176163855.993,-387812107262.3226,34635943406.329605,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_equal_overall,p3,td3,within_run_target_critic,,,,-91679269537.34407,-100179176293.86095,8499906756.516874,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,4.0,0,-0.7333540064187982,-0.7329429327511621,-0.0004110736676361526,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,4.0,1,-0.831589695299896,-0.9092135173419273,0.07762382204203133,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,7.0,0,-1.0383283735919773,-1.1630065932140967,0.12467821962211945,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,7.0,1,-0.8141210416200422,-0.9331658921909911,0.11904485057094893,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,10.0,0,-1.0301581572029002,-1.1746373337100118,0.14447917650711162,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,10.0,1,-1.0794041085057504,-1.2072016847328637,0.1277975762271133,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,14.0,0,-1.0412249563773068,-1.2324793135672558,0.191254357189949,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,14.0,1,-0.9344300319890477,-1.072475804157401,0.13804577216835323,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,20.0,0,-0.99113134103811,-1.0594777198220418,0.0683463787839318,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,20.0,1,-0.9368707517758805,-0.9999416437751245,0.06307089199924398,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,4.0,0,-1.4251850252930698,-1.5993107993554911,0.17412577406242136,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,4.0,1,-1.471895075788821,-1.3733503596402912,-0.09854471614852978,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,7.0,0,-1.2461548802016065,-1.356610746427322,0.11045586622571557,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,7.0,1,-1.0055724697962285,-1.1493562331523517,0.1437837633561232,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,10.0,0,-1.293892494314382,-1.3535481977776476,0.05965570346326565,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,10.0,1,-1.9803142691141158,-2.209311145808936,0.22899687669482027,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,14.0,0,-1.3523673774981884,-1.422793288917969,0.07042591141978072,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,14.0,1,-1.4559995792952032,-1.5616229076598134,0.10562332836461019,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,20.0,0,-1.376680813393849,-1.5147187598521015,0.1380379464582524,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,20.0,1,-1.3091439683181396,-1.507995520349036,0.19885155203089644,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,4.0,0,-0.7416773559393006,-0.8834868577324717,0.1418095017931711,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,4.0,1,-0.6248135656973934,-0.8062977801655746,0.1814842144681812,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,7.0,0,-8.108002059908468,-9.229353584837973,1.121351524929505,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,7.0,1,-1.275489227074424,-1.5143904450035257,0.23890121792910168,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,10.0,0,-12.05448550329854,-13.572586708780172,1.5181012054816314,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,10.0,1,-1.4975067623936167,-1.7291536136041605,0.23164685121054385,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,14.0,0,-5.104717217298255,-5.549675677223531,0.4449584599252763,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,14.0,1,-8.992752918700583,-9.27277767936167,0.28002476066108706,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,20.0,0,-10.739421243231682,-12.047723868232588,1.3083026250009056,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,20.0,1,-30.749269870185998,-33.822592811724434,3.073322941538441,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,4.0,0,-0.5715443471706129,-0.5953878508330239,0.02384350366241106,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,4.0,1,-0.41111406571957365,-0.4635931295093252,0.052479063789751534,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,7.0,0,-103687530855.48865,-114332491068.25117,10644960212.762524,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,7.0,1,-0.8171800655120518,-0.8648850215311217,0.04770495601906988,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,10.0,0,-292808544379.3335,-324164930962.59454,31356386583.261047,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,10.0,1,-62888264402.34712,-69616992256.26846,6728727853.921337,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,14.0,0,-228430937041.45514,-253523698845.16864,25092761803.713524,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,14.0,1,-179993954759.10504,-199604147221.08173,19610192461.976685,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,20.0,0,-15468242497.846985,-17844947641.161255,2376705143.31427,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-v2,20.0,1,-259001458225.6564,-287368106457.7827,28366648232.126297,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,4.0,0,-0.9653809583285158,-1.006318449927126,0.040937491598610265,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,4.0,1,-1.0551566001493482,-1.055879303198488,0.0007227030491399056,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,7.0,0,-1.0812981814430676,-1.166450841305224,0.08515265986215637,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,7.0,1,-0.9093644338675708,-0.9043443428308287,-0.005020091036742169,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,10.0,0,-0.7159098863660001,-0.7373001144562856,0.021390228090285568,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,10.0,1,-0.9680145326692844,-1.0009043136260694,0.032889780956784964,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,14.0,0,-1.129010244922589,-1.3068152226975434,0.1778049777749544,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,14.0,1,-0.6638350650338318,-0.7791362325915858,0.11530116755775399,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,20.0,0,-0.643084242726145,-0.8146203195696082,0.17153607684346328,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,20.0,1,-0.7503854743188572,-0.8360741776354268,0.08568870331656964,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,4.0,0,-2479170.3247888945,-2605567.245556196,126396.92076730181,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,4.0,1,-3763731.516559314,-3962186.940988562,198455.4244292481,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,7.0,0,-385616419338.6955,-420593922892.84186,34977503554.14636,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,7.0,1,-474006725636.4044,-525595292478.2648,51588566841.86032,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,10.0,0,-313425884362.91644,-340774181009.86255,27348296646.946106,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,10.0,1,-365061932852.0099,-405718785191.4835,40656852339.47362,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,14.0,0,-241013185828.8233,-265263099031.7173,24249913202.893982,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,14.0,1,-10361502498.146973,-11914194614.29358,1552692116.1466064,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,20.0,0,-4848752361.946533,-5306052230.875977,457299868.92944336,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,hopper-expert-v2,20.0,1,-41702158351.27484,-45896382224.57587,4194223873.3010254,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,4.0,0,-26.623919581278265,-28.736496688920262,2.112577107641993,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,4.0,1,-0.7276635769383983,-0.8153235224741417,0.08765994553574341,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,7.0,0,-21452269468.362335,-25521057933.543427,4068788465.1810913,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,7.0,1,-1365.9070480722594,-1457.761449985893,91.85440191363352,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,10.0,0,-94583142194.25694,-107934936606.61246,13351794412.355518,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,10.0,1,-131821758798.51782,-150013975479.61838,18192216681.10057,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,14.0,0,-10905868290.89972,-14246228065.810303,3340359774.9105835,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,14.0,1,3717.4739153806295,5425.274897655399,-1707.80098227477,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,20.0,0,-81752537.44126964,-93558331.91678596,11805794.47551632,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-v2,20.0,1,-7404028620.802246,-8811950274.518616,1407921653.7163696,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,4.0,0,-1.4793125669405884,-1.5215833762391355,0.042270809298547096,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,4.0,1,-1.5607648073153038,-1.7347057048550223,0.17394089753971853,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,7.0,0,-3.9632996276502315,-4.074202134099838,0.11090250644960609,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,7.0,1,-1.3543304285287787,-1.3463512359043337,-0.00797919262444502,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,10.0,0,-1.5316911186183173,-1.5579296798874083,0.026238561269090965,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,10.0,1,-1.3475882713484042,-1.3752029534225167,0.02761468207411255,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,14.0,0,-29.29781942717831,-30.726536210030247,1.4287167828519358,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,14.0,1,-12.587305077494593,-13.265067291569379,0.6777622140747859,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,20.0,0,-2.4535170870291862,-2.6343770964933997,0.18086000946421343,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-medium-replay-v2,20.0,1,-103.36151679791121,-111.18065844046014,7.819141642548928,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,4.0,0,-675215792778.4067,-747348833799.2314,72133041020.82462,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,4.0,1,-508874311841.6011,-563637172962.2324,54762861120.63139,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,7.0,0,-675680211109.3379,-746938462047.5476,71258250938.20963,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,7.0,1,-528217928013.7513,-589709962080.8978,61492034067.14656,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,10.0,0,-53867613306.67285,-59420229205.561646,5552615898.888794,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,10.0,1,65059220341.441895,69161910764.60962,-4102690423.1677246,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,14.0,0,-56578905112.1626,-60939457532.892456,4360552420.729858,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,14.0,1,-5221138599.945068,-6359822171.737305,1138683571.7922363,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,20.0,0,19382918392.79138,21966231059.371216,-2583312666.579834,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
cell,p3,td3,common_td3_target_critic,walker2d-expert-v2,20.0,1,62209156282.54114,66488743444.33948,-4279587161.79834,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,4.0,,-0.7824718508593471,-0.8210782250465447,0.03860637418719759,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,7.0,,-0.9262247076060097,-1.048086242702544,0.12186153509653419,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,10.0,,-1.0547811328543253,-1.1909195092214377,0.13613837636711246,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,14.0,,-0.9878274941831773,-1.1524775588623284,0.1646500646791511,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-v2,20.0,,-0.9640010464069952,-1.0297096817985831,0.06570863539158789,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,4.0,,-1.4485400505409454,-1.4863305794978912,0.03779052895694579,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,7.0,,-1.1258636749989175,-1.2529834897898369,0.12711981479091938,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,10.0,,-1.6371033817142489,-1.7814296717932918,0.14432629007904296,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,14.0,,-1.4041834783966958,-1.4922080982888912,0.08802461989219545,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-medium-replay-v2,20.0,,-1.3429123908559943,-1.5113571401005688,0.16844474924457442,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,4.0,,-0.683245460818347,-0.8448923189490232,0.16164685813067614,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,7.0,,-4.691745643491446,-5.37187201492075,0.6801263714293033,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,10.0,,-6.775996132846078,-7.650870161192167,0.8748740283460876,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,14.0,,-7.048735067999419,-7.411226678292601,0.36249161029318167,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,halfcheetah-expert-v2,20.0,,-20.74434555670884,-22.93515833997851,2.1908127832696733,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-v2,4.0,,-0.49132920644509326,-0.5294904901711746,0.038161283726081296,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-v2,7.0,,-51843765428.152916,-57166245534.55803,5322480106.405114,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-v2,10.0,,-177848404390.8403,-196890961609.43152,19042557218.591194,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-v2,14.0,,-204212445900.2801,-226563923033.12518,22351477132.845104,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-v2,20.0,,-137234850361.7517,-152606527049.472,15371676687.720284,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,4.0,,-1.010268779238932,-1.031098876562807,0.020830097323875085,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,7.0,,-0.9953313076553192,-1.0353975920680263,0.0400662844127071,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,10.0,,-0.8419622095176422,-0.8691022140411775,0.027140004523535266,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,14.0,,-0.8964226549782104,-1.0429757276445646,0.1465530726663542,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-medium-replay-v2,20.0,,-0.696734858522501,-0.8253472486025175,0.12861239008001646,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
task_budget_seed_mean,p3,td3,common_td3_target_critic,hopper-expert-v2,4.0,,-3121450.9206741042,-3283877.093272379,162426.17259827495,seeds are marginal run replicates within fixed task-budget cells,"fixed nine-task, five-budget grid only"
