environment,T,seed,hop_index,ref_actor,new_actor,delta_L,q_term,transport_mean_sq,mean_q_gain,return_delta,j_ref,j_new,label,optimizer_diverged,c_k
halfcheetah-expert-v2,7,0,2,mart_mu1,mart_mu2,0.000590102105590909,-0.0019119965509122071,0.002502098656503116,0.5542113594710827,-23.01671203495006,96.9026990619432,73.88598702699313,objective_not_up_return_down,False,0.0034499411068314094
halfcheetah-expert-v2,7,0,3,mart_mu2,mart_mu3,0.0010245067189521178,-0.0012159118828801412,0.002240418601832259,0.3526368588209152,-27.85296930302477,73.88598702699313,46.033017723968364,objective_not_up_return_down,False,0.0034480566976058387
halfcheetah-expert-v2,7,0,4,mart_mu3,mart_mu4,0.0013380701802763626,-0.000845030728401074,0.0021831009086774366,0.2451594416052103,0.5741181048773925,46.033017723968364,46.607135828845756,other_obj_not_up_return_flat,False,0.0034468618580142615
halfcheetah-expert-v2,7,1,2,mart_mu1,mart_mu2,0.0008327131190237307,-0.0017658248020504682,0.002598537921074199,0.5112897004000843,-7.959517296442996,96.72184677426311,88.76232947782012,objective_not_up_return_down,False,0.0034536678534081754
halfcheetah-expert-v2,7,1,3,mart_mu2,mart_mu3,0.0009425221544290114,-0.0011075072870223373,0.0020500294414513487,0.320837564766407,-11.812294146616466,88.76232947782012,76.95003533120365,objective_not_up_return_down,False,0.0034519252377092527
halfcheetah-expert-v2,7,1,4,mart_mu3,mart_mu4,0.0016131208252993744,-0.0007482200365456068,0.002361340861844981,0.21682257764041424,-24.560445415838828,76.95003533120365,52.38958991536482,objective_not_up_return_down,False,0.0034508400586699037
halfcheetah-medium-replay-v2,10,1,2,mart_mu1,mart_mu2,0.008864349074576373,-0.01927582973531013,0.028140178809886503,1.3158577440772206,4.412511700626688,46.878960386687375,51.29147208731406,other_obj_not_up_return_up,False,0.014648870534882785
halfcheetah-medium-replay-v2,10,1,3,mart_mu2,mart_mu3,0.005625425016346495,-0.011719057225299924,0.01734448224164642,0.802763719460927,0.36638325015887574,51.29147208731406,51.65785533747294,other_obj_not_up_return_flat,False,0.01459838921615631
halfcheetah-medium-replay-v2,10,1,4,mart_mu3,mart_mu4,0.006280230018254383,-0.006675364356957258,0.01295559437521164,0.45822538435459137,2.2605839305270266,51.65785533747294,53.918439267999965,other_obj_not_up_return_up,False,0.014567862420715696
halfcheetah-medium-replay-v2,14,0,2,mart_mu1,mart_mu2,0.0067585593988671346,-0.025474639109543392,0.03223319850841053,1.3101434031268582,4.540145397078163,47.12025338877426,51.66039878585242,other_obj_not_up_return_up,False,0.019444160882499013
