environment,T,seed,hop_index,ref_actor,new_actor,delta_L,q_term,transport_mean_sq,mean_q_gain,return_delta,j_ref,j_new,label,optimizer_diverged,c_k
walker2d-expert-v2,10,0,4,mart_mu3,mart_mu4,0.0009579443417821554,-0.0006356398130667096,0.001593584154848865,0.06385928392410278,0.7513796877901768,114.1228063988548,114.87418608664498,other_obj_not_up_return_flat,False,0.009953757292708951
walker2d-expert-v2,10,1,2,mart_mu1,mart_mu2,0.0008688094697634723,-0.0009331542993093316,0.0018019637690728039,0.0935375839471817,1.679481005514262,110.38107909994514,112.0605601054594,other_obj_not_up_return_up,False,0.009976249758987362
walker2d-expert-v2,10,1,3,mart_mu2,mart_mu3,0.000854403176596501,-0.0008187968413005768,0.0016732000178970778,0.08208993077278137,1.8165568704531552,112.0605601054594,113.87711697591256,other_obj_not_up_return_up,False,0.009974388254351726
walker2d-expert-v2,10,1,4,mart_mu3,mart_mu4,0.0010325152753198272,-0.0009530297561556605,0.0019855450314754876,0.09556333720684052,1.830192950380635,113.87711697591256,115.70730992629319,other_obj_not_up_return_up,False,0.00997275507544165
walker2d-expert-v2,14,0,2,mart_mu1,mart_mu2,0.00026768855553846124,-0.0017549876745438966,0.002022676230082358,0.12631390988826752,2.2026039417685013,111.597351256405,113.7999551981735,other_obj_not_up_return_up,False,0.013893859164808469
walker2d-expert-v2,14,0,3,mart_mu2,mart_mu3,0.0006348762343649954,-0.0013256799646338996,0.001960556198998895,0.09543873369693756,2.1665986284980363,113.7999551981735,115.96655382667154,other_obj_not_up_return_up,False,0.013890376718990752
walker2d-expert-v2,14,0,4,mart_mu3,mart_mu4,0.0009198527448253686,-0.001053598064255605,0.0019734508090809735,0.07586529850959778,-0.1471619222913887,115.96655382667154,115.81939190438015,other_obj_not_up_return_flat,False,0.01388774690080885
walker2d-expert-v2,14,1,2,mart_mu1,mart_mu2,-0.038234054819469135,-0.068708935627155,0.030474880807685855,21799690528.38108,-6.014194245512231,7.970689603804945,1.9564953582927136,objective_up_return_down,True,3.151830781161899e-12
walker2d-expert-v2,14,1,3,mart_mu2,mart_mu3,-0.009473780434362275,-0.01851598583141954,0.009042205397057265,5932340168.583233,-0.07297771115013152,1.9564953582927136,1.883517647142582,objective_up_return_flat,True,3.1211942176676533e-12
walker2d-expert-v2,14,1,4,mart_mu3,mart_mu4,-0.005707689547966124,-0.011837734385866135,0.006130044837900011,3802725667.117583,-0.044862816172319464,1.883517647142582,1.8386548309702626,objective_up_return_flat,True,3.1129603926540896e-12
