source,environment,T,seed,actor_id,n_episodes,normalized_score_mean,raw_return_mean,episode_length_mean,n_timeout,timeout_rate,reward_per_step_pooled,reward_per_step_episode_mean
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,4,1,mart_mu3,10,99.06314339962461,3203.809324546618,1000.0,10,1.0,3.203809324546618,3.2038093245466177
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,4,1,mart_mu4,10,99.01468718717436,3202.2322820761597,1000.0,10,1.0,3.2022322820761597,3.20223228207616
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,4,1,two_actor_deploy,10,98.3885029026815,3181.852661774793,1000.0,10,1.0,3.181852661774793,3.1818526617747933
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,4,1,two_actor_target,10,35.64828988096674,1139.9270646720613,345.2,1,0.1,3.3022220876942683,3.3512424417786972
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,0,mart_mu1,10,44.24623884138024,1419.753530335714,430.7,0,0.0,3.2963861860592387,3.2947919313834966
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,0,mart_mu2,10,98.84558652617922,3196.7287787958403,1000.0,10,1.0,3.1967287787958405,3.19672877879584
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,0,mart_mu3,10,98.94528339333895,3199.9734854233748,1000.0,10,1.0,3.199973485423375,3.1999734854233752
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,0,mart_mu4,10,99.47513842476474,3217.218000532807,1000.0,10,1.0,3.2172180005328066,3.2172180005328066
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,0,two_actor_deploy,10,98.21077971809645,3176.068532229724,1000.0,10,1.0,3.176068532229724,3.176068532229724
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,0,two_actor_target,10,47.48586734067305,1525.1895822585852,459.2,0,0.0,3.321405884709463,3.3156699946660693
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,1,mart_mu1,10,98.86446505515117,3197.3431941713525,1000.0,10,1.0,3.197343194171353,3.1973431941713533
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,1,mart_mu2,10,99.33354292595334,3212.609672643365,1000.0,10,1.0,3.2126096726433646,3.2126096726433637
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,1,mart_mu3,10,97.95963833387725,3167.894954292532,1000.0,10,1.0,3.167894954292532,3.1678949542925325
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,1,mart_mu4,10,100.42883828332464,3248.256852002321,1000.0,10,1.0,3.248256852002321,3.2482568520023207
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,1,two_actor_deploy,10,98.48447875492971,3184.9762652815516,1000.0,10,1.0,3.1849762652815516,3.184976265281551
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,7,1,two_actor_target,10,53.9708083849077,1736.2466774798238,541.6,2,0.2,3.2057730381828358,3.127770919161511
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,0,mart_mu1,10,55.36944577005676,1781.7663424642615,542.3,1,0.1,3.285573192816267,3.2926810608218573
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,0,mart_mu2,10,99.42909221568645,3215.719393364642,1000.0,10,1.0,3.215719393364642,3.2157193933646426
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,0,mart_mu3,10,100.3590368400521,3245.985113561083,1000.0,10,1.0,3.245985113561083,3.2459851135610824
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,0,mart_mu4,10,100.75349494517232,3258.8230378051535,1000.0,10,1.0,3.2588230378051537,3.2588230378051533
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,0,two_actor_deploy,10,100.286463538428,3243.6231629856,1000.0,10,1.0,3.2436231629856005,3.2436231629856005
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,0,two_actor_target,10,64.3899112041829,2075.3439122654286,630.8,1,0.1,3.290018884377661,3.291230819264439
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,1,mart_mu1,10,53.87788256504352,1733.2223394823304,532.0,1,0.1,3.257936728350245,3.25946302698233
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,1,mart_mu2,10,100.3637234590717,3246.1376429657353,1000.0,10,1.0,3.2461376429657354,3.246137642965736
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,1,mart_mu3,10,98.94029713337045,3199.811203987383,1000.0,10,1.0,3.199811203987383,3.199811203987384
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,1,mart_mu4,10,100.09646089724525,3237.439389646899,1000.0,10,1.0,3.237439389646899,3.237439389646899
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,1,two_actor_deploy,10,99.22743006731743,3209.1561529341557,1000.0,10,1.0,3.2091561529341557,3.2091561529341552
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,10,1,two_actor_target,10,52.97858804812879,1703.9541491944397,528.1,4,0.4,3.226574794914675,3.2864585114335676
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,0,mart_mu1,10,58.15286574285136,1872.354758030673,570.5,1,0.1,3.281954001806614,3.281023347411564
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,0,mart_mu2,10,98.57432640606922,3187.9004220522306,1000.0,10,1.0,3.187900422052231,3.1879004220522305
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,0,mart_mu3,10,98.50490800395286,3185.641149962378,1000.0,10,1.0,3.185641149962378,3.185641149962378
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,0,mart_mu4,10,97.36654495325637,3148.5923013840575,1000.0,10,1.0,3.148592301384057,3.148592301384057
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,0,two_actor_deploy,10,98.8366842819025,3196.4390488190875,1000.0,10,1.0,3.1964390488190877,3.1964390488190877
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,0,two_actor_target,10,34.40015727292199,1099.3056864809625,330.6,0,0.0,3.3251835646732077,3.3244668212580564
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,1,mart_mu1,10,84.38957780278557,2726.247522475887,844.0,8,0.8,3.2301510929809085,3.244507037118415
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,1,mart_mu2,10,99.87117629681444,3230.1073394338478,1000.0,10,1.0,3.2301073394338475,3.2301073394338475
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,1,mart_mu3,10,99.26683485851395,3210.4386103552815,1000.0,10,1.0,3.2104386103552813,3.2104386103552813
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,1,mart_mu4,10,100.14735999205102,3239.0959374899426,1000.0,10,1.0,3.239095937489943,3.2390959374899433
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,1,two_actor_deploy,10,99.47626558067633,3217.254684636939,1000.0,10,1.0,3.217254684636939,3.217254684636939
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,14,1,two_actor_target,10,60.999182130742476,1964.9901829036535,608.3,5,0.5,3.2302978512307305,3.3141601614382905
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,0,mart_mu1,10,91.9476581069172,2972.2307108438144,904.1,6,0.6,3.2875021688351005,3.2970660918683934
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,0,mart_mu2,10,100.49422626711595,3250.384951213591,1000.0,10,1.0,3.2503849512135914,3.2503849512135914
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,0,mart_mu3,10,100.82456764966344,3261.136150361936,1000.0,10,1.0,3.261136150361936,3.2611361503619363
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,0,mart_mu4,10,101.27703642348965,3275.8620737636566,1000.0,10,1.0,3.2758620737636566,3.275862073763657
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,0,two_actor_deploy,10,100.66040900071565,3255.7934884370184,1000.0,10,1.0,3.2557934884370185,3.255793488437019
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,0,two_actor_target,10,91.04893253205675,2942.981037186454,898.7,6,0.6,3.2747090655240396,3.285355622959669
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,1,mart_mu1,10,24.931157183133482,791.1302319982805,236.5,0,0.0,3.34515954333311,3.3393467537408013
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,1,mart_mu2,10,101.41367453401597,3280.309059866921,1000.0,10,1.0,3.2803090598669207,3.2803090598669216
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,1,mart_mu3,10,100.05498002047324,3236.0893645196056,1000.0,10,1.0,3.236089364519606,3.236089364519606
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,1,mart_mu4,10,99.63249148049455,3222.3391695056607,1000.0,10,1.0,3.2223391695056605,3.2223391695056605
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,1,two_actor_deploy,10,99.69359862300173,3224.327945642076,1000.0,10,1.0,3.224327945642076,3.224327945642076
first90_ext_csv_0c8c50cd,hopper-medium-replay-v2,20,1,two_actor_target,10,83.52034944188954,2697.9578569749588,842.6,7,0.7,3.2019438131675275,3.2192407846172046
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,0,mart_mu1,10,48.93194671227714,1572.2532809951297,489.2,0,0.0,3.213927393694051,3.2110433604842945
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,0,mart_mu2,10,54.83446937388798,1764.3551488362652,542.1,0,0.0,3.254667310157287,3.2501505499522416
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,0,mart_mu3,10,51.57271419838413,1658.1989682374126,506.9,0,0.0,3.271254622681816,3.269250385770616
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,0,mart_mu4,10,65.97890991878539,2127.0590243576876,643.4,1,0.1,3.305966777055778,3.2995012960908157
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,0,two_actor_deploy,10,58.795639567783326,1893.2742969206981,578.8,0,0.0,3.2710336850737702,3.2667859987786465
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,0,two_actor_target,10,51.076481800603936,1642.0487260508212,510.2,0,0.0,3.2184412505896143,3.2173038226199573
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,1,mart_mu1,10,51.27353119787324,1648.4618411615174,515.3,0,0.0,3.199033264431433,3.1928535961490474
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,1,mart_mu2,10,47.232692867983566,1516.9498359871036,469.6,0,0.0,3.230302035747665,3.227211416273149
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,1,mart_mu3,10,56.818995051640044,1828.9429719299976,559.2,0,0.0,3.2706419383583647,3.2676764597294543
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,1,mart_mu4,10,63.64222324391253,2051.00986698265,623.7,1,0.1,3.2884557751846235,3.2906318788661197
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,1,two_actor_deploy,10,63.03180459341354,2031.1433506389549,615.7,0,0.0,3.2989172496978316,3.294367573002943
first90_ext_csv_0c8c50cd,hopper-medium-v2,4,1,two_actor_target,10,43.177836351281215,1384.981598787021,436.9,0,0.0,3.1700196813619157,3.1658190261381685
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,0,mart_mu1,10,51.000127179022265,1639.5637096832365,508.9,0,0.0,3.2217797399945693,3.2170017071877623
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,0,mart_mu2,10,59.4971936805979,1916.1068827809497,581.8,0,0.0,3.293411623893004,3.292721367375995
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,0,mart_mu3,10,59.854610199211336,1927.7392618092376,583.0,0,0.0,3.3065853547328263,3.299172635899154
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,0,mart_mu4,10,100.46322048509231,3249.375845618901,1000.0,10,1.0,3.2493758456189012,3.2493758456189012
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,0,two_actor_deploy,10,99.10605751560672,3205.2059954803076,1000.0,10,1.0,3.205205995480308,3.205205995480308
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,0,two_actor_target,10,43.263964322839115,1387.7846958962027,436.8,0,0.0,3.1771627653301344,3.1723405338784145
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,1,mart_mu1,10,44.92077324733556,1441.7067402996322,449.0,0,0.0,3.210928152114994,3.2079538723903163
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,1,mart_mu2,10,64.48781628392099,2078.530303875773,630.3,0,0.0,3.29768412482274,3.295334482746889
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,1,mart_mu3,10,82.17459017756534,2654.159148666292,804.5,4,0.4,3.299141266210431,3.3027094094027647
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,1,mart_mu4,10,90.86054512690157,2936.849832872166,890.8,6,0.6,3.296867796219315,3.3020242866816383
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,1,two_actor_deploy,10,96.16145365117141,3109.3717336164364,955.8,9,0.9,3.2531614706177403,3.255797957143797
first90_ext_csv_0c8c50cd,hopper-medium-v2,7,1,two_actor_target,10,49.988760202323284,1606.6480401576757,496.5,0,0.0,3.2359477143155604,3.234718790354227
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,0,mart_mu1,10,52.353186115547466,1683.599991101713,517.2,0,0.0,3.2552204004286796,3.2490229254309413
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,0,mart_mu2,10,63.804981740215794,2056.3069599273704,625.9,1,0.1,3.2853602171710667,3.2849981991966493
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,0,mart_mu3,10,89.5124052404546,2892.9736454952044,878.6,6,0.6,3.292708451508314,3.2975134076376014
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,0,mart_mu4,10,100.75296774952444,3258.805879841604,1000.0,10,1.0,3.258805879841604,3.258805879841605
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,0,two_actor_deploy,10,99.7071824251968,3224.770040306283,1000.0,10,1.0,3.224770040306283,3.224770040306283
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,0,two_actor_target,10,61.23115277733658,1972.5398353234348,601.0,0,0.0,3.282096231819359,3.279582488917454
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,1,mart_mu1,10,54.85612116085351,1765.0598218983828,539.6,0,0.0,3.2710523015166473,3.267253992672571
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,1,mart_mu2,10,70.06833960626014,2260.152470398689,680.0,0,0.0,3.323753632939248,3.3186586542517924
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,1,mart_mu3,10,98.53727946748066,3186.6947026490775,978.8,9,0.9,3.255715879290026,3.257719013347078
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,1,mart_mu4,10,100.71061772822802,3257.4275677773294,1000.0,10,1.0,3.2574275677773294,3.25742756777733
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,1,two_actor_deploy,10,97.00205039064612,3136.729562296113,1000.0,10,1.0,3.1367295622961127,3.1367295622961127
first90_ext_csv_0c8c50cd,hopper-medium-v2,10,1,two_actor_target,10,54.410198211862415,1750.5469370988799,537.3,0,0.0,3.258043806251405,3.247490987003669
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,0,mart_mu1,10,60.64819039132792,1953.5669029598296,595.7,0,0.0,3.279447545677068,3.2740070677047193
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,0,mart_mu2,10,98.02140733378558,3169.9052710566243,971.3,9,0.9,3.2635697220803297,3.2660915328303988
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,0,mart_mu3,10,101.55616262915323,3284.9464379491815,1000.0,10,1.0,3.2849464379491815,3.2849464379491815
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,0,mart_mu4,10,101.37247188609294,3278.9680898986926,1000.0,10,1.0,3.2789680898986924,3.2789680898986924
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,0,two_actor_deploy,10,99.91116204962894,3231.4087046708946,1000.0,10,1.0,3.2314087046708946,3.231408704670895
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,0,two_actor_target,10,58.88472666024008,1896.173700759125,577.0,0,0.0,3.286262912927427,3.283978643361633
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,1,mart_mu1,10,51.74627251844041,1663.8475492549878,510.8,0,0.0,3.2573366273590207,3.255718730152862
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,1,mart_mu2,10,100.62839173419653,3254.7514633480696,1000.0,10,1.0,3.2547514633480694,3.2547514633480694
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,1,mart_mu3,10,101.23390448586733,3274.458313667191,1000.0,10,1.0,3.274458313667191,3.2744583136671914
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,1,mart_mu4,10,100.96707305813271,3265.7740919191037,1000.0,10,1.0,3.265774091919104,3.2657740919191034
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,1,two_actor_deploy,10,98.85728452712655,3197.1094986949115,1000.0,10,1.0,3.197109498694912,3.1971094986949113
first90_ext_csv_0c8c50cd,hopper-medium-v2,14,1,two_actor_target,10,53.86125604983617,1732.6812175231055,531.1,0,0.0,3.262438745100933,3.2599577959032393
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,0,mart_mu1,10,72.69102521641432,2345.5096699139863,713.5,1,0.1,3.287329600440065,3.287975800902332
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,0,mart_mu2,10,89.36210904389284,2888.0821471064364,876.2,5,0.5,3.296144883709697,3.29997623343093
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,0,mart_mu3,10,100.90604199685181,3263.7877919012085,1000.0,10,1.0,3.2637877919012084,3.2637877919012075
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,0,mart_mu4,10,101.39372848302614,3279.6599012154657,1000.0,10,1.0,3.2796599012154655,3.279659901215466
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,0,two_actor_deploy,10,101.46760047903238,3282.0641187386345,1000.0,10,1.0,3.2820641187386346,3.282064118738635
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,0,two_actor_target,10,68.54779290881206,2210.665178698951,671.7,1,0.1,3.291149588654088,3.286737750899556
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,1,mart_mu1,10,52.89357469509273,1701.187328150976,520.5,0,0.0,3.268371427763643,3.2667885526610263
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,1,mart_mu2,10,87.774071855617,2836.39832858371,856.8,6,0.6,3.310455565573891,3.3195144154316254
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,1,mart_mu3,10,101.38119321906646,3279.2519319862745,1000.0,10,1.0,3.2792519319862747,3.2792519319862747
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,1,mart_mu4,10,41.85749852989048,1342.0102497195976,437.9,2,0.2,3.0646500336140616,2.7683141312175534
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,1,two_actor_deploy,10,15.71943984236869,491.328230610867,184.7,0,0.0,2.6601420173842287,2.6600708428369786
first90_ext_csv_0c8c50cd,hopper-medium-v2,20,1,two_actor_target,10,54.8297812550177,1764.2025706178872,540.2,0,0.0,3.2658322299479585,3.26367775481186
tail90_ext_csh,halfcheetah-expert-v2,4,0,mart_mu1,10,95.94425747122946,11631.47230718021,1000.0,10,1.0,11.631472307180209,11.63147230718021
tail90_ext_csh,halfcheetah-expert-v2,4,0,mart_mu2,10,95.23127705974898,11542.95451319507,1000.0,10,1.0,11.54295451319507,11.542954513195072
tail90_ext_csh,halfcheetah-expert-v2,4,0,mart_mu3,10,88.75391727682253,10738.778704715103,1000.0,10,1.0,10.738778704715102,10.738778704715102
tail90_ext_csh,halfcheetah-expert-v2,4,0,mart_mu4,10,90.3286103847087,10934.279672019726,1000.0,10,1.0,10.934279672019727,10.934279672019725
tail90_ext_csh,halfcheetah-expert-v2,4,0,two_actor_deploy,10,93.5709553346547,11336.822599829082,1000.0,10,1.0,11.336822599829082,11.336822599829082
tail90_ext_csh,halfcheetah-expert-v2,4,0,two_actor_target,10,96.77017430415478,11734.01135999084,1000.0,10,1.0,11.734011359990841,11.734011359990841
tail90_ext_csh,halfcheetah-expert-v2,4,1,mart_mu1,10,95.88598843542908,11624.238102111405,1000.0,10,1.0,11.624238102111406,11.624238102111406
tail90_ext_csh,halfcheetah-expert-v2,4,1,mart_mu2,10,97.55082504257311,11830.93054616339,1000.0,10,1.0,11.83093054616339,11.830930546163392
tail90_ext_csh,halfcheetah-expert-v2,4,1,mart_mu3,10,86.27112836897058,10430.536018780047,1000.0,10,1.0,10.430536018780048,10.430536018780048
tail90_ext_csh,halfcheetah-expert-v2,4,1,mart_mu4,10,95.4825534119722,11574.150921990156,1000.0,10,1.0,11.574150921990157,11.574150921990157
tail90_ext_csh,halfcheetah-expert-v2,4,1,two_actor_deploy,10,88.32744815169306,10685.831799650981,1000.0,10,1.0,10.68583179965098,10.685831799650984
tail90_ext_csh,halfcheetah-expert-v2,4,1,two_actor_target,10,95.99544475740989,11637.827300360694,1000.0,10,1.0,11.637827300360694,11.637827300360694
tail90_ext_csh,halfcheetah-expert-v2,7,0,mart_mu1,10,96.9026990619432,11750.464545827299,1000.0,10,1.0,11.750464545827299,11.750464545827299
tail90_ext_csh,halfcheetah-expert-v2,7,0,mart_mu2,10,73.88598702699313,8892.898557591561,1000.0,10,1.0,8.892898557591561,8.892898557591561
tail90_ext_csh,halfcheetah-expert-v2,7,0,mart_mu3,10,46.033017723968364,5434.90257489688,1000.0,10,1.0,5.4349025748968804,5.43490257489688
tail90_ext_csh,halfcheetah-expert-v2,7,0,mart_mu4,10,46.607135828845756,5506.180365018981,1000.0,10,1.0,5.506180365018981,5.506180365018979
tail90_ext_csh,halfcheetah-expert-v2,7,0,two_actor_deploy,10,57.640652632917934,6876.011221053866,1000.0,10,1.0,6.876011221053866,6.876011221053867
tail90_ext_csh,halfcheetah-expert-v2,7,0,two_actor_target,10,97.24780777120483,11793.310409664522,1000.0,10,1.0,11.793310409664521,11.79331040966452
tail90_ext_csh,halfcheetah-expert-v2,7,1,mart_mu1,10,96.72184677426311,11728.011410671223,1000.0,10,1.0,11.728011410671222,11.728011410671224
tail90_ext_csh,halfcheetah-expert-v2,7,1,mart_mu2,10,88.76232947782012,10739.823094522839,1000.0,10,1.0,10.739823094522839,10.73982309452284
tail90_ext_csh,halfcheetah-expert-v2,7,1,mart_mu3,10,76.95003533120365,9273.305637765661,1000.0,10,1.0,9.273305637765661,9.27330563776566
tail90_ext_csh,halfcheetah-expert-v2,7,1,mart_mu4,10,52.38958991536482,6224.082387735385,1000.0,10,1.0,6.224082387735384,6.224082387735384
tail90_ext_csh,halfcheetah-expert-v2,7,1,two_actor_deploy,10,42.54386588457963,5001.718130094878,1000.0,10,1.0,5.001718130094878,5.001718130094877
tail90_ext_csh,halfcheetah-expert-v2,7,1,two_actor_target,10,86.47297573660882,10455.595730684254,1000.0,10,1.0,10.455595730684253,10.455595730684257
tail90_ext_csh,halfcheetah-expert-v2,10,0,mart_mu1,10,97.89240884034699,11873.338785931472,1000.0,10,1.0,11.873338785931471,11.873338785931471
tail90_ext_csh,halfcheetah-expert-v2,10,0,mart_mu2,10,76.15899690064376,9175.096801024647,1000.0,10,1.0,9.175096801024646,9.175096801024647
tail90_ext_csh,halfcheetah-expert-v2,10,0,mart_mu3,10,44.93568090148004,5298.666244667792,1000.0,10,1.0,5.298666244667792,5.298666244667791
tail90_ext_csh,halfcheetah-expert-v2,10,0,mart_mu4,10,20.275292612362282,2237.0349080691653,1000.0,10,1.0,2.237034908069165,2.2370349080691656
tail90_ext_csh,halfcheetah-expert-v2,10,0,two_actor_deploy,10,47.06805672967712,5563.404519688974,1000.0,10,1.0,5.563404519688974,5.563404519688975
tail90_ext_csh,halfcheetah-expert-v2,10,0,two_actor_target,10,93.05913991319433,11273.279799345724,1000.0,10,1.0,11.273279799345724,11.273279799345723
tail90_ext_csh,halfcheetah-expert-v2,10,1,mart_mu1,10,92.05886600364889,11149.09400345549,1000.0,10,1.0,11.14909400345549,11.149094003455488
tail90_ext_csh,halfcheetah-expert-v2,10,1,mart_mu2,10,66.19707088883156,7938.305859492706,1000.0,10,1.0,7.938305859492706,7.938305859492706
tail90_ext_csh,halfcheetah-expert-v2,10,1,mart_mu3,10,60.65401183196608,7250.125158112382,1000.0,10,1.0,7.2501251581123825,7.250125158112381
tail90_ext_csh,halfcheetah-expert-v2,10,1,mart_mu4,10,35.530845671193575,4131.039120592936,1000.0,10,1.0,4.131039120592937,4.131039120592936
tail90_ext_csh,halfcheetah-expert-v2,10,1,two_actor_deploy,10,35.34560319330741,4108.040935466399,1000.0,10,1.0,4.1080409354663985,4.1080409354663985
tail90_ext_csh,halfcheetah-expert-v2,10,1,two_actor_target,10,94.31779830930547,11429.544491629884,1000.0,10,1.0,11.429544491629883,11.429544491629883
tail90_ext_csh,halfcheetah-expert-v2,14,0,mart_mu1,10,69.77673909513113,8382.728073228442,1000.0,10,1.0,8.382728073228442,8.38272807322844
tail90_ext_csh,halfcheetah-expert-v2,14,0,mart_mu2,10,55.55994696889486,6617.687889380196,1000.0,10,1.0,6.617687889380195,6.617687889380195
tail90_ext_csh,halfcheetah-expert-v2,14,0,mart_mu3,10,44.98922130411976,5305.313381467669,1000.0,10,1.0,5.305313381467669,5.30531338146767
tail90_ext_csh,halfcheetah-expert-v2,14,0,mart_mu4,10,17.66509012124252,1912.9735977609835,1000.0,10,1.0,1.9129735977609834,1.9129735977609836
tail90_ext_csh,halfcheetah-expert-v2,14,0,two_actor_deploy,10,27.050133191490147,3078.1434897483527,1000.0,10,1.0,3.078143489748353,3.0781434897483524
tail90_ext_csh,halfcheetah-expert-v2,14,0,two_actor_target,10,76.89798514813222,9266.843514391978,1000.0,10,1.0,9.266843514391978,9.266843514391976
tail90_ext_csh,halfcheetah-expert-v2,14,1,mart_mu1,10,80.46524819709614,9709.725605645091,1000.0,10,1.0,9.709725605645092,9.709725605645092
tail90_ext_csh,halfcheetah-expert-v2,14,1,mart_mu2,10,32.91471964225843,3806.242392464626,1000.0,10,1.0,3.806242392464626,3.8062423924646254
tail90_ext_csh,halfcheetah-expert-v2,14,1,mart_mu3,10,5.886606431601129,450.65376974208783,1000.0,10,1.0,0.4506537697420878,0.4506537697420878
tail90_ext_csh,halfcheetah-expert-v2,14,1,mart_mu4,10,14.111392752110698,1471.775709935215,1000.0,10,1.0,1.471775709935215,1.4717757099352151
tail90_ext_csh,halfcheetah-expert-v2,14,1,two_actor_deploy,10,29.358482777215556,3364.7292216769956,1000.0,10,1.0,3.364729221676996,3.3647292216769955
tail90_ext_csh,halfcheetah-expert-v2,14,1,two_actor_target,10,88.58697626219279,10718.052679002863,1000.0,10,1.0,10.718052679002865,10.718052679002867
tail90_ext_csh,halfcheetah-expert-v2,20,0,mart_mu1,10,48.44814012464906,5734.744342875378,1000.0,10,1.0,5.734744342875377,5.734744342875378
tail90_ext_csh,halfcheetah-expert-v2,20,0,mart_mu2,10,20.21443157948906,2229.478901925311,1000.0,10,1.0,2.229478901925311,2.2294789019253116
tail90_ext_csh,halfcheetah-expert-v2,20,0,mart_mu3,10,1.599087630566997,-81.6493620498198,1000.0,10,1.0,-0.08164936204981979,-0.0816493620498198
tail90_ext_csh,halfcheetah-expert-v2,20,0,mart_mu4,10,4.879546261043007,325.6254474029099,1000.0,10,1.0,0.32562544740290994,0.3256254474029099
tail90_ext_csh,halfcheetah-expert-v2,20,0,two_actor_deploy,10,13.34015798631522,1376.0255336139558,1000.0,10,1.0,1.3760255336139557,1.3760255336139557
