env,tau,seed,method,critic_scope,hop,total_hops,tau_step,n_states,action_dim,q_scale,effective_action_step,q_weight,q1_gain_hop_mean,q1_gain_total_mean,q2_gain_hop_mean,q2_gain_total_mean,linear_gain_mean,transport_cost_mean,prox_margin_val_mean,prox_margin_val_nonnegative_fraction,linearization_error_mean,gradient_change_ratio_mean,effective_secant_curvature_mean,secant_grad_mean,secant_grad_p10,secant_grad_p50,secant_grad_p90,secant_q_mean,secant_q_p10,secant_q_p50,secant_q_p90,secant_q_positive_fraction,prox_residual_mean,saturation_fraction_mean,twin_gap_mean,grad_norm_mean,cos_step_grad_mean,step_norm_mean,step_norm_p50,step_norm_p90,step_norm_p99,total_norm_mean,total_norm_p50,total_norm_p90,total_norm_p99,prox_margin_val_p50,prox_margin_val_p90,prox_margin_val_p99,linearization_error_p50,linearization_error_p90,linearization_error_p99,gradient_change_ratio_p50,gradient_change_ratio_p90,gradient_change_ratio_p99,effective_secant_curvature_p50,effective_secant_curvature_p90,effective_secant_curvature_p99,eval_step,final_critic_loss,max_critic_loss,d4rl_score,cos_consecutive_steps_mean
hopper-medium-v2,4.0,0,mpi2,own,1,2,2.0,512,3,240.86033730371093,0.024910701642148526,0.016607134428099017,0.2349129021167755,0.2349129021167755,0.17285248637199402,0.17285248637199402,0.265266090631485,0.05549351125955582,-0.05159228381620551,0.095703125,0.21470090144258214,0.216959241468885,0.0666890253593933,-0.4367802143096924,-4.023525714874268,0.0,2.465054988861084,-0.32962605357170105,-4.415042877197266,-0.0068448432721197605,2.7163093090057373,0.435546875,0.7979811429977417,0.06184895833333333,0.6677919030189514,3.476947069168091,0.10996419191360474,0.3352895451171207,0.2905564159154892,0.6096840918064119,1.1057380843162534,0.3352895451171207,0.2905564159154892,0.6096840918064119,1.1057380843162534,-0.023708169348537922,-0.00013280636630952334,0.015042549557983858,0.084014642983675,0.7109519243240365,1.0,0.15009326487779617,0.5402248501777649,0.8274671036005019,0.025770219042897224,0.1682997405529024,0.6699460506439201,1000000,4.055912971496582,6.08305025100708,60.54528814168838,
hopper-medium-v2,4.0,0,mpi2,own,2,2,2.0,512,3,240.86033730371093,0.024910701642148526,0.016607134428099017,0.17109838128089905,0.40601128339767456,0.1459963023662567,0.31884878873825073,0.17426183819770813,0.0038068031426519156,-0.0009653495114640975,0.30859375,0.09130190914589864,0.08760349782500043,0.07666481769505329,-0.7002819180488586,-6.125261306762695,0.0,4.131884574890137,-0.502234935760498,-5.662456512451172,-0.0002259937027702108,4.442239284515381,0.498046875,0.6375990509986877,0.06575520833333333,0.6661044359207153,3.426987648010254,0.27115434408187866,0.089427805842206,0.07557419687509537,0.17120670676231386,0.28119917422533003,0.3559280720746756,0.31732554733753204,0.6356497228145599,1.0787691438198086,-0.0007170402386691421,0.002126816590316594,0.023355393912643175,0.00517788901925087,0.2285935923457146,0.9999998676776886,0.019753575325012207,0.26526628136634833,0.6656538748741144,0.006461780518293381,0.23198019266128547,0.7715848588943459,1000000,4.055912971496582,6.08305025100708,60.54528814168838,0.030289392918348312
hopper-medium-v2,4.0,0,mpi2,canonical_td3_tau1,1,2,2.0,512,3,235.16192726953125,0.025514334185240326,0.01700955612349355,0.21698841452598572,0.21698841452598572,0.21652531623840332,0.21652531623840332,0.26673853397369385,0.05549351125955582,-0.05180263777208438,0.08984375,0.21591208258326067,0.2132033124901227,0.05848343600444045,-0.3795720338821411,-4.001161575317383,0.0,2.335782051086426,-0.3467460870742798,-4.115830898284912,-0.0046578459441661835,2.8645005226135254,0.423828125,0.7989618182182312,0.06184895833333333,0.695387601852417,3.8567397594451904,0.08715924620628357,0.3352895451171207,0.2905564159154892,0.6096840918064119,1.1057380843162534,0.3352895451171207,0.2905564159154892,0.6096840918064119,1.1057380843162534,-0.024818727746605873,-0.00011565101158339361,0.020819549597799736,0.06324439868330956,0.8023444056510934,1.0,0.12677990645170212,0.5823789775371552,0.9431900978088378,0.024424318224191666,0.15382736027240768,0.3609035369753836,1000000,4.055912971496582,6.08305025100708,60.54528814168838,
hopper-medium-v2,4.0,0,mpi2,canonical_td3_tau1,2,2,2.0,512,3,235.16192726953125,0.025514334185240326,0.01700955612349355,0.17666210234165192,0.39365050196647644,0.1617325246334076,0.3782578408718109,0.17735067009925842,0.0038068031426519156,-0.0008018592010117231,0.294921875,0.09367851490537621,0.0939436279364827,0.09917607944189794,-0.7819982171058655,-7.382366180419922,0.0,4.8708415031433105,-0.5957746505737305,-7.870955944061279,-0.0015041868900880218,3.7752492427825928,0.470703125,0.6656180024147034,0.06575520833333333,0.7061442732810974,3.82332706451416,0.19530358910560608,0.089427805842206,0.07557419687509537,0.17120670676231386,0.28119917422533003,0.3559280720746756,0.31732554733753204,0.6356497228145599,1.0787691438198086,-0.0008418173238169402,0.0023078867001459042,0.03373062722384929,0.0026455118786543608,0.2850556522607807,0.9999996954202652,0.004349013091996312,0.28728412389755253,0.7078340739011764,0.004318624036386609,0.29031464159488707,1.1432934546470637,1000000,4.055912971496582,6.08305025100708,60.54528814168838,0.030289392918348312
hopper-medium-v2,4.0,1,mpi2,own,1,2,2.0,512,3,241.21261696679687,0.024874320735991624,0.016582880490661082,0.19820405542850494,0.19820405542850494,0.18892095983028412,0.18892095983028412,0.22145137190818787,0.05487861484289169,-0.05159182405083129,0.072265625,0.24016740403212855,0.23077360070448094,0.07345059600025454,-0.28478777408599854,-4.051042556762695,0.0,3.0097599029541016,-0.1576870083808899,-4.31517219543457,-0.0006195834139361978,3.552309274673462,0.474609375,0.8152977228164673,0.05794270833333333,0.6440058946609497,3.457552433013916,0.08709120750427246,0.33548904763483733,0.2917694002389908,0.6318908452987672,1.0753191387653351,0.33548904763483733,0.2917694002389908,0.6318908452987672,1.0753191387653351,-0.02593241073191166,-0.0008026556810364087,0.01754862330853935,0.09693805500864983,0.8676398634910586,1.0,0.16688303649425507,0.5545153379440307,0.9134587162733077,0.029197021387517452,0.17942946106195456,0.6236530530452723,1000000,3.4234976768493652,6.716059684753418,58.504775047083236,
hopper-medium-v2,4.0,1,mpi2,own,2,2,2.0,512,3,241.21261696679687,0.024874320735991624,0.016582880490661082,0.16753414273262024,0.3657382130622864,0.14814749360084534,0.33706843852996826,0.17270061373710632,0.004123198799788952,-0.001345000177408906,0.251953125,0.09055664268392864,0.09400041259630143,0.07168196326172577,-0.7628030776977539,-6.499322414398193,0.0,3.4278404712677,-0.7413584589958191,-6.342733383178711,-0.002053461968898773,2.7952122688293457,0.427734375,0.6535173654556274,0.06575520833333333,0.6586731672286987,3.42520809173584,0.2792198657989502,0.09364588223070314,0.0818588063120842,0.1652856677770615,0.2765789112448692,0.35311271928731003,0.31141047179698944,0.6511555671691895,1.0792987751960748,-0.0010619671666063368,0.0015943293692544116,0.02618941625580186,0.004897824255749583,0.2573687613010407,0.9999998146295548,0.01605104934424162,0.2929356038570408,0.6707891404628753,0.004308983217924833,0.2209034681320191,0.721028460264205,1000000,3.4234976768493652,6.716059684753418,58.504775047083236,0.025825433433055878
hopper-medium-v2,4.0,1,mpi2,canonical_td3_tau1,1,2,2.0,512,3,235.82313637597656,0.025442796208231686,0.016961864138821125,0.18508529663085938,0.18508529663085938,0.1993718296289444,0.1993718296289444,0.2092815339565277,0.05487861484289169,-0.05173922680732801,0.080078125,0.25142417347879986,0.21809959750862618,0.06806671165525213,-0.48932206630706787,-4.346927642822266,0.0,2.710883617401123,-0.47000187635421753,-4.669667720794678,-0.004796296823769808,2.9088778495788574,0.458984375,0.8041763305664062,0.05794270833333333,0.734446108341217,3.7734522819519043,0.07858248054981232,0.33548904763483733,0.2917694002389908,0.6318908452987672,1.0753191387653351,0.33548904763483733,0.2917694002389908,0.6318908452987672,1.0753191387653351,-0.026063797064125538,-0.0005082821589894588,0.02028979549184435,0.10945199057459831,0.9958789706230164,1.0,0.16734275221824646,0.49278639256954204,0.9379739302396771,0.03203004226088524,0.16135144829750062,0.5555570155382148,1000000,3.4234976768493652,6.716059684753418,58.504775047083236,
hopper-medium-v2,4.0,1,mpi2,canonical_td3_tau1,2,2,2.0,512,3,235.82313637597656,0.025442796208231686,0.016961864138821125,0.18338662385940552,0.3684719204902649,0.1606278419494629,0.3599996566772461,0.18059374392032623,0.004123198799788952,-0.0010126202018199137,0.271484375,0.09429227732515133,0.09254275337769968,0.10251577697844194,-0.7321432828903198,-7.577949523925781,0.0,4.356271266937256,-1.1130955219268799,-7.43743896484375,-0.0016516732284799218,4.2379374504089355,0.47265625,0.673091471195221,0.06575520833333333,0.7623748183250427,3.708594799041748,0.21923190355300903,0.09364588223070314,0.0818588063120842,0.1652856677770615,0.2765789112448692,0.35311271928731003,0.31141047179698944,0.6511555671691895,1.0792987751960748,-0.0010657006059773266,0.0019697031937539592,0.036243120506405775,0.007489615818485618,0.280023902654648,0.9999996292591095,0.017579070292413235,0.2931468814611436,0.6450537127256389,0.01065285038203001,0.2870915681123734,1.020486593842506,1000000,3.4234976768493652,6.716059684753418,58.504775047083236,0.025825433433055878
hopper-medium-v2,7.0,0,mpi2,own,1,2,3.5,512,3,249.41298012597656,0.042098851449898604,0.02806590096659907,0.21324406564235687,0.21324406564235687,0.1882457733154297,0.1882457733154297,0.25770747661590576,0.05688478797674179,-0.050899899365617784,0.11328125,0.20652061287140921,0.19627205203755693,0.07254808480853225,-0.2879174053668976,-2.9018638134002686,0.0,2.3960537910461426,-0.49186310172080994,-3.6474556922912598,-0.01268997136503458,1.8732202053070068,0.408203125,0.771630048751831,0.05859374999999999,0.5593339800834656,2.9599690437316895,0.15149345993995667,0.34173451444985403,0.29199501872062683,0.6139353752136232,1.1384486782550811,0.34173451444985403,0.29199501872062683,0.6139353752136232,1.1384486782550811,-0.02283062692731619,0.0007053264009300699,0.031006374694406973,0.07083967328071594,0.7140731275081635,1.0,0.13112186640501022,0.4987876504659653,0.8258889311552048,0.03246410749852657,0.20496685057878503,0.5738707005977628,1000000,1.9199576377868652,10.087898254394531,97.21316369147769,
hopper-medium-v2,7.0,0,mpi2,own,2,2,3.5,512,3,249.41298012597656,0.042098851449898604,0.02806590096659907,0.22544237971305847,0.43868643045425415,0.18694233894348145,0.37518811225891113,0.20856162905693054,0.0059614949859678745,0.0003657483604655454,0.390625,0.08490209607499843,0.09694078126403838,0.11207067490138728,-0.3261527717113495,-4.6753692626953125,0.0,3.6554930210113525,-0.43311572074890137,-4.847114086151123,-0.0016017574816942215,3.3658928871154785,0.447265625,0.5994536876678467,0.07161458333333333,0.5722886323928833,2.9764063358306885,0.3798679709434509,0.10783612247087149,0.09138467535376549,0.19825586676597595,0.34663322538137425,0.3727163279072556,0.33413006365299225,0.6514892220497133,1.0682601511478422,-0.0006119866447988898,0.004364463221281768,0.03633006062358615,0.006875586695969105,0.2578971177339556,0.9999998742341996,0.017014896497130394,0.2725686311721803,0.7567728191614149,0.008414871990680695,0.36143285930156743,1.2145375823974582,1000000,1.9199576377868652,10.087898254394531,97.21316369147769,0.09442988783121109
