env,tau,seed,method,total_hops,checkpoint,explicit_q_term,q_scale_norm,config_option_inferred,eval_step,final_critic_loss,max_critic_loss,d4rl_score,td_residual_mean,td_residual_p50,td_residual_p90,td_residual_p99,td_residual_max,q_data_abs_mean,q_data_abs_p50,q_data_abs_p90,q_data_abs_p99,q_data_abs_max,td_target_abs_mean,td_target_abs_p50,td_target_abs_p90,td_target_abs_p99,td_target_abs_max,target_actor_abs_mean,target_actor_abs_p50,target_actor_abs_p90,target_actor_abs_p99,target_actor_abs_max
hopper-expert-v2,4.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau4_expl2_seed1/params_1000000.pkl,False,True,False,1000000,0.7363568544387817,6.437894821166992,100.07445344051311,0.34916663253352453,0.13471431285142899,0.6388450264930727,4.4265697050094595,10.987483978271484,346.111963711679,352.63133239746094,364.3965637207031,373.6646905517578,379.05419921875,346.0984419770539,352.57118225097656,364.74712829589845,373.95783599853513,378.83697509765625,0.4679334838546462,0.40631356835365295,0.9667041599750519,1.0,1.0
hopper-expert-v2,7.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau7_expl2_seed0/params_1000000.pkl,False,True,False,1000000,2.014016058399564e+22,2.014016058399564e+22,4.1528613832678865,2.4753930806573673e+22,1.766996996538013e+22,6.448656838491746e+22,9.818568349076007e+22,1.4310196823169006e+23,239840907841.48132,168326561792.0,640995033088.0001,795162915635.2,924204007424.0,315080550863.06665,286794530816.0,765898647142.4003,922779965194.2397,986646511616.0,0.8348990748060411,0.9988011717796326,1.0,1.0,1.0
hopper-expert-v2,7.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau7_expl2_seed1/params_1000000.pkl,False,True,False,1000000,1577115713536.0,1577115713536.0,0.6246462904194809,2434660414827.625,346277937152.0,3137569056358.4077,56282073740083.164,216936315092992.0,55769830.0859375,49737540.0,71681889.60000002,148697260.31999993,255042864.0,55865357.921875,49928324.0,72276449.60000001,151006743.35999998,261793680.0,0.47898933233799806,0.4383843392133713,0.9539758265018463,0.9991289049386978,0.9999658465385437
hopper-expert-v2,10.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau10_expl2_seed0/params_1000000.pkl,False,True,False,1000000,5.127125247579755e+21,5.127125247579755e+21,1.8196078126231339,6.434252052629065e+21,5.555073328246172e+21,1.4757897072556122e+22,2.709720840563292e+22,3.317827290821739e+22,115554769000.02637,86920216576.0,282852681318.4,355479768268.8,412965142528.0,156425653610.9215,148043833344.0,346775181721.60004,414201633177.6,444916269056.0,0.897796521243284,0.9999819993972778,1.0,1.0,1.0
hopper-expert-v2,10.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau10_expl2_seed1/params_1000000.pkl,False,True,False,1000000,4.889187360115261e+18,4.889187360115261e+18,1.8199033857390776,6.170290271962382e+18,5.67189780209179e+18,1.3512103012853195e+19,2.1524637275883364e+19,2.4615039489905e+19,3710322519.066345,3414909952.0,7483937843.200002,9806286192.639996,11627129856.0,5296414808.897827,5276509440.0,9846797414.400002,11992234833.92,13675454464.0,0.9178471246226158,0.9999957382678986,1.0,1.0,1.0
hopper-expert-v2,14.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau14_expl2_seed0/params_1000000.pkl,False,True,False,1000000,1.217144276445031e+23,1.217144276445031e+23,1.8195997084397029,1.4502794737132807e+23,1.0803882854122724e+23,3.5774008572205265e+23,8.660649122500745e+23,9.637639071314168e+23,874669648973.25,630763716608.0,2321997260390.401,2908802706309.12,3278139293696.0,1006489222944.8936,859242299392.0,2405608429977.6,3000189832396.8,3360937213952.0,0.8899865894524434,0.9999850690364838,1.0,1.0,1.0
hopper-expert-v2,14.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau14_expl2_seed1/params_1000000.pkl,False,True,False,1000000,2.1456353788053327e+23,2.1456353788053327e+23,1.8183988868064251,2.2624667162212038e+23,1.5899856703079958e+23,5.406667045143165e+23,1.3828970399153525e+24,1.6145952301837916e+24,1134759666918.146,808322596864.0,3064531727155.2,3966536568012.799,4428523372544.0,1495857008252.817,1212912369664.0,3575222003302.4004,4511846094602.239,5143836753920.0,0.8697520615275304,0.9999454319477081,1.0,1.0,1.0
hopper-expert-v2,20.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau20_expl2_seed0/params_1000000.pkl,False,True,False,1000000,9.250044155287915e+22,1.0307158783581858e+23,1.8196078133883824,9.818484449437423e+22,4.873223334407693e+22,2.5924560526672274e+23,6.026760443253364e+23,8.186716180804066e+23,1453753858857.4375,1066124148736.0,3717663843942.4004,4870223922462.72,5859306373120.0,1484966697010.5078,1131476484096.0,3684490280960.0005,4986021625200.64,5868401197056.0,0.8010351320924656,0.9974281787872314,1.0,1.0,1.0
hopper-expert-v2,20.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/hopper-expert-v2_tau20_expl2_seed1/params_1000000.pkl,False,True,False,1000000,4.596877101988683e+23,4.596877101988683e+23,1.819903610444258,5.529111807310136e+23,4.7118757978976484e+23,1.2318613770974127e+24,2.586909949710045e+24,2.9309726134518386e+24,1166231565923.914,910000783360.0,2801480997273.601,3478988175441.92,3816065597440.0,1752669868052.329,1740770508800.0,3631325485465.6,4254577598136.3193,4516010262528.0,0.9434096251716255,1.0,1.0,1.0,1.0
halfcheetah-medium-v2,4.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau4_expl2_seed0/params_1000000.pkl,False,True,False,1000000,33.818660736083984,83.77278137207031,53.055893527184814,26.710048480104888,8.678122997283936,60.84238739013672,266.68764434814426,1917.09765625,465.93219262361526,475.0941619873047,491.05487060546875,502.37713439941405,509.84454345703125,466.95545430481434,476.3398132324219,492.3948913574219,504.7533508300781,510.2712707519531,0.7382950975213399,0.8693004250526428,0.9838585674762725,0.9961999398469925,1.0
halfcheetah-medium-v2,4.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau4_expl2_seed1/params_1000000.pkl,False,True,False,1000000,37.80755615234375,64.08865356445312,53.55608637179162,29.148354942568403,7.296582221984863,45.85679321289064,290.74632461547765,2584.043701171875,464.18089962005615,472.4736328125,488.0750762939453,498.97849700927736,629.6687622070312,464.67484733462334,472.42820739746094,488.2595672607422,500.8741796875,663.9473876953125,0.7380271800909289,0.8672688603401184,0.9833569169044495,0.9961038678884506,0.9999995231628418
halfcheetah-medium-v2,7.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau7_expl2_seed0/params_1000000.pkl,False,True,False,1000000,41.466400146484375,81.2394027709961,55.65851988687955,24.98107413710568,8.462325096130371,53.343359375000034,267.77083908081016,1377.706298828125,486.0501669794321,495.20648193359375,511.4041320800781,523.1623425292969,531.681884765625,487.3687065243721,496.9913787841797,513.8223937988281,524.5724206542968,530.2374877929688,0.7360525024020413,0.8604529201984406,0.9854381263256073,0.9965637439489364,0.999998927116394
halfcheetah-medium-v2,7.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau7_expl2_seed1/params_1000000.pkl,False,True,False,1000000,23.087173461914062,37.655540466308594,54.96324824273936,22.774569916879045,6.292043209075928,44.835355758667,187.16373336791992,1369.15478515625,485.5255087316036,492.8414001464844,509.88808288574216,522.1937225341796,773.739501953125,486.2074367851019,493.7340850830078,510.9982482910156,523.6627117919921,791.33544921875,0.7337351104470144,0.8597339987754822,0.9823639631271363,0.9967883193492889,1.0
halfcheetah-medium-v2,10.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau10_expl2_seed0/params_1000000.pkl,False,True,False,1000000,26.557058334350586,153.32412719726562,55.060219036320554,28.580918391215164,7.767537355422974,54.35814208984381,309.6471331787103,1536.806396484375,492.18353790044785,501.56378173828125,517.1898193359375,529.9436193847656,537.7533569335938,493.3928662762046,502.45770263671875,518.8347045898438,532.1008374023437,538.78369140625,0.7281064106901644,0.848707765340805,0.9856416523456574,0.9979637640714646,1.0
halfcheetah-medium-v2,10.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau10_expl2_seed1/params_1000000.pkl,False,True,False,1000000,49.36866760253906,61.59065628051758,55.546455381857896,28.435002042266206,7.8141188621521,53.370582580566406,274.71184707641555,2663.53564453125,491.38421554863453,500.2476043701172,516.6539367675781,527.4559777832031,535.2535400390625,492.08673563599586,500.93772888183594,517.347900390625,529.0461218261719,534.30322265625,0.7300752392709834,0.8517427742481232,0.9832429349422455,0.9966011083126068,0.9997434616088867
halfcheetah-medium-v2,14.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau14_expl2_seed0/params_1000000.pkl,False,True,False,1000000,38.386573791503906,125.78839111328125,53.898405800616686,26.218522896606373,7.304086446762085,41.086026763916045,274.3084306335438,2444.46728515625,495.4586603343487,504.0876770019531,520.4095153808594,531.4496728515625,542.1896362304688,496.3420661240816,505.06298828125,520.8796447753906,534.3068438720703,538.8740844726562,0.7223153011431975,0.8375748693943024,0.9850163042545319,0.9983049726486206,1.0
halfcheetah-medium-v2,14.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau14_expl2_seed1/params_1000000.pkl,False,True,False,1000000,33.086421966552734,164.4860382080078,52.57568548018018,28.56288425722596,6.869515419006348,50.416966247558655,348.45798248291004,1797.136962890625,485.3414620384574,493.55670166015625,509.73643493652344,522.1447503662109,589.0551147460938,485.92125264555216,494.1761474609375,510.6486389160156,524.1207513427735,597.0923461914062,0.7244384049250527,0.8384360074996948,0.9852453231811523,0.9982851684093476,1.0
halfcheetah-medium-v2,20.0,0,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau20_expl2_seed0/params_1000000.pkl,False,True,False,1000000,58.07373046875,126.32915496826172,48.20727665311683,32.457905708201,8.6278977394104,72.81951828002933,345.39974853515565,2041.375732421875,499.22394862771034,508.8695983886719,525.5024047851563,536.7392150878907,546.7568359375,500.62590425647795,510.2842102050781,526.8139892578125,540.3309204101562,545.551025390625,0.7122160927170474,0.8181459307670593,0.9830545008182525,0.9988604009151458,1.0
halfcheetah-medium-v2,20.0,1,exp2m,2,/home/ext_csv/td3_bc_jax/results_expl2_matched/halfcheetah-medium-v2_tau20_expl2_seed1/params_1000000.pkl,False,True,False,1000000,28.801912307739258,66.13188934326172,52.07210048899914,26.861248253851954,6.586122989654541,51.70955963134768,270.54332611083936,2103.1142578125,487.162529990077,495.59161376953125,512.7778747558594,525.1431140136718,534.3857421875,488.0373135507107,496.9523010253906,514.200244140625,527.7544464111328,533.376708984375,0.7009379414578992,0.802558034658432,0.9793531894683838,0.9973152369260788,1.0
