env,tau,seed,method,total_hops,checkpoint,eval_step,final_critic_loss,max_critic_loss,d4rl_score,q_data_abs_mean,q_data_abs_p99,td_residual_mean,td_residual_p50,td_residual_p90,td_residual_p99,td_target_abs_mean,td_target_abs_p50,td_target_abs_p90,td_target_abs_p99,path_length_mean,path_length_p50,path_length_p90,path_length_p99,chord_length_mean,chord_length_p50,chord_length_p90,chord_length_p99,critic_displacement_sq_mean_metric_mean,critic_displacement_sq_mean_metric_p50,critic_displacement_sq_mean_metric_p90,critic_displacement_sq_mean_metric_p99,final_displacement_sq_mean_metric_mean,final_displacement_sq_mean_metric_p50,final_displacement_sq_mean_metric_p90,final_displacement_sq_mean_metric_p99,decoupling_displacement_ratio,path_tortuosity_mean
hopper-medium-v2,4.0,0,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau4_mpi2_seed0/params_1000000.pkl,1000000,4.055912971496582,6.08305025100708,60.54528814168838,240.62542724609375,302.2751159667969,2.6053126940132643,0.9211217164993286,5.405567407608033,29.98454998016351,241.03543326538056,255.9701385498047,294.861328125,302.92122253417966,0.4247173513722373,0.37909455597400665,0.7307725667953497,1.2017659413814543,0.3559280720746756,0.31732554733753204,0.6356497228145599,1.0787691438198086,0.05549351392512136,0.028141037560999393,0.12390582486987121,0.407572942972183,0.06051932063316201,0.03356529027223587,0.13468353897333146,0.3879435676336285,1.0443015098571777,1.3435711860656738
hopper-medium-v2,4.0,1,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau4_mpi2_seed1/params_1000000.pkl,1000000,3.4234976768493652,6.716059684753418,58.504775047083236,241.01438903808594,302.4327392578125,3.0020272672992405,0.8693887293338776,5.499142169952393,32.624287643432595,240.97078362107277,255.50839233398438,295.09881896972655,302.32377380371094,0.4291349286795594,0.3983764201402664,0.7443014442920685,1.1822854959964748,0.35311271928731003,0.31141047179698944,0.6511555671691895,1.0792987751960748,0.05487861830460261,0.028376461938023567,0.1330955341458321,0.3854376631975174,0.059438335632478356,0.032325541600584984,0.14133476763963704,0.388361220657825,1.0407147407531738,1.3502345085144043
hopper-medium-v2,7.0,0,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau7_mpi2_seed0/params_1000000.pkl,1000000,1.9199576377868652,10.087898254394531,97.21316369147769,249.19973754882812,311.246826171875,1.51974978270664,0.4873499423265457,3.20222673416138,16.05845146179199,249.30155034642667,265.4080047607422,304.22776184082034,311.7705081176758,0.4495706358211464,0.3999756723642349,0.7612707376480105,1.2938879871368407,0.3727163279072556,0.33413006365299225,0.6514892220497133,1.0682601511478422,0.05688478641450345,0.02842089906334877,0.12563939839601523,0.432023742198944,0.06536429409483446,0.03721430338919163,0.14147983491420751,0.38039825350046147,1.0719441175460815,1.3605411052703857
hopper-medium-v2,7.0,1,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau7_mpi2_seed1/params_1000000.pkl,1000000,3.346071243286133,81.18608856201172,69.27638683202647,246.482177734375,307.2416076660156,2.2000838355461383,0.5586511790752411,5.082824659347537,25.931095752716065,246.5827076267451,263.81927490234375,300.22572631835936,307.4970785522461,0.45467419044143753,0.41385912895202637,0.7768432915210728,1.264761888980865,0.37769800146270427,0.33045533299446106,0.696334505081177,1.1238981163501738,0.05628317338555178,0.028596870601177216,0.13382169604301464,0.3921492359042166,0.06714202679685854,0.03640052303671837,0.16162832677364358,0.4210554689168929,1.0922143459320068,1.360346794128418
hopper-medium-v2,10.0,0,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau10_mpi2_seed0/params_1000000.pkl,1000000,3.526057243347168,18554.8125,100.75236086239072,245.6650390625,306.2320556640625,3.2079124840438453,0.928787350654602,6.996842098236085,30.97050306320185,245.75232399441302,262.3087921142578,298.8677978515625,306.75716674804687,0.4938853667117655,0.44043590128421783,0.8301946282386781,1.577649682760235,0.41767746503683156,0.35773031413555145,0.7337999224662782,1.4870543909072846,0.06152372969183517,0.03145371191203594,0.139184382557869,0.42772968888282753,0.08383102629125005,0.04265702702105045,0.17948786020278937,0.7386440658569309,1.167296051979065,1.2967370748519897
hopper-medium-v2,10.0,1,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau10_mpi2_seed1/params_1000000.pkl,1000000,1021456.5,2706984.0,0.8777013869923834,43094.7109375,129439.1328125,755901.3113396764,282660.96875,1891425.5125000004,6618589.519999997,43029.91825669166,39689.8203125,82103.90156250002,129598.52406249999,0.9841671347530792,0.8954001665115356,1.6592173576354983,2.423138864040374,0.8957126180648629,0.8270090520381927,1.604647219181061,2.3610835790634157,0.1569305507864982,0.09508583694696426,0.37508342564106006,0.8598705500364294,0.35458437447623226,0.22798296809196472,0.8582988023757937,1.8582385289669037,1.5031629800796509,1.2237346172332764
hopper-medium-v2,14.0,0,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau14_mpi2_seed0/params_1000000.pkl,1000000,8.821055630517585e+20,8.821055630517585e+20,0.5808310974709244,98803826688.0,229031280640.0,9.95106446587145e+20,5.891784602542806e+20,2.469880742813652e+21,5.030492748865163e+21,114729457748.00713,104926117888.0,191666674073.6,232738379694.08,1.6739272057457129,1.7650717496871948,2.4135805845260623,2.936938211917877,1.5899691683080164,1.6854304671287537,2.2429201126098635,2.815092573165892,0.8050394657836364,0.7423006594181061,1.4672396779060364,2.4821893954277026,0.9600826376332634,0.9468931555747986,1.6768968343734743,2.6419071412086463,1.0920580625534058,1.0609848499298096
hopper-medium-v2,14.0,1,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau14_mpi2_seed1/params_1000000.pkl,1000000,4.970856666564941,1521.8223876953125,100.6182840931881,252.52511596679688,314.1191711425781,2.601381757202944,0.9880079627037048,6.108408355712893,33.551365432739246,252.81583729479462,271.11163330078125,306.3569671630859,314.58813049316404,0.5144839881540975,0.46544039249420166,0.8676668345928192,1.500865175724029,0.4339201687835157,0.390026792883873,0.7870847821235658,1.4368631088733672,0.0644032554663454,0.03376167267560959,0.1492606237530709,0.4191229161620139,0.08788172846050202,0.05070715397596359,0.20650121867656715,0.6881924986839294,1.16814124584198,1.3244316577911377
hopper-medium-v2,20.0,0,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau20_mpi2_seed0/params_1000000.pkl,1000000,2.1231654791125006e+23,2.1231654791125006e+23,0.5811757628824449,948137492480.0,3170536783872.0,2.248749533369158e+23,1.2385420942465676e+23,5.920065441102791e+23,1.0765698349694603e+24,1159608660032.007,1172707278848.0,2171640125849.6003,2987497894707.1997,1.7065795800008345,1.7504725456237793,2.4487428188323976,3.0783967113494866,1.6546218325675,1.7299686074256897,2.328789520263672,2.8247486352920532,0.8731252325451351,0.7371689975261688,1.6597168684005743,2.501581034660339,1.0200544188628555,0.9975993931293488,1.8077536821365356,2.6597398018836973,1.0808699131011963,1.0315454006195068
hopper-medium-v2,20.0,1,mpi2,2,/home/ext_csv/td3_bc_jax/results_mpi2/hopper-medium-v2_tau20_mpi2_seed1/params_1000000.pkl,1000000,1.2739919535334331e+23,1.3918741241398186e+23,0.7446291720255115,1220332093440.0,2372741365760.0,1.7084577145451657e+23,9.116004420298412e+22,4.2559095381716673e+23,9.475045585144166e+23,1507323258336.007,1411995729920.0,2474315507302.4,2913372838297.599,1.7761078229232226,1.8448644876480103,2.463918852806091,2.858241534233093,1.6735301180597162,1.7399102449417114,2.3295712947845457,2.74313215970993,0.8836645716596649,0.8555440604686737,1.6237134099006656,2.301628475189209,1.0370156894678075,1.0090959072113037,1.808967399597168,2.508353779315947,1.0833004713058472,1.0682430267333984
