critic_scope,method,hop,cells,positive_q_gain_cells,positive_q_gain_fraction,q1_gain_hop_median,secant_q_median,prox_residual_median,step_norm_median
canonical_td3_tau1,mpi3,1,90,71,0.7888888888888889,1.1611643433570862,-1.3280136585235596,0.7402978539466858,0.5343460255459149
canonical_td3_tau1,mpi3,2,90,68,0.7555555555555555,0.34830063581466675,-1.6587912440299988,0.7382982671260834,0.2107203465245675
canonical_td3_tau1,mpi3,3,90,68,0.7555555555555555,0.21540309488773346,-1.8595622777938843,0.7671749889850616,0.18068601377328264
canonical_td3_tau1,td3,1,90,49,0.5444444444444444,0.35404424369335175,-1.459912359714508,0.8012778162956238,0.8581421100709576
own,mpi3,1,90,90,1.0,2.0959439277648926,-0.796670526266098,0.6905468702316284,0.5343460255459149
own,mpi3,2,90,89,0.9888888888888889,1.0877454280853271,-1.2827544212341309,0.6366715729236603,0.2107203465245675
own,mpi3,3,90,88,0.9777777777777777,0.6571295261383057,-1.4982450008392334,0.6845886409282684,0.18068601377328264
own,td3,1,90,90,1.0,9.508583545684814,-0.6224778890609741,0.6434587836265564,0.8581421100709576
