environment,tau,seed,bar_step,bar_score,mcep_step,mcep_score,delta_mcep_minus_bar,bar_collapsed_lt20,mcep_collapsed_lt20,transition,mcep_execution_class,mcep_resume_step
halfcheetah-medium-replay-v2,14,0,1000000,56.639872503255347,1000000,55.221589493413724,-1.4182830098416233,false,false,both_stable,gpu_designated,
halfcheetah-medium-replay-v2,14,1,1000000,49.623571173129811,1000000,52.62364607974974,3.000074906619929,false,false,both_stable,gpu_designated,
halfcheetah-medium-replay-v2,20,0,1000000,54.140972527613407,1000000,54.249790421719823,0.10881789410641574,false,false,both_stable,gpu_designated,
halfcheetah-medium-replay-v2,20,1,1000000,54.1442307783595,1000000,53.848457155118759,-0.2957736232407413,false,false,both_stable,gpu_designated,
halfcheetah-expert-v2,4,0,1000000,73.602055464495763,1000000,62.035784292608554,-11.566271171887209,false,false,both_stable,gpu_designated,
halfcheetah-expert-v2,4,1,1000000,86.18841279480074,1000000,68.746110309426584,-17.442302485374157,false,false,both_stable,gpu_designated,
halfcheetah-expert-v2,7,0,1000000,50.944424430410393,1000000,60.474068658706607,9.5296442282962133,false,false,both_stable,gpu_designated,
halfcheetah-expert-v2,7,1,1000000,54.252067212522306,1000000,47.231054019140331,-7.0210131933819753,false,false,both_stable,gpu_designated,
halfcheetah-expert-v2,10,0,1000000,41.933593207550103,1000000,40.350474847661538,-1.5831183598885659,false,false,both_stable,gpu_designated,
halfcheetah-expert-v2,10,1,1000000,26.512418222508554,1000000,41.032987300482787,14.520569077974233,false,false,both_stable,gpu_designated,
halfcheetah-expert-v2,14,0,1000000,9.7013633377241693,1000000,19.195072029779006,9.4937086920548364,true,true,both_collapsed,gpu_designated,
halfcheetah-expert-v2,14,1,1000000,21.729511424723448,1000000,7.4761301155749349,-14.253381309148512,false,true,mcep_reversal,gpu_designated,
halfcheetah-expert-v2,20,0,1000000,2.9669109143475065,1000000,1.3067133495477969,-1.6601975647997096,true,true,both_collapsed,gpu_designated,
halfcheetah-expert-v2,20,1,1000000,2.652111442569467,1000000,0.47292505930967704,-2.1791863832597897,true,true,both_collapsed,gpu_designated,
walker2d-medium-v2,4,0,1000000,89.750321933213186,1000000,87.796889395090545,-1.9534325381226409,false,false,both_stable,gpu_designated,
walker2d-medium-v2,4,1,1000000,88.242830637361962,1000000,88.754547235112014,0.51171659775005196,false,false,both_stable,gpu_designated,
walker2d-medium-v2,7,0,1000000,16.397304235031619,1000000,91.413801526072334,75.016497291040707,true,false,mcep_rescue,gpu_designated,
walker2d-medium-v2,7,1,1000000,90.963153740981994,1000000,92.406405910143619,1.4432521691616245,false,false,both_stable,gpu_designated,
walker2d-medium-v2,10,0,1000000,93.73679402276214,1000000,77.235279637847142,-16.501514384914998,false,false,both_stable,gpu_designated,
walker2d-medium-v2,10,1,1000000,6.664517559410335,1000000,58.423546699975802,51.759029140565467,true,false,mcep_rescue,gpu_designated,
walker2d-medium-v2,14,0,1000000,-0.15374935863637898,1000000,94.147605789708393,94.301355148344769,true,false,mcep_rescue,gpu_designated,
walker2d-medium-v2,14,1,1000000,66.66217980121445,1000000,-0.35345327912392505,-67.015633080338375,false,true,mcep_reversal,gpu_designated,
walker2d-medium-v2,20,0,1000000,2.3018707417014848,1000000,2.3018707417014848,0,true,true,both_collapsed,gpu_designated,
walker2d-medium-v2,20,1,1000000,2.3684229041467821,1000000,-0.011837776480622213,-2.3802606806274045,true,true,both_collapsed,gpu_designated,
walker2d-medium-replay-v2,4,0,1000000,90.549942204268248,1000000,87.00932482331568,-3.5406173809525683,false,false,both_stable,gpu_designated,
walker2d-medium-replay-v2,4,1,1000000,86.622373360098052,1000000,87.431634804796104,0.80926144469805195,false,false,both_stable,gpu_designated,
walker2d-medium-replay-v2,7,0,1000000,92.475582236231887,1000000,83.70787034077243,-8.7677118954594562,false,false,both_stable,gpu_designated,
walker2d-medium-replay-v2,7,1,1000000,89.339264674587795,1000000,89.474018821790864,0.13475414720306844,false,false,both_stable,gpu_designated,
walker2d-medium-replay-v2,10,0,1000000,92.074525514943801,1000000,82.656435448579217,-9.4180900663645843,false,false,both_stable,gpu_designated,
walker2d-medium-replay-v2,10,1,1000000,92.934278552981652,1000000,93.247293991337983,0.31301543835633083,false,false,both_stable,gpu_designated,
walker2d-medium-replay-v2,14,0,1000000,6.3963205292530603,1000000,95.108643350034981,88.712322820781921,true,false,mcep_rescue,gpu_designated,
walker2d-medium-replay-v2,14,1,1000000,89.967279976387033,1000000,68.013778990623706,-21.953500985763327,false,false,both_stable,gpu_designated,
walker2d-medium-replay-v2,20,0,1000000,5.3430716556004985,1000000,92.153946041450467,86.810874385849971,true,false,mcep_rescue,gpu_designated,
walker2d-medium-replay-v2,20,1,1000000,94.155578537077005,1000000,53.641030151196645,-40.51454838588036,false,false,both_stable,gpu_designated,
walker2d-expert-v2,4,0,1000000,111.91040281771207,1000000,111.48635420487001,-0.42404861284205708,false,false,both_stable,gpu_to_cpu_resume,854528
walker2d-expert-v2,4,1,1000000,112.26410728280469,1000000,112.19822570343665,-0.065881579368038956,false,false,both_stable,gpu_to_cpu_resume,853376
walker2d-expert-v2,7,0,1000000,5.7542749087773934,1000000,-0.11252147831780394,-5.8667963870951976,true,true,both_collapsed,gpu_to_cpu_resume,667392
walker2d-expert-v2,7,1,1000000,112.50060038037357,1000000,113.00890336717873,0.5083029868051625,false,false,both_stable,gpu_to_cpu_resume,573504
walker2d-expert-v2,10,0,1000000,-0.22407927990359239,1000000,-0.2698862634918921,-0.04580698358829971,true,true,both_collapsed,gpu_to_cpu_resume,557632
walker2d-expert-v2,10,1,1000000,-0.52064195094512278,1000000,4.6036231081920063,5.1242650591371293,true,true,both_collapsed,gpu_to_cpu_resume,545344
walker2d-expert-v2,14,0,1000000,-0.2698862634918921,1000000,-0.26982528426057012,6.0979231321978133e-05,true,true,both_collapsed,gpu_to_cpu_resume,528000
walker2d-expert-v2,14,1,1000000,2.3684229041467821,1000000,-0.4703433363236173,-2.8387662404703993,true,true,both_collapsed,gpu_to_cpu_resume,512000
walker2d-expert-v2,20,0,1000000,-0.2698862634918921,1000000,-0.2698862634918921,0,true,true,both_collapsed,cpu_only,0
walker2d-expert-v2,20,1,1000000,2.3750227060759967,1000000,-0.2713346597061892,-2.6463573657821859,true,true,both_collapsed,cpu_only,0
