method,K,integrator,T,h,seed,environment,score,status,source_csv
TD3+BC,1,Imp,17,17,1,antmaze-umaze-diverse-v2,0,available,K=1/Imp/seed1.csv
TD3+BC,1,Imp,17,17,2,antmaze-umaze-diverse-v2,0,available,K=1/Imp/seed2.csv
TD3+BC,1,Imp,17,17,3,antmaze-umaze-diverse-v2,0,available,K=1/Imp/seed3.csv
TD3+BC,1,Imp,20,20,0,antmaze-umaze-diverse-v2,0,available,K=1/Imp/seed0.csv
TD3+BC,1,Imp,20,20,1,antmaze-umaze-diverse-v2,0,available,K=1/Imp/seed1.csv
TD3+BC,1,Imp,20,20,2,antmaze-umaze-diverse-v2,0,available,K=1/Imp/seed2.csv
TD3+BC,1,Imp,20,20,3,antmaze-umaze-diverse-v2,39,available,K=1/Imp/seed3.csv
I-MART-2,2,Imp,0.05,0.05,0,antmaze-umaze-diverse-v2,44,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,0.05,0.05,1,antmaze-umaze-diverse-v2,45,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,0.05,0.05,2,antmaze-umaze-diverse-v2,40,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,0.05,0.05,3,antmaze-umaze-diverse-v2,47,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,0.1,0.1,0,antmaze-umaze-diverse-v2,44,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,0.1,0.1,1,antmaze-umaze-diverse-v2,46,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,0.1,0.1,2,antmaze-umaze-diverse-v2,46,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,0.1,0.1,3,antmaze-umaze-diverse-v2,49,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,0.2,0.2,0,antmaze-umaze-diverse-v2,41,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,0.2,0.2,1,antmaze-umaze-diverse-v2,59,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,0.2,0.2,2,antmaze-umaze-diverse-v2,43,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,0.2,0.2,3,antmaze-umaze-diverse-v2,59,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,0.4,0.4,0,antmaze-umaze-diverse-v2,48,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,0.4,0.4,1,antmaze-umaze-diverse-v2,55,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,0.4,0.4,2,antmaze-umaze-diverse-v2,38,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,0.4,0.4,3,antmaze-umaze-diverse-v2,55,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,0.7,0.7,0,antmaze-umaze-diverse-v2,53,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,0.7,0.7,1,antmaze-umaze-diverse-v2,52,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,0.7,0.7,2,antmaze-umaze-diverse-v2,45,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,0.7,0.7,3,antmaze-umaze-diverse-v2,59,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,1.5,1.5,0,antmaze-umaze-diverse-v2,30,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,1.5,1.5,1,antmaze-umaze-diverse-v2,45,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,1.5,1.5,2,antmaze-umaze-diverse-v2,49,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,1.5,1.5,3,antmaze-umaze-diverse-v2,60,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,2.5,2.5,0,antmaze-umaze-diverse-v2,36,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,2.5,2.5,1,antmaze-umaze-diverse-v2,42,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,2.5,2.5,2,antmaze-umaze-diverse-v2,45,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,2.5,2.5,3,antmaze-umaze-diverse-v2,39,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,4,4,0,antmaze-umaze-diverse-v2,49,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,4,4,1,antmaze-umaze-diverse-v2,55,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,4,4,2,antmaze-umaze-diverse-v2,49,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,4,4,3,antmaze-umaze-diverse-v2,27,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,7,7,0,antmaze-umaze-diverse-v2,84,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,7,7,1,antmaze-umaze-diverse-v2,15,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,7,7,2,antmaze-umaze-diverse-v2,1,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,7,7,3,antmaze-umaze-diverse-v2,1,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,10,10,0,antmaze-umaze-diverse-v2,42,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,10,10,1,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,10,10,2,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,10,10,3,antmaze-umaze-diverse-v2,3,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,12,12,0,antmaze-umaze-diverse-v2,1,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,12,12,1,antmaze-umaze-diverse-v2,33,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,12,12,2,antmaze-umaze-diverse-v2,34,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,12,12,3,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,14,14,0,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,14,14,1,antmaze-umaze-diverse-v2,19,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,14,14,2,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,14,14,3,antmaze-umaze-diverse-v2,24,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,17,17,0,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,17,17,1,antmaze-umaze-diverse-v2,4,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,17,17,2,antmaze-umaze-diverse-v2,74,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,17,17,3,antmaze-umaze-diverse-v2,2,available,K=2/Imp/seed3.csv
I-MART-2,2,Imp,20,20,0,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed0.csv
I-MART-2,2,Imp,20,20,1,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed1.csv
I-MART-2,2,Imp,20,20,2,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed2.csv
I-MART-2,2,Imp,20,20,3,antmaze-umaze-diverse-v2,0,available,K=2/Imp/seed3.csv
I-MART-3,3,Imp,0.05,0.05,0,antmaze-umaze-diverse-v2,44,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,0.05,0.05,1,antmaze-umaze-diverse-v2,55,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,0.05,0.05,2,antmaze-umaze-diverse-v2,39,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,0.05,0.05,3,antmaze-umaze-diverse-v2,48,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,0.1,0.1,0,antmaze-umaze-diverse-v2,39,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,0.1,0.1,1,antmaze-umaze-diverse-v2,50,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,0.1,0.1,2,antmaze-umaze-diverse-v2,42,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,0.1,0.1,3,antmaze-umaze-diverse-v2,51,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,0.2,0.2,0,antmaze-umaze-diverse-v2,42,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,0.2,0.2,1,antmaze-umaze-diverse-v2,46,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,0.2,0.2,2,antmaze-umaze-diverse-v2,41,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,0.2,0.2,3,antmaze-umaze-diverse-v2,50,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,0.4,0.4,0,antmaze-umaze-diverse-v2,42,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,0.4,0.4,1,antmaze-umaze-diverse-v2,50,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,0.4,0.4,2,antmaze-umaze-diverse-v2,25,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,0.4,0.4,3,antmaze-umaze-diverse-v2,45,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,0.7,0.7,0,antmaze-umaze-diverse-v2,42,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,0.7,0.7,1,antmaze-umaze-diverse-v2,49,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,0.7,0.7,2,antmaze-umaze-diverse-v2,37,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,0.7,0.7,3,antmaze-umaze-diverse-v2,42,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,1.5,1.5,0,antmaze-umaze-diverse-v2,39,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,1.5,1.5,1,antmaze-umaze-diverse-v2,47,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,1.5,1.5,2,antmaze-umaze-diverse-v2,41,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,1.5,1.5,3,antmaze-umaze-diverse-v2,52,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,2.5,2.5,0,antmaze-umaze-diverse-v2,44,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,2.5,2.5,1,antmaze-umaze-diverse-v2,44,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,2.5,2.5,2,antmaze-umaze-diverse-v2,38,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,2.5,2.5,3,antmaze-umaze-diverse-v2,51,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,4,4,0,antmaze-umaze-diverse-v2,32,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,4,4,1,antmaze-umaze-diverse-v2,40,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,4,4,2,antmaze-umaze-diverse-v2,51,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,4,4,3,antmaze-umaze-diverse-v2,45,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,7,7,0,antmaze-umaze-diverse-v2,0,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,7,7,1,antmaze-umaze-diverse-v2,79,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,7,7,2,antmaze-umaze-diverse-v2,78,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,7,7,3,antmaze-umaze-diverse-v2,58,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,10,10,0,antmaze-umaze-diverse-v2,7,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,10,10,1,antmaze-umaze-diverse-v2,0,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,10,10,2,antmaze-umaze-diverse-v2,5,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,10,10,3,antmaze-umaze-diverse-v2,27,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,12,12,0,antmaze-umaze-diverse-v2,6,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,12,12,1,antmaze-umaze-diverse-v2,6,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,12,12,2,antmaze-umaze-diverse-v2,0,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,12,12,3,antmaze-umaze-diverse-v2,74,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,14,14,0,antmaze-umaze-diverse-v2,0,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,14,14,1,antmaze-umaze-diverse-v2,14,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,14,14,2,antmaze-umaze-diverse-v2,0,available,K=3/Imp/seed2.csv
I-MART-3,3,Imp,14,14,3,antmaze-umaze-diverse-v2,45,available,K=3/Imp/seed3.csv
I-MART-3,3,Imp,17,17,0,antmaze-umaze-diverse-v2,5,available,K=3/Imp/seed0.csv
I-MART-3,3,Imp,17,17,1,antmaze-umaze-diverse-v2,38,available,K=3/Imp/seed1.csv
I-MART-3,3,Imp,17,17,2,antmaze-umaze-diverse-v2,0,available,K=3/Imp/seed2.csv
