tau,halfcheetah-expert-v2,halfcheetah-medium-v2,halfcheetah-medium-replay-v2,hopper-expert-v2,hopper-medium-v2,hopper-medium-replay-v2,walker2d-expert-v2,walker2d-medium-v2,walker2d-medium-replay-v2
40,-52.5708,6340.6892,4554.3286,181.9608,73.2684,10136.3087,230.1871,230.1871,92.3964
