tau,halfcheetah-expert-v2,halfcheetah-medium-v2,halfcheetah-medium-replay-v2,hopper-expert-v2,hopper-medium-v2,hopper-medium-replay-v2,walker2d-expert-v2,walker2d-medium-v2,walker2d-medium-replay-v2
40,-593.5915,6573.1893,4893.2368,181.9904,73.2878,9914.5132,-27.1335,236.8423,-135.1019
