environment,seed,T,K,h,n_states,full_resident,full_relu_cross,full_box_cross,full_tie_cross,full_boundary_ambiguous,full_boundary_touch,full_nonfinite,step_resident,step_relu_cross,step_box_cross,step_tie_cross,step_boundary_ambiguous,step_boundary_touch,step_nonfinite,full_residence_fraction,step_residence_fraction,full_affine_q_max_abs_residual
walker2d-medium-replay-v2,0,0.025,1,0.025,512,441,71,0,0,0,0,0,441,71,0,0,0,0,0,0.861328125,0.861328125,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.025,2,0.0125,512,441,71,0,0,0,0,0,472,40,0,0,0,0,0,0.861328125,0.921875,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.025,4,0.00625,512,441,71,0,0,0,0,0,485,27,0,0,0,0,0,0.861328125,0.947265625,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.025,8,0.003125,512,441,71,0,0,0,0,0,498,14,0,0,0,0,0,0.861328125,0.97265625,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.025,16,0.0015625,512,441,71,0,0,0,0,0,506,6,0,0,0,0,0,0.861328125,0.98828125,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.05,1,0.05,512,368,144,0,0,0,0,0,368,144,0,0,0,0,0,0.71875,0.71875,1.9895196601282805e-13
walker2d-medium-replay-v2,0,0.05,2,0.025,512,368,144,0,0,0,0,0,441,71,0,0,0,0,0,0.71875,0.861328125,1.9895196601282805e-13
walker2d-medium-replay-v2,0,0.05,4,0.0125,512,368,144,0,0,0,0,0,472,40,0,0,0,0,0,0.71875,0.921875,1.9895196601282805e-13
walker2d-medium-replay-v2,0,0.05,8,0.00625,512,368,144,0,0,0,0,0,485,27,0,0,0,0,0,0.71875,0.947265625,1.9895196601282805e-13
walker2d-medium-replay-v2,0,0.05,16,0.003125,512,368,144,0,0,0,0,0,498,14,0,0,0,0,0,0.71875,0.97265625,1.9895196601282805e-13
walker2d-medium-replay-v2,0,0.1,1,0.1,512,266,246,0,0,0,0,0,266,246,0,0,0,0,0,0.51953125,0.51953125,2.5579538487363607e-13
walker2d-medium-replay-v2,0,0.1,2,0.05,512,266,246,0,0,0,0,0,368,144,0,0,0,0,0,0.51953125,0.71875,2.5579538487363607e-13
walker2d-medium-replay-v2,0,0.1,4,0.025,512,266,246,0,0,0,0,0,441,71,0,0,0,0,0,0.51953125,0.861328125,2.5579538487363607e-13
walker2d-medium-replay-v2,0,0.1,8,0.0125,512,266,246,0,0,0,0,0,472,40,0,0,0,0,0,0.51953125,0.921875,2.5579538487363607e-13
walker2d-medium-replay-v2,0,0.1,16,0.00625,512,266,246,0,0,0,0,0,485,27,0,0,0,0,0,0.51953125,0.947265625,2.5579538487363607e-13
walker2d-medium-replay-v2,0,0.2,1,0.2,512,172,339,1,0,0,0,0,172,339,1,0,0,0,0,0.3359375,0.3359375,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.2,2,0.1,512,172,339,1,0,0,0,0,266,246,0,0,0,0,0,0.3359375,0.51953125,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.2,4,0.05,512,172,339,1,0,0,0,0,368,144,0,0,0,0,0,0.3359375,0.71875,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.2,8,0.025,512,172,339,1,0,0,0,0,441,71,0,0,0,0,0,0.3359375,0.861328125,2.2737367544323206e-13
walker2d-medium-replay-v2,0,0.2,16,0.0125,512,172,339,1,0,0,0,0,472,40,0,0,0,0,0,0.3359375,0.921875,2.2737367544323206e-13
