environment,seed,T,K,h,n_states,full_resident,full_relu_cross,full_box_cross,full_tie_cross,full_boundary_ambiguous,full_boundary_touch,full_nonfinite,step_resident,step_relu_cross,step_box_cross,step_tie_cross,step_boundary_ambiguous,step_boundary_touch,step_nonfinite,full_residence_fraction,step_residence_fraction,full_affine_q_max_abs_residual
hopper-medium-v2,0,0.025,1,0.025,512,508,4,0,0,0,0,0,508,4,0,0,0,0,0,0.9921875,0.9921875,1.7053025658242404e-13
hopper-medium-v2,0,0.025,2,0.0125,512,508,4,0,0,0,0,0,511,1,0,0,0,0,0,0.9921875,0.998046875,1.7053025658242404e-13
hopper-medium-v2,0,0.025,4,0.00625,512,508,4,0,0,0,0,0,512,0,0,0,0,0,0,0.9921875,1.0,1.7053025658242404e-13
hopper-medium-v2,0,0.025,8,0.003125,512,508,4,0,0,0,0,0,512,0,0,0,0,0,0,0.9921875,1.0,1.7053025658242404e-13
hopper-medium-v2,0,0.025,16,0.0015625,512,508,4,0,0,0,0,0,512,0,0,0,0,0,0,0.9921875,1.0,1.7053025658242404e-13
hopper-medium-v2,0,0.05,1,0.05,512,498,14,0,0,0,0,0,498,14,0,0,0,0,0,0.97265625,0.97265625,1.7053025658242404e-13
hopper-medium-v2,0,0.05,2,0.025,512,498,14,0,0,0,0,0,508,4,0,0,0,0,0,0.97265625,0.9921875,1.7053025658242404e-13
hopper-medium-v2,0,0.05,4,0.0125,512,498,14,0,0,0,0,0,511,1,0,0,0,0,0,0.97265625,0.998046875,1.7053025658242404e-13
hopper-medium-v2,0,0.05,8,0.00625,512,498,14,0,0,0,0,0,512,0,0,0,0,0,0,0.97265625,1.0,1.7053025658242404e-13
hopper-medium-v2,0,0.05,16,0.003125,512,498,14,0,0,0,0,0,512,0,0,0,0,0,0,0.97265625,1.0,1.7053025658242404e-13
hopper-medium-v2,0,0.1,1,0.1,512,488,24,0,0,0,0,0,488,24,0,0,0,0,0,0.953125,0.953125,1.7053025658242404e-13
hopper-medium-v2,0,0.1,2,0.05,512,488,24,0,0,0,0,0,498,14,0,0,0,0,0,0.953125,0.97265625,1.7053025658242404e-13
hopper-medium-v2,0,0.1,4,0.025,512,488,24,0,0,0,0,0,508,4,0,0,0,0,0,0.953125,0.9921875,1.7053025658242404e-13
hopper-medium-v2,0,0.1,8,0.0125,512,488,24,0,0,0,0,0,511,1,0,0,0,0,0,0.953125,0.998046875,1.7053025658242404e-13
hopper-medium-v2,0,0.1,16,0.00625,512,488,24,0,0,0,0,0,512,0,0,0,0,0,0,0.953125,1.0,1.7053025658242404e-13
hopper-medium-v2,0,0.2,1,0.2,512,469,43,0,0,0,0,0,469,43,0,0,0,0,0,0.916015625,0.916015625,2.2737367544323206e-13
hopper-medium-v2,0,0.2,2,0.1,512,469,43,0,0,0,0,0,488,24,0,0,0,0,0,0.916015625,0.953125,2.2737367544323206e-13
hopper-medium-v2,0,0.2,4,0.05,512,469,43,0,0,0,0,0,498,14,0,0,0,0,0,0.916015625,0.97265625,2.2737367544323206e-13
hopper-medium-v2,0,0.2,8,0.025,512,469,43,0,0,0,0,0,508,4,0,0,0,0,0,0.916015625,0.9921875,2.2737367544323206e-13
hopper-medium-v2,0,0.2,16,0.0125,512,469,43,0,0,0,0,0,511,1,0,0,0,0,0,0.916015625,0.998046875,2.2737367544323206e-13
